trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.119999999999999995559107901499,178.000000000000000000000000000000,4998,12,1804,str\(\'H\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.913368176333606229810868626373,29
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.209999999999999992228438827624,103.000000000000000000000000000000,540,26,4882,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.357606488781049836056524782180,72
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.100000000000000005551115123126,187.000000000000000000000000000000,1156,8,2985,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.753369416972622274464299607644,39
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.110000000000000000555111512313,219.000000000000000000000000000000,4363,22,1199,str\(\'H\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.443711830455809808082534573259,62
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.100000000000000005551115123126,139.000000000000000000000000000000,2840,6,4299,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.506294459721073453195572255936,91
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.100000000000000005551115123126,150.000000000000000000000000000000,2288,19,2378,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.191733845669776192810473958161,10
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.100000000000000005551115123126,176.000000000000000000000000000000,2361,5,3454,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.404972525225952284522179525084,91
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.100000000000000005551115123126,136.000000000000000000000000000000,3058,19,418,str\(\'H\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.838895667932927580068280803971,10
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.170000000000000012212453270877,142.000000000000000000000000000000,4115,9,4767,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.152985974537208663237564110204,43
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.130000000000000004440892098501,201.000000000000000000000000000000,1073,23,1597,str\(\'H\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.591814048312604423784932805574,58
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.100000000000000005551115123126,133.000000000000000000000000000000,437,11,948,str\(\'H\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.047938468147069215885558435275,29
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.100000000000000005551115123126,159.000000000000000000000000000000,4728,25,2915,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.739692897429689799615459833149,72
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.100000000000000005551115123126,186.000000000000000000000000000000,3676,2,2273,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.302780438710004096147798691163,81
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.110000000000000000555111512313,185.000000000000000000000000000000,1728,16,4100,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.983782280674204256953885305848,20
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.100000000000000005551115123126,133.000000000000000000000000000000,1353,7,2115,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.067784227780997755030689688738,32
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.110000000000000000555111512313,176.000000000000000000000000000000,3145,21,3937,str\(\'H\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.625970539825037142200869766384,69
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.160000000000000003330669073875,300.000000000000000000000000000000,4673,3,799,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.313891832880675791805913377175,86
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.119999999999999995559107901499,178.000000000000000000000000000000,225,17,2761,str\(\'H\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.878931342976167817582222596684,15
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,142.000000000000000000000000000000,855,1,4618,str\(\'H\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.479351691683754299599939940890,95
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.100000000000000005551115123126,140.000000000000000000000000000000,4054,15,1443,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.795393740314990327355815225019,6
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,107.000000000000000000000000000000,4912,26,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.347735583175847018377879749096,90
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.100000000000000005551115123126,174.000000000000000000000000000000,3474,8,4943,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.370284197786473201485790696097,89
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,115.000000000000000000000000000000,1,26,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.343883583797504721601967503375,99
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,87.000000000000000000000000000000,1567,26,4648,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.414272003248824294274754720391,41
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.220000000000000001110223024625,116.000000000000000000000000000000,78,26,4707,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.448324259664915902856563434398,100
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,93.000000000000000000000000000000,1,26,5000,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.319240731783105635699371305236,87
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.100000000000000005551115123126,138.000000000000000000000000000000,3622,20,4983,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.392945178469647826702271231625,65
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.149999999999999994448884876874,176.000000000000000000000000000000,415,4,4465,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.369011719433316398575328776133,47
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,118.000000000000000000000000000000,4707,26,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.289899793210621703476448374204,100
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,94.000000000000000000000000000000,233,26,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.322467096185594659374373804894,63
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,106.000000000000000000000000000000,151,26,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.253545080562552538339105012710,100
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.110000000000000000555111512313,166.000000000000000000000000000000,180,12,4999,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.352828801057586571854329804410,97
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,121.000000000000000000000000000000,815,26,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.412521903415280166704803832545,100
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.170000000000000012212453270877,99.000000000000000000000000000000,1,0,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.291167064644084483404640195658,100
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,105.000000000000000000000000000000,1,26,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.394936303190179804900594717765,77
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.149999999999999994448884876874,150.000000000000000000000000000000,1254,3,4904,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.453803835685146428335912105467,68
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.170000000000000012212453270877,65.000000000000000000000000000000,22,0,4965,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.350494788237622534321502598686,32
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,88.000000000000000000000000000000,4543,26,5000,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.311331345868831377288188377861,96
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,115.000000000000000000000000000000,1,26,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.388821208375676075075233484313,100
49,49_0,COMPLETED,BoTorch,GenerationStep_1,0.220000000000000001110223024625,94.000000000000000000000000000000,3709,26,4782,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.381385453387375117362267928911,15
50,50_0,COMPLETED,BoTorch,GenerationStep_1,0.110000000000000000555111512313,203.000000000000000000000000000000,834,25,4912,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.432879237046687181944548683532,2
51,51_0,COMPLETED,BoTorch,GenerationStep_1,0.100000000000000005551115123126,147.000000000000000000000000000000,1899,15,4984,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.375151933037439933027457072967,64
52,52_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,94.000000000000000000000000000000,2746,26,4831,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.343765158637252321582877812034,46
53,53_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,92.000000000000000000000000000000,207,26,4816,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.390122287453535943058113844017,35
54,54_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,122.000000000000000000000000000000,5000,26,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.393756830336541852055631807161,100
55,55_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,92.000000000000000000000000000000,48,26,4796,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.367615416234611080970040575266,64
56,56_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,92.000000000000000000000000000000,4887,26,4974,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.417287215709805536789644975215,59
57,57_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,118.000000000000000000000000000000,1,26,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.303105695220794668642838587402,100
58,58_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,108.000000000000000000000000000000,56,26,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.481762093657708001526174257378,100
59,59_0,COMPLETED,BoTorch,GenerationStep_1,0.170000000000000012212453270877,100.000000000000000000000000000000,672,0,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.419690337986778183587688317857,100
60,60_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,188.000000000000000000000000000000,5000,26,1,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.001000000000000000020816681712,3
61,61_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,90.000000000000000000000000000000,5000,26,5000,str\(\'H\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.001000000000000000020816681712,61
62,62_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,118.000000000000000000000000000000,5000,26,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,1
63,63_0,COMPLETED,BoTorch,GenerationStep_1,0.220000000000000001110223024625,105.000000000000000000000000000000,1045,26,580,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.518118312784720425057116699463,5
64,64_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,159.000000000000000000000000000000,3805,26,1,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,71
65,65_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,105.000000000000000000000000000000,609,26,5000,str\(\'H\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.001000000000000000020816681712,1
66,66_0,COMPLETED,BoTorch,GenerationStep_1,0.220000000000000001110223024625,110.000000000000000000000000000000,1129,26,2610,str\(\'H\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.001000000000000000020816681712,97
67,67_0,COMPLETED,BoTorch,GenerationStep_1,0.179999999999999993338661852249,79.000000000000000000000000000000,4603,0,5000,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.001000000000000000020816681712,1
68,68_0,COMPLETED,BoTorch,GenerationStep_1,0.230000000000000009992007221626,108.000000000000000000000000000000,3898,26,80,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,1
69,69_0,COMPLETED,BoTorch,GenerationStep_1,0.110000000000000000555111512313,53.000000000000000000000000000000,1562,0,4277,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,41
70,70_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,101.000000000000000000000000000000,5000,26,3824,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,67
71,71_0,COMPLETED,BoTorch,GenerationStep_1,0.220000000000000001110223024625,154.000000000000000000000000000000,5000,26,5000,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,1
72,72_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,92.000000000000000000000000000000,5000,26,5000,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,61
73,73_0,COMPLETED,BoTorch,GenerationStep_1,0.160000000000000003330669073875,61.000000000000000000000000000000,2403,0,4569,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.001000000000000000020816681712,9
74,74_0,COMPLETED,BoTorch,GenerationStep_1,0.220000000000000001110223024625,131.000000000000000000000000000000,4561,26,5000,str\(\'H\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,100
75,75_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,168.000000000000000000000000000000,5000,26,1,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.001000000000000000020816681712,76
76,76_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,103.000000000000000000000000000000,2510,0,785,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,1
77,77_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,253.000000000000000000000000000000,5000,26,1,str\(\'H\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,100
78,78_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,551.000000000000000000000000000000,362,26,1,str\(\'H\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,20
79,79_0,COMPLETED,BoTorch,GenerationStep_1,0.130000000000000004440892098501,134.000000000000000000000000000000,775,10,4752,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,19
80,80_0,FAILED,BoTorch,GenerationStep_1,,,693,26,1,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.001000000000000000020816681712,67
81,81_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,269.000000000000000000000000000000,3972,26,1,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.001000000000000000020816681712,77
82,82_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,270.000000000000000000000000000000,1,26,1,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,1
83,83_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,116.000000000000000000000000000000,5000,26,5000,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.001000000000000000020816681712,58
84,84_0,FAILED,BoTorch,GenerationStep_1,,,1,26,1,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,100
85,85_0,COMPLETED,BoTorch,GenerationStep_1,0.220000000000000001110223024625,136.000000000000000000000000000000,5000,26,5000,str\(\'H\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.001000000000000000020816681712,1
86,86_0,COMPLETED,BoTorch,GenerationStep_1,0.179999999999999993338661852249,79.000000000000000000000000000000,3088,0,4666,str\(\'H\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.001000000000000000020816681712,3
87,87_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,164.000000000000000000000000000000,5000,26,1,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,100
88,88_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,108.000000000000000000000000000000,5000,26,5000,str\(\'H\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.001000000000000000020816681712,1
89,89_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,358.000000000000000000000000000000,750,26,1,str\(\'H\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.001000000000000000020816681712,17
90,90_0,COMPLETED,BoTorch,GenerationStep_1,0.160000000000000003330669073875,62.000000000000000000000000000000,4099,0,4186,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,23
91,91_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,84.000000000000000000000000000000,233,26,4657,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.001000000000000000020816681712,61
92,92_0,COMPLETED,BoTorch,GenerationStep_1,0.149999999999999994448884876874,61.000000000000000000000000000000,4434,0,2726,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.724040838933210029182419020799,4
93,93_0,COMPLETED,BoTorch,GenerationStep_1,0.160000000000000003330669073875,69.000000000000000000000000000000,3727,0,3627,str\(\'H\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.001000000000000000020816681712,64
94,94_0,COMPLETED,BoTorch,GenerationStep_1,0.220000000000000001110223024625,131.000000000000000000000000000000,1746,26,4535,str\(\'H\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.136615739708455641299167382385,100
95,95_0,COMPLETED,BoTorch,GenerationStep_1,0.110000000000000000555111512313,57.000000000000000000000000000000,2035,0,3909,str\(\'H\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.001000000000000000020816681712,8
96,96_0,COMPLETED,BoTorch,GenerationStep_1,0.220000000000000001110223024625,78.000000000000000000000000000000,3163,26,2709,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,100
97,97_0,COMPLETED,BoTorch,GenerationStep_1,0.220000000000000001110223024625,149.000000000000000000000000000000,305,26,2461,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,1
98,98_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,84.000000000000000000000000000000,1732,26,5000,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,9
99,99_0,COMPLETED,BoTorch,GenerationStep_1,0.160000000000000003330669073875,67.000000000000000000000000000000,3182,0,2709,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'tstat\'\),0.549761471838296378322752389067,42
100,100_0,COMPLETED,BoTorch,GenerationStep_1,0.149999999999999994448884876874,159.000000000000000000000000000000,4946,1,4894,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.837512392176370190632894718874,17
101,101_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,104.000000000000000000000000000000,1376,0,3612,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.847800013682909803236498191836,1
102,102_0,COMPLETED,BoTorch,GenerationStep_1,0.149999999999999994448884876874,66.000000000000000000000000000000,5000,0,2957,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.445759005207301772788497373767,51
103,103_0,COMPLETED,BoTorch,GenerationStep_1,0.119999999999999995559107901499,134.000000000000000000000000000000,3514,1,4341,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,8
104,104_0,COMPLETED,BoTorch,GenerationStep_1,0.209999999999999992228438827624,84.000000000000000000000000000000,3791,26,4554,str\(\'H\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,100
105,105_0,COMPLETED,BoTorch,GenerationStep_1,0.170000000000000012212453270877,86.000000000000000000000000000000,4280,0,4892,str\(\'H\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.001000000000000000020816681712,79
106,106_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,106.000000000000000000000000000000,1853,0,2596,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,1
107,107_0,COMPLETED,BoTorch,GenerationStep_1,0.149999999999999994448884876874,65.000000000000000000000000000000,2022,0,2452,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.249543658657743472328860434573,1
108,108_0,COMPLETED,BoTorch,GenerationStep_1,0.170000000000000012212453270877,64.000000000000000000000000000000,506,0,2286,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,74
109,109_0,COMPLETED,BoTorch,GenerationStep_1,0.170000000000000012212453270877,70.000000000000000000000000000000,4385,0,5000,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,64
110,110_0,COMPLETED,BoTorch,GenerationStep_1,0.160000000000000003330669073875,62.000000000000000000000000000000,966,0,4599,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,1
111,111_0,COMPLETED,BoTorch,GenerationStep_1,0.149999999999999994448884876874,128.000000000000000000000000000000,4362,1,3091,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,97
112,112_0,COMPLETED,BoTorch,GenerationStep_1,0.110000000000000000555111512313,114.000000000000000000000000000000,1684,1,4009,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.083431348095294594058302095618,55
113,113_0,COMPLETED,BoTorch,GenerationStep_1,0.170000000000000012212453270877,77.000000000000000000000000000000,1,0,5000,str\(\'H\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.001000000000000000020816681712,82
114,114_0,COMPLETED,BoTorch,GenerationStep_1,0.179999999999999993338661852249,143.000000000000000000000000000000,2651,0,1,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,32
115,115_0,COMPLETED,BoTorch,GenerationStep_1,0.149999999999999994448884876874,138.000000000000000000000000000000,4312,1,3977,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'stdev\'\),0.419070973357139664461357142500,38
116,116_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,108.000000000000000000000000000000,2571,0,2344,str\(\'H\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.001000000000000000020816681712,1
117,117_0,COMPLETED,BoTorch,GenerationStep_1,0.100000000000000005551115123126,154.000000000000000000000000000000,2663,25,4476,str\(\'H\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.001000000000000000020816681712,91
118,118_0,COMPLETED,BoTorch,GenerationStep_1,0.170000000000000012212453270877,70.000000000000000000000000000000,1477,0,3048,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.998999999999999999111821580300,46
119,119_0,COMPLETED,BoTorch,GenerationStep_1,0.170000000000000012212453270877,263.000000000000000000000000000000,1466,1,1785,str\(\'KL\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.885312094243243419278144301643,1
120,120_0,COMPLETED,BoTorch,GenerationStep_1,0.160000000000000003330669073875,58.000000000000000000000000000000,2410,0,3785,str\(\'KL\'\),3.000000000000000000000000000000,str\(\'tstat\'\),0.537013498291809443507816013152,38
121,121_0,COMPLETED,BoTorch,GenerationStep_1,0.179999999999999993338661852249,64.000000000000000000000000000000,3610,0,4569,str\(\'H\'\),1.000000000000000000000000000000,str\(\'tstat\'\),0.685078396891933616430492293148,34
122,122_0,COMPLETED,BoTorch,GenerationStep_1,0.170000000000000012212453270877,70.000000000000000000000000000000,1506,0,2710,str\(\'H\'\),1.000000000000000000000000000000,str\(\'stdev\'\),0.979918184894998489653517026454,8
123,123_0,COMPLETED,BoTorch,GenerationStep_1,0.179999999999999993338661852249,237.000000000000000000000000000000,4800,0,634,str\(\'KL\'\),2.000000000000000000000000000000,str\(\'stdev\'\),0.998999999999999999111821580300,100
