trial_index,arm_name,trial_status,generation_node,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,subset_bound,approximation_type
27,27_0,FAILED,SOBOL,4727,1353,4207,0.552161283805966407456367051054,0.047306108225136998812754285382,4.338646683821455241059084073640,str\(\'t-test\'\),31,str\(\'bounded\'\)
28,28_0,FAILED,SOBOL,3976,3302,2660,0.692467834960669326171966986294,0.204304624842479826130059450406,2.228932823458686485196267312858,str\(\'ks-test\'\),10,str\(\'bounded\'\)
29,29_0,FAILED,SOBOL,1628,2112,541,0.394435589341446735112128862966,0.635683239938691246884161500930,7.008098582827487099677910009632,str\(\'t-test\'\),34,str\(\'bounded\'\)
30,30_0,FAILED,SOBOL,276,4849,4581,0.885437657287344359602343502047,0.771003546223044344820607420843,8.572006248865276845094740565401,str\(\'ks-test\'\),49,str\(\'bounded\'\)
31,31_0,FAILED,SOBOL,2945,1198,2364,0.217053821284323933404891704413,0.326269766777753822406538120049,3.169123589175753430424720136216,str\(\'t-test\'\),25,str\(\'bounded\'\)
32,32_0,FAILED,SOBOL,2833,3232,118,0.295326680349186077023659890983,0.704160361869260675860004994320,4.171604497162626046247169142589,str\(\'ks-test\'\),16,str\(\'bounded\'\)
33,33_0,FAILED,SOBOL,192,1883,2920,0.620038891069591091564916496282,0.136305531589314354867781275971,8.776227761697954932174070563633,str\(\'t-test\'\),40,str\(\'bounded\'\)
34,34_0,FAILED,SOBOL,1653,4771,1967,0.098458461418747908466819751538,0.273841555092483757150034762162,5.341932295106351702429492434021,str\(\'ks-test\'\),31,str\(\'bounded\'\)
35,35_0,FAILED,SOBOL,3990,961,4828,0.801319085473194747670788729010,0.823925022292882225372068205616,0.111150968140922498661460338099,str\(\'t-test\'\),7,str\(\'bounded\'\)
36,36_0,FAILED,SOBOL,4801,4319,3289,0.942309031335636926307586236362,0.924229160057380760839862432476,3.314504857516847646792257364723,str\(\'ks-test\'\),34,str\(\'bounded\'\)
37,37_0,FAILED,SOBOL,2131,470,1171,0.144271684478968376108554139137,0.477499421181157235327674470682,8.700337525598705212814820697531,str\(\'t-test\'\),8,str\(\'bounded\'\)
38,38_0,FAILED,SOBOL,945,2741,3961,0.636280729312449722101519000717,0.115814631029963491237744221962,7.136429859560915467397990141762,str\(\'ks-test\'\),24,str\(\'bounded\'\)
39,39_0,FAILED,SOBOL,3292,1432,1745,0.465891847839578987500175344394,0.545199398428201642552437533595,2.374314091799780701563804541365,str\(\'t-test\'\),50,str\(\'bounded\'\)
40,40_0,FAILED,SOBOL,3732,4448,4354,0.203705983867868783976362578869,0.220306328747421509284265539463,0.963493086937814990911022050568,str\(\'ks-test\'\),35,str\(\'bounded\'\)
41,41_0,FAILED,SOBOL,778,755,1513,0.898770206946879590681476202008,0.681929242778569477678729526815,5.734114778923802724364122695988,str\(\'t-test\'\),11,str\(\'bounded\'\)
42,42_0,FAILED,SOBOL,2393,3496,3677,0.377189286541193713464537040636,0.788045533282682342246516782325,9.799603204796090594186352973338,str\(\'ks-test\'\),20,str\(\'bounded\'\)
43,43_0,FAILED,SOBOL,4422,2343,934,0.709698850004002457225737998670,0.371483104316517709353462350919,4.402823450380005887438983336324,str\(\'t-test\'\),44,str\(\'bounded\'\)
44,44_0,FAILED,SOBOL,4294,3045,2199,0.538829131955280926646878469910,0.378388340041041382200148746051,1.513123132848180896203871270700,str\(\'ks-test\'\),17,str\(\'bounded\'\)
45,45_0,FAILED,SOBOL,1310,1852,4435,0.360642897740006462825590460852,0.960588335901498835411871368706,6.752486670354381992353864916367,str\(\'t-test\'\),42,str\(\'bounded\'\)
46,46_0,FAILED,SOBOL,592,3957,355,0.852652403585612783665226288576,0.567925440059974806494835775084,7.687642539220862936133471521316,str\(\'ks-test\'\),26,str\(\'bounded\'\)
47,47_0,FAILED,SOBOL,2629,304,2532,0.062411457704380154942747083169,0.030359537662938237967402699269,3.071995902035385306305670383153,str\(\'t-test\'\),1,str\(\'bounded\'\)
48,48_0,FAILED,SOBOL,2727,3803,1261,0.679417385684326302630609006883,0.858274013321846718227448036487,6.390598449204118125521745241713,str\(\'t-test\'\),28,str\(\'bounded\'\)
49,49_0,FAILED,SOBOL,377,150,4123,0.483200885467231278092015145376,0.301384059008210913876979475390,1.640726653772406340436873506405,str\(\'ks-test\'\),4,str\(\'bounded\'\)
50,50_0,FAILED,SOBOL,1525,2891,668,0.989340331152081531307374007156,0.165778218915686004208964732243,2.576111251214519004548719749437,str\(\'t-test\'\),19,str\(\'bounded\'\)
51,51_0,FAILED,SOBOL,4196,1698,3470,0.157678494269028302010582365256,0.736571555351838491709770551097,7.949699984216132442327307217056,str\(\'ks-test\'\),43,str\(\'bounded\'\)
52,52_0,FAILED,SOBOL,4676,3650,4667,0.079200732974335552594169485019,0.513304954923689327195290843520,6.153599168592132961919105582638,str\(\'t-test\'\),21,str\(\'bounded\'\)
53,53_0,FAILED,SOBOL,2335,2497,2450,0.756234675180166959762573242188,0.084850584350526336852027498026,0.934985490391030960033447172464,str\(\'ks-test\'\),47,str\(\'bounded\'\)
54,54_0,FAILED,SOBOL,837,4602,2740,0.279971209485083805112992649811,0.448526470998302118076139777259,5.000397760319524209648989199195,str\(\'t-test\'\),37,str\(\'bounded\'\)
55,55_0,FAILED,SOBOL,3479,909,621,0.571059867074713123358264965646,0.890336005920544293346097219910,9.592853338841349497556620917749,str\(\'ks-test\'\),12,str\(\'bounded\'\)
56,56_0,FAILED,SOBOL,3234,2587,2977,0.837295975377783219251170976349,0.343956847360357642617856299694,8.201525387404485556430699944030,str\(\'t-test\'\),23,str\(\'bounded\'\)
57,57_0,FAILED,SOBOL,1199,1278,233,0.013431487519294023347260491619,0.753680280422791892824818660301,3.578593425673432637523774246802,str\(\'ks-test\'\),48,str\(\'bounded\'\)
58,58_0,FAILED,SOBOL,1877,4165,4899,0.519570442449301506115943993791,0.649532244008034442828147803084,2.014762139074504521119024502696,str\(\'t-test\'\),33,str\(\'bounded\'\)
59,59_0,FAILED,SOBOL,4860,316,2057,0.315557544974610193477815300866,0.190819431837648156857767389738,7.261411038375459980898085632361,str\(\'ks-test\'\),8,str\(\'bounded\'\)
60,60_0,FAILED,SOBOL,3775,4924,1056,0.424219643885269781513613907009,0.061278903344646099005110784219,9.371236944264731860698702803347,str\(\'t-test\'\),29,str\(\'bounded\'\)
61,61_0,FAILED,SOBOL,1751,1115,3233,0.723104698732495276836118591746,0.599864579433575295652758541110,3.967095541737973629636826444766,str\(\'ks-test\'\),4,str\(\'bounded\'\)
62,62_0,FAILED,SOBOL,95,3386,1654,0.246841694049537180299935812400,0.994434816278517264009906284628,0.532571123075671559732313653512,str\(\'t-test\'\),14,str\(\'bounded\'\)
63,63_0,FAILED,SOBOL,3049,2037,3890,0.916078287230804533258776700677,0.407407978855073460433544596526,5.310554425923154298061490408145,str\(\'ks-test\'\),39,str\(\'bounded\'\)
64,64_0,FAILED,SOBOL,3107,2805,1851,0.003350709190592169976763425865,0.127520578410476453923294570814,9.486696180971339487086879671551,str\(\'ks-test\'\),43,str\(\'bounded\'\)
65,65_0,FAILED,SOBOL,153,1456,4009,0.832088223475962895925306384015,0.712948878597468138629267286888,4.716035768465139277338948886609,str\(\'t-test\'\),19,str\(\'bounded\'\)
66,66_0,FAILED,SOBOL,1770,4354,1174,0.324968926262110491265389100590,0.819034742301329998781511676498,0.650547174971550790090191185300,str\(\'ks-test\'\),3,str\(\'bounded\'\)
67,67_0,FAILED,SOBOL,3795,543,3430,0.526058030931279008157730459061,0.278727780779823686163609863797,6.047365687157028268927660974441,str\(\'t-test\'\),27,str\(\'bounded\'\)
68,68_0,FAILED,SOBOL,4918,4844,4705,0.728313324326649302875580360705,0.472635855726897702311362081673,7.999634127254598325862389174290,str\(\'ks-test\'\),12,str\(\'bounded\'\)
69,69_0,FAILED,SOBOL,1936,995,1941,0.434301333084702478881666820598,0.929081068225204975696840392629,2.760309310268610705207947830786,str\(\'t-test\'\),38,str\(\'bounded\'\)
70,70_0,FAILED,SOBOL,1218,3257,2861,0.909591624490916683676289267169,0.536448658669367417495266181504,1.825153609023429490676448949671,str\(\'ks-test\'\),47,str\(\'bounded\'\)
71,71_0,FAILED,SOBOL,3253,1946,38,0.237431171583011746406555175781,0.124576567063108087363154652394,6.440761488439515680681779485894,str\(\'t-test\'\),21,str\(\'bounded\'\)
72,72_0,FAILED,SOBOL,3459,3932,2624,0.469220929788425555884145978780,0.673170981829986025957168749301,5.028719381034374436012512887828,str\(\'ks-test\'\),8,str\(\'bounded\'\)
73,73_0,FAILED,SOBOL,817,240,427,0.678107383482158154741625821771,0.229060535391792663428844889495,0.424058587952516996555374362288,str\(\'t-test\'\),32,str\(\'bounded\'\)
74,74_0,FAILED,SOBOL,2276,2971,4473,0.170987625256180775235037572202,0.366627045180648591937710989441,3.858354184916243045933015309856,str\(\'ks-test\'\),48,str\(\'bounded\'\)
75,75_0,FAILED,SOBOL,4617,1818,2334,0.991928742283955222625024816807,0.792905155967920993731468115584,9.089173077677376255678609595634,str\(\'t-test\'\),24,str\(\'bounded\'\)
76,76_0,FAILED,SOBOL,4177,3462,786,0.757543699590489283401950615371,0.955705577099695835485704265011,7.448117047314532612745097139850,str\(\'ks-test\'\),39,str\(\'bounded\'\)
77,77_0,FAILED,SOBOL,1505,2270,3667,0.093179643940180537087236700700,0.383282295117154725438979312457,2.062321907779201879407082742546,str\(\'t-test\'\),13,str\(\'bounded\'\)
78,78_0,FAILED,SOBOL,318,4385,1457,0.568470426101237547023004026414,0.021567078165709973464059245885,3.626229443444870526036538649350,str\(\'ks-test\'\),4,str\(\'bounded\'\)
79,79_0,FAILED,SOBOL,2669,731,4241,0.266661085834726696575103233045,0.576706242270767721613822232030,8.388307645410298718502417614218,str\(\'t-test\'\),30,str\(\'bounded\'\)
80,80_0,FAILED,SOBOL,2610,4538,473,0.897155693223699923777303411043,0.312083610413596057586715915022,2.326754323095083343275746301515,str\(\'t-test\'\),6,str\(\'bounded\'\)
81,81_0,FAILED,SOBOL,572,884,2729,0.189421527821570623295599489211,0.847562808347865903613183036214,6.949723850621842835550978634274,str\(\'ks-test\'\),31,str\(\'bounded\'\)
82,82_0,FAILED,SOBOL,1251,3616,2395,0.711982745897024815739939640480,0.743384285647422093923353259015,8.513555267592892050743103027344,str\(\'t-test\'\),40,str\(\'bounded\'\)
83,83_0,FAILED,SOBOL,4236,2423,4553,0.390193920878693478737631039621,0.158976681176573042542088387563,3.266868839745409758279492962174,str\(\'ks-test\'\),16,str\(\'bounded\'\)
84,84_0,FAILED,SOBOL,4402,2818,3562,0.374926442915573698844156069754,0.091689899059012536230994783182,0.219663503264077020205036205880,str\(\'t-test\'\),50,str\(\'bounded\'\)
85,85_0,FAILED,SOBOL,2374,1664,739,0.540442771986126890837454084249,0.506469207482412420162631860876,5.623767339995131564478469954338,str\(\'ks-test\'\),24,str\(\'bounded\'\)
86,86_0,FAILED,SOBOL,719,3779,4161,0.049405964545905588225505056243,0.901069871127605392935322470294,9.058291628285310537194163771346,str\(\'t-test\'\),9,str\(\'bounded\'\)
87,87_0,FAILED,SOBOL,3674,86,1397,0.850367581950500661669423152489,0.437788547769188907121673537404,4.280345853984356629950980277499,str\(\'ks-test\'\),35,str\(\'bounded\'\)
88,88_0,FAILED,SOBOL,3351,3410,3767,0.614526627646759138201559835579,0.764421904761344195300409865013,2.887797842981294049735652151867,str\(\'t-test\'\),45,str\(\'bounded\'\)
89,89_0,FAILED,SOBOL,1003,2100,1628,0.284941401652991754822608072573,0.333226415578275925177820226963,7.637708396182396164419969863957,str\(\'ks-test\'\),21,str\(\'bounded\'\)
90,90_0,FAILED,SOBOL,2151,4998,3173,0.807502158716321027931428488955,0.197651002286002047680923965345,6.702323631118983549015410972061,str\(\'t-test\'\),11,str\(\'bounded\'\)
91,91_0,FAILED,SOBOL,4821,1149,976,0.107565346056595442791881112043,0.642689019991084964367189513723,1.328696177597157523919690902403,str\(\'ks-test\'\),35,str\(\'bounded\'\)
92,92_0,FAILED,SOBOL,4049,4199,2163,0.154658007888123394391044485019,0.606669550597667694979975294700,4.687185442234389931570603948785,str\(\'t-test\'\),1,str\(\'bounded\'\)
93,93_0,FAILED,SOBOL,1712,389,4947,0.947822272550314703920548708993,0.054469874158501623007122560693,9.905760362666100604656094219536,str\(\'ks-test\'\),27,str\(\'bounded\'\)
94,94_0,FAILED,SOBOL,212,2651,236,0.456785955864936088488548193709,0.418115274520590884943516130079,5.840348260358908305533987004310,str\(\'t-test\'\),42,str\(\'bounded\'\)
95,95_0,FAILED,SOBOL,2853,1302,3118,0.630098685910925215836186907836,0.983731087880209131846243053587,1.247931402357295160854278037732,str\(\'ks-test\'\),16,str\(\'bounded\'\)
96,96_0,FAILED,SOBOL,2926,4268,4387,0.863699681751430081710907415982,0.106812170285731561358844032839,1.415530082418583246450793922122,str\(\'t-test\'\),19,str\(\'bounded\'\)
97,97_0,FAILED,SOBOL,256,618,2248,0.036058576988056305345775598425,0.553845909480005449410100482055,6.811089851766825020717988081742,str\(\'ks-test\'\),45,str\(\'bounded\'\)
98,98_0,FAILED,SOBOL,1570,2731,2544,0.557673285121098150085572342505,0.915275592623278511084095043771,7.746474616830237636122546973638,str\(\'t-test\'\),36,str\(\'bounded\'\)
99,99_0,FAILED,SOBOL,3917,1541,347,0.357680642023682604513368232801,0.486074189079925444989527250073,2.974631747802719328177545321523,str\(\'ks-test\'\),10,str\(\'bounded\'\)
100,100_0,FAILED,SOBOL,4708,3182,1543,0.403541691374033673067600602735,0.264802321195602430314863795502,1.022251262178644592992782236252,str\(\'t-test\'\),26,str\(\'bounded\'\)
101,101_0,FAILED,SOBOL,2068,2032,4326,0.698650144187733523892802622868,0.832353210642933882823513158655,5.636676722322591537306379905203,str\(\'ks-test\'\),1,str\(\'bounded\'\)
102,102_0,FAILED,SOBOL,1027,4759,867,0.206667763700708745355782980369,0.695064620526507526143689119635,9.702088824629782948250067420304,str\(\'t-test\'\),17,str\(\'bounded\'\)
103,103_0,FAILED,SOBOL,3366,1069,3748,0.879924626130610731955528081016,0.144797848956659425123660867030,4.461505302055739363709108147305,str\(\'ks-test\'\),42,str\(\'bounded\'\)
104,104_0,FAILED,SOBOL,3669,3052,1103,0.647344901341944889416879505006,0.590571011839434500956258489168,3.372917732880450714105791121256,str\(\'t-test\'\),32,str\(\'bounded\'\)
105,105_0,FAILED,SOBOL,684,1745,3360,0.439554909219965317390688142041,0.008066123379394413150933473844,8.602477882804349107459529477637,str\(\'ks-test\'\),6,str\(\'bounded\'\)
106,106_0,FAILED,SOBOL,2467,4005,1774,0.961170078365132241060564410873,0.400984066743403699817349661316,7.038646465833299892267405084567,str\(\'t-test\'\),15,str\(\'bounded\'\)
107,107_0,FAILED,SOBOL,4504,159,3933,0.141325370859354731978285713012,0.938367616537958415534603773267,2.432803216230124299102044460597,str\(\'ks-test\'\),41,str\(\'bounded\'\)
108,108_0,FAILED,SOBOL,4358,4457,2933,0.124795875921845433875745357000,0.810730718644335879297102565033,4.073899773698300919022585731000,str\(\'t-test\'\),25,str\(\'bounded\'\)
109,109_0,FAILED,SOBOL,1402,650,110,0.790256341094151104620380010601,0.349412756698206095062886333835,8.834795556391588533529102278408,str\(\'ks-test\'\),49,str\(\'bounded\'\)
110,110_0,FAILED,SOBOL,519,3544,4780,0.298273469852283590331154528030,0.243048973321914663081599883299,5.400271268101409560813408461399,str\(\'t-test\'\),33,str\(\'bounded\'\)
111,111_0,FAILED,SOBOL,2546,2197,2016,0.601179271690547412099192570167,0.659793814375996601206963987352,0.013217422978021205193233100772,str\(\'ks-test\'\),9,str\(\'bounded\'\)
112,112_0,FAILED,SOBOL,2800,3697,3245,0.220063135556876648957214115399,0.455596963768824914087218758141,9.273608544365503192352662154008,str\(\'ks-test\'\),33,str\(\'bounded\'\)
113,113_0,FAILED,SOBOL,461,2350,1048,0.926944491731002906398373397678,0.883868922254070654709323662246,4.025739659996704133959610771853,str\(\'t-test\'\),8,str\(\'bounded\'\)
114,114_0,FAILED,SOBOL,1461,4611,3843,0.420831710392609248394535370608,0.520440528478473440898710578040,0.591444063032977362937003817933,str\(\'ks-test\'\),23,str\(\'bounded\'\)
115,115_0,FAILED,SOBOL,4104,804,1704,0.741767778232693686391030496452,0.078326041471213109224080994863,5.213154847722501372686565446202,str\(\'t-test\'\),48,str\(\'bounded\'\)
116,116_0,FAILED,SOBOL,4602,3852,166,0.508705665599554768263601545186,0.172828140879049907407960517958,8.260319657098502688086227863096,str\(\'ks-test\'\),14,str\(\'bounded\'\)
117,117_0,FAILED,SOBOL,2252,5,3047,0.342336579350754621753338824419,0.729900447795167606201971466362,3.481115177209489264242847639252,str\(\'t-test\'\),39,str\(\'bounded\'\)
118,118_0,FAILED,SOBOL,899,2899,2087,0.818634323528036444983513320039,0.865251240365207174853878768772,1.917207641543820395568786807416,str\(\'ks-test\'\),29,str\(\'bounded\'\)
119,119_0,FAILED,SOBOL,3572,1592,4870,0.016819896895438432582459142850,0.294762796528637405213402189474,7.320129059002735694150487688603,str\(\'t-test\'\),4,str\(\'bounded\'\)
120,120_0,FAILED,SOBOL,3151,4913,2480,0.253207165438681824909394890710,0.969818967904895523624020370335,6.211975875004195124517991644097,str\(\'ks-test\'\),18,str\(\'bounded\'\)
121,121_0,FAILED,SOBOL,1125,1223,4639,0.581939634254202253771381947445,0.431416596185416001407730846040,0.837165964961052000425922869908,str\(\'t-test\'\),44,str\(\'bounded\'\)
122,122_0,FAILED,SOBOL,1971,3336,554,0.075827313927933570614214886518,0.036598925953730938875896328000,4.902654558454640820741587958764,str\(\'ks-test\'\),29,str\(\'bounded\'\)
123,123_0,FAILED,SOBOL,4922,2185,2810,0.774911317359656126591005431692,0.623929704209789659508089698647,9.651306368818506342677210341208,str\(\'t-test\'\),3,str\(\'bounded\'\)
124,124_0,FAILED,SOBOL,3859,2577,4074,0.978459136322140654584700314444,0.624941740147769486668494209880,6.292929149707780389633171580499,str\(\'ks-test\'\),37,str\(\'bounded\'\)
125,125_0,FAILED,SOBOL,1823,1387,1310,0.184442062431946385281378297805,0.215034943230450165119194139152,1.699253586118109504710105284175,str\(\'t-test\'\),12,str\(\'bounded\'\)
126,126_0,FAILED,SOBOL,3,4114,3482,0.660739315854385500514922568982,0.319438086653128283654012875559,2.634409287363290719241604165290,str\(\'ks-test\'\),22,str\(\'bounded\'\)
127,127_0,FAILED,SOBOL,2984,464,659,0.486573828630149363139167917325,0.777846898505464179329749185854,7.851801788522863034813781268895,str\(\'t-test\'\),46,str\(\'bounded\'\)
128,128_0,FAILED,SOBOL,2993,3513,4176,0.737073740692809176167088480724,0.274740189483389241065225405691,0.121183428853750232989661128613,str\(\'ks-test\'\),42,str\(\'bounded\'\)
129,129_0,FAILED,SOBOL,37,2321,1373,0.411874256886541834088433233774,0.815229265665635471904693076795,5.371493475331925893101470137481,str\(\'t-test\'\),16,str\(\'bounded\'\)
130,130_0,FAILED,SOBOL,1810,4426,3582,0.933951501458883281969747258699,0.716692847292870305331291547191,8.805255068084225200664150179364,str\(\'ks-test\'\),1,str\(\'bounded\'\)
131,131_0,FAILED,SOBOL,3838,772,721,0.230603555986657743348544613582,0.131569677647203203685322137062,4.181103121285326906786394829396,str\(\'t-test\'\),27,str\(\'bounded\'\)
132,132_0,FAILED,SOBOL,4961,3979,2416,0.027724156273528935412464591082,0.120764457801356916988311240857,2.383734641646034990714042578475,str\(\'ks-test\'\),11,str\(\'bounded\'\)
133,133_0,FAILED,SOBOL,1976,286,4535,0.825274163123220216853326292039,0.532452471727505316501094512205,7.165380283644423364819431299111,str\(\'t-test\'\),35,str\(\'bounded\'\)
134,134_0,FAILED,SOBOL,1103,3027,489,0.333746719811111702824746316765,0.933136859573423849134599095123,8.729974396153352245164569467306,str\(\'ks-test\'\),45,str\(\'bounded\'\)
135,135_0,FAILED,SOBOL,3139,1874,2706,0.503648317044600890568517570500,0.476388360582292058609255036572,3.324611816585063994722304414609,str\(\'t-test\'\),20,str\(\'bounded\'\)
136,136_0,FAILED,SOBOL,3578,4788,257,0.766320533936843295563789979497,0.789095426123589294142846028990,4.431851948739961244427831843495,str\(\'ks-test\'\),9,str\(\'bounded\'\)
137,137_0,FAILED,SOBOL,938,939,3099,0.070768985722213989530970934538,0.362636092957109190670905718434,9.809103020892479207759606651962,str\(\'t-test\'\),35,str\(\'bounded\'\)
138,138_0,FAILED,SOBOL,2241,3210,2179,0.592846721049398173164490799536,0.233113947322592135469321306118,5.744148431610316407613936462440,str\(\'ks-test\'\),50,str\(\'bounded\'\)
139,139_0,FAILED,SOBOL,4579,1900,4923,0.259849888218566749120697068065,0.676918251967057571505392843392,0.993055459137074714170978495531,str\(\'t-test\'\),24,str\(\'bounded\'\)
140,140_0,FAILED,SOBOL,4139,2763,3190,0.493579862425103765843914516154,0.572721982158720499533899328526,3.101631580616347694245860111550,str\(\'ks-test\'\),40,str\(\'bounded\'\)
141,141_0,FAILED,SOBOL,1470,1414,953,0.671278808683156924530521791894,0.017765884481370449593518046072,7.697748306315393307386329979636,str\(\'t-test\'\),16,str\(\'bounded\'\)
142,142_0,FAILED,SOBOL,439,4302,3788,0.179750904358923435655270850475,0.387022932628169669122542018158,6.761906028226950304826914361911,str\(\'ks-test\'\),6,str\(\'bounded\'\)
143,143_0,FAILED,SOBOL,2787,492,1610,0.969504513951018442874385527830,0.959750393385067623874817854812,1.542072364958003038992728761514,str\(\'t-test\'\),30,str\(\'bounded\'\)
144,144_0,FAILED,SOBOL,2572,4143,2877,0.350557040842249978407352273280,0.163021497461944830931201977364,7.901142319353297693851345684379,str\(\'t-test\'\),4,str\(\'bounded\'\)
145,145_0,FAILED,SOBOL,537,334,15,0.547260877348482610571522855025,0.747124923158437037606915964716,2.508023712114431091890764946584,str\(\'ks-test\'\),30,str\(\'bounded\'\)
146,146_0,FAILED,SOBOL,1372,2605,4726,0.040624601870775225997967083913,0.843761614663526393620429644216,1.572104942839592567338513617869,str\(\'t-test\'\),39,str\(\'bounded\'\)
147,147_0,FAILED,SOBOL,4354,1256,1923,0.872773726711049691040500420058,0.308099350301548835506793011518,6.341506649757736369110716623254,str\(\'ks-test\'\),13,str\(\'bounded\'\)
148,148_0,FAILED,SOBOL,4520,3368,1194,0.888391231847927009823706612224,0.441535817906260508181048862753,9.543688233013265076465359015856,str\(\'t-test\'\),48,str\(\'bounded\'\)
149,149_0,FAILED,SOBOL,2495,2059,3411,0.211844559010118255182320012864,0.905123283058404948242525733804,4.931703934978694192636794468854,str\(\'ks-test\'\),24,str\(\'bounded\'\)
