trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
20,20_0,FAILED,GenerationStep_0,,,1296,4525,32,369,0.798512273564934704772610984946
21,21_0,FAILED,GenerationStep_0,,,2910,259,71,817,0.275583073008805523596009834364
22,22_0,RUNNING,GenerationStep_0,,,3934,2733,6,163,0.067408390434458856366184420494
23,23_0,RUNNING,GenerationStep_0,,,621,1904,92,657,0.608996276004239889267921626015
24,24_0,RUNNING,GenerationStep_0,,,273,4295,8,768,0.175509999912232150798274687986
25,25_0,FAILED,GenerationStep_0,,,4285,966,97,293,0.649088187091052537525115440076
26,26_0,FAILED,GenerationStep_0,,,2633,3588,30,701,0.941890562450513280090547141299
27,27_0,FAILED,GenerationStep_0,,,1571,1821,66,242,0.483011233815923313184015341903
28,28_0,FAILED,GenerationStep_0,,,2338,2879,79,50,0.346623877789825174389193307434
29,29_0,FAILED,GenerationStep_0,,,3145,2379,19,509,0.820974899746477637663133464230
30,30_0,RUNNING,GenerationStep_0,,,4934,4983,58,484,0.520260212322697035425278500043
31,31_0,RUNNING,GenerationStep_0,,,824,420,44,959,0.062641023153439168158485017557
32,32_0,RUNNING,GenerationStep_0,,,930,3044,24,626,0.759158915055915706204814341618
33,33_0,RUNNING,GenerationStep_0,,,4868,2214,88,183,0.283756904425099487632166983531
34,34_0,RUNNING,GenerationStep_0,,,3216,4836,40,841,0.125264344174414871124767500987
35,35_0,RUNNING,GenerationStep_0,,,2228,567,51,351,0.582319849357008978429917078756
36,36_0,RUNNING,GenerationStep_0,,,1676,4129,89,409,0.710788771895691784408199964673
37,37_0,RUNNING,GenerationStep_0,,,2567,1133,4,900,0.238504749851301323104735274683
38,38_0,RUNNING,GenerationStep_0,,,4356,3734,75,124,0.420260136220604207935025442566
39,39_0,RUNNING,GenerationStep_0,,,163,1675,36,567,0.879946325302124021661143160600
40,40_0,RUNNING,GenerationStep_0,,,516,4672,63,948,0.337254866862669588911671780807
41,41_0,RUNNING,GenerationStep_0,,,4001,112,28,485,0.861539621522650067575455068436
42,42_0,RUNNING,GenerationStep_0,,,2839,2567,100,522,0.546212580390274538011396998627
43,43_0,RUNNING,GenerationStep_0,,,1407,2070,11,44,0.005492944236844777769479541973
44,44_0,RUNNING,GenerationStep_0,,,1880,3274,48,227,0.134207184711471194660248329455
45,45_0,FAILED,GenerationStep_0,,,3567,1505,62,706,0.659211475199088403620351073187
46,46_0,FAILED,GenerationStep_0,,,4591,3982,16,301,0.997797059498727323401112698775
47,47_0,FAILED,GenerationStep_0,,,1205,651,77,764,0.458284263860434304405089278589
48,48_0,FAILED,GenerationStep_0,,,1077,3829,30,88,0.618621075233444561725093535642
49,49_0,FAILED,GenerationStep_0,,,4409,910,69,598,0.081163865739479659766608676819
50,50_0,FAILED,GenerationStep_0,,,3676,3288,9,381,0.265969687547534694438411406736
51,51_0,FAILED,GenerationStep_1,,,5000,1359,80,443,0.998999999999999999111821580300
52,52_0,FAILED,GenerationStep_1,,,4,2834,67,1,0.454675808218254096093602356632
53,53_0,FAILED,GenerationStep_1,,,2593,5000,1,437,0.324338145288614265737692221592
54,54_0,FAILED,GenerationStep_1,,,956,1,78,421,0.980756312237894500860591051605
55,55_0,FAILED,GenerationStep_1,,,380,3876,15,977,0.831887923600970968784906744986
56,56_0,FAILED,GenerationStep_1,,,9,1,37,770,0.998999999999999999111821580300
57,57_0,FAILED,GenerationStep_1,,,4374,1437,100,1000,0.411446355389153195503126880794
58,58_0,FAILED,GenerationStep_1,,,1,833,1,934,0.422064369649460591205070159049
59,59_0,FAILED,GenerationStep_1,,,1495,5000,89,935,0.821218146664159709402497355768
60,60_0,RUNNING,GenerationStep_1,,,1,3043,1,343,0.508956824999085899463580062729
61,61_0,RUNNING,GenerationStep_1,,,693,4780,22,921,0.863698906649322584172523420420
62,62_0,RUNNING,GenerationStep_1,,,5000,5000,1,1000,0.524307982939588024251520437247
63,63_0,RUNNING,GenerationStep_1,,,5000,5000,1,1000,0.998999999999999999111821580300
64,64_0,RUNNING,GenerationStep_1,,,1,1626,94,1,0.887241032478716329379153648915
65,65_0,FAILED,GenerationStep_1,,,1907,1,38,1000,0.998999999999999999111821580300
66,66_0,RUNNING,GenerationStep_1,,,1,675,100,1000,0.704512147035753821810999397712
67,67_0,RUNNING,GenerationStep_1,,,1,154,71,517,0.998999999999999999111821580300
68,68_0,RUNNING,GenerationStep_1,,,1,3883,100,1000,0.001000000000000000020816681712
69,69_0,RUNNING,GenerationStep_1,,,331,3483,58,1,0.101950310008373012937710200276
70,70_0,RUNNING,GenerationStep_1,,,5000,5000,34,240,0.838423500497172069501061741903
71,71_0,RUNNING,GenerationStep_1,,,4013,1854,84,1000,0.346848178772196757968515612447
72,72_0,RUNNING,GenerationStep_1,,,5000,5000,1,1000,0.003216271094595032908891596435
73,73_0,RUNNING,GenerationStep_1,,,4931,611,55,22,0.283107800434761414098971954445
74,74_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,1308.000000000000000000000000000000,1465,1,1,419,0.001000000000000000020816681712
75,75_0,RUNNING,GenerationStep_1,,,1,5000,100,379,0.108779027871671540861342464268
76,76_0,RUNNING,GenerationStep_1,,,1920,5000,40,1,0.001000000000000000020816681712
77,77_0,RUNNING,GenerationStep_1,,,3551,226,1,721,0.001000000000000000020816681712
78,78_0,RUNNING,GenerationStep_1,,,2618,2693,100,1,0.327832269914229090801427446422
79,79_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,2707.000000000000000000000000000000,1247,271,100,1,0.570360588321880745965586356760
80,80_0,RUNNING,GenerationStep_1,,,5000,4109,100,1,0.001000000000000000020816681712
81,81_0,RUNNING,GenerationStep_1,,,844,4284,1,393,0.859176601153007646338721770007
82,82_0,RUNNING,GenerationStep_1,,,1802,4616,3,1000,0.410400107796758339961940009744
83,83_0,RUNNING,GenerationStep_1,,,3007,1311,1,1,0.001000000000000000020816681712
84,84_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,3075.000000000000000000000000000000,5000,1,1,1000,0.170570192407748011387269571060
85,85_0,FAILED,GenerationStep_1,,,5000,2638,1,1000,0.764784536789521740551833772770
86,86_0,FAILED,GenerationStep_1,,,4977,4997,84,737,0.943101048881210601848579244688
87,87_0,FAILED,GenerationStep_1,,,5000,1971,100,1000,0.857918771140811053932395680022
88,88_0,FAILED,GenerationStep_1,,,3639,3920,28,10,0.385935814163348045457979651474
89,89_0,FAILED,GenerationStep_1,,,3324,3012,66,684,0.681245888947128230839211937564
90,90_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,4386.000000000000000000000000000000,1085,955,1,1,0.473336634283526735966773912878
91,91_0,RUNNING,GenerationStep_1,,,4226,1258,31,1,0.335777375109489795157458047470
92,92_0,RUNNING,GenerationStep_1,,,1,2916,45,288,0.488308546333804660566357824791
93,93_0,RUNNING,GenerationStep_1,,,5000,5000,100,1000,0.998999999999999999111821580300
94,94_0,RUNNING,GenerationStep_1,,,4051,2110,100,737,0.291042275486961043995393083605
95,95_0,FAILED,GenerationStep_1,,,5000,5000,89,424,0.767327997773587289209729078721
96,96_0,FAILED,GenerationStep_1,,,2403,3996,56,565,0.371109599520825006457869221776
97,97_0,FAILED,GenerationStep_1,,,1525,5000,8,760,0.001000000000000000020816681712
98,98_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,5866.000000000000000000000000000000,2462,731,38,1,0.640227770374365068306588000269
99,99_0,FAILED,GenerationStep_1,,,10,1,49,693,0.447013092922404042806050483705
100,100_0,FAILED,GenerationStep_1,,,1395,5000,70,396,0.242341186408822711895183488195
101,101_0,FAILED,GenerationStep_1,,,2216,4080,13,459,0.001000000000000000020816681712
102,102_0,FAILED,GenerationStep_1,,,1,2817,3,753,0.497535357730630012351724644759
103,103_0,FAILED,GenerationStep_1,,,4989,3027,46,760,0.002434695764796543544783435919
104,104_0,FAILED,GenerationStep_1,,,920,3066,38,1,0.614362314262782205354085363069
105,105_0,FAILED,GenerationStep_1,,,2142,5000,57,23,0.874786283734635516928790366364
106,106_0,FAILED,GenerationStep_1,,,3187,1983,36,660,0.972657868602852748729503673530
107,107_0,FAILED,GenerationStep_1,,,4284,3573,75,1,0.838254761534564019065385309659
108,108_0,COMPLETED,GenerationStep_1,0.320000000000000006661338147751,647.000000000000000000000000000000,1,1,1,181,0.697716584448533794216018577572
109,109_0,FAILED,GenerationStep_1,,,5000,5000,1,707,0.963264887194092644939757974498
110,110_0,COMPLETED,GenerationStep_1,0.589999999999999968913755310496,3443.000000000000000000000000000000,5000,43,78,434,0.038512274443064362094979458107
111,111_0,FAILED,GenerationStep_1,,,1872,3366,62,726,0.862021824815829007526701843744
112,112_0,FAILED,GenerationStep_1,,,1,4226,19,1,0.782428049616763932050389485084
113,113_0,FAILED,GenerationStep_1,,,1819,1522,71,662,0.976503905892861623350142963318
114,114_0,FAILED,GenerationStep_1,,,1733,1,30,13,0.001000000000000000020816681712
115,115_0,FAILED,GenerationStep_1,,,4717,3967,7,600,0.661116378288571393539996279287
116,116_0,FAILED,GenerationStep_1,,,2310,5000,41,1000,0.926093672117227928453075946891
117,117_0,FAILED,GenerationStep_1,,,2778,1,45,352,0.044622133468452208904242439758
118,118_0,FAILED,GenerationStep_1,,,527,5000,1,493,0.001000000000000000020816681712
119,119_0,FAILED,GenerationStep_1,,,458,4459,83,804,0.998999999999999999111821580300
120,120_0,RUNNING,GenerationStep_1,,,5000,772,97,537,0.001000000000000000020816681712
121,121_0,RUNNING,GenerationStep_1,,,5000,2913,81,606,0.001000000000000000020816681712
122,122_0,FAILED,GenerationStep_1,,,5000,1,100,577,0.531400103401401535663239883434
123,123_0,RUNNING,GenerationStep_1,,,2068,1388,91,479,0.001000000000000000020816681712
124,124_0,RUNNING,GenerationStep_1,,,5000,1544,100,634,0.001000000000000000020816681712
125,125_0,RUNNING,GenerationStep_1,,,1,1652,78,564,0.001000000000000000020816681712
126,126_0,FAILED,GenerationStep_1,,,5000,1,67,643,0.982622910263965865240720631846
127,127_0,RUNNING,GenerationStep_1,,,5000,511,100,496,0.922465690998742315898084598302
128,128_0,RUNNING,GenerationStep_1,,,5000,810,69,646,0.001000000000000000020816681712
129,129_0,FAILED,GenerationStep_1,,,5000,4073,98,353,0.001000000000000000020816681712
130,130_0,FAILED,GenerationStep_1,,,5000,3402,100,548,0.185049294540734404757031938971
131,131_0,FAILED,GenerationStep_1,,,5000,2004,66,490,0.001000000000000000020816681712
132,132_0,FAILED,GenerationStep_1,,,5000,1172,87,709,0.001000000000000000020816681712
133,133_0,FAILED,GenerationStep_1,,,1,851,100,440,0.001000000000000000020816681712
134,134_0,FAILED,GenerationStep_1,,,5000,1120,72,648,0.998999999999999999111821580300
135,135_0,FAILED,GenerationStep_1,,,1,1949,59,491,0.001000000000000000020816681712
136,136_0,FAILED,GenerationStep_1,,,5000,2251,67,765,0.923298531230729135899082393735
137,137_0,FAILED,GenerationStep_1,,,849,3505,93,720,0.079808070863608471245953523976
138,138_0,FAILED,GenerationStep_1,,,1,3179,100,398,0.001000000000000000020816681712
139,139_0,FAILED,GenerationStep_1,,,1,1554,100,456,0.001000000000000000020816681712
140,140_0,FAILED,GenerationStep_1,,,1495,3784,71,413,0.001000000000000000020816681712
141,141_0,FAILED,GenerationStep_1,,,5000,1,100,557,0.001000000000000000020816681712
142,142_0,FAILED,GenerationStep_1,,,5000,3129,83,486,0.998999999999999999111821580300
143,143_0,FAILED,GenerationStep_1,,,1271,2693,76,520,0.001000000000000000020816681712
144,144_0,FAILED,GenerationStep_1,,,5000,1356,100,359,0.001000000000000000020816681712
145,145_0,FAILED,GenerationStep_1,,,5000,1136,100,665,0.998999999999999999111821580300
146,146_0,FAILED,GenerationStep_1,,,3937,1,44,630,0.001000000000000000020816681712
147,147_0,FAILED,GenerationStep_1,,,4655,5000,95,750,0.001000000000000000020816681712
148,148_0,FAILED,GenerationStep_1,,,5000,1813,96,416,0.001000000000000000020816681712
149,149_0,FAILED,GenerationStep_1,,,1,1302,98,914,0.998999999999999999111821580300
150,150_0,FAILED,GenerationStep_1,,,5000,1,100,555,0.001000000000000000020816681712
151,151_0,FAILED,GenerationStep_1,,,4985,3315,87,452,0.001000000000000000020816681712
152,152_0,FAILED,GenerationStep_1,,,1,1084,99,513,0.748230028852723272336788795656
153,153_0,FAILED,GenerationStep_1,,,1,2114,100,470,0.001000000000000000020816681712
154,154_0,FAILED,GenerationStep_1,,,5000,1545,76,507,0.493535328624025271260222780256
155,155_0,FAILED,GenerationStep_1,,,5000,1,100,615,0.998999999999999999111821580300
156,156_0,FAILED,GenerationStep_1,,,5000,1951,59,619,0.001000000000000000020816681712
157,157_0,FAILED,GenerationStep_1,,,1,3258,85,444,0.001000000000000000020816681712
158,158_0,FAILED,GenerationStep_1,,,5000,1077,100,659,0.812200235435538431261193181854
159,159_0,FAILED,GenerationStep_1,,,5000,1,73,668,0.001000000000000000020816681712
160,160_0,FAILED,GenerationStep_1,,,2124,3194,100,482,0.001000000000000000020816681712
161,161_0,FAILED,GenerationStep_1,,,5000,2114,100,379,0.001000000000000000020816681712
162,162_0,FAILED,GenerationStep_1,,,1,1579,100,785,0.998999999999999999111821580300
163,163_0,FAILED,GenerationStep_1,,,5000,2518,82,502,0.001000000000000000020816681712
164,164_0,FAILED,GenerationStep_1,,,1,4516,65,438,0.001000000000000000020816681712
165,165_0,FAILED,GenerationStep_1,,,5000,419,67,584,0.998999999999999999111821580300
166,166_0,FAILED,GenerationStep_1,,,5000,2112,70,678,0.879236692009772946576617869141
167,167_0,FAILED,GenerationStep_1,,,74,989,77,1000,0.001000000000000000020816681712
168,168_0,FAILED,GenerationStep_1,,,5000,2756,56,474,0.650783620756587355415945239656
169,169_0,FAILED,GenerationStep_1,,,5000,4271,67,904,0.001000000000000000020816681712
170,170_0,FAILED,GenerationStep_1,,,715,3820,99,493,0.001000000000000000020816681712
171,171_0,FAILED,GenerationStep_1,,,5000,456,72,996,0.001000000000000000020816681712
172,172_0,FAILED,GenerationStep_1,,,1404,858,100,419,0.001000000000000000020816681712
173,173_0,FAILED,GenerationStep_1,,,369,4371,100,778,0.001000000000000000020816681712
174,174_0,FAILED,GenerationStep_1,,,5000,3058,46,486,0.001000000000000000020816681712
175,175_0,FAILED,GenerationStep_1,,,5000,4255,98,969,0.001000000000000000020816681712
176,176_0,FAILED,GenerationStep_1,,,1,3582,82,750,0.644505231943592216126148741751
177,177_0,FAILED,GenerationStep_1,,,4929,3808,74,619,0.998999999999999999111821580300
178,178_0,FAILED,GenerationStep_1,,,4520,2128,99,716,0.998999999999999999111821580300
179,179_0,FAILED,GenerationStep_1,,,1,1361,100,651,0.001000000000000000020816681712
180,180_0,RUNNING,GenerationStep_1,,,5000,2428,70,559,0.001000000000000000020816681712
181,181_0,RUNNING,GenerationStep_1,,,5000,1397,69,615,0.001000000000000000020816681712
182,182_0,FAILED,GenerationStep_1,,,5000,1,100,636,0.001000000000000000020816681712
183,183_0,FAILED,GenerationStep_1,,,5000,1,100,642,0.998999999999999999111821580300
184,184_0,RUNNING,GenerationStep_1,,,5000,1466,90,519,0.658423906909611389437486650422
185,185_0,RUNNING,GenerationStep_1,,,1,915,97,537,0.998999999999999999111821580300
186,186_0,RUNNING,GenerationStep_1,,,5000,3700,86,435,0.001000000000000000020816681712
187,187_0,RUNNING,GenerationStep_1,,,4996,5000,91,517,0.960296011988843400963844487706
188,188_0,RUNNING,GenerationStep_1,,,1,2674,73,502,0.001000000000000000020816681712
189,189_0,RUNNING,GenerationStep_1,,,343,2712,91,820,0.001000000000000000020816681712
190,190_0,RUNNING,GenerationStep_1,,,5000,892,100,839,0.001000000000000000020816681712
191,191_0,RUNNING,GenerationStep_1,,,5000,1546,100,379,0.001000000000000000020816681712
192,192_0,RUNNING,GenerationStep_1,,,1,1248,100,415,0.001000000000000000020816681712
193,193_0,RUNNING,GenerationStep_1,,,5000,1187,100,717,0.598206268354515180440955646191
194,194_0,RUNNING,GenerationStep_1,,,5000,531,75,973,0.001000000000000000020816681712
195,195_0,RUNNING,GenerationStep_1,,,5000,2873,66,528,0.998999999999999999111821580300
196,196_0,RUNNING,GenerationStep_1,,,1340,2159,100,611,0.001000000000000000020816681712
197,197_0,FAILED,GenerationStep_1,,,77,3221,100,627,0.481115622983121271616369085677
198,198_0,FAILED,GenerationStep_1,,,5000,1766,55,637,0.001000000000000000020816681712
199,199_0,FAILED,GenerationStep_1,,,3458,2388,71,1000,0.998999999999999999111821580300
200,200_0,FAILED,GenerationStep_1,,,1,3698,89,771,0.754654663428089622634331590234
201,201_0,FAILED,GenerationStep_1,,,5000,3416,100,472,0.001000000000000000020816681712
202,202_0,FAILED,GenerationStep_1,,,5000,1020,78,633,0.998999999999999999111821580300
203,203_0,FAILED,GenerationStep_1,,,506,3270,61,688,0.280883119959282390176724675257
204,204_0,FAILED,GenerationStep_1,,,1931,3863,100,546,0.001000000000000000020816681712
205,205_0,FAILED,GenerationStep_1,,,5000,1,67,775,0.001000000000000000020816681712
206,206_0,FAILED,GenerationStep_1,,,2589,5000,91,709,0.001000000000000000020816681712
207,207_0,FAILED,GenerationStep_1,,,5000,3401,69,522,0.001000000000000000020816681712
208,208_0,FAILED,GenerationStep_1,,,2923,2869,100,797,0.001000000000000000020816681712
209,209_0,FAILED,GenerationStep_1,,,1,1270,87,791,0.998999999999999999111821580300
210,210_0,RUNNING,GenerationStep_1,,,5000,1096,63,741,0.965345831133367804355316366127
211,211_0,FAILED,GenerationStep_1,,,1,3447,100,453,0.001000000000000000020816681712
212,212_0,FAILED,GenerationStep_1,,,520,1000,100,714,0.001000000000000000020816681712
213,213_0,FAILED,GenerationStep_1,,,5000,1,100,526,0.001000000000000000020816681712
214,214_0,FAILED,GenerationStep_1,,,587,1295,81,529,0.998999999999999999111821580300
215,215_0,FAILED,GenerationStep_1,,,2185,1711,100,364,0.998999999999999999111821580300
216,216_0,FAILED,GenerationStep_1,,,3777,1922,95,564,0.998999999999999999111821580300
217,217_0,FAILED,GenerationStep_1,,,3999,3516,91,633,0.307911388526585116931499896964
218,218_0,FAILED,GenerationStep_1,,,3221,4160,100,770,0.001000000000000000020816681712
219,219_0,FAILED,GenerationStep_1,,,1,1933,63,449,0.001000000000000000020816681712
220,220_0,FAILED,GenerationStep_1,,,5000,2332,92,506,0.001000000000000000020816681712
221,221_0,FAILED,GenerationStep_1,,,4260,3216,100,942,0.019472306276614316511430757828
222,222_0,FAILED,GenerationStep_1,,,1,3698,56,504,0.001000000000000000020816681712
223,223_0,FAILED,GenerationStep_1,,,4508,2334,68,1000,0.179053754699464495736549451976
224,224_0,FAILED,GenerationStep_1,,,604,5000,68,734,0.001741072282785811019267807609
225,225_0,FAILED,GenerationStep_1,,,3960,4395,100,501,0.001000000000000000020816681712
226,226_0,FAILED,GenerationStep_1,,,5000,626,66,570,0.998999999999999999111821580300
227,227_0,FAILED,GenerationStep_1,,,5000,1,95,827,0.998999999999999999111821580300
228,228_0,FAILED,GenerationStep_1,,,3888,4041,88,691,0.998999999999999999111821580300
229,229_0,FAILED,GenerationStep_1,,,1,3266,72,782,0.001000000000000000020816681712
230,230_0,FAILED,GenerationStep_1,,,1840,3604,92,806,0.998999999999999999111821580300
231,231_0,FAILED,GenerationStep_1,,,1,4431,22,454,0.001000000000000000020816681712
232,232_0,FAILED,GenerationStep_1,,,5000,565,100,930,0.849577043988983593436614683014
233,233_0,FAILED,GenerationStep_1,,,2865,3138,97,540,0.001000000000000000020816681712
234,234_0,FAILED,GenerationStep_1,,,3804,1921,66,589,0.001000000000000000020816681712
235,235_0,FAILED,GenerationStep_1,,,4556,3667,100,415,0.998999999999999999111821580300
236,236_0,FAILED,GenerationStep_1,,,5000,1,100,536,0.998999999999999999111821580300
237,237_0,FAILED,GenerationStep_1,,,3105,3600,58,828,0.001000000000000000020816681712
238,238_0,FAILED,GenerationStep_1,,,1502,2303,62,475,0.001000000000000000020816681712
239,239_0,FAILED,GenerationStep_1,,,5000,3817,54,401,0.998999999999999999111821580300
240,240_0,RUNNING,GenerationStep_1,,,5000,2413,100,500,0.001000000000000000020816681712
241,241_0,RUNNING,GenerationStep_1,,,2956,3488,76,489,0.927696501459559286217881890479
242,242_0,RUNNING,GenerationStep_1,,,1867,1415,74,658,0.998999999999999999111821580300
243,243_0,FAILED,GenerationStep_1,,,5000,1,96,567,0.001000000000000000020816681712
244,244_0,RUNNING,GenerationStep_1,,,5000,2170,85,552,0.998999999999999999111821580300
245,245_0,RUNNING,GenerationStep_1,,,3892,4240,64,292,0.001000000000000000020816681712
246,246_0,RUNNING,GenerationStep_1,,,4141,2860,69,1000,0.001000000000000000020816681712
247,247_0,FAILED,GenerationStep_1,,,5000,1,97,714,0.958086876679477339457946527546
248,248_0,RUNNING,GenerationStep_1,,,5000,2121,55,602,0.001000000000000000020816681712
249,249_0,RUNNING,GenerationStep_1,,,4699,4205,95,432,0.001000000000000000020816681712
250,250_0,RUNNING,GenerationStep_1,,,665,2697,82,466,0.998999999999999999111821580300
251,251_0,RUNNING,GenerationStep_1,,,5000,3631,100,746,0.001000000000000000020816681712
252,252_0,FAILED,GenerationStep_1,,,5000,1,65,608,0.998999999999999999111821580300
253,253_0,FAILED,GenerationStep_1,,,3860,1971,79,485,0.317107646235718743099596395041
254,254_0,FAILED,GenerationStep_1,,,5000,4025,98,1000,0.904813921488520023217461130116
255,255_0,FAILED,GenerationStep_1,,,1,870,89,508,0.001000000000000000020816681712
256,256_0,FAILED,GenerationStep_1,,,5000,4213,100,579,0.878147391085543960187465017952
257,257_0,FAILED,GenerationStep_1,,,1,2566,76,864,0.998999999999999999111821580300
258,258_0,FAILED,GenerationStep_1,,,1,1,29,651,0.855814138679183211699807998230
259,259_0,FAILED,GenerationStep_1,,,2560,2648,42,792,0.998999999999999999111821580300
260,260_0,FAILED,GenerationStep_1,,,1801,3012,100,404,0.001000000000000000020816681712
261,261_0,FAILED,GenerationStep_1,,,1226,4692,97,751,0.698018164794665940675599813403
262,262_0,FAILED,GenerationStep_1,,,1,3854,100,460,0.127378448536689808934241341376
263,263_0,FAILED,GenerationStep_1,,,3024,857,100,375,0.001000000000000000020816681712
264,264_0,FAILED,GenerationStep_1,,,1,1479,100,931,0.001000000000000000020816681712
265,265_0,FAILED,GenerationStep_1,,,5000,5000,100,1,0.998999999999999999111821580300
266,266_0,FAILED,GenerationStep_1,,,2865,4572,100,605,0.001000000000000000020816681712
267,267_0,FAILED,GenerationStep_1,,,5000,3117,88,430,0.998999999999999999111821580300
268,268_0,FAILED,GenerationStep_1,,,1,2040,58,596,0.001000000000000000020816681712
269,269_0,FAILED,GenerationStep_1,,,1600,1010,76,774,0.001000000000000000020816681712
270,270_0,FAILED,GenerationStep_1,,,3913,3270,100,566,0.001000000000000000020816681712
271,271_0,FAILED,GenerationStep_1,,,4064,476,82,829,0.965501666581337847361510284827
272,272_0,FAILED,GenerationStep_1,,,5000,1,100,531,0.001000000000000000020816681712
273,273_0,FAILED,GenerationStep_1,,,2255,2410,100,1000,0.998999999999999999111821580300
274,274_0,FAILED,GenerationStep_1,,,1,863,100,535,0.001000000000000000020816681712
275,275_0,FAILED,GenerationStep_1,,,5000,5000,28,727,0.998999999999999999111821580300
276,276_0,FAILED,GenerationStep_1,,,5000,4082,100,630,0.584608432535326683066045916348
277,277_0,FAILED,GenerationStep_1,,,2379,1852,71,543,0.001000000000000000020816681712
278,278_0,FAILED,GenerationStep_1,,,350,3193,92,607,0.998999999999999999111821580300
279,279_0,FAILED,GenerationStep_1,,,1,2054,75,849,0.998999999999999999111821580300
280,280_0,FAILED,GenerationStep_1,,,1,1680,87,502,0.998999999999999999111821580300
281,281_0,RUNNING,GenerationStep_1,,,1327,2425,69,692,0.513667995632719143195288324932
282,282_0,FAILED,GenerationStep_1,,,5000,1,53,568,0.001000000000000000020816681712
283,283_0,RUNNING,GenerationStep_1,,,2496,5000,72,527,0.001000000000000000020816681712
284,284_0,RUNNING,GenerationStep_1,,,1,2487,100,595,0.803481524161527072003252669674
285,285_0,FAILED,GenerationStep_1,,,5000,1,76,598,0.998999999999999999111821580300
286,286_0,RUNNING,GenerationStep_1,,,1,2460,50,567,0.491019947018952129802471517905
287,287_0,FAILED,GenerationStep_1,,,4966,5000,52,1000,0.631528355811727282187462151342
288,288_0,FAILED,GenerationStep_1,,,1,3675,62,588,0.239977380344219226593338589737
289,289_0,FAILED,GenerationStep_1,,,1,3266,100,913,0.516109438260840214240943168988
290,290_0,FAILED,GenerationStep_1,,,271,3807,100,573,0.001000000000000000020816681712
291,291_0,FAILED,GenerationStep_1,,,5000,418,50,774,0.001000000000000000020816681712
292,292_0,FAILED,GenerationStep_1,,,2470,1549,99,1000,0.070347164966736944191616487387
293,293_0,FAILED,GenerationStep_1,,,1,5000,61,303,0.998999999999999999111821580300
294,294_0,FAILED,GenerationStep_1,,,2195,3762,50,774,0.092097770779278886887908583958
295,295_0,FAILED,GenerationStep_1,,,3823,3076,85,356,0.471951740214649306803806894095
296,296_0,FAILED,GenerationStep_1,,,3701,1159,100,475,0.511350275425271783014125048794
297,297_0,FAILED,GenerationStep_1,,,5000,2408,94,715,0.997226189930515927173360068991
298,298_0,FAILED,GenerationStep_1,,,2447,5000,64,552,0.998999999999999999111821580300
299,299_0,FAILED,GenerationStep_1,,,5000,2777,50,634,0.001000000000000000020816681712
300,300_0,RUNNING,GenerationStep_1,,,1971,1244,64,762,0.079728758201573809993867314461
301,301_0,RUNNING,GenerationStep_1,,,5000,1346,48,706,0.998999999999999999111821580300
302,302_0,RUNNING,GenerationStep_1,,,5000,943,81,390,0.633799123961891863743289832200
303,303_0,FAILED,GenerationStep_1,,,5000,1,100,543,0.001000000000000000020816681712
