trial_index,arm_name,trial_status,generation_node,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
29,29_0,FAILED,GenerationStep_0,3540,1566,57,576,0.233601995578035709355546600818
30,30_0,RUNNING,GenerationStep_0,4044,3916,25,49,0.404692796824499989583046044572
31,31_0,RUNNING,GenerationStep_0,749,1198,86,967,0.836259562494233277263333548035
32,32_0,RUNNING,GenerationStep_0,697,3424,53,730,0.186623441683128471479946597356
33,33_0,RUNNING,GenerationStep_0,3964,1767,41,258,0.618191341293975682447126018815
34,34_0,RUNNING,GenerationStep_0,3454,3792,79,871,0.759101128673180913786211476690
35,35_0,RUNNING,GenerationStep_0,1750,1077,17,147,0.452157647872343637640568658753
36,36_0,RUNNING,GenerationStep_0,2334,4478,33,89,0.279869944825768490748174599503
37,37_0,RUNNING,GenerationStep_0,3089,322,70,928,0.961059689197689248629785652156
38,38_0,RUNNING,GenerationStep_0,4456,2660,12,449,0.665253151562064881652247549937
39,39_0,RUNNING,GenerationStep_0,260,2443,99,539,0.108931389115750787421887935125
40,40_0,RUNNING,GenerationStep_0,376,4320,1,939,0.509605939557775888815172038449
41,41_0,RUNNING,GenerationStep_0,4891,784,89,44,0.202666161725297583329208350733
42,42_0,RUNNING,GenerationStep_0,2507,3444,31,580,0.436130096616223428274139450878
43,43_0,RUNNING,GenerationStep_0,2051,1357,69,436,0.867701818166300653523137498269
44,44_0,RUNNING,GenerationStep_0,1405,2953,84,361,0.914742630075663365474269994593
45,45_0,RUNNING,GenerationStep_0,3413,1916,21,654,0.358424778796732401708879933722
46,46_0,RUNNING,GenerationStep_0,4152,4888,61,220,0.030361386358737946222774439775
47,47_0,RUNNING,GenerationStep_0,1208,303,48,762,0.711554922927171040747396091319
48,48_0,RUNNING,GenerationStep_0,973,4796,94,497,0.490812824895605459563086014896
49,49_0,FAILED,GenerationStep_0,4230,15,6,517,0.797874098012223864628822411760
50,50_0,FAILED,GenerationStep_0,3178,2987,64,108,0.563588349523022724696375007625
51,51_0,FAILED,GenerationStep_0,1484,2146,26,877,0.131651405988261110957537880495
52,52_0,FAILED,GenerationStep_0,1974,3742,23,827,0.085569434236735103516124922862
53,53_0,FAILED,GenerationStep_0,2742,1459,86,158,0.642252633906900904925407758128
54,54_0,FAILED,GenerationStep_0,4813,4119,46,716,0.969189558088779490319097931206
55,55_0,FAILED,GenerationStep_0,610,779,59,298,0.287874429572373635721760365414
56,56_0,FAILED,GenerationStep_0,25,2655,42,211,0.813079791055992262549523275084
57,57_0,FAILED,GenerationStep_0,4534,2243,54,808,0.381146639717742818920243053071
58,58_0,FAILED,GenerationStep_0,2855,4581,16,319,0.241302303409203888762135647994
59,59_0,FAILED,GenerationStep_0,2412,620,78,667,0.548367487693205424292841598799
60,60_0,RUNNING,SOBOL,4709,4445,35,662,0.594512363433837842663365336193
61,61_0,RUNNING,SOBOL,2041,277,76,94,0.429101768795400850819987681461
62,62_0,FAILED,SOBOL,422,3665,15,841,0.050658903485164046009980864937
63,63_0,FAILED,SOBOL,2753,1683,69,414,0.972972656117752188187353112880
64,64_0,FAILED,SOBOL,3184,3069,93,309,0.790678915403783322268793654075
65,65_0,FAILED,SOBOL,1141,2201,48,944,0.248523259941488494639827422361
66,66_0,FAILED,SOBOL,1399,3850,62,193,0.367735547905787829581214509744
67,67_0,FAILED,SOBOL,4356,795,5,563,0.671480244027450656751909718878
68,68_0,FAILED,SOBOL,4011,3359,54,920,0.460320336923003170515045212596
69,69_0,FAILED,SOBOL,1646,1374,8,336,0.500921007420867647752515949833
70,70_0,FAILED,SOBOL,816,4766,96,583,0.879378147376701280180100184225
71,71_0,FAILED,SOBOL,3450,592,38,171,0.081876233572140341698819554495
72,72_0,FAILED,SOBOL,3112,4170,24,51,0.154929963216185573315897272551
73,73_0,FAILED,SOBOL,121,1109,67,702,0.821895613458007545659711468033
74,74_0,FAILED,SOBOL,2419,2763,31,451,0.702699503673240521983700546116
75,75_0,FAILED,SOBOL,4428,1891,86,805,0.274142916673794367898864265953
76,76_0,FAILED,SOBOL,4667,2630,12,246,0.942374145580455624404692116514
77,77_0,FAILED,SOBOL,2335,2093,54,502,0.018903375202789902964628510063
78,78_0,FAILED,SOBOL,205,4348,44,253,0.398565442845225326173874691449
79,79_0,FAILED,SOBOL,2873,1000,98,993,0.562698446478694713768220481143
80,80_0,RUNNING,SOBOL,3691,4846,65,847,0.639734378410503290446342816722
81,81_0,RUNNING,SOBOL,735,424,21,400,0.337146410042420019426145927355
82,82_0,RUNNING,SOBOL,1727,3128,83,652,0.216714897438883780100837839200
83,83_0,RUNNING,SOBOL,3770,1517,26,96,0.760148452486842818309753511130
84,84_0,RUNNING,SOBOL,4114,4043,81,488,0.112435747688636178409637977893
85,85_0,RUNNING,SOBOL,1480,689,35,760,0.911218356894329173378821451479
86,86_0,RUNNING,SOBOL,1060,2949,75,10,0.531540103636682026433391001774
87,87_0,RUNNING,SOBOL,3425,2408,17,735,0.492097172144800421023091985262
88,88_0,RUNNING,SOBOL,2514,3447,47,605,0.305988743847236011053070114940
89,89_0,RUNNING,SOBOL,505,1833,89,142,0.733264821337536010226187954686
90,90_0,RUNNING,SOBOL,1957,4541,2,895,0.853682051859796064974261753378
91,91_0,RUNNING,SOBOL,4947,113,58,354,0.185558491591364144168707639437
92,92_0,RUNNING,SOBOL,4873,3748,95,121,0.674984376741573188773770652915
93,93_0,RUNNING,SOBOL,1878,1609,40,627,0.348157759005203848445830772107
94,94_0,FAILED,SOBOL,584,4530,52,378,0.220779537245631207742491142199
95,95_0,FAILED,SOBOL,2589,202,9,868,0.802349442925304190410429328040
96,96_0,FAILED,SOBOL,3348,3778,30,972,0.992371773077175056698706612224
97,97_0,FAILED,SOBOL,978,876,88,274,0.046358402067795394241311868200
98,98_0,FAILED,SOBOL,1562,2996,23,528,0.417373904749751112319700041553
99,99_0,FAILED,SOBOL,4191,2283,68,221,0.621339307751506586541268006840
100,100_0,FAILED,SOBOL,3852,4835,13,363,0.254626282518729540882418405090
101,101_0,FAILED,SOBOL,1804,513,71,884,0.706142912911251197094486542483
102,102_0,FAILED,SOBOL,658,3429,33,136,0.833504949055612121000535807980
103,103_0,FAILED,SOBOL,3610,1293,78,610,0.127246941689401871222742101963
104,104_0,FAILED,SOBOL,2952,2677,61,729,0.077515060728415852153716514295
105,105_0,FAILED,SOBOL,279,1968,6,17,0.898838367031887131020084780175
106,106_0,FAILED,SOBOL,2261,4083,91,770,0.527808582268655346325658683782
107,107_0,FAILED,SOBOL,4587,1187,49,479,0.448531347874552011045778954212
108,108_0,FAILED,SOBOL,4503,4276,74,538,0.771507116459310027245521723671
109,109_0,FAILED,SOBOL,2499,1081,19,219,0.189267795149236917051638329212
110,110_0,FAILED,SOBOL,42,2557,79,966,0.317377914553508166939366219594
111,111_0,FAILED,SOBOL,3037,2175,37,288,0.643413944827392669800758540077
112,112_0,FAILED,SOBOL,3527,3211,1,435,0.589836930893361532923790946370
113,113_0,FAILED,SOBOL,898,1443,59,819,0.386541248384863145304279896664
114,114_0,FAILED,SOBOL,1564,4931,45,68,0.014793825751170514709587067159
115,115_0,FAILED,SOBOL,3935,349,91,687,0.961597494231536953357419861277
116,116_0,FAILED,SOBOL,4274,2863,42,795,0.158050212249159827138100808952
117,117_0,FAILED,SOBOL,1323,2485,100,461,0.865101431872695725289190704643
118,118_0,FAILED,SOBOL,1218,3956,10,708,0.737005587114021198935631673521
119,119_0,FAILED,SOBOL,3266,767,55,46,0.286159569496288901380154356957
120,120_0,RUNNING,SOBOL,2673,4610,82,177,0.480133626803755764189673982401
121,121_0,RUNNING,SOBOL,347,34,28,577,0.558617477919906346706113708933
122,122_0,RUNNING,SOBOL,2115,3517,64,326,0.930381078733131250402266232413
123,123_0,RUNNING,SOBOL,4788,1752,22,929,0.108387345546856528333279356957
124,124_0,RUNNING,SOBOL,4832,3031,67,467,0.353120010796934391539281250516
125,125_0,RUNNING,SOBOL,2150,2316,25,789,0.686103103421628501834561575379
126,126_0,RUNNING,SOBOL,391,3812,85,36,0.807251289116218684327463961381
127,127_0,RUNNING,SOBOL,2708,911,31,718,0.231958792215213177589916426768
128,128_0,RUNNING,SOBOL,3232,4486,7,567,0.036035752240568402759990362938
129,129_0,RUNNING,SOBOL,1174,159,52,187,0.987587901376187793367478207074
130,130_0,RUNNING,SOBOL,1288,3705,40,935,0.611077126728370778607768443180
131,131_0,FAILED,SOBOL,4230,1565,97,320,0.412529686933383321623125539190
132,132_0,FAILED,SOBOL,3968,4127,48,209,0.717322656776755995799987886130
133,133_0,FAILED,SOBOL,1608,1230,94,547,0.259527665838599208569803522551
134,134_0,FAILED,SOBOL,932,2721,4,294,0.138365209216251977553113761132
135,135_0,FAILED,SOBOL,3571,2012,62,960,0.838467693461105278984746291826
136,136_0,FAILED,SOBOL,2993,3394,76,825,0.893993686344474514093860761932
137,137_0,FAILED,SOBOL,8,1260,33,429,0.067253368601202970222807664413
138,138_0,FAILED,SOBOL,2454,4801,70,677,0.443747968787327418116461785758
139,139_0,FAILED,SOBOL,4469,478,15,78,0.517485473288223141175024011318
140,140_0,FAILED,SOBOL,4544,4964,88,879,0.200142945701256402823986491057
141,141_0,FAILED,SOBOL,2227,384,47,369,0.776713096810504821654319584923
142,142_0,FAILED,SOBOL,235,3246,58,620,0.654349500980228149238371315732
143,143_0,FAILED,SOBOL,2918,1477,3,126,0.322523366615176221294802871853
144,144_0,FAILED,SOBOL,3644,2513,36,26,0.382001105243340133288398874356
145,145_0,FAILED,SOBOL,702,2131,81,720,0.579270704938098734970708392211
146,146_0,FAILED,SOBOL,1838,4231,17,473,0.956996882285922723099247377831
147,147_0,FAILED,SOBOL,3896,1038,74,776,0.004287945911288261469085369981
148,148_0,FAILED,SOBOL,4157,3560,19,636,0.870246395038440812008673219680
149,149_0,FAILED,SOBOL,1518,1797,65,111,0.168986231273040188316514331746
150,150_0,FAILED,SOBOL,944,4654,26,862,0.291366009000688819252644634616
151,151_0,FAILED,SOBOL,3305,78,85,384,0.747880245052278014306068598671
152,152_0,FAILED,SOBOL,2632,3922,55,268,0.548112060951069013370329230384
153,153_0,FAILED,SOBOL,619,732,12,977,0.475532525962218621806698592991
154,154_0,FAILED,SOBOL,1922,2828,98,231,0.097820626977831129367224605176
155,155_0,FAILED,SOBOL,4907,2451,43,518,0.925841394744813417361228857771
156,156_0,FAILED,SOBOL,4982,3895,5,754,0.431996829206123922340054832603
157,157_0,FAILED,SOBOL,2001,838,60,494,0.606723828269168707905123483215
158,158_0,FAILED,SOBOL,539,3113,50,745,0.975807247724384096976280034141
159,159_0,FAILED,SOBOL,2558,2245,92,1,0.062930710718035701156658490163
160,160_0,FAILED,SOBOL,3381,3630,72,152,0.235394847566261888882621633456
161,161_0,FAILED,SOBOL,1026,1649,14,595,0.787726349307224182894060504623
162,162_0,FAILED,SOBOL,1437,4412,78,347,0.658412237253040100171119775041
163,163_0,FAILED,SOBOL,4080,242,32,900,0.364722453519701950153120151299
164,164_0,FAILED,SOBOL,3814,2798,87,512,0.513193277524784163823312610475
165,165_0,FAILED,SOBOL,1761,1925,29,236,0.463154439633712167179169227893
166,166_0,FAILED,SOBOL,779,4203,69,987,0.094087202075868847650497173163
167,167_0,FAILED,SOBOL,3726,1144,24,258,0.882273666940629475163859751774
168,168_0,FAILED,SOBOL,2839,4722,41,394,0.818882030175998809617965434882
169,169_0,FAILED,SOBOL,161,548,95,853,0.141862419312819842964756844594
170,170_0,FAILED,SOBOL,2301,3316,9,105,0.271190809730440351987823532909
171,171_0,FAILED,SOBOL,4623,1329,51,643,0.689570598684251301335734751774
172,172_0,FAILED,SOBOL,4394,3171,28,342,0.031358412448316809462145471343
173,173_0,FAILED,SOBOL,2375,1561,83,914,0.945025477431714500120563116070
174,174_0,FAILED,SOBOL,87,4890,21,162,0.575213952528312755241302056675
175,175_0,FAILED,SOBOL,3068,467,64,593,0.401156428581103674524399593793
176,176_0,FAILED,SOBOL,3494,4314,99,692,0.333950115386396628736065395060
177,177_0,FAILED,SOBOL,851,965,41,61,0.626849542163312456466428557178
178,178_0,FAILED,SOBOL,1690,2595,56,811,0.756891752230003489465559596283
179,179_0,FAILED,SOBOL,4046,2060,11,445,0.203890589481219658418709173020
180,180_0,RUNNING,SOBOL,4311,4575,59,84,0.913808879759162695499696837942
181,181_0,RUNNING,SOBOL,1365,148,2,672,0.124951742634177215274249306276
182,182_0,FAILED,SOBOL,1097,3482,90,419,0.494748996609821911629722990256
183,183_0,FAILED,SOBOL,3150,1866,45,835,0.543994681729003781711639931018
184,184_0,FAILED,SOBOL,2787,2905,18,950,0.720441002275794772913286578842
185,185_0,FAILED,SOBOL,465,2364,73,303,0.302731580719351744956924221697
186,186_0,FAILED,SOBOL,2075,3999,38,553,0.172673196190968158969525347857
187,187_0,FAILED,SOBOL,4753,646,80,203,0.850486249817535289174941226520
188,188_0,FAILED,SOBOL,4737,3412,16,582,0.228344610515981899512283348486
189,189_0,FAILED,SOBOL,2108,1311,75,166,0.810888021372258682717415467778
190,190_0,FAILED,SOBOL,433,4818,36,917,0.682549531804397702217102050781
191,191_0,FAILED,SOBOL,2803,530,82,329,0.356696716671809577192675533297
192,192_0,FAILED,SOBOL,3137,4066,58,448,0.410326499763876195725487150412
193,193_0,FAILED,SOBOL,1132,1204,3,798,0.613318092726170993600476322172
194,194_0,FAILED,SOBOL,1330,2660,89,50,0.985324449883773878511306065775
195,195_0,FAILED,SOBOL,4325,1984,46,697,0.038337566262111065495954420612
196,196_0,FAILED,SOBOL,4039,4508,98,840,0.842044758107513224842932686443
197,197_0,RUNNING,SOBOL,1713,224,43,409,0.134811275109648714964905025226
198,198_0,RUNNING,SOBOL,827,3726,54,659,0.263165950292721384506933191005
199,199_0,FAILED,SOBOL,3500,1631,13,87,0.713706926597282298452284976520
200,200_0,RUNNING,SOBOL,3064,2975,27,191,0.519786694314330777189070431632
201,201_0,RUNNING,SOBOL,113,2305,84,556,0.441485106572508834155144086253
202,202_0,RUNNING,SOBOL,2350,3757,20,308,0.069493031496182078310397400855
203,203_0,RUNNING,SOBOL,4398,898,65,939,0.891791805995628239500661038619
204,204_0,RUNNING,SOBOL,4639,3978,39,13,0.324920249516144399315464852407
205,205_0,RUNNING,SOBOL,2268,745,97,742,0.651930082393810117480370536214
206,206_0,RUNNING,SOBOL,194,2885,7,489,0.779049354758113654639828382642
207,207_0,RUNNING,SOBOL,2823,2463,53,765,0.197783538624644289471987690376
208,208_0,RUNNING,SOBOL,3739,3539,86,895,0.007708454186096787286164300212
209,209_0,RUNNING,SOBOL,744,1731,31,358,0.953538610054180058028805433423
210,210_0,RUNNING,SOBOL,1797,4632,68,608,0.582751462664455210926917061443
211,211_0,RUNNING,SOBOL,3801,13,25,149,0.378481970116496091449675986951
212,212_0,RUNNING,SOBOL,4086,2574,70,255,0.745522390173748106256823575677
213,213_0,RUNNING,SOBOL,1413,2159,16,1000,0.293700718468055121945781138493
214,214_0,RUNNING,SOBOL,1049,4294,76,247,0.166567171458154916763305664062
215,215_0,RUNNING,SOBOL,3375,1064,34,507,0.872642915450036471547434757667
216,216_0,RUNNING,SOBOL,2562,4948,4,653,0.922320956515148226984024404373
217,217_0,FAILED,SOBOL,514,331,62,101,0.101302691524848345605569477357
218,218_0,FAILED,SOBOL,2027,3228,49,850,0.472073660735040923075445107315
219,219_0,FAILED,SOBOL,4978,1426,94,407,0.551533158503472842326686986780
220,220_0,RUNNING,SOBOL,4901,4744,56,139,0.057736538225784901634529688863
221,221_0,RUNNING,SOBOL,1945,613,11,617,0.981024093462154245237627492315
222,222_0,RUNNING,SOBOL,595,3337,99,364,0.601590381111949734638244535745
223,223_0,RUNNING,SOBOL,2639,1395,42,889,0.437153287932276701788225636847
224,224_0,RUNNING,SOBOL,3301,2741,21,771,0.360200704390183090719546044056
225,225_0,RUNNING,SOBOL,970,1913,63,484,0.662971887899562739576708736422
226,226_0,RUNNING,SOBOL,1493,4148,28,732,0.783144451107829819846983809839
227,227_0,RUNNING,SOBOL,4161,1131,83,23,0.240014985606074343627014400226
228,228_0,RUNNING,SOBOL,3880,3648,37,381,0.887430726097896749315907527489
229,229_0,RUNNING,SOBOL,1871,1700,80,875,0.088953158205375082445698353695
230,230_0,RUNNING,SOBOL,669,4428,18,122,0.468372595909982925022063682263
231,231_0,RUNNING,SOBOL,3660,295,73,631,0.507997790776193114403724848671
232,232_0,RUNNING,SOBOL,2905,3833,90,529,0.694190385388210429162825221283
233,233_0,RUNNING,SOBOL,271,812,45,226,0.266609266584739101890733081746
234,234_0,RUNNING,SOBOL,2192,3052,60,975,0.146420525196939710355081842863
235,235_0,FAILED,SOBOL,4557,2217,2,281,0.814361822091043019433698191278
236,236_0,FAILED,SOBOL,4474,2966,77,707,0.405620606962591390143302305660
237,237_0,FAILED,SOBOL,2431,2392,32,41,0.570727115772664550519266413176
238,238_0,RUNNING,SOBOL,31,4060,72,792,0.949428915606811640870432711381
239,239_0,RUNNING,SOBOL,2987,672,14,455,0.026931947832927106978306852625
240,240_0,RUNNING,SOBOL,3575,4558,50,323,0.209142355028539894679084909512
241,241_0,RUNNING,SOBOL,907,96,92,922,0.751602100037038312052573019173
242,242_0,FAILED,SOBOL,1634,3464,6,176,0.632161441909149246498600405175
243,243_0,FAILED,SOBOL,3965,1815,60,572,0.328599960928782797164870999040
244,244_0,FAILED,SOBOL,4246,4369,9,965,0.539569527652114633298197077238
245,245_0,FAILED,SOBOL,1255,978,51,283,0.499151120528578740032088489897
246,246_0,FAILED,SOBOL,1207,2651,41,534,0.120465506309643394233788171732
247,247_0,FAILED,SOBOL,3216,2071,96,212,0.918272461427375619180679677811
248,248_0,FAILED,SOBOL,2721,3150,69,65,0.845134550597518630077331636130
249,249_0,FAILED,SOBOL,355,1495,23,680,0.177986636981368073762155290751
250,250_0,FAILED,SOBOL,2185,4868,87,434,0.297441577190533268382210962955
251,251_0,FAILED,SOBOL,4819,402,29,815,0.725693122876808094368072943325
252,252_0,FAILED,SOBOL,4785,4182,84,293,0.968752195142209560074775254179
253,253_0,FAILED,SOBOL,2141,1166,26,955,0.054901915017515422190452767381
254,254_0,FAILED,SOBOL,322,2776,66,207,0.424941917901858701167583376446
255,255_0,FAILED,SOBOL,2677,1947,20,541,0.598695352302864192139963961381
256,256_0,FAILED,SOBOL,3260,3294,44,674,0.665984891198575512660795538977
257,257_0,FAILED,SOBOL,1241,1351,99,71,0.373268679562956118278549411116
258,258_0,FAILED,SOBOL,1299,4699,12,824,0.242967642789706589345755105569
259,259_0,FAILED,SOBOL,4280,570,54,424,0.796272895084694010137127406779
260,260_0,RUNNING,SOBOL,3921,3095,3,35,0.086057666525244713717768263450
261,261_0,RUNNING,SOBOL,1600,2262,57,713,0.875219844963401549797765710537
262,262_0,RUNNING,SOBOL,863,3877,47,464,0.505163660181686235972620124812
263,263_0,RUNNING,SOBOL,3541,855,89,782,0.456100238436833005373216565204
264,264_0,RUNNING,SOBOL,3021,4395,75,932,0.279738199457526204305679584650
265,265_0,RUNNING,SOBOL,75,260,18,313,0.697142579700797848651916410745
266,266_0,RUNNING,SOBOL,2466,3613,80,567,0.827429338110610812506706679414
267,267_0,RUNNING,SOBOL,4519,1667,35,182,0.149434021109715098329928650855
268,268_0,RUNNING,SOBOL,4591,3498,63,865,0.568136221123859308512749066722
269,269_0,RUNNING,SOBOL,2235,1849,5,391,0.393105132514610877692007306905
270,270_0,RUNNING,SOBOL,305,4592,93,637,0.024280524894595145735110008900
271,271_0,FAILED,SOBOL,2949,131,47,116,0.936973846759647122084402326436
272,272_0,FAILED,SOBOL,3616,4016,15,232,0.764426499081775512323133625614
273,273_0,FAILED,SOBOL,635,629,70,523,0.212399086887016891322943479281
274,274_0,FAILED,SOBOL,1827,2923,34,271,0.341484706088900580311928933952
275,275_0,FAILED,SOBOL,3846,2347,77,984,0.635357704963535052655743129435
276,276_0,FAILED,SOBOL,4205,4913,32,623,0.486696514552459102986858852091
277,277_0,FAILED,SOBOL,1527,445,86,133,0.536917615817859794624666847085
278,278_0,FAILED,SOBOL,1013,3193,25,879,0.905756494365632547349775904877
279,279_0,FAILED,SOBOL,3335,1540,66,374,0.117875070814043289568751049501
280,280_0,RUNNING,SOBOL,2604,2617,96,474,0.181182411139830940038919493418
281,281_0,FAILED,SOBOL,552,2037,39,781,0.858019758628681294965190318180
282,282_0,FAILED,SOBOL,1911,4336,53,29,0.728950313888490186720048313873
283,283_0,FAILED,SOBOL,4857,943,8,727,0.310265483621507909273162795216
284,284_0,FAILED,SOBOL,4934,2703,46,990,0.799708857489749735947270892211
285,285_0,FAILED,SOBOL,1992,2029,91,265,0.223442795926704990128186523179
286,286_0,FAILED,SOBOL,470,4110,1,513,0.345577898904681213299028286201
287,287_0,FAILED,SOBOL,2528,1247,59,241,0.677587248411029574590713764337
288,288_0,FAILED,SOBOL,3409,4784,79,106,0.618162401629611890641058380425
289,289_0,FAILED,SOBOL,1093,495,37,647,0.420588712388649588191924522107
290,290_0,FAILED,SOBOL,1448,3378,73,397,0.043121346876025201666493558150
291,291_0,FAILED,SOBOL,4130,1277,19,860,0.995647068109363320154159282538
292,292_0,FAILED,SOBOL,3767,3790,64,748,0.129848502820357675213713832818
293,293_0,FAILED,SOBOL,1753,933,22,7,0.830926403211429742690086186485
294,294_0,FAILED,SOBOL,709,3009,82,755,0.708805571161210568043031798879
295,295_0,FAILED,SOBOL,3695,2339,27,499,0.251986293796449878357179841259
296,296_0,FAILED,SOBOL,2867,3683,10,349,0.451808187669143102027646818897
297,297_0,FAILED,SOBOL,228,1586,56,905,0.524569986032322077562639606185
298,298_0,FAILED,SOBOL,2312,4463,42,155,0.902053526006639017076338404877
299,299_0,FAILED,SOBOL,4673,181,100,602,0.074337799552828071059096259887
300,300_0,FAILED,SOBOL,4441,4677,23,418,0.646784539245069067803228790581
301,301_0,FAILED,SOBOL,2384,56,68,830,0.313984661761671279833763037459
302,302_0,FAILED,SOBOL,157,3582,30,81,0.192577649360522629162773000644
303,303_0,FAILED,SOBOL,3098,1775,88,665,0.768174235807731697889266797574
304,304_0,FAILED,SOBOL,3466,2850,52,550,0.964044398806989222272534334479
305,305_0,FAILED,SOBOL,783,2429,10,196,0.012309034530073405255823359994
306,306_0,FAILED,SOBOL,1679,3944,94,949,0.389048287158831940235614865742
307,307_0,FAILED,SOBOL,3995,710,40,298,0.587291637407615807475735891785
308,308_0,FAILED,SOBOL,4359,3263,92,160,0.282826088413596132831173690647
309,309_0,FAILED,SOBOL,1374,1459,49,588,0.740316038038581591962383754435
310,310_0,FAILED,SOBOL,1167,4981,61,339,0.861706868542358228602040526312
311,311_0,FAILED,SOBOL,3180,366,6,907,0.161422120923176398710197076980
312,312_0,FAILED,SOBOL,2759,4249,33,808,0.105842403396964074291375368375
313,313_0,FAILED,SOBOL,398,1021,78,439,0.932887762453407098917068651645
314,314_0,FAILED,SOBOL,2064,2531,13,691,0.556134231461211991920379205112
315,315_0,RUNNING,SOBOL,4703,2114,71,56,0.482578990334644908344330360705
316,316_0,RUNNING,SOBOL,4697,2521,90,857,0.037392226509749888763156633331
317,317_0,RUNNING,SOBOL,2053,2123,45,398,0.986267891678959118806346850761
318,318_0,RUNNING,SOBOL,409,4241,58,646,0.616333525633439460733598025399
319,319_0,RUNNING,SOBOL,2765,1029,1,109,0.407312964813783762174637104181
320,320_0,RUNNING,SOBOL,3172,4993,37,239,0.359591280750930331056025579528
321,321_0,FAILED,SOBOL,1153,355,79,514,0.679656876835972090233894959965
322,322_0,FAILED,SOBOL,1387,3274,19,264,0.809821801638230698294762532896
323,323_0,RUNNING,SOBOL,4368,1449,73,992,0.229408921139314769810368943581
324,324_0,RUNNING,SOBOL,3990,3935,22,600,0.892675279036164281976084566850
325,325_0,RUNNING,SOBOL,1668,719,65,156,0.068611452694982297262349391076
326,326_0,RUNNING,SOBOL,794,2842,27,904,0.438529636843130010692703990571
327,327_0,RUNNING,SOBOL,3473,2437,82,351,0.522740269804373380857498432306
328,328_0,RUNNING,SOBOL,3090,3594,56,497,0.710874225512146962202564282052
329,329_0,RUNNING,SOBOL,143,1763,10,756,0.265996738549321876110553830586
330,330_0,FAILED,SOBOL,2397,4687,100,6,0.135817535383626813993984683293
331,331_0,FAILED,SOBOL,4451,45,42,750,0.841040410662069914948801852006
332,332_0,FAILED,SOBOL,4679,4456,68,301,0.375526024503633371054434064717
333,333_0,FAILED,SOBOL,2323,189,23,947,0.585705514037981656016995657410
334,334_0,FAILED,SOBOL,217,3674,87,198,0.954422558978199941925879556948
335,335_0,FAILED,SOBOL,2861,1596,30,547,0.006826399501413106703229249916
336,336_0,FAILED,SOBOL,3704,3020,10,667,0.198790274782106285433869174994
337,337_0,RUNNING,SOBOL,723,2328,51,80,0.778044531429186503324046952912
338,338_0,RUNNING,SOBOL,1739,3801,40,832,0.649096905425190939808999246452
339,339_0,RUNNING,SOBOL,3758,921,94,416,0.327751513656228787851887318539
340,340_0,RUNNING,SOBOL,4137,3369,49,59,0.554549067294225150881459285301
341,341_0,RUNNING,SOBOL,1458,1285,92,690,0.469059649901464592591793234533
342,342_0,RUNNING,SOBOL,1081,4775,6,440,0.100356875889003271939969863524
