trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,feature_id,threshold,window_size
23,23_0,FAILED,GenerationStep_0,,,1479,4,0.716840971603989629556963336654,1313
24,24_0,FAILED,GenerationStep_0,,,1785,9,0.233799481647089135716299779233,1153
25,25_0,FAILED,GenerationStep_0,,,3888,0,0.681582106225192552173552940076,4377
26,26_0,COMPLETED,GenerationStep_0,0.500000000000000000000000000000,1715.000000000000000000000000000000,3651,6,0.286600200423970830065911741258,1869
27,27_0,FAILED,GenerationStep_0,,,757,2,0.860145497620105725644634730997,2593
28,28_0,FAILED,GenerationStep_0,,,540,5,0.523052203062921772236393280764,3599
29,29_0,FAILED,GenerationStep_0,,,2653,4,0.066460138684138650444488405356,1937
30,30_0,COMPLETED,GenerationStep_0,0.500000000000000000000000000000,1457.000000000000000000000000000000,4887,8,0.964341288756579206875585441594,4309
31,31_0,COMPLETED,GenerationStep_0,0.489999999999999991118215802999,2747.000000000000000000000000000000,2002,2,0.384011911867186417346431426267,148
32,32_0,RUNNING,GenerationStep_0,,,1912,6,0.021844462469220161243699251941,1361
33,33_0,RUNNING,GenerationStep_0,,,4956,4,0.564257475161924926254641832202,3100
34,34_0,COMPLETED,GenerationStep_0,0.500000000000000000000000000000,1398.000000000000000000000000000000,2507,8,0.467548802562057996823341454729,646
35,35_0,RUNNING,GenerationStep_0,,,548,2,0.884214356036856719001093551924,4885
36,36_0,COMPLETED,GenerationStep_0,0.500000000000000000000000000000,1572.000000000000000000000000000000,648,8,0.730104443801566915794865053613,3880
37,37_0,RUNNING,GenerationStep_0,,,3701,0,0.180892130579799415013297902988,577
38,38_0,COMPLETED,GenerationStep_0,0.500000000000000000000000000000,1398.000000000000000000000000000000,3762,6,0.788295011481270235798035628250,3169
39,39_0,RUNNING,GenerationStep_0,,,1812,2,0.362835253912955513211358038461,2367
40,40_0,RUNNING,GenerationStep_0,,,1488,7,0.815663840232417003406339972571,22
41,41_0,RUNNING,GenerationStep_0,,,4072,1,0.273336490284651512094882264137,4259
42,42_0,RUNNING,GenerationStep_0,,,3392,5,0.632745155757293065157398359588,1988
43,43_0,RUNNING,GenerationStep_0,,,973,3,0.216119580212980499922537092061,3725
44,44_0,RUNNING,GenerationStep_0,,,253,7,0.432361312270164499516056366701,2542
45,45_0,RUNNING,GenerationStep_0,,,2827,3,0.981533654997125304397798117861,1743
46,46_0,RUNNING,GenerationStep_0,,,4637,9,0.111428870253264908352086592913,4503
47,47_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1390.000000000000000000000000000000,4514,7,0.945329142174405334664299971337,2182
48,48_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1621.000000000000000000000000000000,2367,6,0.998999999999999999111821580300,3405
49,49_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1386.000000000000000000000000000000,4996,6,0.924953770284875798068924268591,1912
50,50_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1474.000000000000000000000000000000,4069,8,0.998999999999999999111821580300,2831
51,51_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1297.000000000000000000000000000000,1430,7,0.965253646004934351410042836505,2385
52,52_0,RUNNING,GenerationStep_1,,,4378,3,0.253667025733607331972052634228,1
53,53_0,RUNNING,GenerationStep_1,,,4314,5,0.845318657025233122226381965447,2515
54,54_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,917.000000000000000000000000000000,4168,5,0.996332173725725800395025544276,1242
55,55_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1475.000000000000000000000000000000,2177,8,0.998999999999999999111821580300,3752
56,56_0,COMPLETED,GenerationStep_1,0.510000000000000008881784197001,1476.000000000000000000000000000000,1796,5,0.923389901989675854210304351000,2996
57,57_0,RUNNING,GenerationStep_1,,,2935,3,0.904126125358224230765813445032,3403
58,58_0,FAILED,GenerationStep_1,,,2037,2,0.996935507316729530025156691408,2236
59,59_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1311.000000000000000000000000000000,4843,9,0.998999999999999999111821580300,2103
60,60_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1285.000000000000000000000000000000,278,7,0.989523985861407329167604984832,1855
61,61_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1234.000000000000000000000000000000,1038,7,0.991961730640452787888250441029,1108
62,62_0,RUNNING,GenerationStep_1,,,2218,5,0.984965841168760292134720657486,246
63,63_0,COMPLETED,GenerationStep_1,0.419999999999999984456877655248,3492.000000000000000000000000000000,479,4,0.976726700598110175732813331706,1197
64,64_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1479.000000000000000000000000000000,4423,7,0.995252110773384490727266893373,1256
65,65_0,RUNNING,GenerationStep_1,,,1819,7,0.175129738960187658625144990765,2409
66,66_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,833.000000000000000000000000000000,1,5,0.998620005253372466924588479742,768
67,67_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1198.000000000000000000000000000000,2800,4,0.993367864240119913255000483332,1741
68,68_0,RUNNING,GenerationStep_1,,,2311,1,0.983047066001467739759789310483,1279
69,69_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1269.000000000000000000000000000000,3299,7,0.990491193838233252577651910542,1983
70,70_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1191.000000000000000000000000000000,3062,4,0.710096914050633798431988452649,2592
71,71_0,RUNNING,GenerationStep_1,,,4188,7,0.998999999999999999111821580300,13
72,72_0,RUNNING,GenerationStep_1,,,799,1,0.363865816046775258918444251321,4779
73,73_0,RUNNING,GenerationStep_1,,,3161,7,0.001000000000000000020816681712,2354
74,74_0,RUNNING,GenerationStep_1,,,297,3,0.983721949356003655395852547372,832
75,75_0,RUNNING,GenerationStep_1,,,1258,0,0.932474326435779321542440811754,936
76,76_0,RUNNING,GenerationStep_1,,,1760,0,0.959489943712091508665196215588,1790
77,77_0,RUNNING,GenerationStep_1,,,5000,4,0.988299617005838237915327226801,937
78,78_0,RUNNING,GenerationStep_1,,,4075,4,0.971281323491154480187503850175,131
79,79_0,RUNNING,GenerationStep_1,,,4006,7,0.083649615331368998294436778451,2578
80,80_0,RUNNING,GenerationStep_1,,,5000,5,0.989483584064738685981410526438,230
81,81_0,RUNNING,GenerationStep_1,,,4695,0,0.819574371765706577441790159355,2355
82,82_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1165.000000000000000000000000000000,1,4,0.964241387933714277913566093048,1828
83,83_0,RUNNING,GenerationStep_1,,,3301,0,0.082142218848825901411636607463,1208
84,84_0,RUNNING,GenerationStep_1,,,41,4,0.998999999999999999111821580300,434
85,85_0,RUNNING,GenerationStep_1,,,281,5,0.954897093525624685028674321075,340
86,86_0,RUNNING,GenerationStep_1,,,4855,2,0.704324747851922783326017452055,4056
87,87_0,FAILED,GenerationStep_1,,,2379,7,0.023392168309593536212886988324,1275
88,88_0,FAILED,GenerationStep_1,,,4866,1,0.179142828924773039878104441414,206
89,89_0,FAILED,GenerationStep_1,,,4148,3,0.014693011562660420604720101778,3356
90,90_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,1185.000000000000000000000000000000,5000,5,0.998999999999999999111821580300,5000
91,91_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1476.000000000000000000000000000000,1,7,0.998999999999999999111821580300,5000
92,92_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1320.000000000000000000000000000000,5000,7,0.998999999999999999111821580300,3183
93,93_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,2238.000000000000000000000000000000,1,7,0.001000000000000000020816681712,1216
94,94_0,RUNNING,GenerationStep_1,,,5000,6,0.998999999999999999111821580300,1
95,95_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1382.000000000000000000000000000000,1,5,0.062216883892846221171257781180,5000
96,96_0,FAILED,GenerationStep_1,,,5000,5,0.001000000000000000020816681712,779
97,97_0,FAILED,GenerationStep_1,,,5000,5,0.001000000000000000020816681712,5000
98,98_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1242.000000000000000000000000000000,5000,4,0.998999999999999999111821580300,5000
99,99_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1222.000000000000000000000000000000,1,7,0.998999999999999999111821580300,770
100,100_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1640.000000000000000000000000000000,5000,7,0.998999999999999999111821580300,4500
101,101_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1374.000000000000000000000000000000,5000,4,0.998999999999999999111821580300,4038
102,102_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1357.000000000000000000000000000000,5000,7,0.998999999999999999111821580300,819
103,103_0,FAILED,GenerationStep_1,,,5000,7,0.001000000000000000020816681712,4547
104,104_0,FAILED,GenerationStep_1,,,5000,7,0.001000000000000000020816681712,1
105,105_0,FAILED,GenerationStep_1,,,5000,0,0.998999999999999999111821580300,4006
106,106_0,FAILED,GenerationStep_1,,,5000,0,0.531894575151063864204559195059,1
107,107_0,FAILED,GenerationStep_1,,,5000,7,0.001000000000000000020816681712,2110
108,108_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,946.000000000000000000000000000000,5000,5,0.998999999999999999111821580300,4189
109,109_0,FAILED,GenerationStep_1,,,5000,3,0.998999999999999999111821580300,5000
110,110_0,FAILED,GenerationStep_1,,,5000,2,0.998999999999999999111821580300,5000
111,111_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1317.000000000000000000000000000000,1,7,0.998999999999999999111821580300,3673
112,112_0,COMPLETED,GenerationStep_1,0.460000000000000019984014443253,1296.000000000000000000000000000000,1,7,0.517547138817317065040413126553,878
113,113_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,2155.000000000000000000000000000000,1,0,0.998999999999999999111821580300,5000
114,114_0,FAILED,GenerationStep_1,,,4300,4,0.001000000000000000020816681712,4524
115,115_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1828.000000000000000000000000000000,1,6,0.998999999999999999111821580300,1
116,116_0,COMPLETED,GenerationStep_1,0.510000000000000008881784197001,1917.000000000000000000000000000000,1,8,0.998999999999999999111821580300,1
117,117_0,FAILED,GenerationStep_1,,,1982,0,0.001000000000000000020816681712,5000
118,118_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,958.000000000000000000000000000000,1,5,0.998999999999999999111821580300,4590
119,119_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1339.000000000000000000000000000000,1,7,0.998999999999999999111821580300,3003
120,97_0,RUNNING,GenerationStep_1,,,5000,5,0.001000000000000000020816681712,5000
121,121_0,FAILED,GenerationStep_1,,,3558,5,0.166860906037864076267851487501,5000
122,122_0,FAILED,GenerationStep_1,,,516,5,0.265540073262613585125535564657,5000
123,123_0,FAILED,GenerationStep_1,,,4949,5,0.557735129635593018804229359375,5000
124,109_0,FAILED,GenerationStep_1,,,5000,3,0.998999999999999999111821580300,5000
125,125_0,FAILED,GenerationStep_1,,,92,3,0.001000000000000000020816681712,5000
126,126_0,FAILED,GenerationStep_1,,,5000,4,0.258096541909331955721995655040,5000
127,127_0,FAILED,GenerationStep_1,,,5000,7,0.037665929641472327416007459533,5000
128,128_0,FAILED,GenerationStep_1,,,1774,7,0.128837376369160122591139838732,5000
129,129_0,FAILED,GenerationStep_1,,,5000,5,0.102642051532667380464580730859,5000
130,130_0,FAILED,GenerationStep_1,,,3723,5,0.108111476715962134820259166190,2974
131,131_0,FAILED,GenerationStep_1,,,2917,4,0.077126856606825819340222949450,5000
132,132_0,FAILED,GenerationStep_1,,,5000,2,0.001000000000000000020816681712,5000
133,133_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1983.000000000000000000000000000000,1,4,0.001000000000000000020816681712,5000
134,134_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1201.000000000000000000000000000000,5000,4,0.529126670264575604818446663558,5000
135,135_0,FAILED,GenerationStep_1,,,371,5,0.062549691213634336928173240722,2809
136,136_0,COMPLETED,GenerationStep_1,0.450000000000000011102230246252,5927.000000000000000000000000000000,2056,3,0.732875900120564582884696847032,4844
137,137_0,FAILED,GenerationStep_1,,,5000,2,0.971318099879997842727163970267,5000
138,138_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1449.000000000000000000000000000000,4583,6,0.522461326992953223324889222567,5000
139,139_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1368.000000000000000000000000000000,5000,7,0.938672999545612452010345805320,5000
140,140_0,FAILED,GenerationStep_1,,,5000,6,0.001000000000000000020816681712,5000
141,141_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,2557.000000000000000000000000000000,1,0,0.001000000000000000020816681712,5000
142,142_0,FAILED,GenerationStep_1,,,1751,3,0.376164430074668487691269547213,5000
143,143_0,FAILED,GenerationStep_1,,,5000,5,0.207361871253520096969324981728,3522
144,144_0,COMPLETED,GenerationStep_1,0.410000000000000031086244689504,757.000000000000000000000000000000,1,3,0.998999999999999999111821580300,5000
145,145_0,FAILED,GenerationStep_1,,,5000,1,0.455188739326474522961518687225,5000
146,146_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,2389.000000000000000000000000000000,1,2,0.001000000000000000020816681712,5000
147,147_0,FAILED,GenerationStep_1,,,353,4,0.205177382500486005234563435806,5000
148,148_0,FAILED,GenerationStep_1,,,1494,5,0.620437924009373475975337441923,5000
149,149_0,FAILED,GenerationStep_1,,,439,5,0.001000000000000000020816681712,4197
150,150_0,RUNNING,GenerationStep_1,,,4430,5,0.070535942775746471311570928719,2338
151,151_0,RUNNING,GenerationStep_1,,,2743,5,0.033509655759135018038286091269,2052
152,152_0,RUNNING,GenerationStep_1,,,4881,7,0.001000000000000000020816681712,979
153,153_0,RUNNING,GenerationStep_1,,,3716,5,0.213173733550056143659645613297,3667
154,154_0,RUNNING,GenerationStep_1,,,4617,5,0.998999999999999999111821580300,1
155,155_0,RUNNING,GenerationStep_1,,,4711,5,0.242642950664947509853419660431,755
156,156_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,1055.000000000000000000000000000000,3556,5,0.998999999999999999111821580300,3978
157,157_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1487.000000000000000000000000000000,2841,7,0.965147580910661662123573023564,528
158,158_0,RUNNING,GenerationStep_1,,,4085,5,0.002714623457883521238931390229,2456
159,159_0,RUNNING,GenerationStep_1,,,1128,7,0.001000000000000000020816681712,3674
160,160_0,RUNNING,GenerationStep_1,,,1453,6,0.001000000000000000020816681712,2714
161,161_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,884.000000000000000000000000000000,2952,5,0.998999999999999999111821580300,1495
162,162_0,RUNNING,GenerationStep_1,,,756,7,0.054084188202840451087372031225,3407
163,163_0,RUNNING,GenerationStep_1,,,1378,5,0.115552382936302475147094526164,62
164,164_0,RUNNING,GenerationStep_1,,,2173,5,0.143674410294970328338948206692,3338
165,165_0,RUNNING,GenerationStep_1,,,4599,0,0.350233719353531647300314944005,3522
166,166_0,FAILED,GenerationStep_1,,,3040,3,0.001000000000000000020816681712,3067
167,167_0,FAILED,GenerationStep_1,,,2859,7,0.001000000000000000020816681712,5000
168,168_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1458.000000000000000000000000000000,1183,6,0.699642009076448467830289246194,4501
169,169_0,COMPLETED,GenerationStep_1,0.540000000000000035527136788005,924.000000000000000000000000000000,2697,5,0.998999999999999999111821580300,2747
170,170_0,FAILED,GenerationStep_1,,,3992,4,0.571139953344735995521830318467,188
171,171_0,FAILED,GenerationStep_1,,,3448,0,0.998999999999999999111821580300,3194
172,172_0,COMPLETED,GenerationStep_1,0.560000000000000053290705182008,1191.000000000000000000000000000000,3758,7,0.989291465692021310118775545561,590
173,173_0,FAILED,GenerationStep_1,,,3312,3,0.292524935888599568745149781535,769
174,174_0,FAILED,GenerationStep_1,,,3595,7,0.001000000000000000020816681712,1961
175,175_0,FAILED,GenerationStep_1,,,1285,7,0.143425272925910479715483347718,1488
176,176_0,FAILED,GenerationStep_1,,,872,1,0.064762188460928932220994624913,1473
177,177_0,FAILED,GenerationStep_1,,,2528,5,0.231521369645781210921953174875,926
178,178_0,FAILED,GenerationStep_1,,,3177,1,0.067397212247532270468219905979,4505
179,179_0,FAILED,GenerationStep_1,,,2584,7,0.001000000000000000020816681712,2373
180,180_0,RUNNING,GenerationStep_1,,,2306,7,0.001000000000000000020816681712,4291
181,181_0,RUNNING,GenerationStep_1,,,4940,0,0.001000000000000000020816681712,2706
182,182_0,RUNNING,GenerationStep_1,,,2552,0,0.380893592955859339177493438910,1564
183,183_0,RUNNING,GenerationStep_1,,,3052,5,0.187969495323979690626359229100,5000
184,184_0,RUNNING,GenerationStep_1,,,1281,1,0.761029280676488895096554188058,4251
185,185_0,RUNNING,GenerationStep_1,,,3797,3,0.071102543264317433213683727899,1764
186,186_0,COMPLETED,GenerationStep_1,0.419999999999999984456877655248,1830.000000000000000000000000000000,4143,4,0.326643230901408121447104804247,4816
187,187_0,RUNNING,GenerationStep_1,,,5000,8,0.001000000000000000020816681712,2163
188,188_0,RUNNING,GenerationStep_1,,,5000,1,0.998999999999999999111821580300,811
189,189_0,FAILED,GenerationStep_1,,,3248,0,0.665435703032533965028960665222,302
190,190_0,FAILED,GenerationStep_1,,,1509,1,0.064691269558370026460103474619,3937
191,191_0,FAILED,GenerationStep_1,,,2378,1,0.001000000000000000020816681712,2528
192,192_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1439.000000000000000000000000000000,3440,4,0.998999999999999999111821580300,4475
193,193_0,FAILED,GenerationStep_1,,,1949,1,0.001000000000000000020816681712,3692
194,194_0,FAILED,GenerationStep_1,,,3982,2,0.998999999999999999111821580300,3524
195,195_0,FAILED,GenerationStep_1,,,5000,3,0.012114929009802334267109635846,2808
196,196_0,FAILED,GenerationStep_1,,,3128,1,0.998999999999999999111821580300,2039
197,197_0,FAILED,GenerationStep_1,,,3164,8,0.001000000000000000020816681712,3275
198,198_0,FAILED,GenerationStep_1,,,4397,7,0.001000000000000000020816681712,818
199,199_0,FAILED,GenerationStep_1,,,4112,2,0.001000000000000000020816681712,4916
200,200_0,FAILED,GenerationStep_1,,,3399,1,0.609930940589247905236902624893,4161
201,201_0,FAILED,GenerationStep_1,,,2299,6,0.001000000000000000020816681712,4291
202,202_0,FAILED,GenerationStep_1,,,3657,7,0.001000000000000000020816681712,670
203,203_0,FAILED,GenerationStep_1,,,3484,7,0.081470563563438860854581946569,3937
204,204_0,FAILED,GenerationStep_1,,,3613,0,0.998999999999999999111821580300,522
205,205_0,FAILED,GenerationStep_1,,,2677,5,0.287292085100739169600814193473,2975
206,206_0,FAILED,GenerationStep_1,,,477,1,0.876815281733935414365532778902,337
207,207_0,FAILED,GenerationStep_1,,,1528,7,0.001000000000000000020816681712,1
208,208_0,FAILED,GenerationStep_1,,,4056,0,0.746366330753860718338899005175,2990
209,209_0,FAILED,GenerationStep_1,,,4450,1,0.998999999999999999111821580300,1
210,210_0,RUNNING,GenerationStep_1,,,4195,0,0.988217717598231848441514557635,764
211,211_0,RUNNING,GenerationStep_1,,,5000,3,0.125816953844148982089024002562,4674
212,212_0,RUNNING,GenerationStep_1,,,3562,1,0.001000000000000000020816681712,4928
213,213_0,RUNNING,GenerationStep_1,,,3363,1,0.552143754370920225582608509285,4260
214,214_0,RUNNING,GenerationStep_1,,,2729,7,0.001000000000000000020816681712,1
215,215_0,RUNNING,GenerationStep_1,,,3950,1,0.980276711947756118625818544388,3562
216,216_0,RUNNING,GenerationStep_1,,,1843,0,0.001000000000000000020816681712,3793
217,217_0,RUNNING,GenerationStep_1,,,2606,1,0.232797061092538865034740069859,2800
218,218_0,RUNNING,GenerationStep_1,,,1511,1,0.282360234793911868411697696502,3932
219,219_0,RUNNING,GenerationStep_1,,,4827,1,0.246420704559019959623000772808,1218
220,220_0,RUNNING,GenerationStep_1,,,3732,7,0.001000000000000000020816681712,1
221,221_0,RUNNING,GenerationStep_1,,,5000,6,0.006202735300541667093354725182,1
222,222_0,FAILED,GenerationStep_1,,,2297,0,0.998999999999999999111821580300,3031
223,223_0,FAILED,GenerationStep_1,,,2104,1,0.001000000000000000020816681712,2049
224,224_0,FAILED,GenerationStep_1,,,5000,7,0.159446106582904617576801342693,2548
225,225_0,FAILED,GenerationStep_1,,,3050,1,0.035483638415110284325404421679,1357
226,226_0,FAILED,GenerationStep_1,,,1905,5,0.001000000000000000020816681712,555
227,227_0,FAILED,GenerationStep_1,,,3513,0,0.625899037322862228371889159462,2822
228,228_0,FAILED,GenerationStep_1,,,3927,2,0.618331311397881222546857316047,1365
229,132_0,FAILED,GenerationStep_1,,,5000,2,0.001000000000000000020816681712,5000
230,230_0,FAILED,GenerationStep_1,,,2023,1,0.181841281767104401279055991836,164
231,231_0,FAILED,GenerationStep_1,,,3443,2,0.189418184510419945754122750259,3416
232,232_0,FAILED,GenerationStep_1,,,3299,5,0.001000000000000000020816681712,4155
233,233_0,FAILED,GenerationStep_1,,,3224,8,0.001000000000000000020816681712,4106
234,234_0,FAILED,GenerationStep_1,,,4237,0,0.256817412713372605903572321040,3115
235,235_0,FAILED,GenerationStep_1,,,3700,2,0.998999999999999999111821580300,706
236,236_0,FAILED,GenerationStep_1,,,2747,5,0.427908930920563479460838607338,981
237,237_0,FAILED,GenerationStep_1,,,4309,2,0.630565518091529941813178083976,516
238,238_0,FAILED,GenerationStep_1,,,1044,9,0.001000000000000000020816681712,4351
239,239_0,FAILED,GenerationStep_1,,,1152,5,0.001000000000000000020816681712,3444
240,240_0,FAILED,GenerationStep_1,,,3213,8,0.001000000000000000020816681712,2587
241,241_0,FAILED,GenerationStep_1,,,2335,1,0.001000000000000000020816681712,2734
242,242_0,FAILED,GenerationStep_1,,,979,9,0.001000000000000000020816681712,3446
243,243_0,FAILED,GenerationStep_1,,,4480,7,0.001000000000000000020816681712,5000
244,244_0,FAILED,GenerationStep_1,,,4366,5,0.454830333498352668009090393753,5000
245,245_0,FAILED,GenerationStep_1,,,3172,0,0.998999999999999999111821580300,2646
246,246_0,FAILED,GenerationStep_1,,,5000,9,0.001000000000000000020816681712,1
247,247_0,FAILED,GenerationStep_1,,,5000,5,0.080762684615887855854587940030,1
248,248_0,FAILED,GenerationStep_1,,,1944,5,0.001000000000000000020816681712,3495
249,249_0,FAILED,GenerationStep_1,,,4058,2,0.998999999999999999111821580300,1426
250,250_0,FAILED,GenerationStep_1,,,1161,1,0.002182123848835714179789091460,3731
251,251_0,FAILED,GenerationStep_1,,,2979,5,0.044234885400043347236653801247,22
252,252_0,FAILED,GenerationStep_1,,,2490,5,0.001000000000000000020816681712,4374
253,253_0,FAILED,GenerationStep_1,,,2642,5,0.283398873254709693370045897609,1017
254,254_0,FAILED,GenerationStep_1,,,5000,0,0.212544581461465958982515189746,557
255,255_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1388.000000000000000000000000000000,2569,6,0.076107420622309338020805569158,3984
256,256_0,FAILED,GenerationStep_1,,,1598,1,0.998999999999999999111821580300,1
257,257_0,FAILED,GenerationStep_1,,,3924,2,0.047760427735801885829047819243,88
258,258_0,COMPLETED,GenerationStep_1,0.500000000000000000000000000000,1338.000000000000000000000000000000,1224,9,0.972897913980574013947943967651,1225
259,259_0,FAILED,GenerationStep_1,,,2894,0,0.734517616535872885918934116489,1978
260,260_0,FAILED,GenerationStep_1,,,3240,3,0.001000000000000000020816681712,2126
261,261_0,FAILED,GenerationStep_1,,,5000,1,0.001000000000000000020816681712,2106
262,262_0,FAILED,GenerationStep_1,,,5000,3,0.001000000000000000020816681712,1
263,263_0,FAILED,GenerationStep_1,,,2808,1,0.642587259028593815735064254113,361
264,264_0,FAILED,GenerationStep_1,,,5000,7,0.111149079301615757997545586022,2754
265,265_0,FAILED,GenerationStep_1,,,1881,1,0.621034661569872969977268439834,1151
266,266_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,796.000000000000000000000000000000,1,3,0.194366907602893906892305153633,3440
267,267_0,FAILED,GenerationStep_1,,,4618,1,0.001000000000000000020816681712,3933
268,268_0,FAILED,GenerationStep_1,,,4347,1,0.001000000000000000020816681712,1
269,132_0,FAILED,GenerationStep_1,,,5000,2,0.001000000000000000020816681712,5000
270,270_0,RUNNING,GenerationStep_1,,,3410,5,0.001000000000000000020816681712,5000
271,271_0,RUNNING,GenerationStep_1,,,5000,5,0.001000000000000000020816681712,1
272,272_0,RUNNING,GenerationStep_1,,,4208,2,0.998999999999999999111821580300,3485
273,273_0,RUNNING,GenerationStep_1,,,4659,3,0.001000000000000000020816681712,4674
274,274_0,RUNNING,GenerationStep_1,,,759,5,0.181462281355448368236338296811,40
275,275_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,385.000000000000000000000000000000,1,3,0.435387451841444172995210237787,1
276,276_0,RUNNING,GenerationStep_1,,,4167,0,0.001000000000000000020816681712,2476
277,277_0,RUNNING,GenerationStep_1,,,2393,5,0.001000000000000000020816681712,1
278,278_0,RUNNING,GenerationStep_1,,,905,9,0.001000000000000000020816681712,1151
279,279_0,RUNNING,GenerationStep_1,,,3170,1,0.894967880850885855181786610046,1229
