trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_windows,disjoint_training_windows
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.849999999999999977795539507497,144.000000000000000000000000000000,4003,4278,175,False
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.190000000000000002220446049250,23.000000000000000000000000000000,1233,499,3084,True
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.359999999999999986677323704498,22.000000000000000000000000000000,1,2898,1,False
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,66.000000000000000000000000000000,3349,1,1,False
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.890000000000000013322676295502,139.000000000000000000000000000000,4225,3003,1,False
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.829999999999999960031971113494,71.000000000000000000000000000000,733,3262,1899,False
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.280000000000000026645352591004,22.000000000000000000000000000000,1,5000,1,False
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.849999999999999977795539507497,133.000000000000000000000000000000,5000,5000,2621,False
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.380000000000000004440892098501,77.000000000000000000000000000000,1,3439,5000,False
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.890000000000000013322676295502,150.000000000000000000000000000000,1480,2629,1,False
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.349999999999999977795539507497,37.000000000000000000000000000000,1,3301,1948,False
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,20.000000000000000000000000000000,1,1526,5000,True
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.869999999999999995559107901499,133.000000000000000000000000000000,5000,3473,1787,False
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,66.000000000000000000000000000000,3693,1,5000,False
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.380000000000000004440892098501,22.000000000000000000000000000000,1,2069,1,False
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.330000000000000015543122344752,59.000000000000000000000000000000,1,5000,5000,False
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.859999999999999986677323704498,106.000000000000000000000000000000,5000,5000,1,False
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,193.000000000000000000000000000000,3480,1502,1,False
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,63.000000000000000000000000000000,1,1,5000,True
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.880000000000000004440892098501,132.000000000000000000000000000000,1863,3270,2515,False
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.349999999999999977795539507497,21.000000000000000000000000000000,1,3838,1,False
49,49_0,COMPLETED,BoTorch,GenerationStep_1,0.849999999999999977795539507497,117.000000000000000000000000000000,5000,5000,5000,False
50,50_0,COMPLETED,BoTorch,GenerationStep_1,0.369999999999999995559107901499,59.000000000000000000000000000000,1,3305,3350,False
51,51_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,1,3707,2476,True
52,52_0,COMPLETED,BoTorch,GenerationStep_1,0.869999999999999995559107901499,117.000000000000000000000000000000,3214,2342,1,False
53,53_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,66.000000000000000000000000000000,1,1,1,False
54,54_0,COMPLETED,BoTorch,GenerationStep_1,0.810000000000000053290705182008,53.000000000000000000000000000000,2565,3092,1,False
55,55_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,20.000000000000000000000000000000,5000,5000,5000,True
56,56_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,67.000000000000000000000000000000,4498,1,1,False
57,57_0,COMPLETED,BoTorch,GenerationStep_1,0.890000000000000013322676295502,123.000000000000000000000000000000,5000,3196,1,False
58,58_0,COMPLETED,BoTorch,GenerationStep_1,0.819999999999999951150186916493,89.000000000000000000000000000000,3035,3652,1759,False
59,59_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,50.000000000000000000000000000000,2599,5000,1,False
60,60_0,COMPLETED,BoTorch,GenerationStep_1,0.800000000000000044408920985006,70.000000000000000000000000000000,1069,3794,1,False
61,61_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,25.000000000000000000000000000000,1,5000,5000,True
62,62_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,5000,2541,5000,True
63,63_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,444.000000000000000000000000000000,5000,1006,5000,False
64,64_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,20.000000000000000000000000000000,1,2454,3186,True
65,65_0,COMPLETED,BoTorch,GenerationStep_1,0.849999999999999977795539507497,128.000000000000000000000000000000,1333,3088,1059,False
66,66_0,COMPLETED,BoTorch,GenerationStep_1,0.869999999999999995559107901499,155.000000000000000000000000000000,1400,2856,5000,False
67,67_0,COMPLETED,BoTorch,GenerationStep_1,0.800000000000000044408920985006,61.000000000000000000000000000000,776,4430,826,False
68,68_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,68.000000000000000000000000000000,5000,1,3983,True
69,69_0,COMPLETED,BoTorch,GenerationStep_1,0.790000000000000035527136788005,89.000000000000000000000000000000,1160,5000,1256,False
70,70_0,COMPLETED,BoTorch,GenerationStep_1,0.839999999999999968913755310496,114.000000000000000000000000000000,3869,5000,1214,False
71,71_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,20.000000000000000000000000000000,1,5000,1780,True
72,72_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,5000,3479,5000,True
73,73_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,23.000000000000000000000000000000,1,5000,1,True
74,74_0,COMPLETED,BoTorch,GenerationStep_1,0.780000000000000026645352591004,70.000000000000000000000000000000,634,3143,813,False
75,75_0,COMPLETED,BoTorch,GenerationStep_1,0.849999999999999977795539507497,123.000000000000000000000000000000,1622,3711,1,False
76,76_0,COMPLETED,BoTorch,GenerationStep_1,0.930000000000000048849813083507,272.000000000000000000000000000000,5000,1049,1,False
77,77_0,COMPLETED,BoTorch,GenerationStep_1,0.869999999999999995559107901499,93.000000000000000000000000000000,5000,4143,1,True
78,78_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,25.000000000000000000000000000000,1253,2323,3941,True
79,79_0,COMPLETED,BoTorch,GenerationStep_1,0.790000000000000035527136788005,44.000000000000000000000000000000,556,4359,1,False
80,80_0,COMPLETED,BoTorch,GenerationStep_1,0.880000000000000004440892098501,125.000000000000000000000000000000,1458,2878,2264,False
81,81_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,22.000000000000000000000000000000,3718,2030,5000,True
82,82_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,25.000000000000000000000000000000,1,2858,1756,True
83,83_0,COMPLETED,BoTorch,GenerationStep_1,0.790000000000000035527136788005,55.000000000000000000000000000000,529,2935,1,False
84,84_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,20.000000000000000000000000000000,1,904,3477,True
85,85_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,5000,2420,3377,True
86,86_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,1,2592,5000,True
87,87_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,1,5000,3436,True
88,88_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,1,1956,3412,True
89,89_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,48.000000000000000000000000000000,2342,4319,856,False
90,90_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,134.000000000000000000000000000000,1067,1631,1,False
91,91_0,COMPLETED,BoTorch,GenerationStep_1,0.859999999999999986677323704498,83.000000000000000000000000000000,5000,5000,1,True
92,92_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,5000,3473,1787,True
93,93_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,5000,5000,2208,True
94,94_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,64.000000000000000000000000000000,1288,1,1,False
95,95_0,COMPLETED,BoTorch,GenerationStep_1,0.869999999999999995559107901499,115.000000000000000000000000000000,1010,2067,1,False
96,96_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,66.000000000000000000000000000000,1052,1,5000,False
97,97_0,COMPLETED,BoTorch,GenerationStep_1,0.890000000000000013322676295502,119.000000000000000000000000000000,5000,3146,1,True
98,98_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,205.000000000000000000000000000000,4962,2069,1,False
99,99_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,235.000000000000000000000000000000,1125,1205,1,False
100,100_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,5000,4183,3213,True
101,101_0,COMPLETED,BoTorch,GenerationStep_1,0.810000000000000053290705182008,57.000000000000000000000000000000,1017,5000,1,False
102,102_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,5000,4430,1756,True
103,103_0,COMPLETED,BoTorch,GenerationStep_1,0.330000000000000015543122344752,23.000000000000000000000000000000,1,4298,1,True
104,104_0,COMPLETED,BoTorch,GenerationStep_1,0.859999999999999986677323704498,127.000000000000000000000000000000,4313,4664,5000,False
105,105_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,2538,940,5000,True
106,106_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,5000,3286,2744,True
107,107_0,COMPLETED,BoTorch,GenerationStep_1,0.800000000000000044408920985006,79.000000000000000000000000000000,1156,4579,1,False
108,108_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,214.000000000000000000000000000000,4611,1895,1,False
109,109_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,68.000000000000000000000000000000,436,1,5000,False
110,110_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,209.000000000000000000000000000000,4726,2333,1,False
111,111_0,COMPLETED,BoTorch,GenerationStep_1,0.869999999999999995559107901499,143.000000000000000000000000000000,5000,3585,1,True
112,112_0,COMPLETED,BoTorch,GenerationStep_1,0.760000000000000008881784197001,43.000000000000000000000000000000,554,5000,1,False
113,113_0,COMPLETED,BoTorch,GenerationStep_1,0.869999999999999995559107901499,87.000000000000000000000000000000,903,2300,1,False
114,114_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,124.000000000000000000000000000000,1028,1744,1379,False
115,115_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,794,1094,5000,True
116,116_0,COMPLETED,BoTorch,GenerationStep_1,0.920000000000000039968028886506,519.000000000000000000000000000000,1293,433,1,False
117,117_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,5000,5000,1198,True
118,118_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,138.000000000000000000000000000000,5000,2844,1,True
119,119_0,COMPLETED,BoTorch,GenerationStep_1,0.810000000000000053290705182008,116.000000000000000000000000000000,3375,5000,5000,False
120,120_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,178.000000000000000000000000000000,5000,2181,1,True
121,121_0,COMPLETED,BoTorch,GenerationStep_1,0.859999999999999986677323704498,84.000000000000000000000000000000,5000,4549,1,True
122,122_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,2758,4552,5000,True
123,123_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,167.000000000000000000000000000000,3670,2029,1,True
124,124_0,COMPLETED,BoTorch,GenerationStep_1,0.819999999999999951150186916493,99.000000000000000000000000000000,1362,4063,1,False
125,125_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,153.000000000000000000000000000000,5000,2383,1,True
126,126_0,COMPLETED,BoTorch,GenerationStep_1,0.839999999999999968913755310496,95.000000000000000000000000000000,1260,3422,1,False
127,127_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,187.000000000000000000000000000000,1543,1810,5000,False
128,128_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,22.000000000000000000000000000000,2428,4016,5000,True
129,129_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,142.000000000000000000000000000000,1528,2334,3092,False
130,130_0,COMPLETED,BoTorch,GenerationStep_1,0.920000000000000039968028886506,283.000000000000000000000000000000,5000,1643,4031,False
131,131_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,170.000000000000000000000000000000,1876,1891,1,True
132,132_0,COMPLETED,BoTorch,GenerationStep_1,0.849999999999999977795539507497,91.000000000000000000000000000000,5000,4637,1,False
133,133_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,195.000000000000000000000000000000,5000,1981,1,True
134,134_0,COMPLETED,BoTorch,GenerationStep_1,0.330000000000000015543122344752,24.000000000000000000000000000000,1,4642,1,True
135,135_0,COMPLETED,BoTorch,GenerationStep_1,0.890000000000000013322676295502,136.000000000000000000000000000000,3600,2553,1,True
136,136_0,COMPLETED,BoTorch,GenerationStep_1,0.849999999999999977795539507497,107.000000000000000000000000000000,5000,4697,1,True
137,137_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,22.000000000000000000000000000000,3042,4857,5000,True
138,138_0,COMPLETED,BoTorch,GenerationStep_1,0.429999999999999993338661852249,22.000000000000000000000000000000,1,1717,1,True
139,139_0,COMPLETED,BoTorch,GenerationStep_1,0.819999999999999951150186916493,85.000000000000000000000000000000,1500,4760,1721,False
140,140_0,COMPLETED,BoTorch,GenerationStep_1,0.839999999999999968913755310496,125.000000000000000000000000000000,1573,4419,5000,False
141,141_0,COMPLETED,BoTorch,GenerationStep_1,0.839999999999999968913755310496,102.000000000000000000000000000000,3595,4522,1,True
142,142_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,20.000000000000000000000000000000,1710,1826,5000,True
143,143_0,COMPLETED,BoTorch,GenerationStep_1,0.680000000000000048849813083507,69.000000000000000000000000000000,2187,3540,5000,False
144,144_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,22.000000000000000000000000000000,1,677,5000,True
145,145_0,COMPLETED,BoTorch,GenerationStep_1,0.890000000000000013322676295502,246.000000000000000000000000000000,1958,2170,5000,False
146,146_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,20.000000000000000000000000000000,1,3992,5000,True
147,147_0,COMPLETED,BoTorch,GenerationStep_1,0.460000000000000019984014443253,78.000000000000000000000000000000,1,1711,5000,False
148,148_0,COMPLETED,BoTorch,GenerationStep_1,0.770000000000000017763568394003,79.000000000000000000000000000000,600,4557,5000,False
149,149_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,147.000000000000000000000000000000,3886,2234,1,True
150,150_0,COMPLETED,BoTorch,GenerationStep_1,0.869999999999999995559107901499,149.000000000000000000000000000000,5000,3569,5000,False
151,151_0,COMPLETED,BoTorch,GenerationStep_1,0.790000000000000035527136788005,75.000000000000000000000000000000,663,3623,3019,False
152,152_0,COMPLETED,BoTorch,GenerationStep_1,0.930000000000000048849813083507,350.000000000000000000000000000000,1800,773,1,True
153,153_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,203.000000000000000000000000000000,1760,1605,1198,False
154,154_0,COMPLETED,BoTorch,GenerationStep_1,0.849999999999999977795539507497,84.000000000000000000000000000000,3955,5000,1,True
155,155_0,COMPLETED,BoTorch,GenerationStep_1,0.859999999999999986677323704498,94.000000000000000000000000000000,3625,3927,1,True
156,156_0,COMPLETED,BoTorch,GenerationStep_1,0.500000000000000000000000000000,23.000000000000000000000000000000,1,746,1,True
157,157_0,COMPLETED,BoTorch,GenerationStep_1,0.920000000000000039968028886506,238.000000000000000000000000000000,1552,1039,1,False
158,158_0,COMPLETED,BoTorch,GenerationStep_1,0.859999999999999986677323704498,111.000000000000000000000000000000,4710,4384,2701,False
159,159_0,COMPLETED,BoTorch,GenerationStep_1,0.390000000000000013322676295502,22.000000000000000000000000000000,1,3153,1,True
160,160_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,59.000000000000000000000000000000,2379,3261,1,True
161,161_0,COMPLETED,BoTorch,GenerationStep_1,0.859999999999999986677323704498,92.000000000000000000000000000000,4240,4254,1,True
162,162_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,20.000000000000000000000000000000,2750,2957,5000,True
163,163_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,3847,3780,5000,True
164,164_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,5000,4321,5000,True
165,165_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,20.000000000000000000000000000000,1,3537,5000,True
166,166_0,COMPLETED,BoTorch,GenerationStep_1,0.760000000000000008881784197001,43.000000000000000000000000000000,610,4798,1,False
167,167_0,COMPLETED,BoTorch,GenerationStep_1,0.869999999999999995559107901499,166.000000000000000000000000000000,4573,3435,5000,False
168,168_0,COMPLETED,BoTorch,GenerationStep_1,0.880000000000000004440892098501,127.000000000000000000000000000000,4528,3605,3255,False
169,169_0,COMPLETED,BoTorch,GenerationStep_1,0.859999999999999986677323704498,141.000000000000000000000000000000,3411,3246,1,True
170,170_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,23.000000000000000000000000000000,1,1686,3460,True
171,171_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,3353,4232,722,True
172,172_0,COMPLETED,BoTorch,GenerationStep_1,0.390000000000000013322676295502,22.000000000000000000000000000000,1,3962,1,True
173,173_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,1939,283,5000,True
174,174_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,22.000000000000000000000000000000,2376,3309,909,True
175,175_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,3546,5000,557,True
176,176_0,COMPLETED,BoTorch,GenerationStep_1,0.829999999999999960031971113494,112.000000000000000000000000000000,1734,5000,5000,False
177,177_0,COMPLETED,BoTorch,GenerationStep_1,0.810000000000000053290705182008,66.000000000000000000000000000000,2574,2327,1,True
178,178_0,COMPLETED,BoTorch,GenerationStep_1,0.859999999999999986677323704498,99.000000000000000000000000000000,1348,3002,1,False
179,179_0,COMPLETED,BoTorch,GenerationStep_1,0.790000000000000035527136788005,87.000000000000000000000000000000,771,3691,5000,False
180,180_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,2311,5000,3372,True
181,181_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,69.000000000000000000000000000000,5000,1,3291,False
182,182_0,COMPLETED,BoTorch,GenerationStep_1,0.800000000000000044408920985006,88.000000000000000000000000000000,3089,5000,3248,False
183,183_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,71.000000000000000000000000000000,1,1,1,True
184,184_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,69.000000000000000000000000000000,1288,1,1,True
185,185_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,23.000000000000000000000000000000,1599,4683,3332,True
186,186_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,142.000000000000000000000000000000,1606,2176,1,False
187,187_0,COMPLETED,BoTorch,GenerationStep_1,0.819999999999999951150186916493,72.000000000000000000000000000000,693,2643,1,True
188,188_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,5000,435,5000,True
189,189_0,COMPLETED,BoTorch,GenerationStep_1,0.599999999999999977795539507497,55.000000000000000000000000000000,2088,5000,3115,False
190,190_0,COMPLETED,BoTorch,GenerationStep_1,0.440000000000000002220446049250,23.000000000000000000000000000000,1,2256,1,True
191,191_0,COMPLETED,BoTorch,GenerationStep_1,0.859999999999999986677323704498,138.000000000000000000000000000000,4404,3743,1,True
192,192_0,COMPLETED,BoTorch,GenerationStep_1,0.849999999999999977795539507497,83.000000000000000000000000000000,1157,3479,1,True
193,193_0,COMPLETED,BoTorch,GenerationStep_1,0.859999999999999986677323704498,97.000000000000000000000000000000,5000,4700,1060,False
194,194_0,COMPLETED,BoTorch,GenerationStep_1,0.699999999999999955591079014994,35.000000000000000000000000000000,265,4652,1,False
195,195_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,68.000000000000000000000000000000,5000,1,5000,False
196,196_0,COMPLETED,BoTorch,GenerationStep_1,0.880000000000000004440892098501,141.000000000000000000000000000000,1856,3401,3633,False
197,197_0,COMPLETED,BoTorch,GenerationStep_1,0.380000000000000004440892098501,22.000000000000000000000000000000,1,2566,1,True
198,198_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,1679,4364,2931,True
199,199_0,COMPLETED,BoTorch,GenerationStep_1,0.859999999999999986677323704498,96.000000000000000000000000000000,831,2208,1,True
200,200_0,COMPLETED,BoTorch,GenerationStep_1,0.770000000000000017763568394003,44.000000000000000000000000000000,292,2582,1,False
201,201_0,COMPLETED,BoTorch,GenerationStep_1,0.780000000000000026645352591004,52.000000000000000000000000000000,2840,5000,1,True
202,202_0,COMPLETED,BoTorch,GenerationStep_1,0.829999999999999960031971113494,119.000000000000000000000000000000,4596,4774,3896,False
203,203_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,3560,5000,3706,True
204,204_0,COMPLETED,BoTorch,GenerationStep_1,0.660000000000000031086244689504,33.000000000000000000000000000000,2145,3811,1,True
205,205_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,62.000000000000000000000000000000,2513,4747,3172,False
206,206_0,COMPLETED,BoTorch,GenerationStep_1,0.890000000000000013322676295502,105.000000000000000000000000000000,1453,2700,1,True
207,207_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,63.000000000000000000000000000000,5000,1,3952,False
208,208_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,67.000000000000000000000000000000,5000,1,2332,False
209,209_0,COMPLETED,BoTorch,GenerationStep_1,0.190000000000000002220446049250,21.000000000000000000000000000000,1462,5000,5000,True
210,210_0,COMPLETED,BoTorch,GenerationStep_1,0.819999999999999951150186916493,81.000000000000000000000000000000,1050,4137,1,True
211,211_0,COMPLETED,BoTorch,GenerationStep_1,0.910000000000000031086244689504,171.000000000000000000000000000000,1733,1771,1,False
212,212_0,COMPLETED,BoTorch,GenerationStep_1,0.900000000000000022204460492503,137.000000000000000000000000000000,1642,2247,1,True
213,213_0,COMPLETED,BoTorch,GenerationStep_1,0.810000000000000053290705182008,82.000000000000000000000000000000,1242,5000,1,True
214,214_0,COMPLETED,BoTorch,GenerationStep_1,0.780000000000000026645352591004,55.000000000000000000000000000000,654,3921,1,True
215,215_0,COMPLETED,BoTorch,GenerationStep_1,0.819999999999999951150186916493,108.000000000000000000000000000000,1666,4787,1,False
