trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
37,37_0,RUNNING,GenerationStep_0,,,2492,695,1850,0.042230071019381282271254463012,0.500000000000000000000000000000
38,38_0,RUNNING,GenerationStep_0,,,1147,3586,3210,0.962363143354654337890963233804,0.100000000000000005551115123126
39,39_0,RUNNING,GenerationStep_0,,,2828,2223,797,0.369214811267331244337697171432,0.000000001000000000000000062282
40,40_0,RUNNING,GenerationStep_0,,,2696,3989,3520,0.087028519952669747272722133857,0.400000000000000022204460492503
41,41_0,RUNNING,GenerationStep_0,,,634,203,1108,0.745491860203444933752336964972,0.000000000009999999999999999395
42,42_0,RUNNING,GenerationStep_0,,,1979,3094,3796,0.261975697848945865420233758414,0.000000999999999999999954748112
43,43_0,FAILED,GenerationStep_0,,,4048,1724,1539,0.913601560933515410845018323016,0.800000000000000044408920985006
44,44_0,FAILED,GenerationStep_0,,,4512,3132,575,0.763354598488658719901422955445,0.599999999999999977795539507497
45,45_0,FAILED,GenerationStep_0,,,1495,1993,2852,0.419659670716151622649192631798,0.000100000000000000004792173602
46,46_0,FAILED,GenerationStep_0,,,190,4728,2091,0.591325612472370254479869799979,0.000000010000000000000000209226
47,47_0,FAILED,GenerationStep_0,,,3199,1023,4523,0.248620535358786587387669442251,0.100000000000000005551115123126
48,48_0,FAILED,GenerationStep_0,,,3310,4919,1066,0.997607146669179156717177647806,0.000000099999999999999995474811
49,49_0,FAILED,GenerationStep_0,,,59,1203,3635,0.341336658922955393791198730469,0.900000000000000022204460492503
50,50_0,FAILED,GenerationStep_0,,,1372,3312,1268,0.668674022326245953706802538363,0.200000000000000011102230246252
51,51_0,FAILED,GenerationStep_0,,,4616,2184,3994,0.015342603988945484327910406819,0.000000000100000000000000003643
52,52_0,FAILED,GenerationStep_0,,,3859,2962,3123,0.165587213041260838952695166881,0.000000000100000000000000003643
53,53_0,FAILED,GenerationStep_0,,,2188,1602,377,0.510987688630819336665922492102,0.200000000000000011102230246252
54,54_0,FAILED,GenerationStep_0,,,836,3867,4565,0.495505252610892066300607439189,0.500000000000000000000000000000
55,55_0,FAILED,GenerationStep_0,,,2514,71,1977,0.836017469784244848796106452937,0.001000000000000000020816681712
56,56_0,FAILED,GenerationStep_0,,,3017,3718,4880,0.618227731509134126319793267612,0.699999999999999955591079014994
57,57_0,FAILED,GenerationStep_0,,,938,2345,2291,0.214351628456264736710679130738,0.000010000000000000000818030539
58,58_0,FAILED,GenerationStep_0,,,2290,4611,2807,0.791216202728450279657579358172,0.000000000000999999999999999980
59,59_0,FAILED,GenerationStep_1,,,4905,1,5000,0.189906740502783610846648798542,0.500000000000000000000000000000
60,60_0,RUNNING,GenerationStep_1,,,1,5000,3449,0.357750824446764481567839766285,0.299999999999999988897769753748
61,61_0,RUNNING,GenerationStep_1,,,579,2288,4966,0.205067918964506296086725001260,0.000000010000000000000000209226
62,62_0,RUNNING,GenerationStep_1,,,2558,5000,5000,0.001000000000000000020816681712,0.900000000000000022204460492503
63,63_0,RUNNING,GenerationStep_1,,,3290,5000,5000,0.938780778688225847616877217661,0.000000000000999999999999999980
64,64_0,RUNNING,GenerationStep_1,,,5000,1,1,0.530113018892231391276936847134,0.500000000000000000000000000000
65,65_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,7044.000000000000000000000000000000,5000,5000,1,0.998999999999999999111821580300,0.900000000000000022204460492503
66,66_0,RUNNING,GenerationStep_1,,,3144,1572,5000,0.767953545517909175188719927974,0.000000000000999999999999999980
67,67_0,RUNNING,GenerationStep_1,,,5000,5000,1751,0.430839403575986157335364623577,0.000000000000999999999999999980
68,68_0,RUNNING,GenerationStep_1,,,4316,2801,862,0.998999999999999999111821580300,0.000100000000000000004792173602
69,69_0,RUNNING,GenerationStep_1,,,5000,1,1,0.905170658968164509872167400317,0.900000000000000022204460492503
70,70_0,RUNNING,GenerationStep_1,,,5000,1,1917,0.176086350467040103628946212666,0.000000000100000000000000003643
71,71_0,RUNNING,GenerationStep_1,,,1,5000,5000,0.998999999999999999111821580300,0.900000000000000022204460492503
72,72_0,RUNNING,GenerationStep_1,,,142,1912,3066,0.061684845891636884418485209380,0.400000000000000022204460492503
73,73_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,203.000000000000000000000000000000,2414,2194,1,0.079009259868873513155129728602,0.200000000000000011102230246252
74,74_0,RUNNING,GenerationStep_1,,,4928,1648,5,0.998999999999999999111821580300,0.900000000000000022204460492503
75,75_0,COMPLETED,GenerationStep_1,0.849999999999999977795539507497,5167.000000000000000000000000000000,2188,1,353,0.141530886207973521928593640951,0.000000000000999999999999999980
76,76_0,RUNNING,GenerationStep_1,,,4404,2899,3492,0.677014789655307813731610622199,0.500000000000000000000000000000
77,77_0,RUNNING,GenerationStep_1,,,1,1,5000,0.001000000000000000020816681712,0.000000000000999999999999999980
78,78_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,141.000000000000000000000000000000,1,293,1,0.074823125645600327415785102403,0.000000000000999999999999999980
79,79_0,RUNNING,GenerationStep_1,,,1330,4377,3687,0.998999999999999999111821580300,0.800000000000000044408920985006
80,80_0,RUNNING,GenerationStep_1,,,3194,1387,4864,0.373521993303524646456992286403,0.000000099999999999999995474811
81,81_0,RUNNING,GenerationStep_1,,,5000,1,5000,0.998999999999999999111821580300,0.000000000000999999999999999980
82,82_0,RUNNING,GenerationStep_1,,,2953,1,3843,0.001000000000000000020816681712,0.900000000000000022204460492503
83,83_0,RUNNING,GenerationStep_1,,,3769,3478,199,0.001000000000000000020816681712,0.010000000000000000208166817117
84,84_0,FAILED,GenerationStep_1,,,1733,5000,4379,0.431592295956765292785917154106,0.000000000000999999999999999980
85,85_0,FAILED,GenerationStep_1,,,3567,1,5000,0.998999999999999999111821580300,0.900000000000000022204460492503
86,86_0,FAILED,GenerationStep_1,,,5000,396,4600,0.340002353696834902496703989527,0.299999999999999988897769753748
87,87_0,FAILED,GenerationStep_1,,,5000,4564,1747,0.367383572854158901854759733396,0.900000000000000022204460492503
88,88_0,FAILED,GenerationStep_1,,,4775,1084,5000,0.893398664625720706489175881870,0.299999999999999988897769753748
89,89_0,FAILED,GenerationStep_1,,,282,4168,1873,0.002624251897410442152525078541,0.699999999999999955591079014994
90,90_0,RUNNING,GenerationStep_1,,,4697,943,4505,0.795534643853731737728196549142,0.000000099999999999999995474811
91,91_0,RUNNING,GenerationStep_1,,,2174,3071,1311,0.240738446109966114372369361263,0.000000010000000000000000209226
92,92_0,RUNNING,GenerationStep_1,,,199,4852,3802,0.836162216267876234887523878569,0.000000000100000000000000003643
93,93_0,RUNNING,GenerationStep_1,,,5000,373,2220,0.998999999999999999111821580300,0.000000001000000000000000062282
94,94_0,RUNNING,GenerationStep_1,,,4787,1532,873,0.660677337083036109177669459314,0.000000010000000000000000209226
95,95_0,RUNNING,GenerationStep_1,,,2495,783,3376,0.040910475226465257969632460799,0.001000000000000000020816681712
96,96_0,RUNNING,GenerationStep_1,,,1177,2636,620,0.088723951958357819003175848138,0.000000999999999999999954748112
97,97_0,RUNNING,GenerationStep_1,,,4984,1,2817,0.056193917301762021099253985312,0.100000000000000005551115123126
98,98_0,RUNNING,GenerationStep_1,,,4142,4619,552,0.088227133683403013986179530548,0.000000000100000000000000003643
99,99_0,RUNNING,GenerationStep_1,,,4336,685,1122,0.001000000000000000020816681712,0.001000000000000000020816681712
100,100_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,577.000000000000000000000000000000,3998,4795,3,0.001000000000000000020816681712,0.010000000000000000208166817117
101,101_0,RUNNING,GenerationStep_1,,,1459,2358,312,0.495533561600685235060126387907,0.000000000000999999999999999980
102,102_0,RUNNING,GenerationStep_1,,,992,3998,1008,0.750202906837118543847964247107,0.000000000000999999999999999980
103,103_0,RUNNING,GenerationStep_1,,,4943,55,5000,0.472715272506703976240771680750,0.000100000000000000004792173602
104,104_0,RUNNING,GenerationStep_1,,,4537,2769,3749,0.647351070595877597924072688329,0.000000000000999999999999999980
105,105_0,RUNNING,GenerationStep_1,,,185,1444,4958,0.571242801924845333694236160227,0.699999999999999955591079014994
106,106_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,148.000000000000000000000000000000,985,350,1,0.001000000000000000020816681712,0.000100000000000000004792173602
107,107_0,RUNNING,GenerationStep_1,,,1415,2637,2350,0.058502653580772244479302202080,0.000000000000999999999999999980
108,108_0,RUNNING,GenerationStep_1,,,2856,5000,4127,0.998999999999999999111821580300,0.000000001000000000000000062282
109,109_0,RUNNING,GenerationStep_1,,,3037,1912,2780,0.001000000000000000020816681712,0.699999999999999955591079014994
110,110_0,RUNNING,GenerationStep_1,,,3455,1,4983,0.866847447273264681832927180949,0.000000000000999999999999999980
111,111_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,571.000000000000000000000000000000,1337,322,34,0.016509931402615311141213183532,0.699999999999999955591079014994
112,112_0,RUNNING,GenerationStep_1,,,4354,1,3524,0.998999999999999999111821580300,0.000100000000000000004792173602
113,113_0,RUNNING,GenerationStep_1,,,250,5000,2121,0.969342684299752566090546679334,0.100000000000000005551115123126
114,114_0,RUNNING,GenerationStep_1,,,2503,3519,3307,0.001000000000000000020816681712,0.000010000000000000000818030539
115,115_0,RUNNING,GenerationStep_1,,,3547,4286,1460,0.822550817576314985402063939546,0.000000999999999999999954748112
116,116_0,RUNNING,GenerationStep_1,,,3848,2395,2142,0.001000000000000000020816681712,0.000010000000000000000818030539
117,117_0,RUNNING,GenerationStep_1,,,1530,1965,4459,0.848997155951082271840846260602,0.299999999999999988897769753748
118,118_0,RUNNING,GenerationStep_1,,,1153,1000,2817,0.236805428240863896638401797645,0.000000999999999999999954748112
119,119_0,RUNNING,GenerationStep_1,,,3365,5000,956,0.001000000000000000020816681712,0.699999999999999955591079014994
120,120_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,193.000000000000000000000000000000,2760,681,1,0.103728392935209204339663813244,0.000000000000999999999999999980
121,121_0,RUNNING,GenerationStep_1,,,2626,1,1249,0.232125631274579719010020539827,0.000000000000999999999999999980
122,122_0,RUNNING,GenerationStep_1,,,2653,1,1585,0.001000000000000000020816681712,0.000000000000999999999999999980
123,123_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,26.000000000000000000000000000000,2680,1,1,0.001000000000000000020816681712,0.000000000000999999999999999980
124,124_0,RUNNING,GenerationStep_1,,,544,963,1346,0.998999999999999999111821580300,0.900000000000000022204460492503
125,125_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,220.000000000000000000000000000000,1986,1055,1,0.295970364177526368276716084438,0.000000000000999999999999999980
126,126_0,RUNNING,GenerationStep_1,,,3894,923,4522,0.318375735839240947555595084850,0.000000000100000000000000003643
127,127_0,RUNNING,GenerationStep_1,,,2939,1438,3053,0.180815947337016447171720301412,0.000000000009999999999999999395
128,128_0,RUNNING,GenerationStep_1,,,1152,319,3551,0.002941995602926318446879161428,0.000000000000999999999999999980
129,129_0,RUNNING,GenerationStep_1,,,2592,977,2057,0.538882986031564925610837235581,0.100000000000000005551115123126
130,130_0,RUNNING,GenerationStep_1,,,1717,2509,4536,0.185570570552277075426772512401,0.000000001000000000000000062282
131,131_0,RUNNING,GenerationStep_1,,,615,4305,4895,0.176901560896157106217430055040,0.900000000000000022204460492503
132,132_0,RUNNING,GenerationStep_1,,,3173,2654,1603,0.983389647134865763078437339573,0.800000000000000044408920985006
133,133_0,RUNNING,GenerationStep_1,,,572,1,3046,0.998999999999999999111821580300,0.100000000000000005551115123126
134,134_0,RUNNING,GenerationStep_1,,,2675,2159,3013,0.721626030701270293477023187734,0.599999999999999977795539507497
135,135_0,RUNNING,GenerationStep_1,,,4042,4127,2812,0.672710048761841927777993532800,0.400000000000000022204460492503
136,136_0,RUNNING,GenerationStep_1,,,1530,2501,1608,0.274299850662431288217391056605,0.000000000000999999999999999980
137,137_0,RUNNING,GenerationStep_1,,,2010,132,4044,0.215627054265261824950172808713,0.000000000000999999999999999980
138,138_0,RUNNING,GenerationStep_1,,,1705,193,2617,0.975867740530749205873917162535,0.500000000000000000000000000000
139,139_0,RUNNING,GenerationStep_1,,,360,598,1923,0.960248316879404373302975272964,0.000000000000999999999999999980
140,140_0,RUNNING,GenerationStep_1,,,3617,212,2048,0.606209969101398682411740992393,0.000000000000999999999999999980
141,141_0,RUNNING,GenerationStep_1,,,3114,366,4457,0.001000000000000000020816681712,0.599999999999999977795539507497
142,142_0,RUNNING,GenerationStep_1,,,4561,1569,4012,0.001000000000000000020816681712,0.400000000000000022204460492503
143,143_0,RUNNING,GenerationStep_1,,,5000,1,1767,0.096614027787372991351588780162,0.900000000000000022204460492503
144,144_0,RUNNING,GenerationStep_1,,,1767,4225,657,0.966362489221502918290696015902,0.000000000000999999999999999980
145,145_0,RUNNING,GenerationStep_1,,,291,750,4359,0.410285081077171542851544927544,0.900000000000000022204460492503
146,146_0,RUNNING,GenerationStep_1,,,802,4681,1415,0.836340417310188932731307431823,0.000000000000999999999999999980
147,147_0,COMPLETED,GenerationStep_1,0.520000000000000017763568394003,306.000000000000000000000000000000,2310,3704,1,0.152801435581056882506700844715,0.000000000000999999999999999980
148,148_0,RUNNING,GenerationStep_1,,,2649,5000,4547,0.998999999999999999111821580300,0.000000000009999999999999999395
149,149_0,RUNNING,GenerationStep_1,,,1,1045,817,0.998999999999999999111821580300,0.000100000000000000004792173602
150,150_0,RUNNING,GenerationStep_1,,,1,4468,2226,0.463613775588756993339956125055,0.000000000000999999999999999980
151,151_0,RUNNING,GenerationStep_1,,,1212,3998,2544,0.001000000000000000020816681712,0.900000000000000022204460492503
152,152_0,RUNNING,GenerationStep_1,,,5000,1323,2851,0.998999999999999999111821580300,0.900000000000000022204460492503
153,153_0,RUNNING,GenerationStep_1,,,4422,1,1029,0.998999999999999999111821580300,0.900000000000000022204460492503
154,154_0,RUNNING,GenerationStep_1,,,1746,595,450,0.805174975847034235520993661339,0.000000000009999999999999999395
155,155_0,RUNNING,GenerationStep_1,,,4026,1065,2628,0.274757234093397251228907407494,0.000000000000999999999999999980
156,156_0,RUNNING,GenerationStep_1,,,1559,3781,1751,0.726540324862178010789648396894,0.800000000000000044408920985006
157,157_0,RUNNING,GenerationStep_1,,,4082,586,4691,0.073677222508815282120409051458,0.000000000000999999999999999980
158,158_0,RUNNING,GenerationStep_1,,,1830,2306,4275,0.001000000000000000020816681712,0.000000000000999999999999999980
159,159_0,RUNNING,GenerationStep_1,,,1,5000,4315,0.998999999999999999111821580300,0.900000000000000022204460492503
160,160_0,RUNNING,GenerationStep_1,,,5000,5000,3708,0.001000000000000000020816681712,0.000000999999999999999954748112
161,161_0,RUNNING,GenerationStep_1,,,1,44,3374,0.998999999999999999111821580300,0.000000000000999999999999999980
162,162_0,RUNNING,GenerationStep_1,,,4349,3800,3199,0.539845196315340114523451120476,0.000000000000999999999999999980
163,163_0,RUNNING,GenerationStep_1,,,1490,285,1472,0.531336869336955119891285903577,0.900000000000000022204460492503
164,164_0,RUNNING,GenerationStep_1,,,4873,649,1937,0.634095100226081398453459314624,0.900000000000000022204460492503
165,165_0,RUNNING,GenerationStep_1,,,376,894,3951,0.655470494972300476987925321737,0.900000000000000022204460492503
166,166_0,RUNNING,GenerationStep_1,,,3357,4658,2439,0.998999999999999999111821580300,0.900000000000000022204460492503
167,167_0,FAILED,GenerationStep_1,,,4671,3310,4730,0.998999999999999999111821580300,0.900000000000000022204460492503
168,168_0,FAILED,GenerationStep_1,,,5000,1,374,0.998999999999999999111821580300,0.900000000000000022204460492503
169,169_0,FAILED,GenerationStep_1,,,1679,281,3175,0.378021870813286919865703339383,0.900000000000000022204460492503
170,170_0,FAILED,GenerationStep_1,,,4346,4648,1214,0.998999999999999999111821580300,0.900000000000000022204460492503
171,171_0,FAILED,GenerationStep_1,,,5000,1,4011,0.998999999999999999111821580300,0.900000000000000022204460492503
172,172_0,FAILED,GenerationStep_1,,,3267,462,4672,0.600446540181815202608106574189,0.900000000000000022204460492503
173,173_0,FAILED,GenerationStep_1,,,425,2240,1997,0.037498454694870626824343418093,0.900000000000000022204460492503
174,174_0,FAILED,GenerationStep_1,,,4672,338,2187,0.421785242774308122282178601381,0.900000000000000022204460492503
175,175_0,FAILED,GenerationStep_1,,,5000,3826,4294,0.001000000000000000020816681712,0.900000000000000022204460492503
176,176_0,FAILED,GenerationStep_1,,,1,1,4620,0.998999999999999999111821580300,0.000000000000999999999999999980
177,177_0,FAILED,GenerationStep_1,,,1,4017,4704,0.001000000000000000020816681712,0.900000000000000022204460492503
178,178_0,FAILED,GenerationStep_1,,,3343,5000,3098,0.998999999999999999111821580300,0.900000000000000022204460492503
179,179_0,FAILED,GenerationStep_1,,,5000,5000,547,0.998999999999999999111821580300,0.900000000000000022204460492503
180,180_0,RUNNING,GenerationStep_1,,,4733,2243,4768,0.599229180033443609154630848934,0.000000000000999999999999999980
181,181_0,RUNNING,GenerationStep_1,,,4132,2040,1382,0.001000000000000000020816681712,0.900000000000000022204460492503
182,182_0,RUNNING,GenerationStep_1,,,4956,2819,1225,0.950140090950495563859590220090,0.400000000000000022204460492503
183,183_0,RUNNING,GenerationStep_1,,,1,1,2887,0.998999999999999999111821580300,0.000000000000999999999999999980
184,184_0,RUNNING,GenerationStep_1,,,901,1904,2966,0.001000000000000000020816681712,0.000000000000999999999999999980
185,185_0,RUNNING,GenerationStep_1,,,5000,3796,3890,0.998999999999999999111821580300,0.000000000000999999999999999980
186,186_0,RUNNING,GenerationStep_1,,,1,1,3940,0.001000000000000000020816681712,0.000000000000999999999999999980
187,187_0,RUNNING,GenerationStep_1,,,136,4783,4535,0.538548861849285742664505960420,0.000000000000999999999999999980
188,188_0,RUNNING,GenerationStep_1,,,4898,3698,572,0.998999999999999999111821580300,0.900000000000000022204460492503
189,189_0,RUNNING,GenerationStep_1,,,5000,5000,4147,0.001000000000000000020816681712,0.900000000000000022204460492503
190,190_0,RUNNING,GenerationStep_1,,,2379,108,3191,0.004243029111112141781025908216,0.000000000000999999999999999980
191,191_0,RUNNING,GenerationStep_1,,,9,4987,1988,0.002989224854433625809535524098,0.900000000000000022204460492503
192,192_0,RUNNING,GenerationStep_1,,,1,5000,4581,0.001000000000000000020816681712,0.900000000000000022204460492503
193,193_0,RUNNING,GenerationStep_1,,,3861,5000,1922,0.998999999999999999111821580300,0.900000000000000022204460492503
194,194_0,RUNNING,GenerationStep_1,,,5000,5000,4343,0.001000000000000000020816681712,0.900000000000000022204460492503
195,195_0,RUNNING,GenerationStep_1,,,1200,1117,3663,0.469956501253300462650486224447,0.000000000000999999999999999980
196,196_0,RUNNING,GenerationStep_1,,,4531,4542,4228,0.540640864433159507029813539702,0.000000000000999999999999999980
197,197_0,RUNNING,GenerationStep_1,,,1,4544,1290,0.001000000000000000020816681712,0.000000000000999999999999999980
198,198_0,RUNNING,GenerationStep_1,,,5000,5000,4667,0.998999999999999999111821580300,0.900000000000000022204460492503
199,199_0,RUNNING,GenerationStep_1,,,3468,280,4793,0.001000000000000000020816681712,0.900000000000000022204460492503
200,200_0,RUNNING,GenerationStep_1,,,1,5000,1787,0.998999999999999999111821580300,0.000000000000999999999999999980
201,201_0,RUNNING,GenerationStep_1,,,3645,247,2248,0.690265017455303664384302919643,0.900000000000000022204460492503
202,202_0,RUNNING,GenerationStep_1,,,1,5000,3415,0.998999999999999999111821580300,0.900000000000000022204460492503
203,203_0,RUNNING,GenerationStep_1,,,1100,3628,2307,0.929238405923653365547920657264,0.000000000000999999999999999980
204,204_0,RUNNING,GenerationStep_1,,,5000,5000,2901,0.998999999999999999111821580300,0.000000000000999999999999999980
205,205_0,RUNNING,GenerationStep_1,,,1,5000,1205,0.998999999999999999111821580300,0.000000000000999999999999999980
206,206_0,RUNNING,GenerationStep_1,,,182,878,304,0.924363085801270245589478236070,0.900000000000000022204460492503
207,207_0,RUNNING,GenerationStep_1,,,4903,114,3377,0.446475106329634774393610996412,0.000000000000999999999999999980
208,208_0,RUNNING,GenerationStep_1,,,341,3122,179,0.451826632834684771555799898124,0.900000000000000022204460492503
209,209_0,RUNNING,GenerationStep_1,,,5000,1,4222,0.998999999999999999111821580300,0.000000000000999999999999999980
210,210_0,RUNNING,GenerationStep_1,,,1,4479,1610,0.001000000000000000020816681712,0.900000000000000022204460492503
211,211_0,RUNNING,GenerationStep_1,,,693,3436,2654,0.238995102662659913983489445855,0.000000000000999999999999999980
212,212_0,RUNNING,GenerationStep_1,,,2957,4770,3955,0.450888414804884563036324607310,0.000000000000999999999999999980
213,213_0,RUNNING,GenerationStep_1,,,6,2292,3168,0.279742480515233593596491346034,0.000000000000999999999999999980
214,214_0,RUNNING,GenerationStep_1,,,929,1,561,0.606052447523867443557321621483,0.000000000000999999999999999980
215,215_0,RUNNING,GenerationStep_1,,,1,5000,2436,0.001000000000000000020816681712,0.900000000000000022204460492503
216,216_0,RUNNING,GenerationStep_1,,,4495,4525,4378,0.622063823655153447234056329762,0.000100000000000000004792173602
217,217_0,RUNNING,GenerationStep_1,,,2829,4361,972,0.374393979698319223636815422651,0.000000099999999999999995474811
218,218_0,RUNNING,GenerationStep_1,,,2320,3568,2909,0.177117797972348722801427811646,0.900000000000000022204460492503
219,219_0,RUNNING,GenerationStep_1,,,3799,4797,4014,0.880204115741198944711243257188,0.900000000000000022204460492503
220,220_0,RUNNING,GenerationStep_1,,,4001,506,3189,0.796094037771638229905590833368,0.900000000000000022204460492503
221,221_0,RUNNING,GenerationStep_1,,,5000,1,2489,0.001000000000000000020816681712,0.000000000000999999999999999980
222,222_0,RUNNING,GenerationStep_1,,,1,1599,832,0.001000000000000000020816681712,0.900000000000000022204460492503
223,223_0,RUNNING,GenerationStep_1,,,343,2936,4669,0.724953241233021294931404554518,0.900000000000000022204460492503
224,224_0,RUNNING,GenerationStep_1,,,1,1,498,0.998999999999999999111821580300,0.000000000000999999999999999980
225,225_0,RUNNING,GenerationStep_1,,,1,4948,2095,0.278209132561806904426759956550,0.900000000000000022204460492503
226,226_0,RUNNING,GenerationStep_1,,,5000,2285,4777,0.998999999999999999111821580300,0.000000000000999999999999999980
227,227_0,RUNNING,GenerationStep_1,,,5000,4339,1447,0.998999999999999999111821580300,0.900000000000000022204460492503
228,228_0,RUNNING,GenerationStep_1,,,119,4621,2218,0.001000000000000000020816681712,0.900000000000000022204460492503
229,229_0,RUNNING,GenerationStep_1,,,4165,4476,1326,0.518810167302156566293547257374,0.299999999999999988897769753748
230,230_0,RUNNING,GenerationStep_1,,,3693,4838,3241,0.061637350551895224437526366046,0.900000000000000022204460492503
231,231_0,RUNNING,GenerationStep_1,,,2524,3245,2561,0.998999999999999999111821580300,0.000000000000999999999999999980
232,232_0,RUNNING,GenerationStep_1,,,1,3374,4493,0.998999999999999999111821580300,0.000000000000999999999999999980
233,233_0,RUNNING,GenerationStep_1,,,5000,1,2717,0.998999999999999999111821580300,0.000000000000999999999999999980
234,234_0,RUNNING,GenerationStep_1,,,1723,765,2969,0.314397143811468660068442204647,0.000000000000999999999999999980
235,235_0,RUNNING,GenerationStep_1,,,1586,4690,457,0.998999999999999999111821580300,0.900000000000000022204460492503
236,236_0,RUNNING,GenerationStep_1,,,867,3998,2590,0.794696898498872372762491522735,0.000000000000999999999999999980
237,237_0,RUNNING,GenerationStep_1,,,1,5000,3134,0.001000000000000000020816681712,0.000000000000999999999999999980
