trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
51,51_0,COMPLETED,BOTORCH_MODULAR,0.810000000000000053290705182008,5017.000000000000000000000000000000,1938,80,0.001000000000000000020816681712,25,0.01
52,52_0,COMPLETED,BOTORCH_MODULAR,0.739999999999999991118215802999,811.000000000000000000000000000000,4297,1621,0.998999999999999999111821580300,14,0.05
53,53_0,FAILED,BOTORCH_MODULAR,,,1347,695,0.998999999999999999111821580300,33,0.05
54,54_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,296.000000000000000000000000000000,3492,4705,0.998999999999999999111821580300,50,0.1
55,55_0,FAILED,BOTORCH_MODULAR,,,1361,717,0.998999999999999999111821580300,32,0.001
56,56_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,350.000000000000000000000000000000,1264,3352,0.998999999999999999111821580300,29,0.005
57,57_0,FAILED,BOTORCH_MODULAR,,,1323,685,0.973961740943360299027631299396,33,0.05
58,58_0,FAILED,BOTORCH_MODULAR,,,1349,730,0.998999999999999999111821580300,31,0.025
59,59_0,COMPLETED,BOTORCH_MODULAR,0.760000000000000008881784197001,1134.000000000000000000000000000000,1394,735,0.424868988735580710436323670365,31,0.01
60,60_0,FAILED,BOTORCH_MODULAR,,,1314,737,0.925603667159327403446411608456,33,0.05
61,61_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,498.000000000000000000000000000000,5000,3214,0.001000000000000000020816681712,1,0.1
62,62_0,FAILED,BOTORCH_MODULAR,,,1346,739,0.998999999999999999111821580300,32,0.05
63,63_0,FAILED,BOTORCH_MODULAR,,,1895,1,0.001000000000000000020816681712,23,0.025
64,64_0,FAILED,BOTORCH_MODULAR,,,1343,743,0.844793539677631599715823540464,32,0.05
65,65_0,COMPLETED,BOTORCH_MODULAR,0.790000000000000035527136788005,1830.000000000000000000000000000000,2277,137,0.001000000000000000020816681712,17,0.001
66,66_0,COMPLETED,BOTORCH_MODULAR,0.760000000000000008881784197001,2187.000000000000000000000000000000,1076,806,0.001000000000000000020816681712,48,0.05
67,67_0,FAILED,BOTORCH_MODULAR,,,1149,803,0.998999999999999999111821580300,42,0.05
68,68_0,COMPLETED,BOTORCH_MODULAR,0.729999999999999982236431605997,414.000000000000000000000000000000,1208,2200,0.001000000000000000020816681712,39,0.1
69,69_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,850.000000000000000000000000000000,1580,4512,0.001000000000000000020816681712,42,0.01
70,70_0,COMPLETED,BOTORCH_MODULAR,0.780000000000000026645352591004,1342.000000000000000000000000000000,3091,405,0.623577762955194514482570866676,1,0.05
71,71_0,COMPLETED,BOTORCH_MODULAR,0.729999999999999982236431605997,543.000000000000000000000000000000,3241,2116,0.998999999999999999111821580300,50,0.025
72,72_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,326.000000000000000000000000000000,1511,4813,0.998999999999999999111821580300,18,0.1
73,73_0,COMPLETED,BOTORCH_MODULAR,0.579999999999999960031971113494,262.000000000000000000000000000000,2067,1,0.001000000000000000020816681712,1,0.001
74,74_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,473.000000000000000000000000000000,3234,3224,0.001000000000000000020816681712,40,0.05
75,75_0,FAILED,BOTORCH_MODULAR,,,2061,1,0.001000000000000000020816681712,4,0.025
76,76_0,COMPLETED,BOTORCH_MODULAR,0.780000000000000026645352591004,777.000000000000000000000000000000,2361,423,0.066812848997522877869670310247,15,0.01
77,77_0,FAILED,BOTORCH_MODULAR,,,2653,3256,0.868804238548236407169156336749,26,0.001
78,78_0,COMPLETED,BOTORCH_MODULAR,0.729999999999999982236431605997,354.000000000000000000000000000000,2885,2088,0.893583135701992770094648221857,26,0.001
79,79_0,COMPLETED,BOTORCH_MODULAR,0.750000000000000000000000000000,1028.000000000000000000000000000000,1832,1340,0.435312874977794528330576895314,21,0.01
80,80_0,COMPLETED,BOTORCH_MODULAR,0.739999999999999991118215802999,1928.000000000000000000000000000000,2431,937,0.001000000000000000020816681712,26,0.001
81,81_0,FAILED,BOTORCH_MODULAR,,,2704,1767,0.537093712358685304586458642007,50,0.001
82,82_0,COMPLETED,BOTORCH_MODULAR,0.780000000000000026645352591004,2441.000000000000000000000000000000,1714,348,0.001000000000000000020816681712,22,0.05
83,83_0,FAILED,BOTORCH_MODULAR,,,2891,2373,0.690774531598368657370201617596,50,0.001
84,84_0,COMPLETED,BOTORCH_MODULAR,0.770000000000000017763568394003,2095.000000000000000000000000000000,1806,452,0.001000000000000000020816681712,13,0.025
85,85_0,FAILED,BOTORCH_MODULAR,,,2981,2444,0.704178499258995227449986487045,50,0.001
86,86_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,531.000000000000000000000000000000,4867,3178,0.998999999999999999111821580300,48,0.025
87,87_0,FAILED,BOTORCH_MODULAR,,,2892,2474,0.817965840042058078829256828612,50,0.001
88,88_0,COMPLETED,BOTORCH_MODULAR,0.719999999999999973354647408996,789.000000000000000000000000000000,4912,2346,0.998999999999999999111821580300,10,0.25
89,89_0,FAILED,BOTORCH_MODULAR,,,3077,2441,0.777240441536425019641853850771,49,0.001
90,90_0,COMPLETED,BOTORCH_MODULAR,0.700000000000000066613381477509,301.000000000000000000000000000000,2073,376,0.998999999999999999111821580300,7,0.1
91,91_0,COMPLETED,BOTORCH_MODULAR,0.700000000000000066613381477509,285.000000000000000000000000000000,2548,2484,0.807658482030621516223334310780,49,0.001
92,92_0,FAILED,BOTORCH_MODULAR,,,3431,1744,0.938723849289372025417321765417,48,0.001
93,93_0,COMPLETED,BOTORCH_MODULAR,0.770000000000000017763568394003,1672.000000000000000000000000000000,4267,448,0.998999999999999999111821580300,1,0.01
94,94_0,COMPLETED,BOTORCH_MODULAR,0.660000000000000031086244689504,424.000000000000000000000000000000,2026,329,0.237153101341185751360640665553,7,0.1
95,95_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,404.000000000000000000000000000000,2073,447,0.305564814495769887514597940026,7,0.01
96,96_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,3092.000000000000000000000000000000,2890,2138,0.001000000000000000020816681712,49,0.001
97,97_0,COMPLETED,BOTORCH_MODULAR,0.770000000000000017763568394003,1717.000000000000000000000000000000,2593,577,0.001000000000000000020816681712,27,0.05
98,98_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,1034.000000000000000000000000000000,3930,3299,0.001000000000000000020816681712,32,0.001
99,99_0,COMPLETED,BOTORCH_MODULAR,0.760000000000000008881784197001,1080.000000000000000000000000000000,3262,1207,0.001000000000000000020816681712,25,0.05
100,100_0,FAILED,BOTORCH_MODULAR,,,951,2445,0.998999999999999999111821580300,48,0.005
101,101_0,COMPLETED,BOTORCH_MODULAR,0.750000000000000000000000000000,1308.000000000000000000000000000000,4394,952,0.441608259265780789259991934159,1,0.05
102,102_0,FAILED,BOTORCH_MODULAR,,,2716,949,0.998999999999999999111821580300,27,0.05
103,103_0,COMPLETED,BOTORCH_MODULAR,0.780000000000000026645352591004,2061.000000000000000000000000000000,3727,469,0.324431063037568578888425463447,13,0.1
104,104_0,COMPLETED,BOTORCH_MODULAR,0.790000000000000035527136788005,1458.000000000000000000000000000000,2598,368,0.998999999999999999111821580300,31,0.1
105,105_0,COMPLETED,BOTORCH_MODULAR,0.770000000000000017763568394003,689.000000000000000000000000000000,2335,432,0.278566661535939397165151376612,1,0.1
106,106_0,COMPLETED,BOTORCH_MODULAR,0.790000000000000035527136788005,1274.000000000000000000000000000000,573,446,0.342604852230054213180210354039,1,0.1
107,107_0,COMPLETED,BOTORCH_MODULAR,0.680000000000000048849813083507,225.000000000000000000000000000000,597,3886,0.400241557424779625939947891311,30,0.001
108,108_0,COMPLETED,BOTORCH_MODULAR,0.640000000000000013322676295502,193.000000000000000000000000000000,2150,3042,0.056924591547889237530544193078,33,0.1
109,109_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,656.000000000000000000000000000000,2509,2543,0.001000000000000000020816681712,31,0.005
110,110_0,FAILED,BOTORCH_MODULAR,,,3442,2023,0.998999999999999999111821580300,13,0.001
111,111_0,FAILED,BOTORCH_MODULAR,,,2649,1,0.408315024658883474195647522720,42,0.05
112,112_0,COMPLETED,BOTORCH_MODULAR,0.729999999999999982236431605997,747.000000000000000000000000000000,4234,2001,0.998999999999999999111821580300,21,0.01
113,113_0,FAILED,BOTORCH_MODULAR,,,3370,2112,0.998999999999999999111821580300,9,0.001
114,114_0,FAILED,BOTORCH_MODULAR,,,3663,1940,0.998999999999999999111821580300,19,0.001
115,115_0,FAILED,BOTORCH_MODULAR,,,2020,541,0.998999999999999999111821580300,46,0.01
116,116_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,379.000000000000000000000000000000,3360,3182,0.998999999999999999111821580300,26,0.005
117,117_0,FAILED,BOTORCH_MODULAR,,,1725,542,0.998999999999999999111821580300,41,0.25
118,118_0,FAILED,BOTORCH_MODULAR,,,3412,2009,0.998999999999999999111821580300,13,0.001
119,119_0,COMPLETED,BOTORCH_MODULAR,0.750000000000000000000000000000,1549.000000000000000000000000000000,4495,874,0.001000000000000000020816681712,22,0.025
120,120_0,FAILED,BOTORCH_MODULAR,,,2582,1,0.219337987724098543163009367163,38,0.05
121,121_0,COMPLETED,BOTORCH_MODULAR,0.729999999999999982236431605997,542.000000000000000000000000000000,3471,2019,0.998999999999999999111821580300,13,0.001
122,122_0,FAILED,BOTORCH_MODULAR,,,2574,1,0.001000000000000000020816681712,40,0.05
123,123_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,436.000000000000000000000000000000,2078,342,0.998999999999999999111821580300,1,0.25
124,124_0,FAILED,BOTORCH_MODULAR,,,2730,1,0.001000000000000000020816681712,39,0.05
125,125_0,COMPLETED,BOTORCH_MODULAR,0.719999999999999973354647408996,546.000000000000000000000000000000,2112,337,0.614807784761798870043492115656,1,0.01
126,126_0,FAILED,BOTORCH_MODULAR,,,2725,1,0.998999999999999999111821580300,38,0.05
127,127_0,FAILED,BOTORCH_MODULAR,,,3300,2249,0.998999999999999999111821580300,14,0.001
128,128_0,FAILED,BOTORCH_MODULAR,,,2691,1,0.998999999999999999111821580300,39,0.05
129,129_0,COMPLETED,BOTORCH_MODULAR,0.670000000000000039968028886506,170.000000000000000000000000000000,2362,3937,0.227585706910884671971828652204,25,0.01
130,130_0,COMPLETED,BOTORCH_MODULAR,0.729999999999999982236431605997,400.000000000000000000000000000000,3103,2202,0.998999999999999999111821580300,16,0.001
131,131_0,FAILED,BOTORCH_MODULAR,,,4482,2557,0.998999999999999999111821580300,33,0.001
132,132_0,FAILED,BOTORCH_MODULAR,,,5000,578,0.998999999999999999111821580300,38,0.001
133,133_0,FAILED,BOTORCH_MODULAR,,,2246,1,0.001000000000000000020816681712,39,0.05
134,134_0,COMPLETED,BOTORCH_MODULAR,0.700000000000000066613381477509,396.000000000000000000000000000000,3992,3887,0.366152168117831022797759032983,23,0.25
135,135_0,FAILED,BOTORCH_MODULAR,,,2628,1,0.998999999999999999111821580300,38,0.05
136,136_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,402.000000000000000000000000000000,3494,2969,0.502886357009775908366577823472,23,0.025
137,137_0,COMPLETED,BOTORCH_MODULAR,0.790000000000000035527136788005,1663.000000000000000000000000000000,2720,322,0.737471202256864355462084859028,1,0.1
138,138_0,FAILED,BOTORCH_MODULAR,,,2373,1,0.998999999999999999111821580300,1,0.1
139,139_0,FAILED,BOTORCH_MODULAR,,,2821,1,0.998999999999999999111821580300,38,0.05
140,140_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,377.000000000000000000000000000000,1734,3202,0.364022031140352031464146875805,37,0.025
141,141_0,FAILED,BOTORCH_MODULAR,,,2952,1,0.998999999999999999111821580300,37,0.01
142,142_0,FAILED,BOTORCH_MODULAR,,,2987,1,0.998999999999999999111821580300,36,0.05
143,143_0,COMPLETED,BOTORCH_MODULAR,0.729999999999999982236431605997,376.000000000000000000000000000000,2692,1607,0.998999999999999999111821580300,39,0.025
144,144_0,FAILED,BOTORCH_MODULAR,,,2562,1,0.998999999999999999111821580300,37,0.05
145,145_0,FAILED,BOTORCH_MODULAR,,,2890,1,0.001000000000000000020816681712,35,0.05
146,146_0,COMPLETED,BOTORCH_MODULAR,0.790000000000000035527136788005,1511.000000000000000000000000000000,3227,323,0.998999999999999999111821580300,32,0.01
147,147_0,FAILED,BOTORCH_MODULAR,,,2639,1,0.001000000000000000020816681712,34,0.05
148,148_0,FAILED,BOTORCH_MODULAR,,,5000,4148,0.998999999999999999111821580300,50,0.01
149,149_0,FAILED,BOTORCH_MODULAR,,,2790,1,0.001000000000000000020816681712,34,0.05
150,150_0,FAILED,BOTORCH_MODULAR,,,2593,1,0.001000000000000000020816681712,36,0.05
151,151_0,FAILED,BOTORCH_MODULAR,,,2059,1130,0.998999999999999999111821580300,38,0.005
152,152_0,FAILED,BOTORCH_MODULAR,,,2928,1,0.001000000000000000020816681712,34,0.05
153,153_0,FAILED,BOTORCH_MODULAR,,,2391,1,0.998999999999999999111821580300,36,0.05
154,154_0,FAILED,BOTORCH_MODULAR,,,4606,2691,0.998999999999999999111821580300,31,0.001
155,155_0,FAILED,BOTORCH_MODULAR,,,2507,1,0.998999999999999999111821580300,37,0.05
156,156_0,COMPLETED,BOTORCH_MODULAR,0.770000000000000017763568394003,1939.000000000000000000000000000000,2488,379,0.001000000000000000020816681712,22,0.01
157,157_0,FAILED,BOTORCH_MODULAR,,,2564,1,0.998999999999999999111821580300,37,0.05
158,158_0,FAILED,BOTORCH_MODULAR,,,4900,2720,0.801442532066753976494055677904,27,0.001
159,159_0,FAILED,BOTORCH_MODULAR,,,2657,1,0.001000000000000000020816681712,35,0.05
160,160_0,FAILED,BOTORCH_MODULAR,,,1958,1,0.998999999999999999111821580300,41,0.05
161,161_0,COMPLETED,BOTORCH_MODULAR,0.700000000000000066613381477509,433.000000000000000000000000000000,4505,3636,0.008648960659488180019449643510,10,0.001
162,162_0,FAILED,BOTORCH_MODULAR,,,2578,1,0.001000000000000000020816681712,36,0.05
163,163_0,COMPLETED,BOTORCH_MODULAR,0.800000000000000044408920985006,1863.000000000000000000000000000000,2711,278,0.998999999999999999111821580300,35,0.025
164,164_0,FAILED,BOTORCH_MODULAR,,,2638,1,0.001000000000000000020816681712,35,0.05
165,165_0,FAILED,BOTORCH_MODULAR,,,5000,2668,0.998999999999999999111821580300,32,0.001
166,166_0,COMPLETED,BOTORCH_MODULAR,0.780000000000000026645352591004,1433.000000000000000000000000000000,3052,407,0.998999999999999999111821580300,29,0.005
167,167_0,FAILED,BOTORCH_MODULAR,,,2414,1,0.998999999999999999111821580300,40,0.05
168,168_0,COMPLETED,BOTORCH_MODULAR,0.719999999999999973354647408996,504.000000000000000000000000000000,4114,2706,0.998999999999999999111821580300,30,0.001
169,169_0,COMPLETED,BOTORCH_MODULAR,0.810000000000000053290705182008,1728.000000000000000000000000000000,2616,218,0.998999999999999999111821580300,34,0.05
170,170_0,COMPLETED,BOTORCH_MODULAR,0.750000000000000000000000000000,1264.000000000000000000000000000000,1946,1170,0.998999999999999999111821580300,39,0.05
171,171_0,COMPLETED,BOTORCH_MODULAR,0.780000000000000026645352591004,827.000000000000000000000000000000,2401,403,0.998999999999999999111821580300,21,0.01
172,172_0,COMPLETED,BOTORCH_MODULAR,0.739999999999999991118215802999,973.000000000000000000000000000000,4656,1644,0.998999999999999999111821580300,33,0.025
173,173_0,COMPLETED,BOTORCH_MODULAR,0.729999999999999982236431605997,702.000000000000000000000000000000,4913,2116,0.998999999999999999111821580300,8,0.05
174,174_0,COMPLETED,BOTORCH_MODULAR,0.719999999999999973354647408996,604.000000000000000000000000000000,1865,2443,0.998999999999999999111821580300,42,0.025
175,175_0,COMPLETED,BOTORCH_MODULAR,0.750000000000000000000000000000,1155.000000000000000000000000000000,4257,1321,0.998999999999999999111821580300,1,0.05
176,176_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,3230.000000000000000000000000000000,4635,3767,0.001000000000000000020816681712,50,0.001
177,177_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,645.000000000000000000000000000000,2294,1486,0.001000000000000000020816681712,38,0.025
178,178_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,240.000000000000000000000000000000,2254,1465,0.998999999999999999111821580300,36,0.05
179,179_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,423.000000000000000000000000000000,4434,4043,0.165954078827501516624209898509,1,0.005
180,180_0,COMPLETED,BOTORCH_MODULAR,0.739999999999999991118215802999,504.000000000000000000000000000000,3115,1726,0.998999999999999999111821580300,32,0.05
181,181_0,COMPLETED,BOTORCH_MODULAR,0.790000000000000035527136788005,2046.000000000000000000000000000000,3468,254,0.001000000000000000020816681712,19,0.025
182,182_0,FAILED,BOTORCH_MODULAR,,,4824,1451,0.998999999999999999111821580300,38,0.001
183,183_0,FAILED,BOTORCH_MODULAR,,,2283,1,0.998999999999999999111821580300,35,0.05
184,184_0,COMPLETED,BOTORCH_MODULAR,0.739999999999999991118215802999,570.000000000000000000000000000000,1091,1487,0.998999999999999999111821580300,44,0.005
185,185_0,FAILED,BOTORCH_MODULAR,,,2282,1,0.998999999999999999111821580300,36,0.025
186,186_0,FAILED,BOTORCH_MODULAR,,,2906,1,0.998999999999999999111821580300,36,0.05
187,187_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,284.000000000000000000000000000000,351,1564,0.998999999999999999111821580300,50,0.05
188,188_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,471.000000000000000000000000000000,2068,270,0.998999999999999999111821580300,33,0.01
189,189_0,FAILED,BOTORCH_MODULAR,,,4735,1346,0.998999999999999999111821580300,34,0.001
190,190_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,297.000000000000000000000000000000,3274,4114,0.998999999999999999111821580300,31,0.005
191,191_0,COMPLETED,BOTORCH_MODULAR,0.719999999999999973354647408996,572.000000000000000000000000000000,4058,2803,0.998999999999999999111821580300,27,0.005
192,192_0,FAILED,BOTORCH_MODULAR,,,4809,653,0.998999999999999999111821580300,26,0.01
193,193_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,404.000000000000000000000000000000,5000,4109,0.998999999999999999111821580300,1,0.001
194,194_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,441.000000000000000000000000000000,4340,3515,0.998999999999999999111821580300,6,0.01
195,195_0,COMPLETED,BOTORCH_MODULAR,0.790000000000000035527136788005,1210.000000000000000000000000000000,719,339,0.998999999999999999111821580300,27,0.01
196,196_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,382.000000000000000000000000000000,4653,3425,0.998999999999999999111821580300,28,0.01
197,197_0,FAILED,BOTORCH_MODULAR,,,3556,4206,0.998999999999999999111821580300,31,0.001
198,198_0,COMPLETED,BOTORCH_MODULAR,0.780000000000000026645352591004,2099.000000000000000000000000000000,1763,331,0.998999999999999999111821580300,24,0.005
199,199_0,COMPLETED,BOTORCH_MODULAR,0.750000000000000000000000000000,873.000000000000000000000000000000,3697,1498,0.998999999999999999111821580300,33,0.05
200,200_0,COMPLETED,BOTORCH_MODULAR,0.650000000000000022204460492503,197.000000000000000000000000000000,99,1413,0.419772988574529715144478814182,50,0.005
201,201_0,COMPLETED,BOTORCH_MODULAR,0.700000000000000066613381477509,334.000000000000000000000000000000,1279,3525,0.998999999999999999111821580300,50,0.01
202,202_0,COMPLETED,BOTORCH_MODULAR,0.680000000000000048849813083507,3808.000000000000000000000000000000,1508,5000,0.001000000000000000020816681712,50,0.001
203,203_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,433.000000000000000000000000000000,3363,2604,0.001000000000000000020816681712,1,0.1
204,204_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,451.000000000000000000000000000000,3981,2997,0.998999999999999999111821580300,20,0.1
205,205_0,COMPLETED,BOTORCH_MODULAR,0.790000000000000035527136788005,1657.000000000000000000000000000000,3042,369,0.998999999999999999111821580300,25,0.05
206,206_0,COMPLETED,BOTORCH_MODULAR,0.780000000000000026645352591004,1925.000000000000000000000000000000,4140,355,0.998999999999999999111821580300,22,0.01
207,207_0,COMPLETED,BOTORCH_MODULAR,0.739999999999999991118215802999,620.000000000000000000000000000000,2158,353,0.998999999999999999111821580300,30,0.25
208,208_0,COMPLETED,BOTORCH_MODULAR,0.780000000000000026645352591004,1818.000000000000000000000000000000,3909,359,0.998999999999999999111821580300,21,0.25
209,209_0,COMPLETED,BOTORCH_MODULAR,0.750000000000000000000000000000,463.000000000000000000000000000000,2575,1069,0.998999999999999999111821580300,28,0.025
210,210_0,FAILED,BOTORCH_MODULAR,,,3147,1049,0.998999999999999999111821580300,29,0.005
