start_time,end_time,run_time,program_string,lr,epochs,width_height,dense,conv,dense_units,conv_filters,val_split,VAL_LOSS,RAM_USAGE,RUNTIME,exit_code,signal,hostname
1739450775,1739450794,19,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.045079790573177646 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=1 --dense_units=14 --conv_filters=5,0.045079790573177646,30,15,1,3,14,5,0.2,0.2685,650.7,19,0,None,arbeitsrechner
1739450936,1739450969,33,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.02125447448320034 --epochs=40 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=17 --conv_filters=14,0.02125447448320034,40,15,1,1,17,14,0.2,0.2224,634.49,33,0,None,arbeitsrechner
1739451127,1739451151,24,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.040135461599673766 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=2 --dense=1 --dense_units=5 --conv_filters=5,0.040135461599673766,30,15,1,2,5,5,0.2,0.6796,649.02,24,0,None,arbeitsrechner
1739451323,1739451343,20,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.07015261195024974 --epochs=30 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=4 --dense_units=17 --conv_filters=5,0.07015261195024974,30,20,4,1,17,5,0.2,0.0884,649.5,20,0,None,arbeitsrechner
1739451479,1739451501,22,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.044523565008361986 --epochs=30 --validation_split=0.2 --width=20 --height=20 --data=data --conv=2 --dense=1 --dense_units=19 --conv_filters=5,0.044523565008361986,30,20,1,2,19,5,0.2,0.1457,665.44,22,0,None,arbeitsrechner
1739451682,1739451704,22,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.0770447375838594 --epochs=30 --validation_split=0.2 --width=30 --height=30 --data=data --conv=1 --dense=1 --dense_units=13 --conv_filters=5,0.0770447375838594,30,30,1,1,13,5,0.2,0.1634,674.94,22,0,None,arbeitsrechner
1739451868,1739451887,19,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.0827524436577985 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=15 --conv_filters=20,0.0827524436577985,30,15,1,1,15,20,0.2,0.1278,636.75,19,0,None,arbeitsrechner
1739452033,1739452052,19,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.01317774378913808 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=2 --dense=1 --dense_units=19 --conv_filters=5,0.01317774378913808,30,15,1,2,19,5,0.2,0.1513,648.27,19,0,None,arbeitsrechner
1739452182,1739452201,19,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.007247388660481935 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=2 --dense=1 --dense_units=11 --conv_filters=5,0.007247388660481935,30,15,1,2,11,5,0.2,0.384,646.05,19,0,None,arbeitsrechner
1739452321,1739452339,18,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.03654334577862592 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=2 --dense_units=18 --conv_filters=5,0.03654334577862592,30,15,2,1,18,5,0.2,0.1766,634.57,18,0,None,arbeitsrechner
1739452483,1739452502,19,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.032822142985418176 --epochs=30 --validation_split=0.2 --width=25 --height=25 --data=data --conv=1 --dense=1 --dense_units=18 --conv_filters=5,0.032822142985418176,30,25,1,1,18,5,0.2,0.1606,663.45,19,0,None,arbeitsrechner
1739452644,1739452663,19,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.01880476607946618 --epochs=30 --validation_split=0.2 --width=30 --height=30 --data=data --conv=1 --dense=1 --dense_units=12 --conv_filters=5,0.01880476607946618,30,30,1,1,12,5,0.2,0.332,677.27,19,0,None,arbeitsrechner
1739452837,1739452857,20,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.03609260322639272 --epochs=30 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=1 --dense_units=5 --conv_filters=5,0.03609260322639272,30,20,1,1,5,5,0.2,0.187,638.25,20,0,None,arbeitsrechner
1739453025,1739453047,22,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06963225065395344 --epochs=30 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=1 --dense_units=15 --conv_filters=5,0.06963225065395344,30,20,1,1,15,5,0.2,0.1112,639.22,22,0,None,arbeitsrechner
1739453208,1739453230,22,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.020331187584284822 --epochs=30 --validation_split=0.2 --width=20 --height=20 --data=data --conv=2 --dense=1 --dense_units=19 --conv_filters=5,0.020331187584284822,30,20,1,2,19,5,0.2,0.19,667.27,22,0,None,arbeitsrechner
1739453385,1739453412,27,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=30 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=1 --dense_units=18 --conv_filters=5,0,30,20,1,1,18,5,0.2,0.1251,640.73,27,0,None,arbeitsrechner
1739453613,1739453638,25,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.08103186412331777 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=4 --dense_units=20 --conv_filters=5,0.08103186412331777,30,15,4,3,20,5,0.2,0.2561,656.65,25,0,None,arbeitsrechner
1739453835,1739453859,24,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.03222041781753355 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=5 --dense_units=12 --conv_filters=5,0.03222041781753355,30,15,5,3,12,5,0.2,0.2973,663.93,24,0,None,arbeitsrechner
1739454045,1739454066,21,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.04083939234600128 --epochs=30 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=1 --dense_units=13 --conv_filters=5,0.04083939234600128,30,20,1,1,13,5,0.2,0.5646,638.68,21,0,None,arbeitsrechner
