start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_clusters,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744286428,1744293100,6672,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1326 n_samples 3582 n_clusters 10 threshold 0.4714617470726371,1326,3582,10,0.4714617470726371,0.83,6659.0,0,,i7176,6659.0,561.42578125,512.2588241485779,-1.0,0.3205992255812069,4211872
1744360817,1744360830,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3750 n_samples 1 n_clusters 5 threshold 0.9041031962898509,3750,1,5,0.9041031962898508,,,1,,i7134,,,,,,4221070
1744360817,1744360829,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2861 n_samples 1 n_clusters 6 threshold 0.44216875278327766,2861,1,6,0.4421687527832776,,,1,,i7180,,,,,,4221061
1744360817,1744360830,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 9 n_samples 1 n_clusters 3 threshold 0.5919240867457092,9,1,3,0.5919240867457092,,,1,,i7172,,,,,,4221063
1744360817,1744360830,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3295 n_samples 1 n_clusters 2 threshold 0.7853238402453802,3295,1,2,0.7853238402453802,,,1,,i7139,,,,,,4221069
1744360817,1744360830,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2167 n_samples 1 n_clusters 3 threshold 0.6328001528093937,2167,1,3,0.6328001528093937,,,1,,i7183,,,,,,4221059
1744360817,1744360830,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1 n_samples 1 n_clusters 6 threshold 0.11147572784245381,1,1,6,0.1114757278424538,,,1,,i7156,,,,,,4221068
1744360847,1744360859,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1591 n_samples 1 n_clusters 5 threshold 0.543318456519419,1591,1,5,0.543318456519419,,,1,,i7183,,,,,,4221071
1744360847,1744360860,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1 n_samples 1 n_clusters 8 threshold 0.001,1,1,8,0.001,,,1,,i7183,,,,,,4221072
1744360847,1744360860,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3174 n_samples 1 n_clusters 7 threshold 0.34502035985726376,3174,1,7,0.3450203598572637,,,1,,i7180,,,,,,4221074
