start_time,end_time,run_time,program_string,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1750625363,1750629840,4477,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2328 significance 0.9703823758419603 gamma 0.20019568418711423 max_node_size 4529 max_tree_depth 64 max_time_stationary 1035,2328,0.9703823758419604,0.2001956841871142,4529,64,1035,0.85,4444.0,0,,i7104,5534570,4444.0,11289.76953125,1783.116819646861,-1.0,1.0
1750624181,1750630890,6709,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 839 significance 0.4297783059477806 gamma 0.9559776095729321 max_node_size 2749 max_tree_depth 171 max_time_stationary 3832,839,0.4297783059477806,0.955977609572932,2749,171,3832,0.84,6685.0,0,,i7129,5534554,6685.0,10976.35546875,1546.902536147388,-1.0,1.0
1750626252,1750635708,9456,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 58 significance 0.34700697421841326 gamma 0.0877525738850236 max_node_size 615 max_tree_depth 2735 max_time_stationary 687,58,0.3470069742184132,0.0877525738850236,615,2735,687,0.59,9435.0,0,,i7155,5534579,9435.0,1758.296875,1621.0447255291006,-1.0,0.0827875734676742
1750626100,1750636944,10844,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3511 significance 0.1321466938070953 gamma 0.38507608214206995 max_node_size 1262 max_tree_depth 262 max_time_stationary 3161,3511,0.1321466938070953,0.3850760821420699,1262,262,3161,0.84,10811.0,0,,i7005,5534577,10811.0,3941.9296875,2934.413586391967,-1.0,1.0
1750626100,1750639769,13669,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3338 significance 0.7698443340230733 gamma 0.6167538599446416 max_node_size 195 max_tree_depth 2385 max_time_stationary 2671,3338,0.7698443340230733,0.6167538599446416,195,2385,2671,0.62,13635.0,0,,i7005,5534576,13635.0,1260.03125,1136.5594894688645,-1.0,0.8974811083123426
1750628250,1750639810,11560,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2936 significance 0.6428027514964342 gamma 0.15410932538472116 max_node_size 2452 max_tree_depth 446 max_time_stationary 3962,2936,0.6428027514964342,0.1541093253847211,2452,446,3962,0.83,11508.0,0,,i7173,5534584,11508.0,19151.01953125,2616.6968892415366,-1.0,1.0
1750627032,1750641340,14308,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 770 significance 0.8655422384683042 gamma 0.326577103856951 max_node_size 673 max_tree_depth 3442 max_time_stationary 1411,770,0.8655422384683042,0.326577103856951,673,3442,1411,0.59,14265.0,0,,i7122,5534582,14265.0,1940.56640625,1805.1303789637352,-1.0,0.5172124265323258
1750650504,1750655432,4928,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2521 significance 0.496178940968588 gamma 0.5967315503265709 max_node_size 2317 max_tree_depth 88 max_time_stationary 821,2521,0.496178940968588,0.5967315503265709,2317,88,821,0.85,4891.0,0,,i7186,5535325,4891.0,4567.87890625,1133.4160434699593,-1.0,1.0
1750650249,1750661959,11710,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2280 significance 0.4674687128588557 gamma 0.8296052809506654 max_node_size 221 max_tree_depth 1433 max_time_stationary 2241,2280,0.4674687128588557,0.8296052809506654,221,1433,2241,0.7,11668.0,0,,i7021,5535323,11668.0,1121.88671875,1019.9200121735872,-1.0,0.941309823677582
1750650249,1750662207,11958,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 472 significance 0.20124626854620875 gamma 0.058068861046805975 max_node_size 3643 max_tree_depth 345 max_time_stationary 1485,472,0.2012462685462087,0.0580688610468059,3643,345,1485,0.84,11920.0,0,,i7021,5535319,11920.0,35826.5234375,5404.08960799979,-1.0,1.0
1750650541,1750662916,12375,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3706 significance 0.12020074500143528 gamma 0.13508066605776547 max_node_size 55 max_tree_depth 1868 max_time_stationary 2103,3706,0.1202007450014352,0.1350806660577654,55,1868,2103,0.54,12342.0,0,,i7178,5535333,12342.0,835.11328125,756.0498228744939,-1.0,0.8442485306465155
1750649225,1750663277,14052,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4313 significance 0.9144744994752109 gamma 0.3723019984811544 max_node_size 582 max_tree_depth 201 max_time_stationary 4242,4313,0.9144744994752108,0.3723019984811544,582,201,4242,0.83,14016.0,0,,i7012,5535312,14016.0,1203.671875,985.0505557287954,-1.0,1.0
1750665871,1750668866,2995,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2597 significance 0.6993725622706115 gamma 0.963800353301689 max_node_size 128 max_tree_depth 2687 max_time_stationary 348,2597,0.6993725622706115,0.963800353301689,128,2687,348,0.63,2948.0,0,,i7081,5536073,2948.0,859.30859375,816.4397622053872,-1.0,0.9963895885810244
1750665907,1750669705,3798,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1515 significance 0.8511046018488705 gamma 0.001251074081286788 max_node_size 296 max_tree_depth 494 max_time_stationary 174,1515,0.8511046018488705,0.0012510740812867,296,494,174,0.69,3764.0,0,,i7025,5536083,3764.0,1007.98828125,945.9888289517196,-1.0,0.9992443324937028
1750665907,1750674636,8729,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3378 significance 0.5237809898052365 gamma 0.08016527350991964 max_node_size 2916 max_tree_depth 1 max_time_stationary 4820,3378,0.5237809898052365,0.0801652735099196,2916,1,4820,0.84,8695.0,0,,i7025,5536081,8695.0,789.765625,718.0157460892652,-1.0,1.0
1750665845,1750678304,12459,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1053 significance 0.7894754664879292 gamma 0.5087262549959123 max_node_size 1747 max_tree_depth 429 max_time_stationary 2876,1053,0.7894754664879292,0.5087262549959123,1747,429,2876,0.84,12443.0,0,,i7095,5536071,12443.0,9626.7890625,4410.668326430723,-1.0,1.0
1750665840,1750678331,12491,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 320 significance 0.31001786899007855 gamma 0.7806579357385636 max_node_size 1963 max_tree_depth 615 max_time_stationary 4849,320,0.3100178689900785,0.7806579357385636,1963,615,4849,0.84,12477.0,0,,i7163,5536068,12477.0,15478.34765625,3705.719212870296,-1.0,0.9694374475230898
1750681240,1750683074,1834,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2210 significance 0.24286401544325054 gamma 0.09683284529671073 max_node_size 1136 max_tree_depth 16 max_time_stationary 3398,2210,0.2428640154432505,0.0968328452967107,1136,16,3398,0.85,1797.0,0,,i7082,5536664,1797.0,853.37890625,816.6793011675824,-1.0,1.0
1750681063,1750685555,4492,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2032 significance 0.3716779181882739 gamma 0.27321227818913757 max_node_size 978 max_tree_depth 323 max_time_stationary 1952,2032,0.3716779181882739,0.2732122781891375,978,323,1952,0.86,4464.0,0,,i7058,5536647,4464.0,3031.9453125,1715.145010811942,-1.0,1.0
1750682319,1750692145,9826,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 320 significance 0.7915361776743084 gamma 0.39790631261840465 max_node_size 724 max_tree_depth 1846 max_time_stationary 611,320,0.7915361776743084,0.3979063126184046,724,1846,611,0.56,9800.0,0,,i7186,5536671,9800.0,2183.78125,2067.058076629328,-1.0,0.5104953820319059
1750681155,1750693821,12666,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4241 significance 0.6402865798491985 gamma 0.5746672581396997 max_node_size 872 max_tree_depth 1413 max_time_stationary 126,4241,0.6402865798491985,0.5746672581396997,872,1413,126,0.73,12630.0,0,,i7022,5536652,12630.0,3207.6015625,3070.0888980913764,-1.0,0.9917716204869856
1750681180,1750695399,14219,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1653 significance 0.7302498355004936 gamma 0.36486614802479744 max_node_size 137 max_tree_depth 691 max_time_stationary 3886,1653,0.7302498355004936,0.3648661480247974,137,691,3886,0.81,14179.0,0,,i7007,5536659,14179.0,874.2421875,784.2886275546159,-1.0,0.9791771620486984
1750681539,1750695652,14113,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1054 significance 0.31209951533190905 gamma 0.12594506389647722 max_node_size 471 max_tree_depth 2471 max_time_stationary 2271,1054,0.312099515331909,0.1259450638964772,471,2471,2271,0.56,14096.0,0,,i7186,5536668,14096.0,1712.61328125,1448.0792517496457,-1.0,0.4424853064651553
1750698548,1750705276,6728,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 248 significance 0.883916672328487 gamma 0.9544267945270986 max_node_size 553 max_tree_depth 3394 max_time_stationary 276,248,0.883916672328487,0.9544267945270986,553,3394,276,0.64,6700.0,0,,i7149,5537419,6700.0,1489.0546875,1418.8516729445685,-1.0,0.87455919395466
1750697596,1750705277,7681,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 875 significance 0.6690783048644662 gamma 0.8722306878883391 max_node_size 1592 max_tree_depth 137 max_time_stationary 1820,875,0.6690783048644662,0.8722306878883391,1592,137,1820,0.84,7654.0,0,,i7108,5537411,7654.0,3634.6328125,1049.007634248696,-1.0,1.0
1750698333,1750707278,8945,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2969 significance 0.11836298894509673 gamma 0.7712835887819529 max_node_size 2476 max_tree_depth 231 max_time_stationary 4530,2969,0.1183629889450967,0.7712835887819529,2476,231,4530,0.84,8882.0,0,,i7026,5537414,8882.0,11720.4453125,1894.2254564606744,-1.0,1.0
1750698856,1750711289,12433,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3865 significance 0.5440792681593448 gamma 0.010624960025772453 max_node_size 427 max_tree_depth 330 max_time_stationary 454,3865,0.5440792681593448,0.0106249600257724,427,330,454,0.82,12422.0,0,,i7183,5537433,12422.0,1124.76953125,1031.1694017749396,-1.0,0.9954659949622168
1750698548,1750711564,13016,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1816 significance 0.7771263532843441 gamma 0.5781456959340722 max_node_size 4258 max_tree_depth 100 max_time_stationary 2243,1816,0.7771263532843441,0.5781456959340722,4258,100,2243,0.83,12978.0,0,,i7149,5537423,12978.0,14794.59765625,1487.7509352145885,-1.0,1.0
1750713891,1750718837,4946,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 24 significance 0.32168249537050725 gamma 0.32807170516625045 max_node_size 3489 max_tree_depth 213 max_time_stationary 2541,24,0.3216824953705072,0.3280717051662504,3489,213,2541,0.87,4856.0,0,,i7183,5538067,4856.0,20822.53515625,3482.5908603355533,-1.0,0.9828715365239294
1750713950,1750720508,6558,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3515 significance 0.6409535742364824 gamma 0.7522491909693927 max_node_size 38 max_tree_depth 2528 max_time_stationary 1381,3515,0.6409535742364824,0.7522491909693927,38,2528,1381,0.59,6522.0,0,,i7154,5538080,6522.0,831.6796875,753.4005339736239,-1.0,0.9283795130142736
1750713921,1750720972,7051,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2154 significance 0.6002514661997557 gamma 0.431271261183545 max_node_size 4684 max_tree_depth 247 max_time_stationary 4900,2154,0.6002514661997557,0.431271261183545,4684,247,4900,0.84,6995.0,0,,i7169,5538074,6995.0,43500.05078125,5365.32054096826,-1.0,1.0
1750713999,1750722510,8511,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3338 significance 0.2533621519524604 gamma 0.24957313698157668 max_node_size 1417 max_tree_depth 76 max_time_stationary 2185,3338,0.2533621519524604,0.2495731369815766,1417,76,2185,0.84,8478.0,0,,i7149,5538081,8478.0,2082.67578125,841.68375018404,-1.0,1.0
1750714034,1750723597,9563,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2394 significance 0.800610962484032 gamma 0.21292403284274042 max_node_size 166 max_tree_depth 1211 max_time_stationary 1866,2394,0.800610962484032,0.2129240328427404,166,1211,1866,0.61,9523.0,0,,i7082,5538090,9523.0,984.0625,894.4808249803459,-1.0,0.94063811922754
1750713920,1750726965,13045,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2146 significance 0.0895713866185397 gamma 0.5381648376490921 max_node_size 65 max_tree_depth 1728 max_time_stationary 3685,2146,0.0895713866185397,0.5381648376490921,65,1728,3685,0.71,13023.0,0,,i7178,5538071,13023.0,868.2265625,793.5923290003838,-1.0,0.9000839630562553
1750729206,1750733857,4651,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2640 significance 0.7247582070175558 gamma 0.7002466756496578 max_node_size 3348 max_tree_depth 54 max_time_stationary 3457,2640,0.7247582070175558,0.7002466756496578,3348,54,3457,0.84,4632.0,0,,i7185,5538722,4632.0,5369.7734375,1027.8125588037635,-1.0,1.0
1750729207,1750735615,6408,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2710 significance 0.038519605636596684 gamma 0.07958882989734412 max_node_size 112 max_tree_depth 3339 max_time_stationary 1191,2710,0.0385196056365966,0.0795888298973441,112,3339,1191,0.57,6382.0,0,,i7151,5538723,6382.0,929.51171875,854.6183410644531,-1.0,0.6005877413937868
1750729145,1750738300,9155,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1324 significance 0.3778622248247266 gamma 0.8849752611964941 max_node_size 238 max_tree_depth 280 max_time_stationary 740,1324,0.3778622248247266,0.8849752611964941,238,280,740,0.82,9131.0,0,,i7174,5538713,9131.0,850.046875,773.0307291666667,-1.0,0.995549958018472
1750729088,1750743149,14061,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4826 significance 0.8350148585699498 gamma 0.9685026156324893 max_node_size 701 max_tree_depth 182 max_time_stationary 3108,4826,0.8350148585699498,0.9685026156324892,701,182,3108,0.84,14021.0,0,,i7183,5538702,14021.0,1389.80859375,1187.9932371480757,-1.0,1.0
1750743965,1750753677,9712,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 589 significance 0.9600148489009589 gamma 0.1459464588072151 max_node_size 2018 max_tree_depth 393 max_time_stationary 4162,589,0.9600148489009588,0.1459464588072151,2018,393,4162,0.84,9681.0,0,,i7185,5539328,9681.0,12077.0234375,2257.569478898196,-1.0,1.0
1750744060,1750753957,9897,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2254 significance 0.35887618774175645 gamma 0.402201928794384 max_node_size 332 max_tree_depth 3232 max_time_stationary 1511,2254,0.3588761877417564,0.402201928794384,332,3232,1511,0.59,9874.0,0,,i7151,5539353,9874.0,1315.90625,1067.3166076845298,-1.0,0.8887489504617968
1750744091,1750754847,10756,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2477 significance 0.9208534619752318 gamma 0.755786349253729 max_node_size 3715 max_tree_depth 376 max_time_stationary 3777,2477,0.9208534619752318,0.755786349253729,3715,376,3777,0.84,10730.0,0,,i7149,5539356,10730.0,39237.7578125,4753.633947276537,-1.0,1.0
1750743997,1750756019,12022,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 686 significance 0.49464205573871733 gamma 0.026137892555445432 max_node_size 4166 max_tree_depth 265 max_time_stationary 968,686,0.4946420557387173,0.0261378925554454,4166,265,968,0.85,11998.0,0,,i7174,5539341,11998.0,35919.984375,5585.381368390924,-1.0,1.0
1750744060,1750756133,12073,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4531 significance 0.6546719148289413 gamma 0.34380908925645054 max_node_size 2228 max_tree_depth 67 max_time_stationary 3217,4531,0.6546719148289413,0.3438090892564505,2228,67,3217,0.83,12046.0,0,,i7151,5539350,12046.0,2659.328125,897.9373088982172,-1.0,1.0
1750744072,1750756704,12632,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1697 significance 0.8695246350131929 gamma 0.13809752010926604 max_node_size 897 max_tree_depth 3062 max_time_stationary 749,1697,0.8695246350131929,0.138097520109266,897,3062,749,0.64,12606.0,0,,i7163,5539348,12606.0,3386.546875,3190.0456090283283,-1.0,0.9446683459277918
1750759010,1750764959,5949,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 292 significance 0.5301614301465452 gamma 0.5425814583543688 max_node_size 1069 max_tree_depth 291 max_time_stationary 4663,292,0.5301614301465452,0.5425814583543688,1069,291,4663,0.84,5910.0,0,,i7167,5539927,5910.0,3059.578125,1835.619749947302,-1.0,0.9972292191435768
1750758999,1750768827,9828,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 848 significance 0.011628069430589676 gamma 0.8086959393899887 max_node_size 229 max_tree_depth 528 max_time_stationary 2612,848,0.0116280694305896,0.8086959393899887,229,528,2612,0.81,8459.0,0,,i7174,5539924,8459.0,930.859375,849.7059059548407,-1.0,1.0
1750758939,1750769909,10970,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3637 significance 0.1997079556658864 gamma 0.562392618842423 max_node_size 497 max_tree_depth 165 max_time_stationary 1650,3637,0.1997079556658864,0.562392618842423,497,165,1650,0.84,10933.0,0,,i7181,5539914,10933.0,1125.09375,977.3706188585468,-1.0,1.0
1750759058,1750769940,10882,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2567 significance 0.622058676276356 gamma 0.2684860209207982 max_node_size 570 max_tree_depth 887 max_time_stationary 901,2567,0.622058676276356,0.2684860209207982,570,887,901,0.72,10844.0,0,,i7151,5539937,10844.0,1551.484375,1453.010549752532,-1.0,0.9846347607052895
1750759030,1750771570,12540,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3260 significance 0.10348916328698397 gamma 0.0063308904711157086 max_node_size 628 max_tree_depth 1576 max_time_stationary 1351,3260,0.1034891632869839,0.0063308904711157,628,1576,1351,0.59,12510.0,0,,i7163,5539930,12510.0,1780.6015625,1656.117530700879,-1.0,0.9082283795130144
1750759058,1750772655,13597,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3946 significance 0.3701382315661758 gamma 0.8564911586046219 max_node_size 2851 max_tree_depth 37 max_time_stationary 2414,3946,0.3701382315661758,0.8564911586046219,2851,37,2414,0.83,13568.0,0,,i7151,5539934,13568.0,2714.73046875,799.4344164212076,-1.0,1.0
1750758970,1750772690,13720,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3120 significance 0.7182807998396457 gamma 0.8343234110213816 max_node_size 712 max_tree_depth 871 max_time_stationary 1240,3120,0.7182807998396457,0.8343234110213816,712,871,1240,0.79,13689.0,0,,i7174,5539921,13689.0,2189.43359375,2017.998964986314,-1.0,1.0
1746659504,1746660150,646,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4919 significance 0.7084813294896852 gamma 0.9068206037320162 max_node_size 2947 max_tree_depth 5000 max_time_stationary 5000,4919,0.7084813294896852,0.9068206037320162,2947,5000,5000,,,1,,i7173,4995904,,,,,
1746659489,1746660159,670,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 5000 significance 0.999 gamma 0.999 max_node_size 2455 max_tree_depth 5000 max_time_stationary 754,5000,0.999,0.999,2455,5000,754,,,1,,i7173,4995895,,,,,
1746659433,1746660162,729,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1 significance 0.001 gamma 0.001 max_node_size 4529 max_tree_depth 5000 max_time_stationary 4086,1,0.001,0.001,4529,5000,4086,,,1,,i7176,4995875,,,,,
1746659433,1746660169,736,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1 significance 0.001 gamma 0.001 max_node_size 2639 max_tree_depth 4629 max_time_stationary 3717,1,0.001,0.001,2639,4629,3717,,,1,,i7176,4995874,,,,,
1746659439,1746660171,732,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1 significance 0.999 gamma 0.001 max_node_size 4550 max_tree_depth 4359 max_time_stationary 575,1,0.999,0.001,4550,4359,575,,,1,,i7178,4995873,,,,,
