start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_clusters,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745405809,1745406010,201,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4312 n_samples 4545 n_clusters 10 threshold 0.7941098243352026,4312,4545,10,0.7941098243352026,0.65,181.0,0,,i7185,4621201,181.0,488.80078125,488.3050595238095,-1.0,0.6968969338751385
1745405835,1745406071,236,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1840 n_samples 3738 n_clusters 8 threshold 0.668553143274039,1840,3738,8,0.668553143274039,0.65,213.0,0,,i7184,4621255,213.0,485.03515625,484.1044921875,-1.0,0.3823420760990025
1745405933,1745406088,155,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 720 n_samples 810 n_clusters 6 threshold 0.011154389696195723,720,810,6,0.0111543896961957,0.72,137.0,0,,i7184,4621467,137.0,492.3046875,489.6748046875,-1.0,0.6483191725157
1745406038,1745406128,90,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3250 n_samples 2473 n_clusters 8 threshold 0.38633289507031443,3250,2473,8,0.3863328950703144,0.69,74.0,0,,i7182,4621565,74.0,486.83203125,486.21171875,-1.0,0.8928010712966383
1745405974,1745406129,155,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4952 n_samples 3394 n_clusters 5 threshold 0.5258722607046366,4952,3394,5,0.5258722607046366,0.71,138.0,0,,i7182,4621516,138.0,491.31640625,490.179931640625,-1.0,0.8775858884373846
1745406169,1745406266,97,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3419 n_samples 4833 n_clusters 3 threshold 0.6520915184300393,3419,4833,3,0.6520915184300393,0.65,59.0,0,,i7180,4621764,59.0,488.046875,440.3818359375,-1.0,0.5525720354636129
1745406204,1745406281,77,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 890 n_samples 3137 n_clusters 1 threshold 0.7779839371480047,890,3137,1,0.7779839371480047,0.66,13.0,0,,i7179,4621910,13.0,483.75,463.501953125,-1.0,0.2465829331363132
1745406204,1745406299,95,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4769 n_samples 709 n_clusters 9 threshold 0.2639969748388976,4769,709,9,0.2639969748388976,0.71,31.0,0,,i7179,4621842,31.0,482.79296875,455.2408854166667,-1.0,0.9938123383819728
1745406674,1745406849,175,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2500 n_samples 4889 n_clusters 2 threshold 0.9012945429701358,2500,4889,2,0.9012945429701358,0.66,5.0,0,,i7181,4621647,5.0,491.34375,485.5598958333333,-1.0,0.4040450683413373
1745406674,1745406868,194,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2319 n_samples 2260 n_clusters 7 threshold 0.138348091352731,2319,2260,7,0.138348091352731,0.72,27.0,0,,i7181,4621710,27.0,486.43359375,458.37890625,-1.0,0.8908847432582194
1745407185,1745407235,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 805 n_samples 1 n_clusters 1 threshold 0.001,805,1,1,0.001,,,1,,i7178,4623189,,,,,
1745407277,1745407290,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 698 n_samples 1 n_clusters 10 threshold 0.001,698,1,10,0.001,,,1,,i7173,4623359,,,,,
1745407413,1745407503,90,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3026 n_samples 154 n_clusters 10 threshold 0.001,3026,154,10,0.001,0.74,76.0,0,,i7185,4623534,76.0,508.19140625,492.99453125,-1.0,0.9994689693387514
1745407609,1745407630,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 815 n_samples 1 n_clusters 1 threshold 0.001,815,1,1,0.001,,,1,,i7173,4623708,,,,,
1745407800,1745407819,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 656 n_samples 1 n_clusters 10 threshold 0.001,656,1,10,0.001,,,1,,i7175,4623882,,,,,
1745407935,1745407961,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 857 n_samples 1 n_clusters 1 threshold 0.001,857,1,1,0.001,,,1,,i7167,4624051,,,,,
1745408135,1745408154,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3851 n_samples 1 n_clusters 1 threshold 0.17660273506126936,3851,1,1,0.1766027350612693,,,1,,i7174,4624237,,,,,
1745408330,1745408344,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 850 n_samples 1 n_clusters 10 threshold 0.001,850,1,10,0.001,,,1,,i7185,4624422,,,,,
1745408541,1745408573,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 571 n_samples 1 n_clusters 1 threshold 0.001,571,1,1,0.001,,,1,,i7178,4624568,,,,,
1745408686,1745408699,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3665 n_samples 1 n_clusters 10 threshold 0.001,3665,1,10,0.001,,,1,,i7185,4624739,,,,,
1745408832,1745408851,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 718 n_samples 1 n_clusters 1 threshold 0.001,718,1,1,0.001,,,1,,i7175,4624875,,,,,
1745409030,1745409043,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3796 n_samples 1 n_clusters 1 threshold 0.001,3796,1,1,0.001,,,1,,i7177,4625029,,,,,
1745409230,1745409275,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 764 n_samples 1 n_clusters 1 threshold 0.001,764,1,1,0.001,,,1,,i7172,4625203,,,,,
1745409332,1745409345,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3565 n_samples 1 n_clusters 10 threshold 0.3361815048628314,3565,1,10,0.3361815048628314,,,1,,i7175,4625345,,,,,
1745409487,1745409506,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 670 n_samples 1 n_clusters 1 threshold 0.001,670,1,1,0.001,,,1,,i7177,4625482,,,,,
1745409647,1745409660,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1312 n_samples 1 n_clusters 10 threshold 0.001,1312,1,10,0.001,,,1,,i7185,4625629,,,,,
1745409813,1745409833,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 739 n_samples 1 n_clusters 1 threshold 0.001,739,1,1,0.001,,,1,,i7173,4625766,,,,,
