start_time,end_time,run_time,program_string,recent_samples_size,feature_id,p,big_windowSize,small_windowSize,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID
1747998102,1747998114,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1221 feature_id 4 p 105 big_windowSize 857 small_windowSize 789,1221,4,105,857,789,,,1,,i7037,5182552
1747998104,1747998116,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1355 feature_id 1 p 158 big_windowSize 743 small_windowSize 683,1355,1,158,743,683,,,1,,i7157,5182549
1748014407,1748014420,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1154 feature_id 2 p 459 big_windowSize 1099 small_windowSize 649,1154,2,459,1099,649,,,1,,i7044,5185373
1748014558,1748014571,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1065 feature_id 4 p 304 big_windowSize 699 small_windowSize 425,1065,4,304,699,425,,,1,,i7072,5185375
1748066891,1748066897,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1989 feature_id 1 p 328 big_windowSize 1207 small_windowSize 1126,1989,1,328,1207,1126,,,1,,i7031,5187979
1748066891,1748066898,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1621 feature_id 4 p 380 big_windowSize 1313 small_windowSize 1278,1621,4,380,1313,1278,,,1,,i7174,5187978
1748066921,1748066927,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1995 feature_id 3 p 15 big_windowSize 815 small_windowSize 678,1995,3,15,815,678,,,1,,i7031,5187982
1748066922,1748066928,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 959 feature_id 3 p 129 big_windowSize 917 small_windowSize 607,959,3,129,917,607,,,1,,i7174,5187980
1748077771,1748077814,43,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1400 feature_id 3 p 23 big_windowSize 1196 small_windowSize 1150,1400,3,23,1196,1150,,,1,,i7031,5189356
1748077862,1748077875,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1642 feature_id 2 p 203 big_windowSize 922 small_windowSize 629,1642,2,203,922,629,,,1,,i7011,5189387
1748077952,1748077964,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 969 feature_id 2 p 81 big_windowSize 206 small_windowSize 66,969,2,81,206,66,,,1,,i7023,5189403
1748079097,1748079197,100,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1837 feature_id 3 p 379 big_windowSize 1743 small_windowSize 1368,1837,3,379,1743,1368,,,1,,i7032,5189420
1748082050,1748082063,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1853 feature_id 1 p 322 big_windowSize 1445 small_windowSize 677,1853,1,322,1445,677,,,1,,i7179,5189508
1748082075,1748082081,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1730 feature_id 4 p 447 big_windowSize 1047 small_windowSize 753,1730,4,447,1047,753,,,1,,i7180,5189529
1748082063,1748082082,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1341 feature_id 0 p 98 big_windowSize 408 small_windowSize 228,1341,0,98,408,228,,,1,,i7176,5189522
1748096870,1748096889,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1528 feature_id 3 p 367 big_windowSize 603 small_windowSize 186,1528,3,367,603,186,,,1,,i7180,5190883
1748096840,1748096891,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1905 feature_id 1 p 492 big_windowSize 892 small_windowSize 260,1905,1,492,892,260,,,1,,i7181,5190874
1748096874,1748096893,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1514 feature_id 1 p 48 big_windowSize 1082 small_windowSize 604,1514,1,48,1082,604,,,1,,i7179,5190887
1748096894,1748096913,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1057 feature_id 1 p 276 big_windowSize 60 small_windowSize 53,1057,1,276,60,53,,,1,,i7178,5190895
1748096894,1748096913,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1430 feature_id 3 p 401 big_windowSize 443 small_windowSize 378,1430,3,401,443,378,,,1,,i7178,5190891
1748096900,1748096913,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1887 feature_id 3 p 173 big_windowSize 1418 small_windowSize 967,1887,3,173,1418,967,,,1,,i7185,5190898
1748096954,1748096967,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1744 feature_id 1 p 140 big_windowSize 513 small_windowSize 460,1744,1,140,513,460,,,1,,i7176,5190915
1748111563,1748111576,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1751 feature_id 2 p 259 big_windowSize 1115 small_windowSize 469,1751,2,259,1115,469,,,1,,i7185,5192161
1748111571,1748111584,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1933 feature_id 1 p 120 big_windowSize 1653 small_windowSize 1018,1933,1,120,1653,1018,,,1,,i7184,5192165
1748111571,1748111584,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 633 feature_id 4 p 293 big_windowSize 327 small_windowSize 156,633,4,293,327,156,,,1,,i7184,5192163
1748111683,1748111689,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1365 feature_id 2 p 71 big_windowSize 951 small_windowSize 469,1365,2,71,951,469,,,1,,i7184,5192178
1748111683,1748111696,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1688 feature_id 1 p 472 big_windowSize 1593 small_windowSize 551,1688,1,472,1593,551,,,1,,i7185,5192177
1748126753,1748126765,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1118 feature_id 0 p 361 big_windowSize 983 small_windowSize 584,1118,0,361,983,584,,,1,,i7179,5193361
1748126753,1748126766,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1953 feature_id 4 p 213 big_windowSize 1623 small_windowSize 435,1953,4,213,1623,435,,,1,,i7178,5193363
1748126769,1748126782,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1861 feature_id 0 p 415 big_windowSize 1148 small_windowSize 1078,1861,0,415,1148,1078,,,1,,i7175,5193365
1748126825,1748126844,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 949 feature_id 1 p 119 big_windowSize 685 small_windowSize 365,949,1,119,685,365,,,1,,i7180,5193370
1748126882,1748126895,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1521 feature_id 2 p 205 big_windowSize 1262 small_windowSize 1144,1521,2,205,1262,1144,,,1,,i7180,5193377
1748141452,1748141465,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1153 feature_id 4 p 135 big_windowSize 886 small_windowSize 810,1153,4,135,886,810,,,1,,i7183,5194404
1748141533,1748141546,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1478 feature_id 0 p 180 big_windowSize 1041 small_windowSize 303,1478,0,180,1041,303,,,1,,i7183,5194408
1748141573,1748141586,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1828 feature_id 2 p 38 big_windowSize 401 small_windowSize 336,1828,2,38,401,336,,,1,,i7183,5194413
1748141593,1748141606,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1225 feature_id 3 p 390 big_windowSize 1011 small_windowSize 684,1225,3,390,1011,684,,,1,,i7183,5194414
1748141613,1748141626,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 910 feature_id 4 p 56 big_windowSize 750 small_windowSize 532,910,4,56,750,532,,,1,,i7183,5194416
1748156198,1748156211,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1017 feature_id 4 p 299 big_windowSize 580 small_windowSize 254,1017,4,299,580,254,,,1,,i7170,5195570
1748156297,1748156316,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1907 feature_id 3 p 8 big_windowSize 638 small_windowSize 387,1907,3,8,638,387,,,1,,i7135,5195578
1748156333,1748156346,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1707 feature_id 1 p 57 big_windowSize 1294 small_windowSize 880,1707,1,57,1294,880,,,1,,i7136,5195581
1748156357,1748156370,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1346 feature_id 3 p 394 big_windowSize 185 small_windowSize 109,1346,3,394,185,109,,,1,,i7185,5195582
1748156363,1748156375,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1834 feature_id 3 p 182 big_windowSize 1208 small_windowSize 550,1834,3,182,1208,550,,,1,,i7134,5195585
1748156423,1748156435,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1587 feature_id 2 p 377 big_windowSize 1239 small_windowSize 432,1587,2,377,1239,432,,,1,,i7181,5195589
1748171148,1748171160,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1723 feature_id 3 p 238 big_windowSize 1528 small_windowSize 1071,1723,3,238,1528,1071,,,1,,i7131,5196815
1748171148,1748171160,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 968 feature_id 0 p 409 big_windowSize 453 small_windowSize 193,968,0,409,453,193,,,1,,i7131,5196816
1748171168,1748171180,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1670 feature_id 0 p 313 big_windowSize 670 small_windowSize 506,1670,0,313,670,506,,,1,,i7131,5196818
1748171267,1748171280,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1878 feature_id 4 p 386 big_windowSize 1876 small_windowSize 1145,1878,4,386,1876,1145,,,1,,i7131,5196830
1748171267,1748171280,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 680 feature_id 2 p 215 big_windowSize 82 small_windowSize 25,680,2,215,82,25,,,1,,i7131,5196831
1748171287,1748171300,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1811 feature_id 0 p 243 big_windowSize 1352 small_windowSize 350,1811,0,243,1352,350,,,1,,i7131,5196832
1748171374,1748171412,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1946 feature_id 2 p 69 big_windowSize 799 small_windowSize 712,1946,2,69,799,712,,,1,,i7130,5196840
1748185993,1748186005,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1817 feature_id 1 p 499 big_windowSize 727 small_windowSize 226,1817,1,499,727,226,,,1,,i7159,5197890
1748186014,1748186027,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1693 feature_id 3 p 374 big_windowSize 766 small_windowSize 329,1693,3,374,766,329,,,1,,i7161,5197892
1748186065,1748186090,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1925 feature_id 0 p 313 big_windowSize 1173 small_windowSize 836,1925,0,313,1173,836,,,1,,i7156,5197896
1748186074,1748186094,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1006 feature_id 4 p 230 big_windowSize 282 small_windowSize 176,1006,4,230,282,176,,,1,,i7154,5197897
1748186093,1748186112,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1548 feature_id 3 p 438 big_windowSize 1322 small_windowSize 734,1548,3,438,1322,734,,,1,,i7153,5197900
1748186153,1748186166,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1173 feature_id 4 p 61 big_windowSize 1168 small_windowSize 359,1173,4,61,1168,359,,,1,,i7153,5197905
1748186215,1748186228,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 989 feature_id 3 p 385 big_windowSize 907 small_windowSize 488,989,3,385,907,488,,,1,,i7154,5197909
1748186233,1748186252,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1825 feature_id 2 p 87 big_windowSize 1385 small_windowSize 1197,1825,2,87,1385,1197,,,1,,i7148,5197913
1748186253,1748186272,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1069 feature_id 3 p 126 big_windowSize 737 small_windowSize 703,1069,3,126,737,703,,,1,,i7147,5197917
1748186333,1748186346,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1872 feature_id 2 p 144 big_windowSize 1682 small_windowSize 756,1872,2,144,1682,756,,,1,,i7147,5197922
1748186353,1748186359,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1322 feature_id 0 p 431 big_windowSize 707 small_windowSize 338,1322,0,431,707,338,,,1,,i7147,5197927
1748186353,1748186366,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1198 feature_id 2 p 305 big_windowSize 793 small_windowSize 233,1198,2,305,793,233,,,1,,i7147,5197925
1748186424,1748186437,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1884 feature_id 0 p 44 big_windowSize 223 small_windowSize 183,1884,0,44,223,183,,,1,,i7147,5197932
1748186453,1748186465,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1436 feature_id 2 p 257 big_windowSize 1135 small_windowSize 725,1436,2,257,1135,725,,,1,,i7147,5197933
1748186453,1748186472,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1508 feature_id 3 p 169 big_windowSize 277 small_windowSize 263,1508,3,169,277,263,,,1,,i7144,5197936
1748201159,1748201178,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1046 feature_id 1 p 190 big_windowSize 828 small_windowSize 381,1046,1,190,828,381,,,1,,i7140,5199020
1748201179,1748201191,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1898 feature_id 2 p 355 big_windowSize 1717 small_windowSize 609,1898,2,355,1717,609,,,1,,i7141,5199021
1748201239,1748201252,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1731 feature_id 2 p 334 big_windowSize 375 small_windowSize 100,1731,2,334,375,100,,,1,,i7140,5199024
1748201239,1748201258,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1340 feature_id 2 p 250 big_windowSize 1233 small_windowSize 888,1340,2,250,1233,888,,,1,,i7139,5199025
1748201319,1748201332,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1459 feature_id 3 p 320 big_windowSize 1304 small_windowSize 426,1459,3,320,1304,426,,,1,,i7139,5199035
1748201419,1748201431,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1283 feature_id 4 p 494 big_windowSize 858 small_windowSize 513,1283,4,494,858,513,,,1,,i7159,5199041
1748216005,1748216017,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 644 feature_id 4 p 235 big_windowSize 559 small_windowSize 297,644,4,235,559,297,,,1,,i7133,5200114
1748216018,1748216024,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1914 feature_id 2 p 409 big_windowSize 1482 small_windowSize 1409,1914,2,409,1482,1409,,,1,,i7134,5200115
1748216058,1748216070,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1541 feature_id 4 p 283 big_windowSize 1022 small_windowSize 1021,1541,4,283,1022,1021,,,1,,i7134,5200119
1748216058,1748216071,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 768 feature_id 3 p 268 big_windowSize 518 small_windowSize 334,768,3,268,518,334,,,1,,i7133,5200121
1748216118,1748216124,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1157 feature_id 3 p 24 big_windowSize 813 small_windowSize 616,1157,3,24,813,616,,,1,,i7133,5200126
1748230765,1748230771,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1214 feature_id 4 p 280 big_windowSize 1188 small_windowSize 992,1214,4,280,1188,992,,,1,,i7144,5201110
1748230788,1748230794,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1336 feature_id 2 p 405 big_windowSize 1305 small_windowSize 563,1336,2,405,1305,563,,,1,,i7144,5201111
1748230848,1748230861,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1902 feature_id 1 p 11 big_windowSize 1758 small_windowSize 910,1902,1,11,1758,910,,,1,,i7152,5201117
1748230868,1748230881,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1422 feature_id 0 p 282 big_windowSize 845 small_windowSize 499,1422,0,282,845,499,,,1,,i7152,5201119
1748230908,1748230914,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1435 feature_id 3 p 102 big_windowSize 1340 small_windowSize 792,1435,3,102,1340,792,,,1,,i7143,5201123
1748230908,1748230921,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1511 feature_id 2 p 451 big_windowSize 201 small_windowSize 189,1511,2,451,201,189,,,1,,i7152,5201121
