start_time,end_time,run_time,program_string,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744600719,1744600738,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4414 significance 0.001 gamma 0.08058427305202409 max_node_size 1637 max_tree_depth 1 max_time_stationary 1326,4414,0.001,0.080584273052024,1637,1,1326,0.91,5,0,,i7144,5,753.8203125,753.6510416666666,-1,0.0112359550561797,4338865
1744600681,1744600738,57,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3293 significance 0.001 gamma 0.999 max_node_size 3022 max_tree_depth 1 max_time_stationary 1,3293,0.001,0.999,3022,1,1,0.92,34,0,,i7050,34,753.12890625,749.8841145833334,-1,0.4850187265917603,4338849
1744600720,1744600739,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1927 significance 0.001 gamma 0.001 max_node_size 2975 max_tree_depth 1 max_time_stationary 364,1927,0.001,0.001,2975,1,364,0.91,7,0,,i7140,7,754.8359375,753.6627604166666,-1,0.0112359550561797,4338867
1744600713,1744600745,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1 significance 0.4621611206052662 gamma 0.999 max_node_size 5000 max_tree_depth 5000 max_time_stationary 3310,1,0.4621611206052662,0.999,5000,5000,3310,0.91,8,0,,i7048,8,752.23046875,751.9817708333334,-1,0.0,4338864
1744600705,1744600749,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2862 significance 0.001 gamma 0.999 max_node_size 1717 max_tree_depth 1 max_time_stationary 1,2862,0.001,0.999,1717,1,1,0.92,24,0,,i7049,24,752.73828125,748.3578125,-1,0.4850187265917603,4338857
1744600681,1744600751,70,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 5000 significance 0.001 gamma 0.001 max_node_size 1162 max_tree_depth 1 max_time_stationary 1,5000,0.001,0.001,1162,1,1,0.92,48,0,,i7050,48,752.08203125,748.4358258928571,-1,0.4850187265917603,4338850
1744600720,1744600783,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 5000 significance 0.001 gamma 0.999 max_node_size 2555 max_tree_depth 1 max_time_stationary 1,5000,0.001,0.999,2555,1,1,0.92,49,0,,i7141,49,752.375,747.8058035714286,-1,0.4850187265917603,4338866
1744600675,1744600870,195,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2571 significance 0.999 gamma 0.001 max_node_size 4779 max_tree_depth 1 max_time_stationary 2184,2571,0.999,0.001,4779,1,2184,0.92,181,0,,i7051,181,753.31640625,743.6259300595239,-1,1.0,4338845
1744600675,1744600883,208,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3613 significance 0.001 gamma 0.001 max_node_size 2974 max_tree_depth 1690 max_time_stationary 1,3613,0.001,0.001,2974,1690,1,0.92,191,0,,i7051,191,753.62890625,749.2294034090909,-1,0.8951310861423221,4338842
1744909419,1744909438,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3030 significance 0.6097829885482788 gamma 0.8291147119998932 max_node_size 3313 max_tree_depth 2053 max_time_stationary 1522,3030,0.6097829885482788,0.8291147119998932,3313,2053,1522,0.91,8,0,,i7183,8,755.06640625,753.5455729166666,-1,0.0,4512712
