start_time,end_time,run_time,program_string,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,subset_bound,approximation_type,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1745600509,1745600535,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 112 batch_size 4950 detection_buf_size 3216 overlap 0.3168322295583785 alpha 0.5922900944519788 gamma 4.7037853706525645 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3216,112,4950,3216,0.3168322295583785,0.5922900944519788,4.7037853706525645,str\(\'t-test\'\),3216,str\(\'bounded\'\),,,-9,,i7183,,,,,,4736412
1745609269,1745609290,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3552 batch_size 4297 detection_buf_size 2650 overlap 0.6697160166166722 alpha 0.2930866456702352 gamma 3.5174539570640775 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 850,3552,4297,2650,0.6697160166166722,0.2930866456702352,3.517453957064077,str\(\'ks-test\'\),850,str\(\'bounded\'\),,,-9,,i7175,,,,,,4740068
1745618182,1745618202,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1152 batch_size 4604 detection_buf_size 4957 overlap 0.701309625543654 alpha 0.39715190066583456 gamma 8.945171723748556 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3364,1152,4604,4957,0.701309625543654,0.3971519006658345,8.945171723748556,str\(\'ks-test\'\),3364,str\(\'bounded\'\),,,-9,,i7176,,,,,,4744786
1745628774,1745628797,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 560 batch_size 4372 detection_buf_size 555 overlap 0.43774569594860074 alpha 0.821983567321673 gamma 4.256886712988839 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 291,560,4372,555,0.4377456959486007,0.821983567321673,4.256886712988839,str\(\'t-test\'\),291,str\(\'bounded\'\),,,-9,,i7181,,,,,,4749111
1747738134,1747738146,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2058 batch_size 4512 detection_buf_size 1281 overlap 0.021896701835095882 alpha 0.1960103344898671 gamma 3.5582079098876567 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3763,2058,4512,1281,0.0218967018350958,0.1960103344898671,3.5582079098876567,str\(\'t-test\'\),3763,str\(\'bounded\'\),,,1,,i7160,,,,,,5171588
1747738494,1747738500,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3712 batch_size 1842 detection_buf_size 4688 overlap 0.547271374668926 alpha 0.5363177200723439 gamma 5.610299508683384 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1772,3712,1842,4688,0.547271374668926,0.5363177200723439,5.610299508683384,str\(\'ks-test\'\),1772,str\(\'full\'\),,,1,,i7119,,,,,,5171672
1747738886,1747738899,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4319 batch_size 2530 detection_buf_size 946 overlap 0.48471908204630015 alpha 0.8209100420325994 gamma 7.72156441549305 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 148,4319,2530,946,0.4847190820463001,0.8209100420325994,7.72156441549305,str\(\'t-test\'\),148,str\(\'full\'\),,,1,,i7171,,,,,,5171796
1747739036,1747739042,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 202 batch_size 1099 detection_buf_size 3088 overlap 0.9577103561758995 alpha 0.41040273778513076 gamma 0.6705818780018017 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3079,202,1099,3088,0.9577103561758996,0.4104027377851307,0.6705818780018017,str\(\'ks-test\'\),3079,str\(\'bounded\'\),,,1,,i7152,,,,,,5171854
1747739187,1747739200,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 937 batch_size 3567 detection_buf_size 3776 overlap 0.7632383388523012 alpha 0.339226600850001 gamma 4.930552097281442 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 997,937,3567,3776,0.7632383388523012,0.339226600850001,4.930552097281442,str\(\'t-test\'\),997,str\(\'full\'\),,,1,,i7171,,,,,,5171902
1747739337,1747739344,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4857 batch_size 310 detection_buf_size 2173 overlap 0.2932950426694006 alpha 0.9272346375193447 gamma 6.669584025122226 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3303,4857,310,2173,0.2932950426694006,0.9272346375193448,6.669584025122226,str\(\'ks-test\'\),3303,str\(\'bounded\'\),,,1,,i7152,,,,,,5171956
1747739638,1747739645,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3041 batch_size 4080 detection_buf_size 3451 overlap 0.7292555048447102 alpha 0.7128142481856048 gamma 8.771770860337652 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4769,3041,4080,3451,0.7292555048447102,0.7128142481856048,8.771770860337652,str\(\'t-test\'\),4769,str\(\'bounded\'\),,,1,,i7167,,,,,,5172055
1747739911,1747739918,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1502 batch_size 2064 detection_buf_size 603 overlap 0.20253935736604034 alpha 0.05466238018125296 gamma 2.0326274127466606 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 2153,1502,2064,603,0.2025393573660403,0.0546623801812529,2.0326274127466606,str\(\'ks-test\'\),2153,str\(\'full\'\),,,1,,i7179,,,,,,5172160
1747740271,1747740278,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1662 batch_size 3108 detection_buf_size 3425 overlap 0.368015871161595 alpha 0.5915770667027682 gamma 0.48386783255264165 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 918,1662,3108,3425,0.368015871161595,0.5915770667027682,0.4838678325526416,str\(\'t-test\'\),918,str\(\'full\'\),,,1,,i7179,,,,,,5172324
1747741266,1747741272,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2546 batch_size 749 detection_buf_size 23 overlap 0.8405174909289926 alpha 0.17315105384774507 gamma 8.469815457934514 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3537,2546,749,23,0.8405174909289926,0.173151053847745,8.469815457934514,str\(\'ks-test\'\),3537,str\(\'bounded\'\),,,1,,i7186,,,,,,5172655
1747741870,1747741882,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4401 batch_size 4872 detection_buf_size 4350 overlap 0.15468786957673727 alpha 0.4655402359366417 gamma 5.73841910765227 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4535,4401,4872,4350,0.1546878695767372,0.4655402359366417,5.73841910765227,str\(\'t-test\'\),4535,str\(\'bounded\'\),,,1,,i7181,,,,,,5172868
1747742171,1747742197,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1057 batch_size 1254 detection_buf_size 2203 overlap 0.6795766356308013 alpha 0.798172580126673 gamma 2.7513624209659175 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 2232,1057,1254,2203,0.6795766356308013,0.798172580126673,2.751362420965917,str\(\'ks-test\'\),2232,str\(\'full\'\),,,1,,i7168,,,,,,5172974
1747742502,1747742515,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 384 batch_size 4034 detection_buf_size 929 overlap 0.5974442704245448 alpha 0.9511546959076077 gamma 1.62124778297171 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4311,384,4034,929,0.5974442704245448,0.9511546959076076,1.62124778297171,str\(\'t-test\'\),4311,str\(\'bounded\'\),,,1,,i7180,,,,,,5173161
1747743015,1747743028,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3847 batch_size 2340 detection_buf_size 2537 overlap 0.06926760679110884 alpha 0.2853277716394514 gamma 9.920293818453327 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1382,3847,2340,2537,0.0692676067911088,0.2853277716394514,9.920293818453327,str\(\'ks-test\'\),1382,str\(\'full\'\),,,1,,i7184,,,,,,5173323
1747743284,1747743297,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3280 batch_size 3301 detection_buf_size 1845 overlap 0.8809251116700471 alpha 0.07870427217707038 gamma 7.178598815522157 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 538,3280,3301,1845,0.8809251116700471,0.0787042721770703,7.178598815522157,str\(\'t-test\'\),538,str\(\'full\'\),,,1,,i7184,,,,,,5173417
1747743797,1747743810,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2202 batch_size 346 detection_buf_size 4688 overlap 0.4095175517499447 alpha 0.6587936151102185 gamma 3.879664299790748 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2531,2202,346,4688,0.4095175517499447,0.6587936151102185,3.879664299790748,str\(\'ks-test\'\),2531,str\(\'bounded\'\),,,1,,i7180,,,,,,5173593
1747744489,1747744502,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2217 batch_size 4653 detection_buf_size 853 overlap 0.9657573655731976 alpha 0.020126278644427658 gamma 7.849914940739051 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4788,2217,4653,853,0.9657573655731976,0.0201262786444276,7.849914940739051,str\(\'t-test\'\),4788,str\(\'bounded\'\),,,1,,i7184,,,,,,5173878
1747744882,1747744889,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3246 batch_size 1709 detection_buf_size 2614 overlap 0.49228111040592193 alpha 0.748324841985479 gamma 1.1138423153571784 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 2172,3246,1709,2614,0.4922811104059219,0.748324841985479,1.1138423153571784,str\(\'ks-test\'\),2172,str\(\'full\'\),,,1,,i7184,,,,,,5174008
1747745272,1747745285,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3853 batch_size 2662 detection_buf_size 1764 overlap 0.5553354080542922 alpha 0.892576834358275 gamma 3.371577023227699 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 978,3853,2662,1764,0.5553354080542922,0.892576834358275,3.371577023227699,str\(\'t-test\'\),978,str\(\'full\'\),,,1,,i7183,,,,,,5174152
1747745633,1747745640,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 361 batch_size 958 detection_buf_size 4770 overlap 0.02947204377874732 alpha 0.37485913049802183 gamma 5.108758709914052 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3284,361,958,4770,0.0294720437787473,0.3748591304980218,5.108758709914052,str\(\'ks-test\'\),3284,str\(\'bounded\'\),,,1,,i7184,,,,,,5174272
1747746024,1747746031,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1091 batch_size 3744 detection_buf_size 3348 overlap 0.19450710779242217 alpha 0.37574156812019643 gamma 9.290323507556693 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 129,1091,3744,3348,0.1945071077924221,0.3757415681201964,9.290323507556693,str\(\'t-test\'\),129,str\(\'full\'\),,,1,,i7184,,,,,,5174460
1747746566,1747746579,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4386 batch_size 135 detection_buf_size 100 overlap 0.7217091732043773 alpha 0.8565459419023246 gamma 2.241152472075075 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3059,4386,135,100,0.7217091732043773,0.8565459419023246,2.241152472075075,str\(\'ks-test\'\),3059,str\(\'bounded\'\),,,1,,i7181,,,,,,5174645
1747747138,1747747151,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2570 batch_size 4255 detection_buf_size 4268 overlap 0.28527622565068306 alpha 0.5017782631851733 gamma 4.509338405226358 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3783,2570,4255,4268,0.285276225650683,0.5017782631851733,4.509338405226358,str\(\'t-test\'\),3783,str\(\'bounded\'\),,,1,,i7184,,,,,,5174832
1747747649,1747747662,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1656 batch_size 1888 detection_buf_size 2284 overlap 0.7557091501709073 alpha 0.23152427992224694 gamma 6.558397920957767 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1791,1656,1888,2284,0.7557091501709073,0.2315242799222469,6.558397920957767,str\(\'ks-test\'\),1791,str\(\'full\'\),,,1,,i7181,,,,,,5175009
