start_time,end_time,run_time,program_string,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1746211287,1746211313,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 956 n_samples 5000 confidence 0.25 feature_proportion 0.4338037405587275 n_clusters 50,956,5000,0.4338037405587275,50,0.25,0.7,12.0,0,,i7185,12.0,491.6875,487.125,-1.0,0.1545068341337273,4906938
1746213096,1746213122,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1013 n_samples 1120 confidence 0.01 feature_proportion 0.001 n_clusters 1,1013,1120,0.001,1,0.01,0.72,15.0,0,,i7183,15.0,488.48828125,486.0009765625,-1.0,0.8653721832286664,4907331
1746214287,1746214313,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2840 confidence 0.005 feature_proportion 0.5558637305249584 n_clusters 50,5000,2840,0.5558637305249584,50,0.005,0.72,14.0,0,,i7179,14.0,491.6796875,487.064453125,-1.0,0.967861100849649,4907612
1746215927,1746215966,39,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1205 n_samples 621 confidence 0.25 feature_proportion 0.999 n_clusters 18,1205,621,0.999,18,0.25,0.73,26.0,0,,i7186,26.0,491.69921875,487.79140625,-1.0,0.9884558551902476,4907992
1746217769,1746217808,39,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4472 n_samples 1191 confidence 0.005 feature_proportion 0.001 n_clusters 50,4472,1191,0.001,50,0.005,0.72,23.0,0,,i7179,23.0,493.84765625,488.946875,-1.0,0.9909724787587736,4908432
1746220207,1746220233,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1320 n_samples 1902 confidence 0.25 feature_proportion 0.999 n_clusters 21,1320,1902,0.999,21,0.25,0.69,13.0,0,,i7173,13.0,491.88671875,487.34765625,-1.0,0.6400073882526782,4909026
1746222284,1746222322,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1221 n_samples 874 confidence 0.05 feature_proportion 0.999 n_clusters 50,1221,874,0.999,50,0.05,0.71,19.0,0,,i7183,19.0,491.87109375,487.466796875,-1.0,0.9766115626154416,4909514
1746224610,1746224636,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4658 n_samples 2205 confidence 0.025 feature_proportion 0.999 n_clusters 1,4658,2205,0.999,1,0.025,0.7,14.0,0,,i7175,14.0,488.7578125,486.2216796875,-1.0,0.9672838936091614,4910002
1746226240,1746226272,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1325 n_samples 1162 confidence 0.005 feature_proportion 0.6173842264574706 n_clusters 15,1325,1162,0.6173842264574706,15,0.005,0.73,18.0,0,,i7186,18.0,491.765625,487.2216796875,-1.0,0.969592722571112,4910336
1746227790,1746227822,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1165 n_samples 723 confidence 0.05 feature_proportion 0.999 n_clusters 1,1165,723,0.999,1,0.05,0.73,18.0,0,,i7180,18.0,492.95703125,487.4404296875,-1.0,0.9783893609161434,4910656
1746229032,1746229052,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 966 n_samples 4700 confidence 0.1 feature_proportion 0.999 n_clusters 35,966,4700,0.999,35,0.1,0.69,9.0,0,,i7183,9.0,492.984375,486.7877604166667,-1.0,0.1784263021795345,4910896
1746230588,1746230608,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 3639 confidence 0.025 feature_proportion 0.999 n_clusters 37,5000,3639,0.999,37,0.025,0.7,12.0,0,,i7180,12.0,491.328125,487.7294921875,-1.0,0.8716060214259328,4911213
1746232050,1746232069,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1071 n_samples 4899 confidence 0.25 feature_proportion 0.999 n_clusters 1,1071,4899,0.999,1,0.25,0.69,10.0,0,,i7181,10.0,493.0625,486.9674479166667,-1.0,0.1730929072774288,4911540
1746233831,1746233863,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1221 n_samples 827 confidence 0.25 feature_proportion 0.999 n_clusters 1,1221,827,0.999,1,0.25,0.73,21.0,0,,i7184,21.0,488.78515625,486.6671875,-1.0,0.9828915773919468,4911934
1746234880,1746234906,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1269 n_samples 1262 confidence 0.25 feature_proportion 0.999 n_clusters 1,1269,1262,0.999,1,0.25,0.72,16.0,0,,i7175,16.0,488.5078125,486.0107421875,-1.0,0.9616965275212412,4912182
1746237281,1746237351,70,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1025 n_samples 150 confidence 0.25 feature_proportion 0.001 n_clusters 1,1025,150,0.001,1,0.25,0.74,57.0,0,,i7176,57.0,510.890625,495.96484375,-1.0,0.9974141115626154,4912703
1746239152,1746239191,39,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2440 confidence 0.005 feature_proportion 0.001 n_clusters 50,5000,2440,0.001,50,0.005,0.7,25.0,0,,i7186,25.0,492.05859375,488.43359375,-1.0,0.9604959364610268,4913121
1746240850,1746240876,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4889 n_samples 2166 confidence 0.001 feature_proportion 0.999 n_clusters 50,4889,2166,0.999,50,0.001,0.72,14.0,0,,i7180,14.0,488.58203125,485.9580078125,-1.0,0.9501754710011082,4913494
1746242770,1746242796,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1607 n_samples 4408 confidence 0.25 feature_proportion 0.999 n_clusters 1,1607,4408,0.999,1,0.25,0.68,12.0,0,,i7178,12.0,490.94921875,487.3232421875,-1.0,0.2968230513483561,4913945
1746244591,1746244616,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 3114 confidence 0.005 feature_proportion 0.001 n_clusters 31,5000,3114,0.001,31,0.005,0.74,13.0,0,,i7175,13.0,488.44140625,485.8896484375,-1.0,0.9063077207240487,4914349
1746246731,1746246757,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1312 n_samples 1715 confidence 0.005 feature_proportion 0.999 n_clusters 23,1312,1715,0.999,23,0.005,0.71,13.0,0,,i7180,13.0,483.390625,476.3876953125,-1.0,0.7270040635389731,4914751
1746248311,1746248349,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1127 n_samples 466 confidence 0.25 feature_proportion 0.999 n_clusters 1,1127,466,0.999,1,0.25,0.73,25.0,0,,i7183,25.0,494.25390625,488.68046875,-1.0,0.9898411525674178,4915046
1746249332,1746249364,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4456 n_samples 1227 confidence 0.001 feature_proportion 0.999 n_clusters 34,4456,1227,0.999,34,0.001,0.7,19.0,0,,i7181,19.0,493.171875,487.6201171875,-1.0,0.9915265977096416,4915236
1746251772,1746251785,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2139 n_samples 1 confidence 0.25 feature_proportion 0.001 n_clusters 6,2139,1,0.001,6,0.25,,,1,,i7183,,,,,,4915725
1746253014,1746253034,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1090 n_samples 4924 confidence 0.001 feature_proportion 0.999 n_clusters 19,1090,4924,0.999,19,0.001,0.65,11.0,0,,i7186,11.0,495.77734375,489.2314453125,-1.0,0.176163649796823,4916010
1746254074,1746254100,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4869 n_samples 1858 confidence 0.005 feature_proportion 0.999 n_clusters 1,4869,1858,0.999,1,0.005,0.7,15.0,0,,i7185,15.0,492.04296875,487.5400390625,-1.0,0.986654968599926,4916239
1746255833,1746255859,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 3777 confidence 0.005 feature_proportion 0.999 n_clusters 50,5000,3777,0.999,50,0.005,0.72,12.0,0,,i7183,12.0,486.6796875,485.01171875,-1.0,0.9002816771333579,4916595
1746257351,1746257383,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1206 n_samples 651 confidence 0.001 feature_proportion 0.999 n_clusters 1,1206,651,0.999,1,0.001,0.72,19.0,0,,i7169,19.0,494.33203125,488.0673828125,-1.0,0.9897949759881788,4917412
1746259713,1746259739,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 3041 confidence 0.05 feature_proportion 0.001 n_clusters 50,5000,3041,0.001,50,0.05,0.71,14.0,0,,i7182,14.0,486.55859375,484.9482421875,-1.0,0.9579793128925008,4917898
1746260994,1746261020,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 1648 confidence 0.05 feature_proportion 0.999 n_clusters 1,5000,1648,0.999,1,0.05,0.7,17.0,0,,i7180,17.0,489.3046875,485.775390625,-1.0,0.9892870336165496,4918185
1746262914,1746262940,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1246 n_samples 1896 confidence 0.01 feature_proportion 0.999 n_clusters 1,1246,1896,0.999,1,0.01,0.69,15.0,0,,i7186,15.0,489.4765625,485.9814453125,-1.0,0.6041281861839675,4918629
1746263974,1746264000,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 3179 confidence 0.005 feature_proportion 0.999 n_clusters 50,5000,3179,0.999,50,0.005,0.69,12.0,0,,i7180,12.0,488.72265625,486.0859375,-1.0,0.9228158478019948,4919108
1746265555,1746265574,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2985 confidence 0.1 feature_proportion 0.999 n_clusters 14,5000,2985,0.999,14,0.1,0.7,12.0,0,,i7169,12.0,491.30078125,486.767578125,-1.0,0.9424639822681936,4919618
1746267017,1746267043,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 4566 confidence 0.025 feature_proportion 0.999 n_clusters 24,5000,4566,0.999,24,0.025,0.71,13.0,0,,i7175,13.0,496.51953125,489.8955078125,-1.0,0.8533893609161434,4920025
1746268453,1746268498,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 752 n_samples 214 confidence 0.05 feature_proportion 0.001 n_clusters 16,752,214,0.001,16,0.05,0.73,31.0,0,,i7170,31.0,496.90625,489.2395833333333,-1.0,0.9980605836719616,4920435
1746270454,1746270480,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1011 n_samples 2105 confidence 0.25 feature_proportion 0.001 n_clusters 35,1011,2105,0.001,35,0.25,0.71,12.0,0,,i7183,12.0,491.3359375,486.767578125,-1.0,0.4435029553010713,4921016
1746272140,1746272178,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 3075 confidence 0.005 feature_proportion 0.999 n_clusters 50,5000,3075,0.999,50,0.005,0.72,12.0,0,,i7167,12.0,491.3359375,486.72265625,-1.0,0.967399335057259,4921515
1746273294,1746273421,127,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2189 confidence 0.001 feature_proportion 0.001 n_clusters 50,5000,2189,0.001,50,0.001,0.71,114.0,0,,i7182,114.0,489.75390625,488.7056361607143,-1.0,0.9559013668267454,4921806
1746275059,1746275122,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 826 n_samples 243 confidence 0.25 feature_proportion 0.999 n_clusters 10,826,243,0.999,10,0.25,0.74,30.0,0,,i7166,30.0,499.27734375,488.784375,-1.0,0.9986608792020688,4922176
1746277484,1746277517,33,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4325 n_samples 1113 confidence 0.001 feature_proportion 0.999 n_clusters 50,4325,1113,0.999,50,0.001,0.71,23.0,0,,i7175,23.0,490.62109375,486.8140625,-1.0,0.976496121167344,4922696
1746280126,1746280171,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 935 n_samples 340 confidence 0.25 feature_proportion 0.8708379373913727 n_clusters 25,935,340,0.8708379373913727,25,0.25,0.73,32.0,0,,i7184,32.0,495.25,488.9596354166667,-1.0,0.9969523457702252,4923319
1746282756,1746282794,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4126 n_samples 749 confidence 0.001 feature_proportion 0.598717670853933 n_clusters 8,4126,749,0.598717670853933,8,0.001,0.73,25.0,0,,i7185,25.0,498.23046875,489.815625,-1.0,0.9857083487255264,4923958
1746285255,1746285313,58,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4204 n_samples 414 confidence 0.005 feature_proportion 0.999 n_clusters 50,4204,414,0.999,50,0.005,0.72,44.0,0,,i7186,44.0,509.5546875,495.3694196428572,-1.0,0.9940893978574068,4924529
1746287556,1746287588,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1248 n_samples 779 confidence 0.005 feature_proportion 0.999 n_clusters 1,1248,779,0.999,1,0.005,0.74,20.0,0,,i7186,20.0,491.1875,487.5484375,-1.0,0.9820603989656448,4925015
