start_time,end_time,run_time,program_string,lr,epochs,width_height,val_split,VAL_LOSS,RAM_USAGE,RUNTIME,exit_code,signal,hostname
1739436959,1739437066,107,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.09394718194380403 --epochs=41 --validation_split=0.2 --width=10 --height=10,0.09394718194380403,41,10,0.2,1.526,638.09,107,0,None,arbeitsrechner
1739437073,1739437144,71,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.04017793098464609 --epochs=31 --validation_split=0.2 --width=20 --height=20,0.04017793098464609,31,20,0.2,1.5272,658.93,71,0,None,arbeitsrechner
1739437153,1739437250,97,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.025234841275960207 --epochs=43 --validation_split=0.2 --width=15 --height=15,0.025234841275960207,43,15,0.2,1.525,650.41,97,0,None,arbeitsrechner
1739437256,1739437311,55,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.08389260889962316 --epochs=32 --validation_split=0.2 --width=5 --height=5,0.08389260889962316,32,5,0.2,1.5251,641.42,55,0,None,arbeitsrechner
1739437319,1739437405,86,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06439238302409649 --epochs=49 --validation_split=0.2 --width=20 --height=20,0.06439238302409649,49,20,0.2,1.5289,660.82,86,0,None,arbeitsrechner
1739437412,1739437482,70,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.019729678705334666 --epochs=39 --validation_split=0.2 --width=10 --height=10,0.019729678705334666,39,10,0.2,0.8879,637.2,70,0,None,arbeitsrechner
1739437489,1739437572,83,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.02489993590861559 --epochs=48 --validation_split=0.2 --width=15 --height=15,0.02489993590861559,48,15,0.2,1.5241,652.65,83,0,None,arbeitsrechner
1739437579,1739437647,68,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06636404935270548 --epochs=38 --validation_split=0.2 --width=5 --height=5,0.06636404935270548,38,5,0.2,1.1761,645.66,68,0,None,arbeitsrechner
1739437656,1739437735,79,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.08593708826228977 --epochs=43 --validation_split=0.2 --width=20 --height=20,0.08593708826228977,43,20,0.2,1.5264,671.07,79,0,None,arbeitsrechner
1739437742,1739437807,65,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.030330664198845628 --epochs=33 --validation_split=0.2 --width=10 --height=10,0.030330664198845628,33,10,0.2,0.8527,636.68,65,0,None,arbeitsrechner
1739437860,1739437942,82,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.005792793135061219 --epochs=36 --validation_split=0.2 --width=10 --height=10,0.005792793135061219,36,10,0.2,0.1587,636.17,82,0,None,arbeitsrechner
1739438020,1739438130,110,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.0047131341043938485 --epochs=42 --validation_split=0.2 --width=10 --height=10,0.0047131341043938485,42,10,0.2,0.1893,637.79,110,0,None,arbeitsrechner
1739438173,1739438326,153,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.032199458259964814 --epochs=36 --validation_split=0.2 --width=10 --height=10,0.032199458259964814,36,10,0.2,1.1269,638.09,153,0,None,arbeitsrechner
1739438366,1739438476,110,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.014212330854082841 --epochs=33 --validation_split=0.2 --width=10 --height=10,0.014212330854082841,33,10,0.2,0.4066,637.04,110,0,None,arbeitsrechner
1739438538,1739438721,183,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.1 --epochs=50 --validation_split=0.2 --width=5 --height=5,0.1,50,5,0.2,1.5397,641.66,183,0,None,arbeitsrechner
1739438779,1739438898,119,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=37 --validation_split=0.2 --width=10 --height=10,0,37,10,0.2,1.8933,637.5,119,0,None,arbeitsrechner
1739438955,1739439052,97,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.005441942967590185 --epochs=35 --validation_split=0.2 --width=10 --height=10,0.005441942967590185,35,10,0.2,0.3924,636.38,97,0,None,arbeitsrechner
1739439106,1739439195,89,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.009143547036989582 --epochs=39 --validation_split=0.2 --width=10 --height=10,0.009143547036989582,39,10,0.2,0.3512,637.04,89,0,None,arbeitsrechner
1739439254,1739439332,78,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.006371476588599344 --epochs=44 --validation_split=0.2 --width=10 --height=10,0.006371476588599344,44,10,0.2,0.4943,637.67,78,0,None,arbeitsrechner
1739439388,1739439464,76,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.011882431009654472 --epochs=40 --validation_split=0.2 --width=10 --height=10,0.011882431009654472,40,10,0.2,0.3334,636.64,76,0,None,arbeitsrechner
1739439520,1739439614,94,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.009529147775856695 --epochs=30 --validation_split=0.2 --width=10 --height=10,0.009529147775856695,30,10,0.2,0.244,636.23,94,0,None,arbeitsrechner
1739439672,1739439730,58,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.02866511530893269 --epochs=32 --validation_split=0.2 --width=10 --height=10,0.02866511530893269,32,10,0.2,0.9223,636.59,58,0,None,arbeitsrechner
1739439773,1739439842,69,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.035017137645536364 --epochs=30 --validation_split=0.2 --width=10 --height=10,0.035017137645536364,30,10,0.2,1.5236,637.09,69,0,None,arbeitsrechner
1739439911,1739440020,109,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.012029684711212801 --epochs=37 --validation_split=0.2 --width=10 --height=10,0.012029684711212801,37,10,0.2,0.7013,638.02,109,0,None,arbeitsrechner
1739440084,1739440154,70,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.007726438101753794 --epochs=30 --validation_split=0.2 --width=5 --height=5,0.007726438101753794,30,5,0.2,0.1854,636.26,70,0,None,arbeitsrechner
1739440198,1739440254,56,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.008778450304583763 --epochs=31 --validation_split=0.2 --width=5 --height=5,0.008778450304583763,31,5,0.2,0.1556,634.82,56,0,None,arbeitsrechner
1739440300,1739440378,78,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.014003262132151785 --epochs=31 --validation_split=0.2 --width=5 --height=5,0.014003262132151785,31,5,0.2,0.1537,634.42,78,0,None,arbeitsrechner
1739440423,1739440489,66,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004160633538227659 --epochs=31 --validation_split=0.2 --width=5 --height=5,0.004160633538227659,31,5,0.2,0.1656,636.13,66,0,None,arbeitsrechner
1739440529,1739440593,64,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.008017105624711194 --epochs=32 --validation_split=0.2 --width=5 --height=5,0.008017105624711194,32,5,0.2,0.5369,634.88,64,0,None,arbeitsrechner
1739440633,1739440692,59,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.011087022197856641 --epochs=31 --validation_split=0.2 --width=5 --height=5,0.011087022197856641,31,5,0.2,0.293,638.88,59,0,None,arbeitsrechner
1739440739,1739440815,76,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.03284610011980965 --epochs=32 --validation_split=0.2 --width=10 --height=10,0.03284610011980965,32,10,0.2,1.5251,636.29,76,0,None,arbeitsrechner
1739440868,1739440944,76,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.02505570327023768 --epochs=33 --validation_split=0.2 --width=10 --height=10,0.02505570327023768,33,10,0.2,0.3317,635.87,76,0,None,arbeitsrechner
1739440998,1739441059,61,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.026997201645043104 --epochs=30 --validation_split=0.2 --width=10 --height=10,0.026997201645043104,30,10,0.2,1.5239,634.8,61,0,None,arbeitsrechner
