trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,feature_id,batch_size,divergence,statistic,significance,subsets,detect_batch
90,90_0,COMPLETED,SOBOL,0.350000000000000033306690738755,1485.000000000000000000000000000000,0.020000000000000000416333634234,1014,22,4791,str\(\'KL\'\),str\(\'stdev\'\),0.206384239384904494274408648380,68,2
91,91_0,COMPLETED,SOBOL,0.230000000000000009992007221626,1477.000000000000000000000000000000,0.020000000000000000416333634234,4622,41,252,str\(\'H\'\),str\(\'tstat\'\),0.919454820897430136206196493731,49,3
92,92_0,COMPLETED,SOBOL,0.250000000000000000000000000000,1722.000000000000000000000000000000,0.080000000000000001665334536938,3811,13,1469,str\(\'H\'\),str\(\'stdev\'\),0.018834421359002592039066925622,95,1
93,93_0,COMPLETED,SOBOL,0.149999999999999994448884876874,1581.000000000000000000000000000000,0.020000000000000000416333634234,554,50,3491,str\(\'KL\'\),str\(\'tstat\'\),0.857260031094774554993875881337,13,3
94,94_0,COMPLETED,SOBOL,0.470000000000000028865798640254,1835.000000000000000000000000000000,0.260000000000000008881784197001,1828,8,637,str\(\'H\'\),str\(\'tstat\'\),0.648222356129437682348282123712,33,2
95,95_0,COMPLETED,SOBOL,0.230000000000000009992007221626,1403.000000000000000000000000000000,0.010000000000000000208166817117,2556,28,4240,str\(\'KL\'\),str\(\'stdev\'\),0.473475090192630898577874631883,52,1
96,96_0,COMPLETED,SOBOL,0.239999999999999991118215802999,1537.000000000000000000000000000000,0.089999999999999996669330926125,2588,16,3261,str\(\'KL\'\),str\(\'stdev\'\),0.767104174615815259663520464528,26,1
97,97_0,COMPLETED,SOBOL,0.130000000000000004440892098501,1758.000000000000000000000000000000,0.040000000000000000832667268469,1782,47,1865,str\(\'H\'\),str\(\'tstat\'\),0.108990757439285518293203836038,58,2
98,98_0,COMPLETED,SOBOL,0.470000000000000028865798640254,3223.000000000000000000000000000000,0.369999999999999995559107901499,527,7,4011,str\(\'KL\'\),str\(\'tstat\'\),0.398922021782025681968519847942,89,1
99,99_0,COMPLETED,SOBOL,0.470000000000000028865798640254,1913.000000000000000000000000000000,0.080000000000000001665334536938,3862,29,1032,str\(\'H\'\),str\(\'stdev\'\),0.722774944938719299258877981629,20,3
100,100_0,COMPLETED,SOBOL,0.479999999999999982236431605997,2091.000000000000000000000000000000,0.330000000000000015543122344752,4572,3,2251,str\(\'H\'\),str\(\'tstat\'\),0.336970886182039963685497241386,75,1
101,101_0,COMPLETED,SOBOL,0.470000000000000028865798640254,1644.000000000000000000000000000000,0.170000000000000012212453270877,1042,33,2708,str\(\'KL\'\),str\(\'stdev\'\),0.535468784833326938432662700507,43,2
102,102_0,COMPLETED,SOBOL,0.369999999999999995559107901499,1893.000000000000000000000000000000,0.010000000000000000208166817117,2277,21,479,str\(\'H\'\),str\(\'stdev\'\),0.955023510590195634506471833447,12,1
103,103_0,COMPLETED,SOBOL,0.470000000000000028865798640254,1740.000000000000000000000000000000,0.190000000000000002220446049250,3356,42,4397,str\(\'KL\'\),str\(\'tstat\'\),0.170816021857783190140978035743,81,3
104,104_0,COMPLETED,SOBOL,0.250000000000000000000000000000,1674.000000000000000000000000000000,0.190000000000000002220446049250,3696,12,115,str\(\'KL\'\),str\(\'tstat\'\),0.303836417654529233889348915909,16,1
105,105_0,COMPLETED,SOBOL,0.479999999999999982236431605997,1568.000000000000000000000000000000,0.050000000000000002775557561563,1924,31,4928,str\(\'H\'\),str\(\'stdev\'\),0.572502166744321638880421687645,97,3
106,106_0,COMPLETED,SOBOL,0.250000000000000000000000000000,1734.000000000000000000000000000000,0.100000000000000005551115123126,698,17,2157,str\(\'KL\'\),str\(\'stdev\'\),0.933580041868612209299271853524,52,2
107,107_0,COMPLETED,SOBOL,0.460000000000000019984014443253,1750.000000000000000000000000000000,0.270000000000000017763568394003,4941,53,2969,str\(\'H\'\),str\(\'tstat\'\),0.188360577195882811230021047777,34,1
108,108_0,COMPLETED,SOBOL,0.470000000000000028865798640254,1234.000000000000000000000000000000,0.089999999999999996669330926125,4127,25,4064,str\(\'H\'\),str\(\'stdev\'\),0.870414451617747553235915347614,85,1
109,109_0,COMPLETED,SOBOL,0.230000000000000009992007221626,1598.000000000000000000000000000000,0.100000000000000005551115123126,235,45,813,str\(\'KL\'\),str\(\'tstat\'\),0.001781567053869366826224229783,4,3
110,110_0,COMPLETED,SOBOL,0.410000000000000031086244689504,1789.000000000000000000000000000000,0.250000000000000000000000000000,1519,3,3667,str\(\'H\'\),str\(\'tstat\'\),0.490533684842288486560590854424,49,2
111,111_0,COMPLETED,SOBOL,0.070000000000000006661338147751,1498.000000000000000000000000000000,0.020000000000000000416333634234,2862,40,1293,str\(\'KL\'\),str\(\'stdev\'\),0.635062195261940409807266405551,67,3
112,112_0,COMPLETED,SOBOL,0.460000000000000019984014443253,1856.000000000000000000000000000000,0.239999999999999991118215802999,3084,5,4764,str\(\'H\'\),str\(\'tstat\'\),0.603290175572037679074810512247,41,2
113,113_0,COMPLETED,SOBOL,0.020000000000000000416333634234,1466.000000000000000000000000000000,0.000000000000000000000000000000,1301,38,205,str\(\'KL\'\),str\(\'stdev\'\),0.271114890513941664274000231671,72,1
114,114_0,COMPLETED,SOBOL,0.250000000000000000000000000000,1517.000000000000000000000000000000,0.119999999999999995559107901499,66,23,2976,str\(\'H\'\),str\(\'stdev\'\),0.222856168221682304775299598987,77,3
115,115_0,COMPLETED,SOBOL,0.140000000000000013322676295502,1568.000000000000000000000000000000,0.059999999999999997779553950750,4299,47,1910,str\(\'KL\'\),str\(\'tstat\'\),0.904946863198652917681386043114,9,2
116,116_0,COMPLETED,SOBOL,0.209999999999999992228438827624,1635.000000000000000000000000000000,0.050000000000000002775557561563,4760,19,746,str\(\'KL\'\),str\(\'stdev\'\),0.035425322925671937079883377919,60,3
117,117_0,COMPLETED,SOBOL,0.450000000000000011102230246252,1897.000000000000000000000000000000,0.340000000000000024424906541753,878,51,4369,str\(\'H\'\),str\(\'tstat\'\),0.842635004200041337618642955931,29,1
118,118_0,COMPLETED,SOBOL,0.250000000000000000000000000000,1719.000000000000000000000000000000,0.149999999999999994448884876874,2133,10,1515,str\(\'KL\'\),str\(\'tstat\'\),0.664752820493653362454722355324,24,1
119,119_0,COMPLETED,SOBOL,0.470000000000000028865798640254,2005.000000000000000000000000000000,0.209999999999999992228438827624,3486,32,3517,str\(\'H\'\),str\(\'stdev\'\),0.458907645199447877804033169014,92,2
120,120_0,COMPLETED,SOBOL,0.260000000000000008881784197001,2118.000000000000000000000000000000,0.440000000000000002220446049250,3215,23,1580,str\(\'H\'\),str\(\'stdev\'\),0.076360629670321936157684206137,2,1
121,121_0,COMPLETED,SOBOL,0.239999999999999991118215802999,1570.000000000000000000000000000000,0.029999999999999998889776975375,2419,41,3306,str\(\'KL\'\),str\(\'tstat\'\),0.797800784071907354011443658237,83,3
122,122_0,COMPLETED,SOBOL,0.470000000000000028865798640254,1636.000000000000000000000000000000,0.270000000000000017763568394003,1135,1,1160,str\(\'H\'\),str\(\'tstat\'\),0.693989453811198475641219829413,64,3
123,123_0,COMPLETED,SOBOL,0.390000000000000013322676295502,1736.000000000000000000000000000000,0.220000000000000001110223024625,4480,35,3809,str\(\'KL\'\),str\(\'stdev\'\),0.433569925265386679757995125328,44,2
124,124_0,COMPLETED,SOBOL,0.460000000000000019984014443253,2076.000000000000000000000000000000,0.209999999999999992228438827624,3963,9,2599,str\(\'KL\'\),str\(\'tstat\'\),0.507780677301809202361937423120,99,2
125,125_0,COMPLETED,SOBOL,0.209999999999999992228438827624,1478.000000000000000000000000000000,0.059999999999999997779553950750,423,27,2434,str\(\'H\'\),str\(\'stdev\'\),0.370523302167654056127332751203,18,1
126,126_0,COMPLETED,SOBOL,0.250000000000000000000000000000,1730.000000000000000000000000000000,0.059999999999999997779553950750,1649,14,4663,str\(\'KL\'\),str\(\'stdev\'\),0.139037729242816571195717756382,38,3
