trial_index,arm_name,trial_status,generation_method,n_samples,threshold,outlier_detector_kwargs
111,111_0,FAILED,Sobol,674,0.237300072051584737264917635002,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
112,112_0,FAILED,Sobol,391,0.213826903142035007476806640625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
113,113_0,FAILED,Sobol,767,0.712707532756030603948715906881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
114,114_0,FAILED,Sobol,125,0.669264728203415870666503906250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
115,115_0,FAILED,Sobol,448,0.467199763283133562286053575008,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
116,116_0,FAILED,Sobol,446,0.405062392726540598797413395005,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
117,117_0,FAILED,Sobol,904,0.716442524455487728118896484375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
118,118_0,FAILED,Sobol,868,0.730226615071296825121294205019,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
119,119_0,FAILED,Sobol,381,0.435333176143467448504509320628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
120,120_0,FAILED,Sobol,421,0.568821029737591743469238281250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
121,121_0,FAILED,Sobol,361,0.658807915076613515026338063763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
122,122_0,FAILED,Sobol,218,0.690130532905459448400620203756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
123,123_0,FAILED,Sobol,825,0.221731125004589579852165570628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
124,124_0,FAILED,Sobol,842,0.573620043136179535991914235638,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
125,125_0,FAILED,Sobol,957,0.503233462758362337652329188131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
126,126_0,FAILED,Sobol,482,0.462372430227696917803825726878,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
127,127_0,FAILED,Sobol,741,0.665305380336940421770464126894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
128,128_0,FAILED,Sobol,687,0.473574672266840968060108707505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
129,129_0,FAILED,Sobol,579,0.682542361319065093994140625000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
130,130_0,FAILED,Sobol,269,0.554130923561751975725542251894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
131,131_0,FAILED,Sobol,962,0.397404525615274950567368250631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
132,132_0,FAILED,Sobol,429,0.294503717496991168633968527502,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
133,133_0,FAILED,Sobol,658,0.643159711547195978020852180634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
134,134_0,FAILED,Sobol,604,0.776743911206722259521484375000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
135,135_0,FAILED,Sobol,250,0.309950052388012431414665570628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
136,136_0,FAILED,Sobol,576,0.799744887277483940124511718750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
137,137_0,FAILED,Sobol,400,0.295379657670855555462452457505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
138,138_0,FAILED,Sobol,381,0.367144748754799410406235438131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
139,139_0,FAILED,Sobol,240,0.444254906289279549724824391888,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
140,140_0,FAILED,Sobol,750,0.291092374548316046301010828756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
141,141_0,FAILED,Sobol,205,0.332678459025919470715138004380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
142,142_0,FAILED,Sobol,896,0.778262670710683002184282486269,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
143,143_0,FAILED,Sobol,330,0.695918441563844747399514290009,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
144,144_0,FAILED,Sobol,102,0.550376932322979017797592860006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
145,145_0,FAILED,Sobol,107,0.439623351581394705700489566880,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
146,146_0,FAILED,Sobol,312,0.798342340625822544097900390625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
147,147_0,FAILED,Sobol,467,0.315027126483619246410938785630,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
148,148_0,FAILED,Sobol,235,0.637995379604399337480913345644,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
149,149_0,FAILED,Sobol,174,0.337991135008633203362649055634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
150,150_0,FAILED,Sobol,298,0.610103532299399509142290298769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
151,151_0,FAILED,Sobol,626,0.554720871523022740490205251263,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
152,152_0,FAILED,Sobol,829,0.294296164251864000860337000631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
153,153_0,FAILED,Sobol,984,0.636639727465808435979965906881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
154,154_0,FAILED,Sobol,732,0.713757812045514583587646484375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
155,155_0,FAILED,Sobol,668,0.702612317726016177843462173769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
156,156_0,FAILED,Sobol,943,0.792952086776494979858398437500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
157,157_0,FAILED,Sobol,445,0.303242667950689825939747379380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
158,158_0,FAILED,Sobol,600,0.790228979103267281658418141888,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
159,159_0,FAILED,Sobol,944,0.768808279559016316540009938763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
160,160_0,FAILED,Sobol,784,0.241920317895710501598927066880,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
161,161_0,FAILED,Sobol,863,0.379174982011318273400490852509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
162,162_0,FAILED,Sobol,235,0.760275394842028662267807703756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
163,163_0,FAILED,Sobol,978,0.248851418122649215014519086253,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
164,164_0,FAILED,Sobol,216,0.410904611647129103246811610006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
165,165_0,FAILED,Sobol,804,0.435343260690569944237893196259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
166,166_0,FAILED,Sobol,929,0.684253531321883268212502571259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
167,167_0,FAILED,Sobol,241,0.616554963029921188066850845644,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
168,168_0,FAILED,Sobol,299,0.384868845157325334405129524384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
169,169_0,FAILED,Sobol,627,0.685750250332057609270464126894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
170,170_0,FAILED,Sobol,539,0.770754402689635798040512781881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
171,171_0,FAILED,Sobol,191,0.359312519617378756109360438131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
172,172_0,FAILED,Sobol,188,0.598181541264057203832749110006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
173,173_0,FAILED,Sobol,361,0.218015168048441426718042635002,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
174,174_0,FAILED,Sobol,523,0.479382235929369959759327457505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
175,175_0,FAILED,Sobol,561,0.767964671179652391685976908775,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
176,176_0,FAILED,Sobol,308,0.272402388416230711865040348130,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
177,177_0,FAILED,Sobol,804,0.792338485643267809166445658775,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
178,178_0,FAILED,Sobol,779,0.682318740524351596832275390625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
179,179_0,FAILED,Sobol,188,0.328423255681991599352897992503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
180,180_0,FAILED,Sobol,222,0.330208040028810545507553797506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
181,181_0,FAILED,Sobol,785,0.473338905535638398980324836884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
182,182_0,FAILED,Sobol,641,0.367025939747691154479980468750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
183,183_0,FAILED,Sobol,567,0.355591440200805686266960492503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
184,184_0,FAILED,Sobol,288,0.560877721384167804430376236269,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
185,185_0,FAILED,Sobol,880,0.723410702310502529144287109375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
186,186_0,FAILED,Sobol,609,0.455417295731604165887063118134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
187,187_0,FAILED,Sobol,538,0.788877255283296108245849609375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
188,188_0,FAILED,Sobol,299,0.383184710144996665270866742503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
189,189_0,FAILED,Sobol,789,0.238201875425875203573511385002,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
190,190_0,FAILED,Sobol,977,0.558060795627534522722612564394,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
191,191_0,FAILED,Sobol,641,0.526426235213875770568847656250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
192,192_0,FAILED,Sobol,981,0.601073925942182674120317642519,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
193,193_0,FAILED,Sobol,252,0.402342056669294900750344368134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
194,194_0,FAILED,Sobol,851,0.781122803501784979118838236900,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
195,195_0,FAILED,Sobol,303,0.794998089782893657684326171875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
196,196_0,FAILED,Sobol,334,0.421763223595917280395184434383,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
197,197_0,FAILED,Sobol,290,0.226397267915308481045499888751,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
198,198_0,FAILED,Sobol,371,0.404114326275885171746438118134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
199,199_0,FAILED,Sobol,595,0.303044942207634449005126953125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
200,200_0,FAILED,Sobol,951,0.241157124377787135394157758128,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
201,201_0,FAILED,Sobol,518,0.683855404891073770379250618134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
202,202_0,FAILED,Sobol,174,0.404687630012631416320800781250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
203,203_0,FAILED,Sobol,527,0.244386063702404510156185324377,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
204,204_0,FAILED,Sobol,168,0.741768323071301027837876063131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
205,205_0,FAILED,Sobol,738,0.610807789862156003124482595013,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
206,206_0,FAILED,Sobol,476,0.394869031757116351055714176255,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
207,207_0,FAILED,Sobol,549,0.399725206382572695318344813131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
208,208_0,FAILED,Sobol,356,0.615054938755929536675637336884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
209,209_0,FAILED,Sobol,415,0.341944711096584863518899055634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
210,210_0,FAILED,Sobol,993,0.564427514933049767620332204388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
211,211_0,FAILED,Sobol,493,0.675103500485420227050781250000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
212,212_0,FAILED,Sobol,519,0.424008167162537641381447883759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
213,213_0,FAILED,Sobol,926,0.604928515665233201836770149384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
214,214_0,FAILED,Sobol,756,0.383451858721673533025864344381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
215,215_0,FAILED,Sobol,590,0.449906063079834050988381477509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
216,216_0,FAILED,Sobol,745,0.593423988670110702514648437500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
217,217_0,FAILED,Sobol,593,0.302942447178065787927181418127,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
218,218_0,FAILED,Sobol,598,0.341155021265149183129494758759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
219,219_0,FAILED,Sobol,214,0.676622616499662488109834157513,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
220,220_0,FAILED,Sobol,244,0.465534892119467302862290125631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
221,221_0,FAILED,Sobol,473,0.608870125189423627709572883759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
222,222_0,FAILED,Sobol,502,0.673734261840581938329819422506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
223,223_0,FAILED,Sobol,875,0.321688555739820025713981976878,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
