trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
30,,,,,,,,,,,,,,,30_0,COMPLETED,SOBOL,2.000000000000000000000000000000,7.639999999999999680255768907955,2609,3064,0.393501563904806950233705720166,0.022837312495335937434504103294
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,9.000000000000000000000000000000,32.539999999999999147348717087880,1157,517,0.600779089000076038651343424135,0.700562294216826586534807574935
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1180,4060,0.865787326827645253857212992443,0.853727758981287498940559999028
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,3.000000000000000000000000000000,13.220000000000000639488462184090,2556,1435,0.128234802374616263520579195756,0.423367551270872333191164216259
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3875,2911,0.523681519933044903325480845524,0.615724728450179115135654228652
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,6.000000000000000000000000000000,57.130000000000002557953848736361,2363,385,0.482037706332281212784351964729,0.169680590819567433946701839886
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,3.000000000000000000000000000000,4.309999999999999609201495331945,1849,3609,0.016281346434727311800472193681,0.078391185458749526593358325499
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,2.000000000000000000000000000000,5.500000000000000000000000000000,4378,1213,0.993579731732606941108087994508,0.644996522307395903084170640795
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.160000000000000142108547152020,3215,4422,0.344734532060101628303527832031,0.331531355787068604534795213112
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,511,1969,0.645632574044167961702100910770,0.882572685353457897505791152071
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,170,2805,0.304242969933897267065248115614,0.708969779776409292360028757685
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,39.000000000000000000000000000000,149.110000000000013642420526593924,3558,180,0.690022454699501408548201197846,0.014429826935753224670389016637
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4738,4166,0.086985782455652957412262082926,0.946515010396018596772194086952
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,5.000000000000000000000000000000,14.500000000000000000000000000000,1488,1640,0.918976977182552223766265342420,0.267599977923557164061207913619
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,1.000000000000000000000000000000,3.430000000000000159872115546023,2078,4863,0.577817598437890378448855699389,0.488246887175366295341660816121
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4158,2468,0.431800184298306688468471747910,0.788845093751326165154580394301
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,2.000000000000000000000000000000,5.940000000000000390798504668055,2820,3167,0.781438344685360775088156515267,0.234650820469483739616478601420
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,7.000000000000000000000000000000,32.859999999999999431565811391920,917,714,0.208685228046029819237716651514,0.550750217707827727231517656037
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,2.000000000000000000000000000000,5.990000000000000213162820728030,711,3430,0.743985721508040986904575220251,0.371758132439106714350884885789
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,3.000000000000000000000000000000,10.900000000000000355271367880050,3024,805,0.265645029053092007753633652101,0.913008412137627622939817229053
50,,,,,,,,,,,,,,,50_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.929999999999999937827510620991,4344,4791,0.895001913355663369920023342274,0.094710773024708039269370374313
51,,,,,,,,,,,,,,,51_0,COMPLETED,SOBOL,5.000000000000000000000000000000,6.610000000000000319744231092045,1894,2265,0.095138672210276123419880889287,0.682772045440971808716312807519
52,,,,,,,,,,,,,,,52_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1381,4238,0.377852071404457090508799410600,0.587668894968926935895581209479
53,,,,,,,,,,,,,,,53_0,COMPLETED,SOBOL,6.000000000000000000000000000000,10.279999999999999360511537815910,4846,1843,0.616430841946974394929270602006,0.128055192608386270158860043011
54,,,,,,,,,,,,,,,54_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3684,2542,0.232675445787608625725084721125,0.817478394180536249713497909397
55,,,,,,,,,,,,,,,55_0,COMPLETED,SOBOL,143.000000000000000000000000000000,4.650000000000000355271367880050,42,90,0.773300757559016394004913763638,0.404555761899799082303985642284
56,,,,,,,,,,,,,,,56_0,COMPLETED,SOBOL,55.000000000000000000000000000000,3.390000000000000124344978758018,326,4685,0.182407461633905781939191115271,0.189047512216493490688762335594
57,,,,,,,,,,,,,,,57_0,COMPLETED,SOBOL,96.000000000000000000000000000000,15.630000000000000781597009336110,3401,2060,0.827467298183590216353877622169,0.526665631899610131583244765352
58,,,,,,,,,,,,,,,58_0,COMPLETED,SOBOL,99.000000000000000000000000000000,3.479999999999999982236431605997,4582,3536,0.458332962913438668461907354867,0.465638975253328701864319327797
59,,,,,,,,,,,,,,,59_0,COMPLETED,SOBOL,84.000000000000000000000000000000,2.959999999999999964472863211995,1644,1010,0.532051393967121866168668020691,0.756383285598829391283004497382
60,,,,,,,,,,,,,,,60_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2235,2984,0.939422256130725163991712634015,0.973094653310254242839505423035
61,,,,,,,,,,,,,,,61_0,COMPLETED,SOBOL,16.000000000000000000000000000000,37.189999999999997726263245567679,4001,588,0.054616647964343428833799976019,0.311676176076754907207089217991
62,,,,,,,,,,,,,,,62_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2664,3797,0.669352501120418330593508926540,0.742827354187145849628848282009
63,,,,,,,,,,,,,,,63_0,COMPLETED,SOBOL,5.000000000000000000000000000000,19.789999999999999147348717087880,1073,1344,0.336379930911585689479181837669,0.034658797321841121330532331513
64,,,,,,,,,,,,,,,64_0,COMPLETED,SOBOL,2.000000000000000000000000000000,4.639999999999999680255768907955,1052,4387,0.640002077741548380807046214613,0.519789830312132883349818257557
65,,,,,,,,,,,,,,,65_0,COMPLETED,SOBOL,3.000000000000000000000000000000,9.939999999999999502620084967930,2723,1996,0.369874228697270157617538188788,0.203597877454012643472225363439
66,,,,,,,,,,,,,,,66_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4061,3639,0.968525218239054130897613958950,0.757304842330515426418457991531
67,,,,,,,,,,,,,,,67_0,COMPLETED,SOBOL,2.000000000000000000000000000000,24.109999999999999431565811391920,2214,1190,0.021857116136699914626939644791,0.456799198810011131133279604910
68,,,,,,,,,,,,,,,68_0,COMPLETED,SOBOL,3.000000000000000000000000000000,6.019999999999999573674358543940,1701,2969,0.491573733773082499620699081788,0.299074555564671773488782946515
69,,,,,,,,,,,,,,,69_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4563,339,0.502463623700663442050995399768,0.978020754687488058642941268772
70,,,,,,,,,,,,,,,70_0,COMPLETED,SOBOL,3.000000000000000000000000000000,5.459999999999999964472863211995,3383,4007,0.149414152044802905905385159713,0.045448270257562400908923905263
71,,,,,,,,,,,,,,,71_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,384,1476,0.856320302492007634498349943897,0.739957049012184175929007778905
72,,,,,,,,,,,,,,,72_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,22,3143,0.203551182316616174894363666681,0.914051785746589295911235240055
73,,,,,,,,,,,,,,,73_0,COMPLETED,SOBOL,13.000000000000000000000000000000,40.710000000000000852651282912120,3743,751,0.806081828691065260805714842718,0.363040195180103164585005970366
74,,,,,,,,,,,,,,,74_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,4906,4884,0.407223799863830226986038951509,0.676018060730770198318850816577
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,4.000000000000000000000000000000,7.969999999999999751310042483965,1360,2435,0.582915001139044708367009661742,0.109382977446541185262418593993
76,,,,,,,,,,,,,,,76_0,COMPLETED,SOBOL,3.000000000000000000000000000000,5.879999999999999893418589635985,1951,4214,0.928032704345881920282579358172,0.138722822641953819067239805918
77,,,,,,,,,,,,,,,77_0,COMPLETED,SOBOL,7.000000000000000000000000000000,19.160000000000000142108547152020,4325,1584,0.066247948559001082480257593943,0.584676784070208621635345025425
78,,,,,,,,,,,,,,,78_0,COMPLETED,SOBOL,2.000000000000000000000000000000,7.030000000000000248689957516035,3006,2762,0.710707465529441861917803180404,0.391832298485562224854561463872
79,,,,,,,,,,,,,,,79_0,COMPLETED,SOBOL,13.000000000000000000000000000000,78.530000000000001136868377216160,768,231,0.295270522380247701921263114855,0.822282689834013535978840536700
80,,,,,,,,,,,,,,,80_0,COMPLETED,SOBOL,3.000000000000000000000000000000,16.160000000000000142108547152020,896,2518,0.752061385225504586138356444280,0.003762182030826807018625279611
81,,,,,,,,,,,,,,,81_0,COMPLETED,SOBOL,33.000000000000000000000000000000,325.810000000000002273736754432321,2880,126,0.242206299854442475005811274968,0.711961905546486417684093339631
82,,,,,,,,,,,,,,,82_0,COMPLETED,SOBOL,3.000000000000000000000000000000,3.109999999999999875655021241982,4217,4259,0.606954714480787527186578245164,0.280323426466435210446803694140
83,,,,,,,,,,,,,,,83_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2058,1810,0.399006260594353068249517946242,0.941710729613900232592982320057
84,,,,,,,,,,,,,,,84_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1545,4839,0.120253089396283027734391168906,0.787801705271005681119333985407
85,,,,,,,,,,,,,,,85_0,COMPLETED,SOBOL,4.000000000000000000000000000000,8.369999999999999218402990663890,4720,2209,0.889362432893365584263278833532,0.496964839305728656171368129435
86,,,,,,,,,,,,,,,86_0,COMPLETED,SOBOL,3.000000000000000000000000000000,4.080000000000000071054273576010,3539,3387,0.271215506410226236955196554845,0.557504187546670415542848786572
87,,,,,,,,,,,,,,,87_0,COMPLETED,SOBOL,3.000000000000000000000000000000,30.230000000000000426325641456060,228,856,0.718909850884228984746471269318,0.219978630919009460198410010889
88,,,,,,,,,,,,,,,88_0,COMPLETED,SOBOL,2.000000000000000000000000000000,8.099999999999999644728632119950,490,3763,0.315636800952255713870187037173,0.435969186654314388995601348142
89,,,,,,,,,,,,,,,89_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3275,1371,0.678386874871328426905847663875,0.848801642732694761050993292884
90,,,,,,,,,,,,,,,90_0,COMPLETED,SOBOL,4.000000000000000000000000000000,11.210000000000000852651282912120,4437,3014,0.045618917241692542863251702556,0.158891132755205027882183799193
91,,,,,,,,,,,,,,,91_0,COMPLETED,SOBOL,12.000000000000000000000000000000,30.660000000000000142108547152020,1829,565,0.960098286518827115365581903461,0.618595018753781866749363871349
92,,,,,,,,,,,,,,,92_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2420,3594,0.556685778560116917290656601836,0.651872338766232184426030471514
93,,,,,,,,,,,,,,,93_0,COMPLETED,SOBOL,10.000000000000000000000000000000,32.100000000000001421085471520200,3857,964,0.453173752985894684464085457876,0.063840805349871521112703476319
94,,,,,,,,,,,,,,,94_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2537,4632,0.832543228501454013468219272909,0.881651143493130784456468518329
95,,,,,,,,,,,,,,,95_0,COMPLETED,SOBOL,4.000000000000000000000000000000,11.419999999999999928945726423990,1237,2101,0.157825900107622152379605040551,0.340371117359027253179704075592
96,,,,,,,,,,,,,,,96_0,COMPLETED,SOBOL,2.000000000000000000000000000000,5.709999999999999964472863211995,1095,3714,0.422883395593613375940122978136,0.245682577583938827059384379936
97,,,,,,,,,,,,,,,97_0,COMPLETED,SOBOL,4.000000000000000000000000000000,13.830000000000000071054273576010,2632,1105,0.567257189972326214544295908127,0.531800240881741048681874417525
98,,,,,,,,,,,,,,,98_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.779999999999999804600747665972,3794,4473,0.219078846786171205218707314089,0.475888487737625820450659830385
99,,,,,,,,,,,,,,,99_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2433,1921,0.790551903774961872706228405150,0.808878056839108516840042284457
100,,,,,,,,,,,,,,,100_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,1773,3931,0.695055959818884683265594048862,0.966440899699926414534445484605
101,,,,,,,,,,,,,,,101_0,COMPLETED,SOBOL,7.000000000000000000000000000000,20.480000000000000426325641456060,4462,1562,0.310920243527740225442101973385,0.255593256380409028505340529591
102,,,,,,,,,,,,,,,102_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3145,2883,0.912496949857100836389633968793,0.689909873865544809312666529877
103,,,,,,,,,,,,,,,103_0,COMPLETED,SOBOL,8.000000000000000000000000000000,52.450000000000002842170943040401,593,415,0.081785963494330649048436043813,0.025814213711768389802880818706
104,,,,,,,,,,,,,,,104_0,COMPLETED,SOBOL,1.000000000000000000000000000000,6.750000000000000000000000000000,250,4969,0.984055024184286586397263363324,0.320268438270315536353649576995
105,,,,,,,,,,,,,,,105_0,COMPLETED,SOBOL,6.000000000000000000000000000000,14.310000000000000497379915032070,3486,2360,0.006329332696273923079821610571,0.901753822581842556793674248183
106,,,,,,,,,,,,,,,106_0,COMPLETED,SOBOL,4.000000000000000000000000000000,5.759999999999999786837179271970,4824,3218,0.655660007879138029274201926455,0.090520328028127552966175528582
107,,,,,,,,,,,,,,,107_0,COMPLETED,SOBOL,11.000000000000000000000000000000,42.030000000000001136868377216160,1413,666,0.354214751938357941263291195355,0.625192816087976055428043764550
108,,,,,,,,,,,,,,,108_0,COMPLETED,SOBOL,2.000000000000000000000000000000,7.769999999999999573674358543940,2150,2676,0.133876256080344313570407166480,0.595569344336166928144393750699
109,,,,,,,,,,,,,,,109_0,COMPLETED,SOBOL,33.000000000000000000000000000000,76.530000000000001136868377216160,4078,307,0.871856175951659650991132366471,0.181916807172819966487153919843
110,,,,,,,,,,,,,,,110_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,2895,4138,0.475923893654718987988871958805,0.872556266548112025027705840330
111,,,,,,,,,,,,,,,111_0,COMPLETED,SOBOL,4.000000000000000000000000000000,14.240000000000000213162820728030,831,1670,0.518115010440349577081065035600,0.412214562838897125018888800696
112,,,,,,,,,,,,,,,112_0,COMPLETED,SOBOL,2.000000000000000000000000000000,4.610000000000000319744231092045,626,4344,0.061278641236945985415474069669,0.731550515219569152947087786742
113,,,,,,,,,,,,,,,113_0,COMPLETED,SOBOL,4.000000000000000000000000000000,11.929999999999999715782905695960,3100,1735,0.944440585028380130694358740584,0.053854804050177333685223146631
114,,,,,,,,,,,,,,,114_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,4263,2593,0.331164816757664071111832981842,0.985207019127905314626048038917
115,,,,,,,,,,,,,,,115_0,COMPLETED,SOBOL,174.000000000000000000000000000000,2.740000000000000213162820728030,1964,41,0.662857312444597446265959206357,0.291888291124254461994524945112
116,,,,,,,,,,,,,,,116_0,COMPLETED,SOBOL,3.000000000000000000000000000000,12.259999999999999786837179271970,1304,3301,0.816891594525426589790129128232,0.445468004096299385885515675909
117,,,,,,,,,,,,,,,117_0,COMPLETED,SOBOL,11.000000000000000000000000000000,25.699999999999999289457264239900,4931,932,0.173475511578843000215499614569,0.768636037044227116155070689274
118,,,,,,,,,,,,,,,118_0,COMPLETED,SOBOL,2.000000000000000000000000000000,15.630000000000000781597009336110,3614,4763,0.541149672735482423213682068308,0.207861384507268653898393040436
119,,,,,,,,,,,,,,,119_0,COMPLETED,SOBOL,2.000000000000000000000000000000,7.139999999999999680255768907955,124,2295,0.468711405431851746428151272994,0.515526323258876817412499349302
120,,,,,,,,,,,,,,,120_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,406,3089,0.622484395878389440426303735876,0.828495281795039728578444737650
121,,,,,,,,,,,,,,,121_0,COMPLETED,SOBOL,14.000000000000000000000000000000,51.350000000000001421085471520200,3330,480,0.383478363759815699118860266026,0.385619706524536032254957262921
122,,,,,,,,,,,,,,,122_0,COMPLETED,SOBOL,2.000000000000000000000000000000,1.770000000000000017763568394003,4668,3848,0.767718967745080638209742573963,0.575294674264267058561017620377
123,,,,,,,,,,,,,,,123_0,COMPLETED,SOBOL,6.000000000000000000000000000000,16.800000000000000710542735760100,1569,1296,0.226546456888318065159282355125,0.148104932447895409897142826594
124,,,,,,,,,,,,,,,124_0,COMPLETED,SOBOL,2.000000000000000000000000000000,7.620000000000000106581410364015,2306,4556,0.255677734993398186880142475275,0.114620127236470581433280813144
125,,,,,,,,,,,,,,,125_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3921,2187,0.734445837737992435201306307135,0.670780910940840802147988597426
126,,,,,,,,,,,,,,,126_0,COMPLETED,SOBOL,2.000000000000000000000000000000,5.549999999999999822364316059975,2739,3508,0.104603596895933154131697051525,0.352684546737000337301992658467
127,,,,,,,,,,,,,,,127_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,987,1040,0.905014185840263940541206011403,0.924407434189692178705399783212
128,,,,,,,,,,,,,,,128_0,COMPLETED,SOBOL,2.000000000000000000000000000000,21.219999999999998863131622783840,997,4152,0.267803738776594413284470874714,0.283321720132604260022901598859
129,,,,,,,,,,,,,,,129_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,2768,1605,0.722319833954796153285826676438,0.993164431376382661476043267612
130,,,,,,,,,,,,,,,130_0,COMPLETED,SOBOL,4.000000000000000000000000000000,5.940000000000000390798504668055,3931,2780,0.124639706205576655806410713012,0.061309594111517075332162818313
131,,,,,,,,,,,,,,,131_0,COMPLETED,SOBOL,9.000000000000000000000000000000,117.629999999999995452526491135359,2336,176,0.884978076530620438866492349916,0.724461235275492110297079761949
132,,,,,,,,,,,,,,,132_0,COMPLETED,SOBOL,3.000000000000000000000000000000,5.660000000000000142108547152020,1598,3202,0.602569131230935473020338122296,0.504097937708720578164900416596
133,,,,,,,,,,,,,,,133_0,COMPLETED,SOBOL,14.000000000000000000000000000000,37.390000000000000568434188608080,4678,728,0.403393628407269722035977110863,0.218924323143437515870601828283
134,,,,,,,,,,,,,,,134_0,COMPLETED,SOBOL,1.000000000000000000000000000000,0.000000000000000000000000000000,3359,4868,0.755472119299694933047817357874,0.773348875699564786145856487565
135,,,,,,,,,,,,,,,135_0,COMPLETED,SOBOL,2.000000000000000000000000000000,12.380000000000000781597009336110,416,2493,0.238793305333703770321207571214,0.441364268416538807482396578052
136,,,,,,,,,,,,,,,136_0,COMPLETED,SOBOL,58.000000000000000000000000000000,5.860000000000000319744231092045,153,2907,0.829130854859948196455832203355,0.154218680992722512179682325950
137,,,,,,,,,,,,,,,137_0,COMPLETED,SOBOL,22.000000000000000000000000000000,61.259999999999998010480339871719,3623,360,0.161236251244321476816523386333,0.568815475087612876237130876689
138,,,,,,,,,,,,,,,138_0,COMPLETED,SOBOL,3.000000000000000000000000000000,4.429999999999999715782905695960,4960,4026,0.561072518058121194606258086424,0.376688606925308699935328604624
139,,,,,,,,,,,,,,,139_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1314,1421,0.448788560109212975035575254878,0.838035480652004505230934228166
140,,,,,,,,,,,,,,,140_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,1973,4447,0.041234891766682268965382718307,0.929486701268702697475987406506
141,,,,,,,,,,,,,,,141_0,COMPLETED,SOBOL,5.000000000000000000000000000000,8.669999999999999928945726423990,4292,1973,0.964484334498643902655601323204,0.346996117196977149621517355627
142,,,,,,,,,,,,,,,142_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,3110,3623,0.319046460570767520525947702481,0.660691659655421981156564470439
143,,,,,,,,,,,,,,,143_0,COMPLETED,SOBOL,4.000000000000000000000000000000,16.339999999999999857891452847980,656,1248,0.674975668631494052362995716976,0.125074884921312329266740448475
144,,,,,,,,,,,,,,,144_0,COMPLETED,SOBOL,54.000000000000000000000000000000,0.000000000000000000000000000000,841,3532,0.153799131145700818112942442895,0.803312526067718857269994714443
145,,,,,,,,,,,,,,,145_0,COMPLETED,SOBOL,6.000000000000000000000000000000,40.890000000000000568434188608080,2924,984,0.851933300886303146448597090057,0.481088512109592580934247507685
146,,,,,,,,,,,,,,,146_0,COMPLETED,SOBOL,3.000000000000000000000000000000,9.279999999999999360511537815910,4087,4651,0.488163124246522805993464544372,0.542375993801280875672432557622
147,,,,,,,,,,,,,,,147_0,COMPLETED,SOBOL,2.000000000000000000000000000000,15.939999999999999502620084967930,2179,2046,0.505875779848545814587623681291,0.235715987125411641223138303758
148,,,,,,,,,,,,,,,148_0,COMPLETED,SOBOL,2.000000000000000000000000000000,3.229999999999999982236431605997,1442,3822,0.971936638254672247150267594407,0.019212119484320284990008786963
149,,,,,,,,,,,,,,,149_0,COMPLETED,SOBOL,8.000000000000000000000000000000,18.449999999999999289457264239900,4834,1348,0.018447718625888228499709597941,0.695902868835255539181616768474
