trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
31,,,,,,,,,,,,,,,31_0,COMPLETED,SOBOL,237.000000000000000000000000000000,5.209999999999999964472863211995,1798,149,0.265328449424356238584010725390,37,0.001
32,,,,,,,,,,,,,,,32_0,COMPLETED,SOBOL,4.000000000000000000000000000000,6.389999999999999680255768907955,1773,3686,0.930147220108658023818293258955,48,0.25
33,,,,,,,,,,,,,,,33_0,COMPLETED,SOBOL,6.000000000000000000000000000000,9.310000000000000497379915032070,3060,1777,0.317789631841704223180755661815,2,0.025
34,,,,,,,,,,,,,,,34_0,COMPLETED,SOBOL,207.000000000000000000000000000000,2.149999999999999911182158029987,4921,4578,0.148886719783768051161843004593,23,0.005
35,,,,,,,,,,,,,,,35_0,COMPLETED,SOBOL,28.000000000000000000000000000000,101.129999999999995452526491135359,1210,236,0.605188788946718014827297338343,26,0.01
36,,,,,,,,,,,,,,,36_0,COMPLETED,SOBOL,60.000000000000000000000000000000,2.649999999999999911182158029987,260,4043,0.473423342511057831938359186097,14,0.001
37,,,,,,,,,,,,,,,37_0,COMPLETED,SOBOL,14.000000000000000000000000000000,41.250000000000000000000000000000,3971,796,0.773787913532927640325453921832,36,0.025
38,,,,,,,,,,,,,,,38_0,COMPLETED,SOBOL,5.000000000000000000000000000000,6.049999999999999822364316059975,3360,2972,0.697221618184819869057378127764,39,0.05
39,,,,,,,,,,,,,,,39_0,COMPLETED,SOBOL,3.000000000000000000000000000000,17.100000000000001421085471520200,2073,2468,0.053676528058946133825646285231,10,0.1
40,,,,,,,,,,,,,,,40_0,COMPLETED,SOBOL,3.000000000000000000000000000000,4.950000000000000177635683940025,2430,4721,0.551684350961819336411906533613,7,0.05
41,,,,,,,,,,,,,,,41_0,COMPLETED,SOBOL,35.000000000000000000000000000000,48.399999999999998578914528479800,3639,469,0.197229435510933387432075392098,42,0.01
42,,,,,,,,,,,,,,,42_0,COMPLETED,SOBOL,4.000000000000000000000000000000,1.870000000000000106581410364015,4319,3269,0.277670418798923512859744278103,33,0.1
43,,,,,,,,,,,,,,,43_0,COMPLETED,SOBOL,5.000000000000000000000000000000,22.320000000000000284217094304040,529,1271,0.975305853353813256845228352176,17,0.25
44,,,,,,,,,,,,,,,44_0,COMPLETED,SOBOL,4.000000000000000000000000000000,10.849999999999999644728632119950,853,2578,0.103237737869843845817108274332,29,0.05
45,,,,,,,,,,,,,,,45_0,COMPLETED,SOBOL,7.000000000000000000000000000000,6.309999999999999609201495331945,4643,1988,0.644935670565813801147214689991,20,0.1
46,,,,,,,,,,,,,,,46_0,COMPLETED,SOBOL,3.000000000000000000000000000000,1.969999999999999973354647408996,2713,4163,0.817728528577834401502855143917,5,0.005
47,,,,,,,,,,,,,,,47_0,COMPLETED,SOBOL,10.000000000000000000000000000000,17.879999999999999005240169935860,1504,1003,0.432086114985868352533771030721,45,0.05
48,,,,,,,,,,,,,,,48_0,COMPLETED,SOBOL,4.000000000000000000000000000000,3.089999999999999857891452847980,1269,4241,0.796959111632779215739219580428,47,0.005
49,,,,,,,,,,,,,,,49_0,COMPLETED,SOBOL,6.000000000000000000000000000000,23.219999999999998863131622783840,2636,1237,0.450183052077889445108382915350,6,0.1
