trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
510,,,,,,,,,,,,,,,510_0,COMPLETED,SOBOL,52.000000000000000000000000000000,67.469999999999998863131622783840,3952,4302,327,108,79
511,,,,,,,,,,,,,,,511_0,ABANDONED,SOBOL,,,467,381,863,134,223
512,,,,,,,,,,,,,,,512_0,COMPLETED,SOBOL,35.000000000000000000000000000000,2.859999999999999875655021241982,2839,1470,562,198,12
513,,,,,,,,,,,,,,,513_0,COMPLETED,SOBOL,42.000000000000000000000000000000,19.760000000000001563194018672220,3190,3678,947,237,50
514,,,,,,,,,,,,,,,514_0,ABANDONED,SOBOL,,,2479,2255,491,21,127
515,,,,,,,,,,,,,,,515_0,ABANDONED,SOBOL,,,742,4455,632,173,214
516,,,,,,,,,,,,,,,516_0,ABANDONED,SOBOL,,,4851,844,181,85,104
517,,,,,,,,,,,,,,,517_0,COMPLETED,SOBOL,54.000000000000000000000000000000,8.060000000000000497379915032070,4773,4679,837,207,164
518,,,,,,,,,,,,,,,518_0,COMPLETED,SOBOL,105.000000000000000000000000000000,2.290000000000000035527136788005,820,640,351,55,20
519,,,,,,,,,,,,,,,519_0,COMPLETED,SOBOL,26.000000000000000000000000000000,42.619999999999997442046151263639,2244,3590,522,145,78
520,,,,,,,,,,,,,,,520_0,ABANDONED,SOBOL,,,3074,2804,468,78,193
521,,,,,,,,,,,,,,,521_0,COMPLETED,SOBOL,44.000000000000000000000000000000,41.509999999999998010480339871719,1269,1264,972,168,116
522,,,,,,,,,,,,,,,522_0,ABANDONED,SOBOL,,,545,4215,145,16,45
523,,,,,,,,,,,,,,,523_0,COMPLETED,SOBOL,11.000000000000000000000000000000,15.839999999999999857891452847980,3873,488,671,230,155
524,,,,,,,,,,,,,,,524_0,COMPLETED,SOBOL,70.000000000000000000000000000000,1.800000000000000044408920985006,4291,3234,251,181,7
525,,,,,,,,,,,,,,,525_0,ABANDONED,SOBOL,,,118,2084,691,92,178
526,,,,,,,,,,,,,,,526_0,COMPLETED,SOBOL,38.000000000000000000000000000000,0.000000000000000000000000000000,1818,4958,425,244,233
527,,,,,,,,,,,,,,,527_0,ABANDONED,SOBOL,,,2515,995,891,30,92
528,,,,,,,,,,,,,,,528_0,ABANDONED,SOBOL,,,3490,3860,620,37,99
529,,,,,,,,,,,,,,,529_0,ABANDONED,SOBOL,,,1018,3084,802,100,138
530,,,,,,,,,,,,,,,530_0,COMPLETED,SOBOL,48.000000000000000000000000000000,14.960000000000000852651282912120,4566,1619,260,127,63
531,,,,,,,,,,,,,,,531_0,ABANDONED,SOBOL,,,993,87,546,12,125
532,,,,,,,,,,,,,,,532_0,COMPLETED,SOBOL,20.000000000000000000000000000000,8.949999999999999289457264239900,2066,2873,344,171,36
533,,,,,,,,,,,,,,,533_0,ABANDONED,SOBOL,,,3524,1801,848,75,148
534,,,,,,,,,,,,,,,534_0,ABANDONED,SOBOL,,,2627,3347,646,114,171
535,,,,,,,,,,,,,,,535_0,COMPLETED,SOBOL,62.000000000000000000000000000000,4.549999999999999822364316059975,1794,1961,166,148,29
536,,,,,,,,,,,,,,,536_0,ABANDONED,SOBOL,,,16,4748,962,51,70
537,,,,,,,,,,,,,,,537_0,ABANDONED,SOBOL,,,4325,1175,475,211,241
538,,,,,,,,,,,,,,,538_0,COMPLETED,SOBOL,54.000000000000000000000000000000,39.369999999999997442046151263639,3761,2525,927,131,107
539,,,,,,,,,,,,,,,539_0,ABANDONED,SOBOL,,,569,1533,385,95,218
540,,,,,,,,,,,,,,,540_0,COMPLETED,SOBOL,45.000000000000000000000000000000,23.070000000000000284217094304040,1372,4239,745,193,131
541,,,,,,,,,,,,,,,541_0,ABANDONED,SOBOL,,,3040,435,193,34,53
542,,,,,,,,,,,,,,,542_0,COMPLETED,SOBOL,118.000000000000000000000000000000,1.080000000000000071054273576010,3312,4401,300,26,15
543,,,,,,,,,,,,,,,543_0,COMPLETED,SOBOL,10.000000000000000000000000000000,17.339999999999999857891452847980,2269,908,766,248,184
544,,,,,,,,,,,,,,,544_0,COMPLETED,SOBOL,37.000000000000000000000000000000,38.009999999999998010480339871719,4739,2309,566,186,83
545,,,,,,,,,,,,,,,545_0,ABANDONED,SOBOL,,,4973,3487,410,58,152
546,,,,,,,,,,,,,,,546_0,COMPLETED,SOBOL,30.000000000000000000000000000000,10.259999999999999786837179271970,688,2456,906,219,41
547,,,,,,,,,,,,,,,547_0,COMPLETED,SOBOL,31.000000000000000000000000000000,32.109999999999999431565811391920,2347,4586,235,122,113
548,,,,,,,,,,,,,,,548_0,ABANDONED,SOBOL,,,3234,742,706,156,189
549,,,,,,,,,,,,,,,549_0,ABANDONED,SOBOL,,,2962,4113,786,163,243
550,,,,,,,,,,,,,,,550_0,ABANDONED,SOBOL,,,1450,581,277,67,74
551,,,,,,,,,,,,,,,551_0,COMPLETED,SOBOL,25.000000000000000000000000000000,3.810000000000000053290705182008,336,2711,604,227,17
552,,,,,,,,,,,,,,,552_0,COMPLETED,SOBOL,123.000000000000000000000000000000,6.599999999999999644728632119950,4091,4856,507,80,59
553,,,,,,,,,,,,,,,553_0,ABANDONED,SOBOL,,,1716,3142,822,19,207
554,,,,,,,,,,,,,,,554_0,COMPLETED,SOBOL,18.000000000000000000000000000000,16.690000000000001278976924368180,2705,2187,365,239,94
555,,,,,,,,,,,,,,,555_0,COMPLETED,SOBOL,31.000000000000000000000000000000,19.940000000000001278976924368180,3602,2981,130,200,88
556,,,,,,,,,,,,,,,556_0,ABANDONED,SOBOL,,,1988,1712,687,42,229
557,,,,,,,,,,,,,,,557_0,ABANDONED,SOBOL,,,1228,3767,453,139,174
558,1753418969.000000000000000000000000000000,1753419169.000000000000000000000000000000,200.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4444 n_samples 311 n_permutations 989 update_interval 103 n_consecutive_deviations 3,0.000000000000000000000000000000,,i7151,190.000000000000000000000000000000,797.539062500000000000000000000000,739.253348214285665562783833593130,-1.000000000000000000000000000000,0.660000000000000031086244689504,0.992230769230769249489298999833,5676491.000000000000000000000000000000,558_0,COMPLETED,SOBOL,190.000000000000000000000000000000,1.139999999999999902300373832986,4444,311,989,103,3
559,1753418967.000000000000000000000000000000,1753419110.000000000000000000000000000000,143.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1234 n_samples 2220 n_permutations 666 update_interval 120 n_consecutive_deviations 25,0.000000000000000000000000000000,,i7149,63.000000000000000000000000000000,752.687500000000000000000000000000,721.354166666666628771054092794657,-1.000000000000000000000000000000,0.670000000000000039968028886506,0.907846153846153969269039407664,5676496.000000000000000000000000000000,559_0,COMPLETED,SOBOL,63.000000000000000000000000000000,3.049999999999999822364316059975,1234,2220,666,120,25
560,1753418999.000000000000000000000000000000,1753419099.000000000000000000000000000000,100.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1958 n_samples 4510 n_permutations 464 update_interval 217 n_consecutive_deviations 67,0.000000000000000000000000000000,,i7159,81.000000000000000000000000000000,710.656250000000000000000000000000,707.201704545454504113877192139626,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.776461538461538425259789164556,5676499.000000000000000000000000000000,560_0,COMPLETED,SOBOL,81.000000000000000000000000000000,28.370000000000000994759830064140,1958,4510,464,217,67
561,,,,,,,,,,,,,,,561_0,ABANDONED,SOBOL,,,3625,818,974,56,235
562,,,,,,,,,,,,,,,562_0,ABANDONED,SOBOL,,,2725,4350,519,2,197
563,,,,,,,,,,,,,,,563_0,COMPLETED,SOBOL,29.000000000000000000000000000000,3.040000000000000035527136788005,259,2636,843,66,34
564,,,,,,,,,,,,,,,564_0,COMPLETED,SOBOL,26.000000000000000000000000000000,38.840000000000003410605131648481,4074,1442,347,161,144
565,1753418997.000000000000000000000000000000,1753419060.000000000000000000000000000000,63.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4013 n_samples 4780 n_permutations 801 update_interval 241 n_consecutive_deviations 11,0.000000000000000000000000000000,,i7147,47.000000000000000000000000000000,716.875000000000000000000000000000,706.017857142857110375189222395420,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.937769230769230799360514083673,5676505.000000000000000000000000000000,565_0,COMPLETED,SOBOL,47.000000000000000000000000000000,2.140000000000000124344978758018,4013,4780,801,241,11
566,,,,,,,,,,,,,,,566_0,ABANDONED,SOBOL,,,330,1163,265,21,182
567,,,,,,,,,,,,,,,567_0,ABANDONED,SOBOL,,,1481,3379,625,180,221
568,1753418998.000000000000000000000000000000,1753419066.000000000000000000000000000000,68.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3212 n_samples 2905 n_permutations 428 update_interval 105 n_consecutive_deviations 102,0.000000000000000000000000000000,,i7145,30.000000000000000000000000000000,708.390625000000000000000000000000,703.590625000000045474735088646412,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.960692307692307623234739821783,5676507.000000000000000000000000000000,568_0,COMPLETED,SOBOL,30.000000000000000000000000000000,41.350000000000001421085471520200,3212,2905,428,105,102
569,,,,,,,,,,,,,,,569_0,ABANDONED,SOBOL,,,2380,1788,884,141,214
570,,,,,,,,,,,,,,,570_0,ABANDONED,SOBOL,,,680,4004,244,44,126
571,1753419023.000000000000000000000000000000,1753419079.000000000000000000000000000000,56.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4989 n_samples 74 n_permutations 694 update_interval 202 n_consecutive_deviations 51,0.000000000000000000000000000000,,i7143,41.000000000000000000000000000000,747.046875000000000000000000000000,719.046875000000000000000000000000,-1.000000000000000000000000000000,0.680000000000000048849813083507,0.992230769230769249489298999833,5676508.000000000000000000000000000000,571_0,COMPLETED,SOBOL,41.000000000000000000000000000000,29.210000000000000852651282912120,4989,74,694,202,51
572,,,,,,,,,,,,,,,572_0,ABANDONED,SOBOL,,,4754,3896,288,73,249
573,,,,,,,,,,,,,,,573_0,COMPLETED,SOBOL,18.000000000000000000000000000000,38.130000000000002557953848736361,914,163,774,170,77
574,,,,,,,,,,,,,,,574_0,ABANDONED,SOBOL,,,2303,3110,104,10,22
575,1753419023.000000000000000000000000000000,1753419054.000000000000000000000000000000,31.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3291 n_samples 1564 n_permutations 584 update_interval 232 n_consecutive_deviations 163,0.000000000000000000000000000000,,i7142,18.000000000000000000000000000000,704.156250000000000000000000000000,703.156250000000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.950076923076923041122654467472,5676512.000000000000000000000000000000,575_0,COMPLETED,SOBOL,18.000000000000000000000000000000,18.640000000000000568434188608080,3291,1564,584,232,163
576,1753419027.000000000000000000000000000000,1753419064.000000000000000000000000000000,37.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3016 n_samples 3272 n_permutations 910 update_interval 209 n_consecutive_deviations 156,0.000000000000000000000000000000,,i7142,26.000000000000000000000000000000,703.179687500000000000000000000000,703.179687500000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.854923076923076896704856153519,5676513.000000000000000000000000000000,576_0,COMPLETED,SOBOL,26.000000000000000000000000000000,10.439999999999999502620084967930,3016,3272,910,209,156
577,1753419021.000000000000000000000000000000,1753419090.000000000000000000000000000000,69.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1403 n_samples 2037 n_permutations 406 update_interval 49 n_consecutive_deviations 44,0.000000000000000000000000000000,,i7141,55.000000000000000000000000000000,742.703125000000000000000000000000,715.953125000000000000000000000000,-1.000000000000000000000000000000,0.670000000000000039968028886506,0.947076923076923038458119208371,5676514.000000000000000000000000000000,577_0,COMPLETED,SOBOL,55.000000000000000000000000000000,8.250000000000000000000000000000,1403,2037,406,49,44
578,1753419021.000000000000000000000000000000,1753419065.000000000000000000000000000000,44.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 564 n_samples 4985 n_permutations 734 update_interval 146 n_consecutive_deviations 118,0.000000000000000000000000000000,,i7141,32.000000000000000000000000000000,705.144531250000000000000000000000,704.477864583333371228945907205343,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.478692307692307694733102607643,5676515.000000000000000000000000000000,578_0,COMPLETED,SOBOL,32.000000000000000000000000000000,29.550000000000000710542735760100,564,4985,734,146,118
579,,,,,,,,,,,,,,,579_0,ABANDONED,SOBOL,,,3779,938,208,112,193
580,,,,,,,,,,,,,,,580_0,ABANDONED,SOBOL,,,4309,2762,628,36,91
581,,,,,,,,,,,,,,,581_0,ABANDONED,SOBOL,,,1762,4164,953,98,176
582,1753419021.000000000000000000000000000000,1753419078.000000000000000000000000000000,57.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2648 n_samples 511 n_permutations 487 update_interval 133 n_consecutive_deviations 7,0.000000000000000000000000000000,,i7141,45.000000000000000000000000000000,752.277343750000000000000000000000,719.991629464285665562783833593130,-1.000000000000000000000000000000,0.650000000000000022204460492503,0.999076923076923195665699495294,5676516.000000000000000000000000000000,582_0,COMPLETED,SOBOL,45.000000000000000000000000000000,1.790000000000000035527136788005,2648,511,487,133,7
583,,,,,,,,,,,,,,,583_0,ABANDONED,SOBOL,,,2036,671,558,90,138
584,1753419021.000000000000000000000000000000,1753419059.000000000000000000000000000000,38.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1000 n_samples 3539 n_permutations 323 update_interval 249 n_consecutive_deviations 210,0.000000000000000000000000000000,,i7141,24.000000000000000000000000000000,705.679687500000000000000000000000,704.879687500000045474735088646412,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.076923076923076899591436017545,5676517.000000000000000000000000000000,584_0,COMPLETED,SOBOL,24.000000000000000000000000000000,2.009999999999999786837179271970,1000,3539,323,249,210
585,,,,,,,,,,,,,,,585_0,ABANDONED,SOBOL,,,4659,2385,865,28,99
586,,,,,,,,,,,,,,,586_0,ABANDONED,SOBOL,,,4537,4447,608,115,147
587,1753419035.000000000000000000000000000000,1753419097.000000000000000000000000000000,62.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1054 n_samples 872 n_permutations 83 update_interval 143 n_consecutive_deviations 37,0.000000000000000000000000000000,,i7140,39.000000000000000000000000000000,740.621093750000000000000000000000,712.287760416666628771054092794657,-1.000000000000000000000000000000,0.680000000000000048849813083507,0.986769230769230842881256648980,5676518.000000000000000000000000000000,587_0,COMPLETED,SOBOL,39.000000000000000000000000000000,8.660000000000000142108547152020,1054,872,83,143,37
588,,,,,,,,,,,,,,,588_0,ABANDONED,SOBOL,,,2168,3670,785,53,124
589,1753419035.000000000000000000000000000000,1753419078.000000000000000000000000000000,43.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3503 n_samples 2283 n_permutations 281 update_interval 205 n_consecutive_deviations 201,0.000000000000000000000000000000,,i7140,21.000000000000000000000000000000,703.375000000000000000000000000000,703.375000000000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.886923076923076925126565583923,5676519.000000000000000000000000000000,589_0,COMPLETED,SOBOL,21.000000000000000000000000000000,6.490000000000000213162820728030,3503,2283,281,205,201
590,,,,,,,,,,,,,,,590_0,ABANDONED,SOBOL,,,1815,1496,709,15,70
591,1753419035.000000000000000000000000000000,1753419091.000000000000000000000000000000,56.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 156 n_samples 4296 n_permutations 413 update_interval 166 n_consecutive_deviations 28,0.000000000000000000000000000000,,i7140,29.000000000000000000000000000000,702.058593750000000000000000000000,702.058593750000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.356384615384615410782487288088,5676520.000000000000000000000000000000,591_0,COMPLETED,SOBOL,29.000000000000000000000000000000,3.549999999999999822364316059975,156,4296,413,166,28
592,,,,,,,,,,,,,,,592_0,ABANDONED,SOBOL,,,4265,407,899,76,172
593,,,,,,,,,,,,,,,593_0,ABANDONED,SOBOL,,,3901,3315,448,31,55
594,1753419035.000000000000000000000000000000,1753419078.000000000000000000000000000000,43.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 510 n_samples 2003 n_permutations 989 update_interval 246 n_consecutive_deviations 130,0.000000000000000000000000000000,,i7140,18.000000000000000000000000000000,703.460937500000000000000000000000,703.460937500000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.192307692307692290611953467305,5676521.000000000000000000000000000000,594_0,COMPLETED,SOBOL,18.000000000000000000000000000000,6.500000000000000000000000000000,510,2003,989,246,130
595,1753419035.000000000000000000000000000000,1753419078.000000000000000000000000000000,43.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3060 n_samples 1227 n_permutations 682 update_interval 183 n_consecutive_deviations 107,0.000000000000000000000000000000,,i7140,19.000000000000000000000000000000,706.679687500000000000000000000000,703.679687500000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.998230769230769254818369518034,5676522.000000000000000000000000000000,595_0,COMPLETED,SOBOL,19.000000000000000000000000000000,40.789999999999999147348717087880,3060,1227,682,183,107
596,1753419028.000000000000000000000000000000,1753419103.000000000000000000000000000000,75.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3413 n_samples 3941 n_permutations 829 update_interval 129 n_consecutive_deviations 84,0.000000000000000000000000000000,,i7184,59.000000000000000000000000000000,713.484375000000000000000000000000,706.734375000000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.856923076923076898481212992920,5676524.000000000000000000000000000000,596_0,COMPLETED,SOBOL,59.000000000000000000000000000000,39.259999999999998010480339871719,3413,3941,829,129,84
597,,,,,,,,,,,,,,,597_0,ABANDONED,SOBOL,,,2249,127,363,102,226
598,1753419056.000000000000000000000000000000,1753419093.000000000000000000000000000000,37.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 782 n_samples 2852 n_permutations 504 update_interval 191 n_consecutive_deviations 186,0.000000000000000000000000000000,,i7164,24.000000000000000000000000000000,704.675781250000000000000000000000,703.875781250000045474735088646412,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.120307692307692296052046287969,5676525.000000000000000000000000000000,598_0,COMPLETED,SOBOL,24.000000000000000000000000000000,1.969999999999999973354647408996,782,2852,504,191,186
599,1753419062.000000000000000000000000000000,1753419400.000000000000000000000000000000,338.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4798 n_samples 1851 n_permutations 63 update_interval 39 n_consecutive_deviations 15,0.000000000000000000000000000000,,i7158,322.000000000000000000000000000000,799.761718750000000000000000000000,746.904575892857110375189222395420,-1.000000000000000000000000000000,0.660000000000000031086244689504,0.999846153846153828936849095044,5676527.000000000000000000000000000000,599_0,COMPLETED,SOBOL,322.000000000000000000000000000000,1.389999999999999902300373832986,4798,1851,63,39,15
600,,,,,,,,,,,,,,,600_0,ABANDONED,SOBOL,,,4876,3017,969,159,188
601,,,,,,,,,,,,,,,601_0,ABANDONED,SOBOL,,,705,1667,473,68,113
602,1753419869.000000000000000000000000000000,1753419931.000000000000000000000000000000,62.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2483 n_samples 3793 n_permutations 644 update_interval 220 n_consecutive_deviations 40,0.000000000000000000000000000000,,i7160,47.000000000000000000000000000000,701.761718750000000000000000000000,701.761718750000000000000000000000,-1.000000000000000000000000000000,0.689999999999999946709294817992,0.820999999999999952038365336193,5676717.000000000000000000000000000000,602_0,COMPLETED,SOBOL,47.000000000000000000000000000000,41.250000000000000000000000000000,2483,3793,644,220,40
603,,,,,,,,,,,,,,,603_0,ABANDONED,SOBOL,,,3178,255,173,7,152
604,,,,,,,,,,,,,,,604_0,ABANDONED,SOBOL,,,2826,4893,339,61,159
605,1753419899.000000000000000000000000000000,1753419949.000000000000000000000000000000,50.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1506 n_samples 1041 n_permutations 848 update_interval 212 n_consecutive_deviations 17,0.000000000000000000000000000000,,i7166,39.000000000000000000000000000000,746.019531250000000000000000000000,716.352864583333371228945907205343,-1.000000000000000000000000000000,0.670000000000000039968028886506,0.996461538461538398614436573553,5676721.000000000000000000000000000000,605_0,COMPLETED,SOBOL,39.000000000000000000000000000000,5.250000000000000000000000000000,1506,1041,848,212,17
606,,,,,,,,,,,,,,,606_0,ABANDONED,SOBOL,,,3979,2130,541,151,244
607,1753419899.000000000000000000000000000000,1753419987.000000000000000000000000000000,88.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4187 n_samples 4070 n_permutations 119 update_interval 199 n_consecutive_deviations 96,0.000000000000000000000000000000,,i7159,67.000000000000000000000000000000,705.792968750000000000000000000000,705.570746527777828305261209607124,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.792538461538461525002219332237,5676726.000000000000000000000000000000,607_0,COMPLETED,SOBOL,67.000000000000000000000000000000,12.529999999999999360511537815910,4187,4070,119,199,96
608,,,,,,,,,,,,,,,608_0,ABANDONED,SOBOL,,,235,613,569,47,206
609,1753419924.000000000000000000000000000000,1753419999.000000000000000000000000000000,75.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1581 n_samples 2660 n_permutations 303 update_interval 136 n_consecutive_deviations 135,0.000000000000000000000000000000,,i7182,57.000000000000000000000000000000,703.710937500000000000000000000000,703.710937500000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.832769230769230817124082477676,5676731.000000000000000000000000000000,609_0,COMPLETED,SOBOL,57.000000000000000000000000000000,24.510000000000001563194018672220,1581,2660,303,136,135
610,1753419927.000000000000000000000000000000,1753419984.000000000000000000000000000000,57.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2759 n_samples 1390 n_permutations 759 update_interval 110 n_consecutive_deviations 58,0.000000000000000000000000000000,,i7156,43.000000000000000000000000000000,716.828125000000000000000000000000,707.645647321428555187594611197710,-1.000000000000000000000000000000,0.680000000000000048849813083507,0.985384615384615414335200966889,5676737.000000000000000000000000000000,610_0,COMPLETED,SOBOL,43.000000000000000000000000000000,8.750000000000000000000000000000,2759,1390,759,110,58
611,1753419921.000000000000000000000000000000,1753420071.000000000000000000000000000000,150.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3738 n_samples 3446 n_permutations 749 update_interval 87 n_consecutive_deviations 4,0.000000000000000000000000000000,,i7151,137.000000000000000000000000000000,779.605468750000000000000000000000,732.230468750000000000000000000000,-1.000000000000000000000000000000,0.660000000000000031086244689504,0.997923076923076801669765245606,5676742.000000000000000000000000000000,611_0,COMPLETED,SOBOL,137.000000000000000000000000000000,0.989999999999999991118215802999,3738,3446,749,87,4
612,1753419922.000000000000000000000000000000,1753419959.000000000000000000000000000000,37.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 WaveformPre 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1934 n_samples 2487 n_permutations 192 update_interval 175 n_consecutive_deviations 173,0.000000000000000000000000000000,,i7148,25.000000000000000000000000000000,702.957031250000000000000000000000,702.957031250000000000000000000000,-1.000000000000000000000000000000,0.699999999999999955591079014994,0.552230769230769191757701719325,5676749.000000000000000000000000000000,612_0,COMPLETED,SOBOL,25.000000000000000000000000000000,11.859999999999999431565811391920,1934,2487,192,175,173
613,,,,,,,,,,,,,,,613_0,ABANDONED,SOBOL,,,1132,4535,926,23,231
