trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
225,,,,,,,,,,,,,,,225_0,FAILED,SOBOL,,,1176,2658,4377,0.797085177071392481096268056717,0.00001
226,,,,,,,,,,,,,,,226_0,FAILED,SOBOL,,,1766,42,545,0.108936221377924080666588224631,0.1
227,,,,,,,,,,,,,,,227_0,FAILED,SOBOL,,,4542,4924,2773,0.555349824907258149409017278231,0.0001
228,,,,,,,,,,,,,,,228_0,FAILED,SOBOL,,,4323,731,4270,0.730255972724407897977982884186,0.00000000001
229,,,,,,,,,,,,,,,229_0,FAILED,SOBOL,,,2182,4284,1498,0.182475632872432458331246607486,0.5
230,,,,,,,,,,,,,,,230_0,FAILED,SOBOL,,,196,1592,3584,0.972048670707270523472232071072,0.6
231,,,,,,,,,,,,,,,231_0,FAILED,SOBOL,,,3655,3424,652,0.424153880877420286221735068466,0.7
232,,,,,,,,,,,,,,,232_0,FAILED,SOBOL,,,3426,400,3195,0.197130195215344417025704615298,0.0000001
233,,,,,,,,,,,,,,,233_0,FAILED,SOBOL,,,581,4576,1050,0.655238323062658278850278747996,0.0000000001
234,,,,,,,,,,,,,,,234_0,FAILED,SOBOL,,,2422,1884,4033,0.438740395599976185092572222857,0.7
235,,,,,,,,,,,,,,,235_0,FAILED,SOBOL,,,3928,3093,1726,0.896977249929681419438054490456,0.000001
236,,,,,,,,,,,,,,,236_0,FAILED,SOBOL,,,4937,1390,298,0.815630150098353601251233158109,0.000000000001
237,,,,,,,,,,,,,,,237_0,FAILED,SOBOL,,,1527,3616,2990,0.271634556207805855088111002260,0.0000001
238,,,,,,,,,,,,,,,238_0,FAILED,SOBOL,,,790,1001,1931,0.573841019382700379125594736252,0.00001
239,,,,,,,,,,,,,,,239_0,FAILED,SOBOL,,,3019,4005,4785,0.029960351353511216476732670344,0.5
240,,,,,,,,,,,,,,,240_0,RUNNING,SOBOL,,,2934,1223,1175,0.943112874755635877122017518559,0.01
241,,,,,,,,,,,,,,,241_0,RUNNING,SOBOL,,,719,3764,3325,0.391685363883152615205318625158,0.7
242,,,,,,,,,,,,,,,242_0,RUNNING,SOBOL,,,1300,1456,1601,0.701446044236421539785908407794,0.1
243,,,,,,,,,,,,,,,243_0,FAILED,SOBOL,,,4696,3530,3904,0.149888855114579194749424573274,0.3
244,,,,,,,,,,,,,,,244_0,FAILED,SOBOL,,,3862,2144,2827,0.075371384089812643036765393845,0.0000000001
245,,,,,,,,,,,,,,,245_0,COMPLETED,SOBOL,12726.000000000000000000000000000000,0.089999999999999996669330926125,2331,2890,130,0.525561361005529747991715794342,0.5
246,,,,,,,,,,,,,,,246_0,FAILED,SOBOL,,,334,506,4949,0.317102932903915668561012353166,0.2
247,,,,,,,,,,,,,,,247_0,FAILED,SOBOL,,,3203,4530,2099,0.767178935725241872845003854309,0.01
248,,,,,,,,,,,,,,,248_0,FAILED,SOBOL,,,3589,1814,4566,0.602529478611424584855171815434,0.0000001
249,,,,,,,,,,,,,,,249_0,FAILED,SOBOL,,,105,3182,2492,0.062668360428884628543499957232,0.0001
250,,,,,,,,,,,,,,,250_0,FAILED,SOBOL,,,1936,797,2585,0.844199872680008400749329666723,0.9
251,,,,,,,,,,,,,,,251_0,FAILED,SOBOL,,,4101,4199,361,0.304468908630311507756971423078,0.00000001
252,,,,,,,,,,,,,,,252_0,FAILED,SOBOL,,,4456,304,1350,0.472544955475255823440505764665,0.2
253,,,,,,,,,,,,,,,253_0,FAILED,SOBOL,,,1695,4722,4126,0.926518607614561950924780830974,0.01
254,,,,,,,,,,,,,,,254_0,FAILED,SOBOL,,,949,2414,801,0.230817453529685745472477265139,0.000000001
255,,,,,,,,,,,,,,,255_0,FAILED,SOBOL,,,2548,2611,3727,0.684904603879898821183758172992,0.6
256,,,,,,,,,,,,,,,256_0,FAILED,SOBOL,,,2559,2412,4389,0.422998498981818571440527421146,0.00000000001
257,,,,,,,,,,,,,,,257_0,FAILED,SOBOL,,,940,2604,2317,0.974189986517652872777262018644,0.7
258,,,,,,,,,,,,,,,258_0,FAILED,SOBOL,,,1687,302,2761,0.181209585759788766035072171690,0.01
259,,,,,,,,,,,,,,,259_0,FAILED,SOBOL,,,4467,4714,537,0.732515523273497781708840648207,0.000000000001
260,,,,,,,,,,,,,,,260_0,FAILED,SOBOL,,,4090,785,1487,0.556623211035504938948292874557,0.5
261,,,,,,,,,,,,,,,261_0,FAILED,SOBOL,,,1944,4182,4262,0.106669287199154499967690412632,0.6
262,,,,,,,,,,,,,,,262_0,FAILED,SOBOL,,,113,1802,663,0.798233190208673448751142132096,0.0001
263,,,,,,,,,,,,,,,263_0,FAILED,SOBOL,,,3578,3165,3592,0.348408468738198306979825247254,0.8
264,,,,,,,,,,,,,,,264_0,FAILED,SOBOL,,,3192,494,1037,0.031598873956128953333077902244,0.2
265,,,,,,,,,,,,,,,265_0,FAILED,SOBOL,,,343,4513,3189,0.571208710787817874887650759774,0.4
266,,,,,,,,,,,,,,,266_0,FAILED,SOBOL,,,2340,2132,1738,0.273391834046691650783600380237,0.000000000001
267,,,,,,,,,,,,,,,267_0,FAILED,SOBOL,,,3851,2873,4040,0.812886745017021850046035069681,0.1
268,,,,,,,,,,,,,,,268_0,FAILED,SOBOL,,,4707,1453,3003,0.895213108958676451187841394130,0.7
269,,,,,,,,,,,,,,,269_0,FAILED,SOBOL,,,1291,3522,305,0.441490708427503708577432917082,0.6
270,,,,,,,,,,,,,,,270_0,FAILED,SOBOL,,,711,1221,4773,0.653606693334877530965343339631,0.3
271,,,,,,,,,,,,,,,271_0,FAILED,SOBOL,,,2944,3756,1924,0.199755566321313388078451112051,0.00001
272,,,,,,,,,,,,,,,272_0,FAILED,SOBOL,,,3010,1013,3333,0.766008087616413813059068615985,0.2
273,,,,,,,,,,,,,,,273_0,FAILED,SOBOL,,,801,4022,1186,0.319229258384555569794116536286,0.0001
274,,,,,,,,,,,,,,,274_0,FAILED,SOBOL,,,1538,1403,3896,0.524280323563143579868039978464,0.00000000001
275,,,,,,,,,,,,,,,275_0,FAILED,SOBOL,,,4929,3633,1590,0.077615468425676223396258990306,0.00001
276,,,,,,,,,,,,,,,276_0,COMPLETED,SOBOL,8291.000000000000000000000000000000,0.080000000000000001665334536938,3936,1886,122,0.151177707456052301537852144975,0.5
277,,,,,,,,,,,,,,,277_0,FAILED,SOBOL,,,2410,3101,2815,0.699194100387394379403360744618,0.001
278,,,,,,,,,,,,,,,278_0,FAILED,SOBOL,,,570,402,2107,0.392848367350175975420967233731,0.000000001
279,,,,,,,,,,,,,,,279_0,FAILED,SOBOL,,,3434,4584,4961,0.940994438530877275184138852637,0.00000001
280,,,,,,,,,,,,,,,280_0,FAILED,SOBOL,,,3664,1595,2485,0.686559068579226772222057206818,0.8
281,,,,,,,,,,,,,,,281_0,FAILED,SOBOL,,,184,3432,4553,0.228199659381061792373657226562,0.000000000001
282,,,,,,,,,,,,,,,282_0,FAILED,SOBOL,,,2172,733,368,0.928290399899706297759394146851,0.2
283,,,,,,,,,,,,,,,283_0,FAILED,SOBOL,,,4332,4291,2598,0.469817492490634314172837093793,0.4
284,,,,,,,,,,,,,,,284_0,FAILED,SOBOL,,,4533,54,4133,0.302688825562596297569228909197,0.6
285,,,,,,,,,,,,,,,285_0,FAILED,SOBOL,,,1777,4941,1363,0.846935671061277428606217654306,0.00000000001
286,,,,,,,,,,,,,,,286_0,FAILED,SOBOL,,,1187,2322,3721,0.061022216254845260130501571894,0.5
287,,,,,,,,,,,,,,,287_0,FAILED,SOBOL,,,2781,2675,788,0.605138907620683341725964510260,0.3
288,,,,,,,,,,,,,,,288_0,FAILED,SOBOL,,,2659,224,1871,0.963151044677942991256713867188,0.4
289,,,,,,,,,,,,,,,289_0,FAILED,SOBOL,,,1153,4791,3944,0.388173785265535142841031301941,0.5
290,,,,,,,,,,,,,,,290_0,FAILED,SOBOL,,,1811,2489,981,0.705817901222035248842701093963,0.00001
291,,,,,,,,,,,,,,,291_0,FAILED,SOBOL,,,4656,2527,3204,0.130970320058986539057954701093,0.8
292,,,,,,,,,,,,,,,292_0,FAILED,SOBOL,,,4288,1723,4755,0.080737776212394238295466664113,0.7
293,,,,,,,,,,,,,,,293_0,FAILED,SOBOL,,,2059,3245,1978,0.507452599324285991144733998226,0.5
294,,,,,,,,,,,,,,,294_0,FAILED,SOBOL,,,297,864,3097,0.338006201373413195376826934080,0.00000000001
295,,,,,,,,,,,,,,,295_0,FAILED,SOBOL,,,3707,4103,170,0.764834998579695835019265359733,0.1
296,,,,,,,,,,,,,,,296_0,FAILED,SOBOL,,,3312,2056,2703,0.613712951470166467871081295016,0.2
297,,,,,,,,,,,,,,,297_0,FAILED,SOBOL,,,536,2951,553,0.034966144625097513032319085369,0.0000001
298,,,,,,,,,,,,,,,298_0,FAILED,SOBOL,,,2445,570,4523,0.871042523941025104150526203739,0.00000001
299,,,,,,,,,,,,,,,299_0,FAILED,SOBOL,,,4058,4435,2220,0.292165562963113190075858938144,0.6
300,,,,,,,,,,,,,,,300_0,FAILED,SOBOL,,,4885,1141,758,0.498339530989527712545594795301,0.4
301,,,,,,,,,,,,,,,301_0,FAILED,SOBOL,,,1425,3835,3455,0.913473774135112770444777652301,0.01
302,,,,,,,,,,,,,,,302_0,FAILED,SOBOL,,,913,1534,1468,0.241067066395655282828869303557,0.3
303,,,,,,,,,,,,,,,303_0,FAILED,SOBOL,,,3054,3444,4318,0.656087811330333336989895087754,0.2
304,,,,,,,,,,,,,,,304_0,FAILED,SOBOL,,,2832,1325,429,0.370596544539555927677554336697,0.00000000001
305,,,,,,,,,,,,,,,305_0,FAILED,SOBOL,,,667,3710,2574,0.793648968359455420085168952937,0.000000001
306,,,,,,,,,,,,,,,306_0,FAILED,SOBOL,,,1335,1090,2345,0.113202727798372509981916778088,0.000001
307,,,,,,,,,,,,,,,307_0,FAILED,SOBOL,,,4819,3945,4652,0.536384353984147299598816971411,0.001
308,,,,,,,,,,,,,,,308_0,FAILED,SOBOL,,,3816,323,3619,0.735728191295638711544313537161,0.3
309,,,,,,,,,,,,,,,309_0,FAILED,SOBOL,,,2218,4663,927,0.164413331175222998670193419457,0.5
310,,,,,,,,,,,,,,,310_0,FAILED,SOBOL,,,465,1965,4154,0.992935459852218649245969572803,0.00001
311,,,,,,,,,,,,,,,311_0,FAILED,SOBOL,,,3227,3021,1300,0.421735049709677678464458949747,0.1
312,,,,,,,,,,,,,,,312_0,FAILED,SOBOL,,,3466,657,3756,0.208237231148406864988942288619,0.0001
313,,,,,,,,,,,,,,,313_0,FAILED,SOBOL,,,70,4369,1688,0.627521178273484081522326505365,0.0000001
314,,,,,,,,,,,,,,,314_0,FAILED,SOBOL,,,1988,1671,3392,0.465627004738897065649894102535,0.2
315,,,,,,,,,,,,,,,315_0,FAILED,SOBOL,,,4203,3354,1163,0.884782225381583020684672646894,0.00000000001
316,,,,,,,,,,,,,,,316_0,FAILED,SOBOL,,,4433,2242,2127,0.841379340084269622401791366428,0.8
317,,,,,,,,,,,,,,,317_0,FAILED,SOBOL,,,1564,2753,4899,0.258482829259708501989933893128,0.2
318,,,,,,,,,,,,,,,318_0,COMPLETED,SOBOL,1711.000000000000000000000000000000,1.640000000000000124344978758018,1062,134,21,0.584168496824800986821912829328,0.0000000001
319,,,,,,,,,,,,,,,319_0,FAILED,SOBOL,,,2593,4862,2952,0.001157060138881206567962323106,0.00000001
320,,,,,,,,,,,,,,,320_0,COMPLETED,SOBOL,11034.000000000000000000000000000000,0.110000000000000000555111512313,2638,911,261,0.636156277416273896463394521561,0.01
321,,,,,,,,,,,,,,,321_0,FAILED,SOBOL,,,1054,4074,3038,0.217124132139608266856001250744,0.8
322,,,,,,,,,,,,,,,322_0,FAILED,SOBOL,,,1634,1773,1890,0.877834549587219958866057822888,0.0001
323,,,,,,,,,,,,,,,323_0,FAILED,SOBOL,,,4400,3215,4817,0.458916854288429043595698431091,0.000001
324,,,,,,,,,,,,,,,324_0,FAILED,SOBOL,,,4152,2461,3164,0.251791238265112016225799607128,0.9
325,,,,,,,,,,,,,,,325_0,FAILED,SOBOL,,,2002,2575,1091,0.834435947241261577467241750128,0.00000001
326,,,,,,,,,,,,,,,326_0,FAILED,SOBOL,,,5,193,3986,0.010055858217179775015992504450,0.4
327,,,,,,,,,,,,,,,327_0,FAILED,SOBOL,,,3494,4841,1763,0.592829769559204633466720224533,0.7
328,,,,,,,,,,,,,,,328_0,FAILED,SOBOL,,,3255,1503,4238,0.784766409805044529157669330743,0.00001
329,,,,,,,,,,,,,,,329_0,FAILED,SOBOL,,,401,3494,1541,0.361949488824233389649975833890,0.5
330,,,,,,,,,,,,,,,330_0,RUNNING,SOBOL,,,2231,1113,3538,0.543092184502631414311224489211,0.1
331,,,,,,,,,,,,,,,331_0,RUNNING,SOBOL,,,3767,3883,688,0.120160337660461663533695286787,0.0000000001
332,,,,,,,,,,,,,,,332_0,RUNNING,SOBOL,,,4786,620,2273,0.171344767445698376029383780406,0.000000000001
333,,,,,,,,,,,,,,,333_0,RUNNING,SOBOL,,,1404,4405,4423,0.742424124727025680492431547464,0.2
334,,,,,,,,,,,,,,,334_0,RUNNING,SOBOL,,,658,2103,502,0.413083711043000234575117701752,0.001
335,,,,,,,,,,,,,,,335_0,RUNNING,SOBOL,,,2877,2922,2806,0.984034341841936055494954871392,0.0001
336,,,,,,,,,,,,,,,336_0,RUNNING,SOBOL,,,3124,1993,1397,0.043617007408291101622221930256,0.000000001
337,,,,,,,,,,,,,,,337_0,RUNNING,SOBOL,,,881,2973,4089,0.622614545363932903043746591720,0.00000000001
338,,,,,,,,,,,,,,,338_0,RUNNING,SOBOL,,,1470,354,832,0.285234602576121709649470403747,0.9
339,,,,,,,,,,,,,,,339_0,RUNNING,SOBOL,,,4877,4613,3687,0.864346114626154293780757598142,0.5
340,,,,,,,,,,,,,,,340_0,FAILED,SOBOL,,,3994,1043,4606,0.906766419500112497154020729795,0.00001
341,,,,,,,,,,,,,,,341_0,FAILED,SOBOL,,,2473,3974,2461,0.491381445243954662061014460051,0.6
342,,,,,,,,,,,,,,,342_0,FAILED,SOBOL,,,486,1275,2622,0.664969894001260386495744114654,0.8
343,,,,,,,,,,,,,,,343_0,FAILED,SOBOL,,,3325,3740,315,0.249714597994461662278098401657,0.0000001
344,,,,,,,,,,,,,,,344_0,FAILED,SOBOL,,,3721,84,2869,0.379275463070720408875757811984,0.8
345,,,,,,,,,,,,,,,345_0,COMPLETED,SOBOL,12781.000000000000000000000000000000,0.560000000000000053290705182008,247,4893,97,0.954489296060055503190255876689,0.9
346,,,,,,,,,,,,,,,346_0,FAILED,SOBOL,,,2087,2195,4985,0.137661435170099127889287160542,0.001
347,,,,,,,,,,,,,,,347_0,FAILED,SOBOL,,,4223,2782,2054,0.712761769948527246221203768073,0.00001
348,,,,,,,,,,,,,,,348_0,FAILED,SOBOL,,,4647,1702,1220,0.514399799235165100519395764422,0.000001
349,,,,,,,,,,,,,,,349_0,FAILED,SOBOL,,,1856,3304,3289,0.087448402546346185038039777737,0.3
350,,,,,,,,,,,,,,,350_0,FAILED,SOBOL,,,1119,685,1633,0.756200375320389861499847938830,0.8
351,,,,,,,,,,,,,,,351_0,FAILED,SOBOL,,,2728,4321,3862,0.329118824498727924332541761032,0.2
352,,,,,,,,,,,,,,,352_0,FAILED,SOBOL,,,2772,1849,3480,0.219790545407682669232229955014,0.2
353,,,,,,,,,,,,,,,353_0,FAILED,SOBOL,,,1232,3137,704,0.677411918807774737771865147806,0.00000000001
354,,,,,,,,,,,,,,,354_0,FAILED,SOBOL,,,1744,835,4372,0.476990201687440273925489009343,0.0000001
355,,,,,,,,,,,,,,,355_0,FAILED,SOBOL,,,4603,4152,1443,0.934741253336891508851635990140,0.4
356,,,,,,,,,,,,,,,356_0,FAILED,SOBOL,,,4345,274,597,0.853397469818592102619447814504,0.0000000001
357,,,,,,,,,,,,,,,357_0,FAILED,SOBOL,,,2121,4762,2669,0.309888660117983827380072625601,0.000000001
358,,,,,,,,,,,,,,,358_0,FAILED,SOBOL,,,213,2381,2254,0.596011269072070692942588721053,0.1
359,,,,,,,,,,,,,,,359_0,FAILED,SOBOL,,,3599,2653,4479,0.052616433465853332251960239319,0.3
360,,,,,,,,,,,,,,,360_0,FAILED,SOBOL,,,3370,1190,2022,0.328373136457055792014614326035,0.0000000001
361,,,,,,,,,,,,,,,361_0,FAILED,SOBOL,,,598,3806,4721,0.774428087424486877310414456588,0.000000001
362,,,,,,,,,,,,,,,362_0,COMPLETED,SOBOL,11937.000000000000000000000000000000,0.089999999999999996669330926125,2361,1425,204,0.071169909192249178331302061906,0.2
363,,,,,,,,,,,,,,,363_0,FAILED,SOBOL,,,3950,3570,3053,0.517094706026837269696727616974,0.000000000001
364,,,,,,,,,,,,,,,364_0,FAILED,SOBOL,,,4998,2182,3969,0.692005151666700846213586828526,0.3
365,,,,,,,,,,,,,,,365_0,FAILED,SOBOL,,,1505,2843,1817,0.144712636999785898561654562400,0.00001
366,,,,,,,,,,,,,,,366_0,FAILED,SOBOL,,,846,541,3258,0.949387312980368713866141661128,0.6
367,,,,,,,,,,,,,,,367_0,FAILED,SOBOL,,,3002,4485,956,0.401981300102546790231627937828,0.7
368,,,,,,,,,,,,,,,368_0,FAILED,SOBOL,,,2912,430,4845,0.562815360454842483761694893474,0.000001
369,,,,,,,,,,,,,,,369_0,FAILED,SOBOL,,,780,4535,2152,0.022466417087242007699643409069,0.4
370,,,,,,,,,,,,,,,370_0,FAILED,SOBOL,,,1283,1917,2928,0.820076169621199335679762043583,0.001
371,,,,,,,,,,,,,,,371_0,COMPLETED,SOBOL,7287.000000000000000000000000000000,0.260000000000000008881784197001,4752,3051,75,0.279856428619474184582571751889,0.6
372,,,,,,,,,,,,,,,372_0,FAILED,SOBOL,,,3879,1355,1654,0.447936743544414650575191672033,0.00000001
373,,,,,,,,,,,,,,,373_0,FAILED,SOBOL,,,2275,3661,3800,0.902398250611498919937503160327,0.0000000001
374,,,,,,,,,,,,,,,374_0,FAILED,SOBOL,,,356,962,1120,0.190611212365329268925151495750,0.01
375,,,,,,,,,,,,,,,375_0,FAILED,SOBOL,,,3142,4052,3426,0.645187169410288308135648094321,0.0000001
376,,,,,,,,,,,,,,,376_0,FAILED,SOBOL,,,3528,2272,893,0.983318100949749362982288403146,0.5
377,,,,,,,,,,,,,,,377_0,FAILED,SOBOL,,,127,2705,3663,0.431403805887326574630691311540,0.000001
378,,,,,,,,,,,,,,,378_0,FAILED,SOBOL,,,1879,7,1256,0.726053248632699266273959892715,0.9
379,,,,,,,,,,,,,,,379_0,FAILED,SOBOL,,,4118,4969,4188,0.174010227087885133157030281836,0.6
380,,,,,,,,,,,,,,,380_0,FAILED,SOBOL,,,4513,764,2521,0.099496102118864657160024478344,0.8
381,,,,,,,,,,,,,,,381_0,FAILED,SOBOL,,,1678,4242,453,0.550172833481803569277701626561,0.3
382,,,,,,,,,,,,,,,382_0,FAILED,SOBOL,,,1010,1622,4628,0.356818058595061327054054345354,0.00000001
383,,,,,,,,,,,,,,,383_0,FAILED,SOBOL,,,2526,3384,2398,0.807379864096641530757381133299,0.2
384,,,,,,,,,,,,,,,384_0,FAILED,SOBOL,,,2512,564,2651,0.266394285291433330353783048849,0.000001
385,,,,,,,,,,,,,,,385_0,FAILED,SOBOL,,,986,4432,342,0.817950299575924910655544408655,0.00001
386,,,,,,,,,,,,,,,386_0,FAILED,SOBOL,,,1646,2047,4576,0.024723393032327296847672215563,0.00000001
387,,,,,,,,,,,,,,,387_0,FAILED,SOBOL,,,4509,2949,2430,0.576150204950943600756829710008,0.2
388,,,,,,,,,,,,,,,388_0,FAILED,SOBOL,,,4122,1554,841,0.650736307296901905772301688557,0.1
389,,,,,,,,,,,,,,,389_0,FAILED,SOBOL,,,1913,3471,3695,0.200661509055644282639718767314,0.00000000001
390,,,,,,,,,,,,,,,390_0,FAILED,SOBOL,,,150,1165,1386,0.892464307432994208291177073988,0.000000000001
391,,,,,,,,,,,,,,,391_0,FAILED,SOBOL,,,3541,3861,4078,0.442275059213861843065984658097,0.3
392,,,,,,,,,,,,,,,392_0,FAILED,SOBOL,,,3145,2472,1603,0.187963240511715423686212034227,0.0001
393,,,,,,,,,,,,,,,393_0,FAILED,SOBOL,,,389,2513,3831,0.727695855282247117123972657282,0.001
394,,,,,,,,,,,,,,,394_0,FAILED,SOBOL,,,2299,207,1248,0.429630569221451874550865568381,0.6
395,,,,,,,,,,,,,,,395_0,FAILED,SOBOL,,,3893,4781,3317,0.969491910474374884998383095080,0.0000001
396,,,,,,,,,,,,,,,396_0,FAILED,SOBOL,,,4739,895,4974,0.801347470249980653456134405133,0.7
397,,,,,,,,,,,,,,,397_0,FAILED,SOBOL,,,1260,4141,2042,0.347258639436215155171794322086,0.0000000001
398,,,,,,,,,,,,,,,398_0,FAILED,SOBOL,,,747,1755,2877,0.559615423245355514403343022423,0.9
399,,,,,,,,,,,,,,,399_0,COMPLETED,SOBOL,11514.000000000000000000000000000000,0.029999999999999998889776975375,2907,3279,106,0.105641518292948599633263029318,0.000000000001
400,,,,,,,,,,,,,,,400_0,FAILED,SOBOL,,,2978,1650,4015,0.921277924017980698323526667082,0.000001
401,,,,,,,,,,,,,,,401_0,FAILED,SOBOL,,,832,3326,1791,0.474865525068715210732506193381,0.2
402,,,,,,,,,,,,,,,402_0,FAILED,SOBOL,,,1502,633,3134,0.679668177209794555082567057980,0.0000000001
403,,,,,,,,,,,,,,,403_0,FAILED,SOBOL,,,4966,4343,1060,0.233126100011169901105034796274,0.9
404,,,,,,,,,,,,,,,404_0,FAILED,SOBOL,,,3983,140,1899,0.058166757343336941699085684832,0.1
405,,,,,,,,,,,,,,,405_0,FAILED,SOBOL,,,2364,4866,4825,0.606060372335836317070345558022,0.0000001
406,,,,,,,,,,,,,,,406_0,FAILED,SOBOL,,,611,2251,250,0.299955434482544636143330762934,0.3
407,,,,,,,,,,,,,,,407_0,FAILED,SOBOL,,,3392,2755,3026,0.847735075380653180232570775843,0.4
408,,,,,,,,,,,,,,,408_0,FAILED,SOBOL,,,3631,1059,472,0.531049388760700846745521630510,0.1
409,,,,,,,,,,,,,,,409_0,FAILED,SOBOL,,,216,3907,2775,0.072810853967443106560253340831,0.0001
410,,,,,,,,,,,,,,,410_0,FAILED,SOBOL,,,2135,1293,2301,0.772655084982514339664305680344,0.7
411,,,,,,,,,,,,,,,411_0,FAILED,SOBOL,,,4369,3675,4451,0.314546704322099690553926620851,0.01
412,,,,,,,,,,,,,,,412_0,FAILED,SOBOL,,,4580,1982,3527,0.395947236945852654166344564146,0.000000000001
413,,,,,,,,,,,,,,,413_0,FAILED,SOBOL,,,1731,3035,677,0.939829555695876450727155315690,0.3
414,,,,,,,,,,,,,,,414_0,FAILED,SOBOL,,,1227,341,4247,0.154154992539435625742427760088,0.0000001
415,,,,,,,,,,,,,,,415_0,FAILED,SOBOL,,,2739,4674,1549,0.698150809500366453796971200063,0.0001
416,,,,,,,,,,,,,,,416_0,FAILED,SOBOL,,,2705,2126,1111,0.869892635153606486042576761974,0.4
417,,,,,,,,,,,,,,,417_0,FAILED,SOBOL,,,1106,2870,3418,0.295279902489855861080769727778,0.001
418,,,,,,,,,,,,,,,418_0,FAILED,SOBOL,,,1853,484,1664,0.612685123078525073481159779476,0.5
419,,,,,,,,,,,,,,,419_0,FAILED,SOBOL,,,4615,4511,3812,0.037958416320383547848393845925,0.00000000001
420,,,,,,,,,,,,,,,420_0,FAILED,SOBOL,,,4257,1241,2900,0.236247457889840001277192982343,0.2
421,,,,,,,,,,,,,,,421_0,COMPLETED,SOBOL,5613.000000000000000000000000000000,0.209999999999999992228438827624,2091,3784,47,0.662841406596824556096692049323,0.000001
422,,,,,,,,,,,,,,,422_0,FAILED,SOBOL,,,260,1477,4875,0.493641514431685191066634388335,0.8
423,,,,,,,,,,,,,,,423_0,FAILED,SOBOL,,,3743,3549,2182,0.920105784889310607255197282939,0.3
424,,,,,,,,,,,,,,,424_0,FAILED,SOBOL,,,3358,285,4639,0.706723903441801692970614112710,0.000000000001
425,,,,,,,,,,,,,,,425_0,FAILED,SOBOL,,,489,4700,2409,0.128099874535575503076145764680,0.000000001
426,,,,,,,,,,,,,,,426_0,FAILED,SOBOL,,,2487,2394,2512,0.963935454949736647556335356057,0.00000001
427,,,,,,,,,,,,,,,427_0,FAILED,SOBOL,,,4017,2593,445,0.385424924254417433644448465202,0.0000001
428,,,,,,,,,,,,,,,428_0,FAILED,SOBOL,,,4853,1833,1286,0.343069696446880678664115293941,0.00001
429,,,,,,,,,,,,,,,429_0,FAILED,SOBOL,,,1458,3203,4219,0.757837509309873036400517776201,0.01
430,,,,,,,,,,,,,,,430_0,FAILED,SOBOL,,,876,817,864,0.085679210890084511742514905563,0.2
431,,,,,,,,,,,,,,,431_0,FAILED,SOBOL,,,3091,4217,3635,0.500577177885919821775928539864,0.001
432,,,,,,,,,,,,,,,432_0,FAILED,SOBOL,,,2864,713,2246,0.464462181389331818515131544700,0.9
433,,,,,,,,,,,,,,,433_0,FAILED,SOBOL,,,634,4264,4470,0.887881035491824177618980229454,0.0000000001
434,,,,,,,,,,,,,,,434_0,FAILED,SOBOL,,,1373,1571,608,0.207193999746814377926895645032,0.7
435,,,,,,,,,,,,,,,435_0,FAILED,SOBOL,,,4783,3406,2680,0.630498403871431967182559219509,0.00000001
436,,,,,,,,,,,,,,,436_0,FAILED,SOBOL,,,3771,2328,4343,0.579363822881132417563776471070,0.01
437,,,,,,,,,,,,,,,437_0,FAILED,SOBOL,,,2265,2678,1416,0.007926184821873903316169496236,0.001
438,,,,,,,,,,,,,,,438_0,FAILED,SOBOL,,,423,63,3510,0.836696726536378276861682934396,0.0001
439,,,,,,,,,,,,,,,439_0,FAILED,SOBOL,,,3267,4943,735,0.265129886111244550406240705342,0.8
440,,,,,,,,,,,,,,,440_0,FAILED,SOBOL,,,3497,1371,3268,0.114124133028090005148591501438,0.00001
441,,,,,,,,,,,,,,,441_0,FAILED,SOBOL,,,38,3594,967,0.533528954558074475222895216575,0.8
442,,,,,,,,,,,,,,,442_0,FAILED,SOBOL,,,2025,981,3960,0.371395889373496157492837710379,0.000001
443,,,,,,,,,,,,,,,443_0,FAILED,SOBOL,,,4167,3987,1809,0.790915636764839335981491785788,0.000000001
444,,,,,,,,,,,,,,,444_0,COMPLETED,SOBOL,11858.000000000000000000000000000000,3.520000000000000017763568394003,4387,419,234,0.997983551915734956594405957730,0.9
445,,,,,,,,,,,,,,,445_0,FAILED,SOBOL,,,1611,4598,3083,0.414722514342516668239824184639,0.6
446,,,,,,,,,,,,,,,446_0,FAILED,SOBOL,,,1020,1904,1994,0.740654691411182231064458392211,0.00000000001
447,,,,,,,,,,,,,,,447_0,FAILED,SOBOL,,,2634,3111,4693,0.157522380320355287475209138393,0.7
448,,,,,,,,,,,,,,,448_0,FAILED,SOBOL,,,2606,1427,2077,0.541927063725888724654566885874,0.01
449,,,,,,,,,,,,,,,449_0,FAILED,SOBOL,,,1085,3579,4930,0.123259445197880262989897914849,0.0001
450,,,,,,,,,,,,,,,450_0,COMPLETED,SOBOL,10858.000000000000000000000000000000,0.320000000000000006661338147751,1598,1193,150,0.783723356859758468750953852577,0.8
451,,,,,,,,,,,,,,,451_0,FAILED,SOBOL,,,4437,3812,2843,0.364926535965874765388150535728,0.6
452,,,,,,,,,,,,,,,452_0,FAILED,SOBOL,,,4199,515,3885,0.408279334526509052327725157738,0.0000000001
