trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
961,,,,,,,,,,,,,,,961_0,ABANDONED,SOBOL,,,237,0,256,1450,1725
962,,,,,,,,,,,,,,,962_0,ABANDONED,SOBOL,,,2163,4,59,256,1255
963,,,,,,,,,,,,,,,963_0,ABANDONED,SOBOL,,,3572,1,469,1655,850
964,,,,,,,,,,,,,,,964_0,ABANDONED,SOBOL,,,2608,4,320,1839,549
965,,,,,,,,,,,,,,,965_0,ABANDONED,SOBOL,,,1835,1,161,190,1079
966,,,,,,,,,,,,,,,966_0,ABANDONED,SOBOL,,,1240,3,406,1009,1924
967,,,,,,,,,,,,,,,967_0,ABANDONED,SOBOL,,,4514,0,123,894,458
968,,,,,,,,,,,,,,,968_0,ABANDONED,SOBOL,,,4806,4,433,31,1608
969,,,,,,,,,,,,,,,969_0,ABANDONED,SOBOL,,,907,1,88,1879,16
970,,,,,,,,,,,,,,,970_0,ABANDONED,SOBOL,,,1503,3,348,825,983
971,,,,,,,,,,,,,,,971_0,ABANDONED,SOBOL,,,2903,0,126,1209,1387
972,,,,,,,,,,,,,,,972_0,ABANDONED,SOBOL,,,3277,3,24,1270,1212
973,,,,,,,,,,,,,,,973_0,ABANDONED,SOBOL,,,2494,0,496,636,682
974,,,,,,,,,,,,,,,974_0,ABANDONED,SOBOL,,,572,4,190,1564,341
975,,,,,,,,,,,,,,,975_0,ABANDONED,SOBOL,,,3855,2,284,466,1806
976,,,,,,,,,,,,,,,976_0,ABANDONED,SOBOL,,,3908,4,73,1084,803
977,,,,,,,,,,,,,,,977_0,ABANDONED,SOBOL,,,321,2,417,953,1333
978,,,,,,,,,,,,,,,978_0,ABANDONED,SOBOL,,,2246,3,141,1757,1678
979,,,,,,,,,,,,,,,979_0,ABANDONED,SOBOL,,,3333,0,363,155,212
980,,,,,,,,,,,,,,,980_0,ABANDONED,SOBOL,,,3004,2,480,338,380
981,,,,,,,,,,,,,,,981_0,ABANDONED,SOBOL,,,1283,0,9,1690,1971
982,,,,,,,,,,,,,,,982_0,ABANDONED,SOBOL,,,689,3,300,511,1001
983,,,,,,,,,,,,,,,983_0,ABANDONED,SOBOL,,,4909,1,205,1391,596
984,,,,,,,,,,,,,,,984_0,ABANDONED,SOBOL,,,4576,3,273,1529,1466
985,,,,,,,,,,,,,,,985_0,ABANDONED,SOBOL,,,980,1,240,384,935
986,1753881140.000000000000000000000000000000,1753881153.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1577 feature_id 4 p 453 big_windowSize 1328 small_windowSize 95,1.000000000000000000000000000000,,i7168,5702263.000000000000000000000000000000,,,,,,,986_0,FAILED,SOBOL,,,1577,4,453,1328,95
987,,,,,,,,,,,,,,,987_0,ABANDONED,SOBOL,,,2674,2,44,710,1561
988,,,,,,,,,,,,,,,988_0,ABANDONED,SOBOL,,,3663,4,177,767,1854
989,1753881143.000000000000000000000000000000,1753881423.000000000000000000000000000000,280.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1952 feature_id 1 p 336 big_windowSize 1136 small_windowSize 262,0.000000000000000000000000000000,,i7164,5702265.000000000000000000000000000000,270.000000000000000000000000000000,553.640625000000000000000000000000,553.640625000000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,989_0,COMPLETED,SOBOL,270.000000000000000000000000000000,0.000000000000000000000000000000,1952,1,336,1136,262
990,,,,,,,,,,,,,,,990_0,ABANDONED,SOBOL,,,29,2,107,66,729
991,,,,,,,,,,,,,,,991_0,ABANDONED,SOBOL,,,4240,0,389,1961,1133
992,,,,,,,,,,,,,,,992_0,ABANDONED,SOBOL,,,4355,4,354,1424,480
993,,,,,,,,,,,,,,,993_0,ABANDONED,SOBOL,,,129,1,135,543,1886
994,,,,,,,,,,,,,,,994_0,ABANDONED,SOBOL,,,1954,2,426,1722,1104
995,,,,,,,,,,,,,,,995_0,ABANDONED,SOBOL,,,3681,0,79,370,509
996,,,,,,,,,,,,,,,996_0,ABANDONED,SOBOL,,,2798,3,196,185,841
997,,,,,,,,,,,,,,,997_0,ABANDONED,SOBOL,,,1707,1,293,1787,1310
998,,,,,,,,,,,,,,,998_0,ABANDONED,SOBOL,,,1051,4,18,983,1718
999,1753881516.000000000000000000000000000000,1753881902.000000000000000000000000000000,386.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4642 feature_id 1 p 488 big_windowSize 1114 small_windowSize 187,0.000000000000000000000000000000,,i7168,5702417.000000000000000000000000000000,375.000000000000000000000000000000,553.851562500000000000000000000000,553.751562499999977262632455676794,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,999_0,COMPLETED,SOBOL,375.000000000000000000000000000000,0.000000000000000000000000000000,4642,1,488,1114,187
1000,,,,,,,,,,,,,,,1000_0,ABANDONED,SOBOL,,,4937,2,52,1993,1754
1001,,,,,,,,,,,,,,,1001_0,ABANDONED,SOBOL,,,720,0,460,98,347
1002,,,,,,,,,,,,,,,1002_0,ABANDONED,SOBOL,,,1373,3,232,1168,627
1003,,,,,,,,,,,,,,,1003_0,ABANDONED,SOBOL,,,3090,1,265,799,1220
1004,,,,,,,,,,,,,,,1004_0,ABANDONED,SOBOL,,,3388,4,398,740,1428
1005,,,,,,,,,,,,,,,1005_0,ABANDONED,SOBOL,,,2288,2,114,1358,958
1006,1753881536.000000000000000000000000000000,1753881724.000000000000000000000000000000,188.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 460 feature_id 3 p 327 big_windowSize 414 small_windowSize 55,0.000000000000000000000000000000,,i7186,5702422.000000000000000000000000000000,178.000000000000000000000000000000,553.070312500000000000000000000000,553.070312500000000000000000000000,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.000000000000000000000000000000,1006_0,COMPLETED,SOBOL,178.000000000000000000000000000000,0.000000000000000000000000000000,460,3,327,414,55
1007,,,,,,,,,,,,,,,1007_0,ABANDONED,SOBOL,,,4061,0,170,1559,1585
1008,,,,,,,,,,,,,,,1008_0,ABANDONED,SOBOL,,,3804,3,444,925,588
1009,,,,,,,,,,,,,,,1009_0,ABANDONED,SOBOL,,,525,0,37,1040,1056
1010,,,,,,,,,,,,,,,1010_0,ABANDONED,SOBOL,,,2349,4,281,221,1964
1011,1753881542.000000000000000000000000000000,1753881554.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3129 feature_id 2 p 247 big_windowSize 1869 small_windowSize 433,1.000000000000000000000000000000,,i7167,5702426.000000000000000000000000000000,,,,,,,1011_0,FAILED,SOBOL,,,3129,2,247,1869,433
1012,1753881539.000000000000000000000000000000,1753881551.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2880 feature_id 3 p 99 big_windowSize 1687 small_windowSize 234,1.000000000000000000000000000000,,i7161,5702428.000000000000000000000000000000,,,,,,,1012_0,FAILED,SOBOL,,,2880,3,99,1687,234
1013,,,,,,,,,,,,,,,1013_0,ABANDONED,SOBOL,,,1467,1,383,288,1640
1014,,,,,,,,,,,,,,,1014_0,ABANDONED,SOBOL,,,812,2,185,1482,1357
1015,,,,,,,,,,,,,,,1015_0,ABANDONED,SOBOL,,,4725,0,343,618,763
1016,,,,,,,,,,,,,,,1016_0,ABANDONED,SOBOL,,,4395,4,150,496,1174
1017,,,,,,,,,,,,,,,1017_0,ABANDONED,SOBOL,,,1105,2,371,1594,704
1018,,,,,,,,,,,,,,,1018_0,ABANDONED,SOBOL,,,1759,3,64,666,301
1019,,,,,,,,,,,,,,,1019_0,ABANDONED,SOBOL,,,2548,1,410,1300,1831
1020,,,,,,,,,,,,,,,1020_0,ABANDONED,SOBOL,,,3462,2,309,1242,1508
1021,1753882022.000000000000000000000000000000,1753882034.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2059 feature_id 0 p 212 big_windowSize 857 small_windowSize 101,1.000000000000000000000000000000,,i7174,5702527.000000000000000000000000000000,,,,,,,1021_0,FAILED,SOBOL,,,2059,0,212,857,101
1022,,,,,,,,,,,,,,,1022_0,ABANDONED,SOBOL,,,231,4,471,1911,880
1023,,,,,,,,,,,,,,,1023_0,ABANDONED,SOBOL,,,4134,1,2,63,1474
1024,,,,,,,,,,,,,,,1024_0,ABANDONED,SOBOL,,,4133,4,351,971,712
1025,,,,,,,,,,,,,,,1025_0,ABANDONED,SOBOL,,,235,2,131,1121,1182
1026,,,,,,,,,,,,,,,1026_0,ABANDONED,SOBOL,,,2060,3,437,177,1839
1027,1753882027.000000000000000000000000000000,1753882046.000000000000000000000000000000,19.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3458 feature_id 1 p 91 big_windowSize 1791 small_windowSize 308,1.000000000000000000000000000000,,i7171,5702529.000000000000000000000000000000,,,,,,,1027_0,FAILED,SOBOL,,,3458,1,91,1791,308
1028,1753882027.000000000000000000000000000000,1753882039.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2547 feature_id 2 p 192 big_windowSize 1730 small_windowSize 109,1.000000000000000000000000000000,,i7169,5702531.000000000000000000000000000000,,,,,,,1028_0,FAILED,SOBOL,,,2547,2,192,1730,109
1029,,,,,,,,,,,,,,,1029_0,ABANDONED,SOBOL,,,1762,0,289,366,1515
1030,,,,,,,,,,,,,,,1030_0,ABANDONED,SOBOL,,,1107,4,30,1436,1482
1031,,,,,,,,,,,,,,,1031_0,ABANDONED,SOBOL,,,4391,1,499,536,888
1032,,,,,,,,,,,,,,,1032_0,ABANDONED,SOBOL,,,4724,3,57,416,1048
1033,,,,,,,,,,,,,,,1033_0,ABANDONED,SOBOL,,,816,0,463,1550,580
1034,,,,,,,,,,,,,,,1034_0,ABANDONED,SOBOL,,,1469,4,220,746,425
1035,,,,,,,,,,,,,,,1035_0,ABANDONED,SOBOL,,,2876,2,254,1345,1957
1036,,,,,,,,,,,,,,,1036_0,ABANDONED,SOBOL,,,3127,3,402,1161,1632
1037,,,,,,,,,,,,,,,1037_0,ABANDONED,SOBOL,,,2353,1,118,812,227
1038,,,,,,,,,,,,,,,1038_0,ABANDONED,SOBOL,,,526,2,316,1990,755
1039,,,,,,,,,,,,,,,1039_0,ABANDONED,SOBOL,,,3801,0,158,108,1350
1040,1753882045.000000000000000000000000000000,1753882568.000000000000000000000000000000,523.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4060 feature_id 2 p 449 big_windowSize 1471 small_windowSize 355,0.000000000000000000000000000000,,i7171,5702535.000000000000000000000000000000,509.000000000000000000000000000000,553.164062500000000000000000000000,553.164062500000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.000000000000000000000000000000,1040_0,COMPLETED,SOBOL,509.000000000000000000000000000000,0.000000000000000000000000000000,4060,2,449,1471,355
1041,,,,,,,,,,,,,,,1041_0,ABANDONED,SOBOL,,,464,0,41,618,1761
1042,,,,,,,,,,,,,,,1042_0,ABANDONED,SOBOL,,,2289,3,269,1672,1228
1043,,,,,,,,,,,,,,,1043_0,ABANDONED,SOBOL,,,3384,1,235,293,634
1044,,,,,,,,,,,,,,,1044_0,ABANDONED,SOBOL,,,3088,4,102,235,966
1045,,,,,,,,,,,,,,,1045_0,ABANDONED,SOBOL,,,1376,2,387,1864,1435
1046,,,,,,,,,,,,,,,1046_0,ABANDONED,SOBOL,,,721,3,174,936,1593
1047,1753882042.000000000000000000000000000000,1753882434.000000000000000000000000000000,392.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4933 feature_id 0 p 331 big_windowSize 1039 small_windowSize 63,0.000000000000000000000000000000,,i7167,5702537.000000000000000000000000000000,379.000000000000000000000000000000,553.691406250000000000000000000000,553.641406250000045474735088646412,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.000000000000000000000000000000,1047_0,COMPLETED,SOBOL,379.000000000000000000000000000000,0.000000000000000000000000000000,4933,0,331,1039,63
1048,,,,,,,,,,,,,,,1048_0,ABANDONED,SOBOL,,,4641,4,147,1916,1878
1049,,,,,,,,,,,,,,,1049_0,ABANDONED,SOBOL,,,1055,1,366,49,472
1050,,,,,,,,,,,,,,,1050_0,ABANDONED,SOBOL,,,1708,2,75,1243,501
1051,,,,,,,,,,,,,,,1051_0,ABANDONED,SOBOL,,,2794,0,422,847,1096
1052,,,,,,,,,,,,,,,1052_0,ABANDONED,SOBOL,,,3679,3,305,664,1302
1053,,,,,,,,,,,,,,,1053_0,ABANDONED,SOBOL,,,1958,1,208,1310,834
1054,,,,,,,,,,,,,,,1054_0,ABANDONED,SOBOL,,,130,4,484,491,179
1055,,,,,,,,,,,,,,,1055_0,ABANDONED,SOBOL,,,4352,1,13,1609,1711
1056,,,,,,,,,,,,,,,1056_0,ABANDONED,SOBOL,,,4241,3,228,1007,928
1057,,,,,,,,,,,,,,,1057_0,ABANDONED,SOBOL,,,26,1,261,904,1458
1058,,,,,,,,,,,,,,,1058_0,ABANDONED,SOBOL,,,1951,4,48,1832,1553
1059,,,,,,,,,,,,,,,1059_0,ABANDONED,SOBOL,,,3667,2,457,203,87
1060,,,,,,,,,,,,,,,1060_0,ABANDONED,SOBOL,,,2675,4,324,262,255
1061,,,,,,,,,,,,,,,1061_0,ABANDONED,SOBOL,,,1573,1,165,1642,1846
1062,,,,,,,,,,,,,,,1062_0,ABANDONED,SOBOL,,,978,2,393,588,1126
1063,,,,,,,,,,,,,,,1063_0,ABANDONED,SOBOL,,,4580,0,112,1441,721
1064,,,,,,,,,,,,,,,1064_0,ABANDONED,SOBOL,,,4911,4,428,1576,1340
1065,,,,,,,,,,,,,,,1065_0,ABANDONED,SOBOL,,,685,2,84,459,811
1066,1753882664.000000000000000000000000000000,1753883006.000000000000000000000000000000,342.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1282 feature_id 3 p 360 big_windowSize 1278 small_windowSize 219,0.000000000000000000000000000000,,i7182,5702728.000000000000000000000000000000,330.000000000000000000000000000000,549.351562500000000000000000000000,549.351562500000000000000000000000,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.000000000000000000000000000000,1066_0,COMPLETED,SOBOL,330.000000000000000000000000000000,0.000000000000000000000000000000,1282,3,360,1278,219
1067,,,,,,,,,,,,,,,1067_0,ABANDONED,SOBOL,,,3007,0,138,632,1686
1068,,,,,,,,,,,,,,,1068_0,ABANDONED,SOBOL,,,3334,2,21,817,1978
1069,,,,,,,,,,,,,,,1069_0,ABANDONED,SOBOL,,,2242,0,492,1213,388
1070,,,,,,,,,,,,,,,1070_0,ABANDONED,SOBOL,,,320,3,201,19,603
1071,,,,,,,,,,,,,,,1071_0,ABANDONED,SOBOL,,,3911,1,296,1886,1009
1072,1753882667.000000000000000000000000000000,1753882686.000000000000000000000000000000,19.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3856 feature_id 4 p 68 big_windowSize 506 small_windowSize 9,1.000000000000000000000000000000,,i7166,5702733.000000000000000000000000000000,,,,,,,1072_0,FAILED,SOBOL,,,3856,4,68,506,9
1073,,,,,,,,,,,,,,,1073_0,ABANDONED,SOBOL,,,568,1,414,1406,1600
1074,,,,,,,,,,,,,,,1074_0,ABANDONED,SOBOL,,,2493,3,153,336,1379
1075,,,,,,,,,,,,,,,1075_0,ABANDONED,SOBOL,,,3281,0,375,1700,975
1076,,,,,,,,,,,,,,,1076_0,ABANDONED,SOBOL,,,2904,3,477,1759,674
1077,,,,,,,,,,,,,,,1077_0,ABANDONED,SOBOL,,,1500,0,5,145,1204
1078,,,,,,,,,,,,,,,1078_0,ABANDONED,SOBOL,,,905,4,311,1089,1799
1079,,,,,,,,,,,,,,,1079_0,ABANDONED,SOBOL,,,4810,2,217,939,333
1080,,,,,,,,,,,,,,,1080_0,ABANDONED,SOBOL,,,4515,2,276,77,1732
1081,,,,,,,,,,,,,,,1081_0,ABANDONED,SOBOL,,,1237,0,244,1960,142
1082,,,,,,,,,,,,,,,1082_0,ABANDONED,SOBOL,,,1834,4,442,782,857
1083,,,,,,,,,,,,,,,1083_0,ABANDONED,SOBOL,,,2612,1,32,1131,1263
1084,,,,,,,,,,,,,,,1084_0,ABANDONED,SOBOL,,,3573,4,181,1313,1087
1085,,,,,,,,,,,,,,,1085_0,ABANDONED,SOBOL,,,2159,1,340,714,557
1086,,,,,,,,,,,,,,,1086_0,ABANDONED,SOBOL,,,236,3,95,1518,465
1087,,,,,,,,,,,,,,,1087_0,ABANDONED,SOBOL,,,4150,0,378,384,1932
1088,,,,,,,,,,,,,,,1088_0,ABANDONED,SOBOL,,,4185,2,123,1947,1448
1089,,,,,,,,,,,,,,,1089_0,ABANDONED,SOBOL,,,278,0,405,80,918
1090,1753883105.000000000000000000000000000000,1753883118.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2124 feature_id 4 p 161 big_windowSize 1149 small_windowSize 73,1.000000000000000000000000000000,,i7182,5702828.000000000000000000000000000000,,,,,,,1090_0,FAILED,SOBOL,,,2124,4,161,1149,73
1091,,,,,,,,,,,,,,,1091_0,ABANDONED,SOBOL,,,3532,1,321,753,1539
1092,,,,,,,,,,,,,,,1092_0,ABANDONED,SOBOL,,,2648,4,469,696,1871
1093,1753883109.000000000000000000000000000000,1753883228.000000000000000000000000000000,119.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1873 feature_id 2 p 60 big_windowSize 1342 small_windowSize 280,0.000000000000000000000000000000,,i7167,5702832.000000000000000000000000000000,106.000000000000000000000000000000,553.398437500000000000000000000000,553.398437500000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.000000000000000000000000000000,1093_0,COMPLETED,SOBOL,106.000000000000000000000000000000,0.000000000000000000000000000000,1873,2,60,1342,280
1094,,,,,,,,,,,,,,,1094_0,ABANDONED,SOBOL,,,1201,3,257,398,750
1095,,,,,,,,,,,,,,,1095_0,ABANDONED,SOBOL,,,4475,1,224,1515,1155
1096,,,,,,,,,,,,,,,1096_0,ABANDONED,SOBOL,,,4766,3,285,1378,786
1097,,,,,,,,,,,,,,,1097_0,ABANDONED,SOBOL,,,868,1,189,525,1315
1098,,,,,,,,,,,,,,,1098_0,ABANDONED,SOBOL,,,1543,2,496,1704,1657
1099,,,,,,,,,,,,,,,1099_0,ABANDONED,SOBOL,,,2942,0,24,324,190
1100,,,,,,,,,,,,,,,1100_0,ABANDONED,SOBOL,,,3239,3,126,141,397
1101,,,,,,,,,,,,,,,1101_0,ABANDONED,SOBOL,,,2455,0,348,1770,1988
1102,,,,,,,,,,,,,,,1102_0,ABANDONED,SOBOL,,,610,4,88,967,1023
1103,,,,,,,,,,,,,,,1103_0,ABANDONED,SOBOL,,,3894,2,432,1070,617
1104,,,,,,,,,,,,,,,1104_0,ABANDONED,SOBOL,,,3946,4,205,448,1618
1105,,,,,,,,,,,,,,,1105_0,ABANDONED,SOBOL,,,360,2,299,1581,26
1106,,,,,,,,,,,,,,,1106_0,ABANDONED,SOBOL,,,2207,3,9,653,996
1107,,,,,,,,,,,,,,,1107_0,ABANDONED,SOBOL,,,3293,0,481,1252,1401
1108,,,,,,,,,,,,,,,1108_0,ABANDONED,SOBOL,,,3044,3,363,1192,1202
1109,,,,,,,,,,,,,,,1109_0,ABANDONED,SOBOL,,,1322,0,142,842,672
1110,,,,,,,,,,,,,,,1110_0,ABANDONED,SOBOL,,,649,4,417,1897,327
1111,,,,,,,,,,,,,,,1111_0,ABANDONED,SOBOL,,,4871,1,72,13,1793
1112,1753883350.000000000000000000000000000000,1753883712.000000000000000000000000000000,362.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4537 feature_id 3 p 390 big_windowSize 877 small_windowSize 144,0.000000000000000000000000000000,,i7173,5702879.000000000000000000000000000000,346.000000000000000000000000000000,551.867187500000000000000000000000,551.867187500000000000000000000000,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.000000000000000000000000000000,1112_0,COMPLETED,SOBOL,346.000000000000000000000000000000,0.000000000000000000000000000000,4537,3,390,877,144
1113,,,,,,,,,,,,,,,1113_0,ABANDONED,SOBOL,,,941,1,107,1027,1734
1114,,,,,,,,,,,,,,,1114_0,ABANDONED,SOBOL,,,1616,4,336,208,1269
1115,,,,,,,,,,,,,,,1115_0,ABANDONED,SOBOL,,,2712,1,177,1821,863
1116,,,,,,,,,,,,,,,1116_0,ABANDONED,SOBOL,,,3624,4,44,1637,540
1117,,,,,,,,,,,,,,,1117_0,ABANDONED,SOBOL,,,1912,1,453,273,1069
1118,,,,,,,,,,,,,,,1118_0,ABANDONED,SOBOL,,,68,2,241,1468,1911
1119,,,,,,,,,,,,,,,1119_0,ABANDONED,SOBOL,,,4280,0,272,568,444
1120,,,,,,,,,,,,,,,1120_0,ABANDONED,SOBOL,,,4316,4,487,46,1164
1121,,,,,,,,,,,,,,,1121_0,ABANDONED,SOBOL,,,91,1,18,1929,694
1122,,,,,,,,,,,,,,,1122_0,ABANDONED,SOBOL,,,1994,2,293,875,287
1123,,,,,,,,,,,,,,,1123_0,ABANDONED,SOBOL,,,3719,0,196,1224,1817
1124,,,,,,,,,,,,,,,1124_0,ABANDONED,SOBOL,,,2759,3,79,1282,1517
1125,1753883342.000000000000000000000000000000,1753883661.000000000000000000000000000000,319.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1667 feature_id 1 p 426 big_windowSize 683 small_windowSize 111,0.000000000000000000000000000000,,i7170,5702881.000000000000000000000000000000,303.000000000000000000000000000000,554.292968750000000000000000000000,554.232362689393994514830410480499,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,1125_0,COMPLETED,SOBOL,303.000000000000000000000000000000,0.000000000000000000000000000000,1667,1,426,683,111
1126,,,,,,,,,,,,,,,1126_0,ABANDONED,SOBOL,,,1090,4,134,1612,894
1127,,,,,,,,,,,,,,,1127_0,ABANDONED,SOBOL,,,4682,2,355,478,1488
1128,,,,,,,,,,,,,,,1128_0,ABANDONED,SOBOL,,,4975,2,170,600,578
1129,,,,,,,,,,,,,,,1129_0,ABANDONED,SOBOL,,,759,0,328,1500,1047
1130,,,,,,,,,,,,,,,1130_0,ABANDONED,SOBOL,,,1335,3,114,305,1951
1131,,,,,,,,,,,,,,,1131_0,ABANDONED,SOBOL,,,3050,1,398,1670,419
1132,1753883336.000000000000000000000000000000,1753883349.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3428 feature_id 4 p 266 big_windowSize 1852 small_windowSize 244,1.000000000000000000000000000000,,i7169,5702885.000000000000000000000000000000,,,,,,,1132_0,FAILED,SOBOL,,,3428,4,266,1852,244
1133,,,,,,,,,,,,,,,1133_0,ABANDONED,SOBOL,,,2326,2,231,238,1649
1134,,,,,,,,,,,,,,,1134_0,ABANDONED,SOBOL,,,421,3,460,1057,1371
1135,,,,,,,,,,,,,,,1135_0,ABANDONED,SOBOL,,,4022,0,53,907,776
1136,,,,,,,,,,,,,,,1136_0,ABANDONED,SOBOL,,,3764,3,342,1546,1771
1137,,,,,,,,,,,,,,,1137_0,ABANDONED,SOBOL,,,486,0,186,428,365
1138,,,,,,,,,,,,,,,1138_0,ABANDONED,SOBOL,,,2389,4,383,1372,648
1139,,,,,,,,,,,,,,,1139_0,ABANDONED,SOBOL,,,3167,2,99,726,1242
1140,,,,,,,,,,,,,,,1140_0,ABANDONED,SOBOL,,,2842,3,247,785,1410
1141,,,,,,,,,,,,,,,1141_0,ABANDONED,SOBOL,,,1428,1,281,1181,940
1142,,,,,,,,,,,,,,,1142_0,ABANDONED,SOBOL,,,850,3,37,112,33
1143,,,,,,,,,,,,,,,1143_0,ABANDONED,SOBOL,,,4764,0,445,1979,1564
1144,,,,,,,,,,,,,,,1144_0,ABANDONED,SOBOL,,,4433,4,2,1100,498
1145,,,,,,,,,,,,,,,1145_0,ABANDONED,SOBOL,,,1145,1,472,997,1903
1146,,,,,,,,,,,,,,,1146_0,ABANDONED,SOBOL,,,1720,3,212,1801,1125
1147,,,,,,,,,,,,,,,1147_0,ABANDONED,SOBOL,,,2508,1,308,171,530
1148,,,,,,,,,,,,,,,1148_0,ABANDONED,SOBOL,,,3501,2,410,356,824
1149,,,,,,,,,,,,,,,1149_0,ABANDONED,SOBOL,,,2097,0,63,1736,1292
1150,,,,,,,,,,,,,,,1150_0,ABANDONED,SOBOL,,,191,4,370,557,1697
