trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
1151,1753883811.000000000000000000000000000000,1753884068.000000000000000000000000000000,257.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4096 feature_id 1 p 151 big_windowSize 1410 small_windowSize 166,0.000000000000000000000000000000,,i7173,5703011.000000000000000000000000000000,237.000000000000000000000000000000,553.535156250000000000000000000000,553.381310096153811173280701041222,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,1151_0,COMPLETED,SOBOL,237.000000000000000000000000000000,0.000000000000000000000000000000,4096,1,151,1410,166
1152,,,,,,,,,,,,,,,1152_0,ABANDONED,SOBOL,,,4070,3,416,738,1534
1153,,,,,,,,,,,,,,,1153_0,ABANDONED,SOBOL,,,161,0,73,1353,67
1154,,,,,,,,,,,,,,,1154_0,ABANDONED,SOBOL,,,2083,4,360,408,908
1155,,,,,,,,,,,,,,,1155_0,ABANDONED,SOBOL,,,3493,2,145,1557,1438
1156,,,,,,,,,,,,,,,1156_0,ABANDONED,SOBOL,,,2531,3,12,1999,1145
1157,,,,,,,,,,,,,,,1157_0,ABANDONED,SOBOL,,,1758,1,478,100,740
1158,,,,,,,,,,,,,,,1158_0,ABANDONED,SOBOL,,,1161,2,206,1169,274
1159,,,,,,,,,,,,,,,1159_0,ABANDONED,SOBOL,,,4434,0,298,805,1865
1160,,,,,,,,,,,,,,,1160_0,ABANDONED,SOBOL,,,4729,4,242,183,200
1161,,,,,,,,,,,,,,,1161_0,ABANDONED,SOBOL,,,829,2,271,1781,1666
1162,,,,,,,,,,,,,,,1162_0,ABANDONED,SOBOL,,,1424,3,47,977,1321
1163,,,,,,,,,,,,,,,1163_0,ABANDONED,SOBOL,,,2824,1,450,1112,791
1164,,,,,,,,,,,,,,,1164_0,ABANDONED,SOBOL,,,3200,2,333,1430,624
1165,,,,,,,,,,,,,,,1165_0,ABANDONED,SOBOL,,,2417,0,180,546,1028
1166,,,,,,,,,,,,,,,1166_0,ABANDONED,SOBOL,,,492,4,389,1724,1998
1167,,,,,,,,,,,,,,,1167_0,ABANDONED,SOBOL,,,3775,1,108,376,406
1168,,,,,,,,,,,,,,,1168_0,ABANDONED,SOBOL,,,3987,4,256,1236,1391
1169,,,,,,,,,,,,,,,1169_0,ABANDONED,SOBOL,,,400,1,225,856,986
1170,1753884190.000000000000000000000000000000,1753884202.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2323 feature_id 2 p 466 big_windowSize 1909 small_windowSize 21,1.000000000000000000000000000000,,i7174,5703132.000000000000000000000000000000,,,,,,,1170_0,FAILED,SOBOL,,,2323,2,466,1909,21
1171,,,,,,,,,,,,,,,1171_0,ABANDONED,SOBOL,,,3410,0,63,57,1612
1172,,,,,,,,,,,,,,,1172_0,ABANDONED,SOBOL,,,3083,3,164,498,1788
1173,,,,,,,,,,,,,,,1173_0,ABANDONED,SOBOL,,,1363,0,317,1600,321
1174,,,,,,,,,,,,,,,1174_0,ABANDONED,SOBOL,,,765,4,124,671,663
1175,,,,,,,,,,,,,,,1175_0,ABANDONED,SOBOL,,,4986,1,404,1302,1192
1176,,,,,,,,,,,,,,,1176_0,ABANDONED,SOBOL,,,4656,3,89,1681,870
1177,,,,,,,,,,,,,,,1177_0,ABANDONED,SOBOL,,,1059,0,431,286,1274
1178,,,,,,,,,,,,,,,1178_0,ABANDONED,SOBOL,,,1654,4,129,1480,1745
1179,1753884202.000000000000000000000000000000,1753884596.000000000000000000000000000000,394.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2750 feature_id 1 p 345 big_windowSize 612 small_windowSize 153,0.000000000000000000000000000000,,i7175,5703136.000000000000000000000000000000,371.000000000000000000000000000000,538.332031250000000000000000000000,467.525781250000022737367544323206,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,1179_0,COMPLETED,SOBOL,371.000000000000000000000000000000,0.000000000000000000000000000000,2750,1,345,612,153
1180,,,,,,,,,,,,,,,1180_0,ABANDONED,SOBOL,,,3742,4,493,927,454
1181,,,,,,,,,,,,,,,1181_0,ABANDONED,SOBOL,,,2031,2,28,1046,1920
1182,,,,,,,,,,,,,,,1182_0,ABANDONED,SOBOL,,,106,3,284,226,1075
1183,,,,,,,,,,,,,,,1183_0,ABANDONED,SOBOL,,,4317,0,190,1871,545
1184,,,,,,,,,,,,,,,1184_0,ABANDONED,SOBOL,,,4277,4,38,1271,1827
1185,,,,,,,,,,,,,,,1185_0,ABANDONED,SOBOL,,,50,2,444,641,297
1186,,,,,,,,,,,,,,,1186_0,ABANDONED,SOBOL,,,1877,3,250,1570,701
1187,,,,,,,,,,,,,,,1187_0,ABANDONED,SOBOL,,,3604,0,278,468,1170
1188,,,,,,,,,,,,,,,1188_0,ABANDONED,SOBOL,,,2718,2,380,25,1494
1189,,,,,,,,,,,,,,,1189_0,ABANDONED,SOBOL,,,1627,0,101,1877,899
1190,1753884222.000000000000000000000000000000,1753884484.000000000000000000000000000000,262.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 974 feature_id 3 p 341 big_windowSize 823 small_windowSize 121,0.000000000000000000000000000000,,i7174,5703140.000000000000000000000000000000,253.000000000000000000000000000000,549.035156250000000000000000000000,549.035156250000000000000000000000,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.000000000000000000000000000000,1190_0,COMPLETED,SOBOL,253.000000000000000000000000000000,0.000000000000000000000000000000,974,3,341,823,121
1191,,,,,,,,,,,,,,,1191_0,ABANDONED,SOBOL,,,4565,1,187,1204,1527
1192,1753884215.000000000000000000000000000000,1753884663.000000000000000000000000000000,448.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4857 feature_id 3 p 369 big_windowSize 1841 small_windowSize 414,0.000000000000000000000000000000,,i7169,5703144.000000000000000000000000000000,440.000000000000000000000000000000,552.085937500000000000000000000000,551.171365489130380410642828792334,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.000000000000000000000000000000,1192_0,COMPLETED,SOBOL,440.000000000000000000000000000000,0.000000000000000000000000000000,4857,3,369,1841,414
1193,,,,,,,,,,,,,,,1193_0,ABANDONED,SOBOL,,,640,1,152,196,1944
1194,,,,,,,,,,,,,,,1194_0,ABANDONED,SOBOL,,,1296,4,407,1016,1038
1195,,,,,,,,,,,,,,,1195_0,ABANDONED,SOBOL,,,3013,2,66,896,567
1196,,,,,,,,,,,,,,,1196_0,ABANDONED,SOBOL,,,3309,4,215,580,767
1197,,,,,,,,,,,,,,,1197_0,ABANDONED,SOBOL,,,2209,1,306,1448,1361
1198,,,,,,,,,,,,,,,1198_0,ABANDONED,SOBOL,,,383,2,3,254,1644
1199,1753884239.000000000000000000000000000000,1753885223.000000000000000000000000000000,984.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3984 feature_id 0 p 471 big_windowSize 1649 small_windowSize 238,0.000000000000000000000000000000,,i7180,5703149.000000000000000000000000000000,868.000000000000000000000000000000,540.000000000000000000000000000000,469.095681179775283453636802732944,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.000000000000000000000000000000,1199_0,COMPLETED,SOBOL,868.000000000000000000000000000000,0.000000000000000000000000000000,3984,0,471,1649,238
1200,,,,,,,,,,,,,,,1200_0,ABANDONED,SOBOL,,,3881,2,135,772,1248
1201,,,,,,,,,,,,,,,1201_0,ABANDONED,SOBOL,,,601,0,354,1137,653
1202,,,,,,,,,,,,,,,1202_0,ABANDONED,SOBOL,,,2429,4,82,68,375
1203,,,,,,,,,,,,,,,1203_0,ABANDONED,SOBOL,,,3208,1,423,1967,1780
1204,,,,,,,,,,,,,,,1204_0,ABANDONED,SOBOL,,,2957,4,290,1527,1574
1205,1753885358.000000000000000000000000000000,1753885515.000000000000000000000000000000,157.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1545 feature_id 1 p 199 big_windowSize 378 small_windowSize 43,0.000000000000000000000000000000,,i7183,5703461.000000000000000000000000000000,142.000000000000000000000000000000,437.074218750000000000000000000000,430.485983455882376347290119156241,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,1205_0,COMPLETED,SOBOL,142.000000000000000000000000000000,0.000000000000000000000000000000,1545,1,199,378,43
1206,,,,,,,,,,,,,,,1206_0,ABANDONED,SOBOL,,,891,3,486,1322,946
1207,,,,,,,,,,,,,,,1207_0,ABANDONED,SOBOL,,,4804,1,19,708,1416
1208,,,,,,,,,,,,,,,1208_0,ABANDONED,SOBOL,,,4472,3,459,344,521
1209,,,,,,,,,,,,,,,1209_0,ABANDONED,SOBOL,,,1183,1,54,1692,1115
1210,,,,,,,,,,,,,,,1210_0,ABANDONED,SOBOL,,,1838,3,263,514,1898
1211,,,,,,,,,,,,,,,1211_0,ABANDONED,SOBOL,,,2627,0,234,1397,491
1212,1753885357.000000000000000000000000000000,1753885526.000000000000000000000000000000,169.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3538 feature_id 3 p 117 big_windowSize 1082 small_windowSize 160,0.000000000000000000000000000000,,i7181,5703463.000000000000000000000000000000,157.000000000000000000000000000000,551.617187500000000000000000000000,551.394965277777828305261209607124,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.000000000000000000000000000000,1212_0,COMPLETED,SOBOL,157.000000000000000000000000000000,0.000000000000000000000000000000,3538,3,117,1082,160
1213,,,,,,,,,,,,,,,1213_0,ABANDONED,SOBOL,,,2135,0,395,947,1690
1214,,,,,,,,,,,,,,,1214_0,ABANDONED,SOBOL,,,310,4,171,1751,1283
1215,,,,,,,,,,,,,,,1215_0,ABANDONED,SOBOL,,,4214,2,327,153,813
1216,1753885379.000000000000000000000000000000,1753885659.000000000000000000000000000000,280.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4171 feature_id 3 p 175 big_windowSize 1712 small_windowSize 298,0.000000000000000000000000000000,,i7175,5703467.000000000000000000000000000000,269.000000000000000000000000000000,442.535156250000000000000000000000,432.397225215517266860842937603593,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.000000000000000000000000000000,1216_0,COMPLETED,SOBOL,269.000000000000000000000000000000,0.000000000000000000000000000000,4171,3,175,1712,298
1217,,,,,,,,,,,,,,,1217_0,ABANDONED,SOBOL,,,272,1,330,317,1829
1218,,,,,,,,,,,,,,,1218_0,ABANDONED,SOBOL,,,2177,2,105,1386,1175
1219,,,,,,,,,,,,,,,1219_0,ABANDONED,SOBOL,,,3577,0,384,518,707
1220,,,,,,,,,,,,,,,1220_0,ABANDONED,SOBOL,,,2584,3,266,958,882
1221,,,,,,,,,,,,,,,1221_0,ABANDONED,SOBOL,,,1801,0,238,1077,1476
1222,,,,,,,,,,,,,,,1222_0,ABANDONED,SOBOL,,,1226,4,448,133,1505
1223,1753885379.000000000000000000000000000000,1753885592.000000000000000000000000000000,213.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4509 feature_id 2 p 42 big_windowSize 1778 small_windowSize 100,0.000000000000000000000000000000,,i7174,5703470.000000000000000000000000000000,199.000000000000000000000000000000,550.906250000000000000000000000000,550.906250000000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.000000000000000000000000000000,1223_0,COMPLETED,SOBOL,199.000000000000000000000000000000,0.000000000000000000000000000000,4509,2,42,1778,100
1224,,,,,,,,,,,,,,,1224_0,ABANDONED,SOBOL,,,4841,2,483,1143,1962
1225,,,,,,,,,,,,,,,1225_0,ABANDONED,SOBOL,,,931,0,14,762,432
1226,,,,,,,,,,,,,,,1226_0,ABANDONED,SOBOL,,,1508,4,302,1941,589
1227,,,,,,,,,,,,,,,1227_0,ABANDONED,SOBOL,,,2917,1,211,89,1059
1228,,,,,,,,,,,,,,,1228_0,ABANDONED,SOBOL,,,3243,4,78,404,1359
1229,,,,,,,,,,,,,,,1229_0,ABANDONED,SOBOL,,,2470,2,419,1506,765
1230,,,,,,,,,,,,,,,1230_0,ABANDONED,SOBOL,,,567,3,148,702,232
1231,,,,,,,,,,,,,,,1231_0,ABANDONED,SOBOL,,,3840,1,365,1332,1638
1232,,,,,,,,,,,,,,,1232_0,ABANDONED,SOBOL,,,3942,3,31,215,628
1233,,,,,,,,,,,,,,,1233_0,ABANDONED,SOBOL,,,345,1,498,1813,1223
1234,,,,,,,,,,,,,,,1234_0,ABANDONED,SOBOL,,,2250,4,195,884,1751
1235,,,,,,,,,,,,,,,1235_0,ABANDONED,SOBOL,,,3347,2,286,1019,346
1236,1753885736.000000000000000000000000000000,1753885749.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2969 feature_id 4 p 434 big_windowSize 1460 small_windowSize 53,1.000000000000000000000000000000,,i7169,5703540.000000000000000000000000000000,,,,,,,1236_0,FAILED,SOBOL,,,2969,4,434,1460,53
1237,,,,,,,,,,,,,,,1237_0,ABANDONED,SOBOL,,,1258,1,94,577,1584
1238,,,,,,,,,,,,,,,1238_0,ABANDONED,SOBOL,,,684,2,350,1630,1429
1239,,,,,,,,,,,,,,,1239_0,ABANDONED,SOBOL,,,4895,0,131,282,960
1240,,,,,,,,,,,,,,,1240_0,ABANDONED,SOBOL,,,4601,4,315,644,1105
1241,,,,,,,,,,,,,,,1241_0,ABANDONED,SOBOL,,,1014,2,159,1258,512
1242,,,,,,,,,,,,,,,1242_0,ABANDONED,SOBOL,,,1592,3,399,439,478
1243,,,,,,,,,,,,,,,1243_0,ABANDONED,SOBOL,,,2678,0,121,1588,1884
1244,,,,,,,,,,,,,,,1244_0,ABANDONED,SOBOL,,,3639,3,223,1906,1716
1245,,,,,,,,,,,,,,,1245_0,ABANDONED,SOBOL,,,1918,0,251,7,186
1246,,,,,,,,,,,,,,,1246_0,ABANDONED,SOBOL,,,15,3,58,1201,843
1247,,,,,,,,,,,,,,,1247_0,ABANDONED,SOBOL,,,4235,1,463,836,1313
1248,,,,,,,,,,,,,,,1248_0,ABANDONED,SOBOL,,,4361,2,310,312,93
1249,,,,,,,,,,,,,,,1249_0,ABANDONED,SOBOL,,,143,0,218,1660,1559
1250,,,,,,,,,,,,,,,1250_0,ABANDONED,SOBOL,,,1988,3,474,607,1467
1251,,,,,,,,,,,,,,,1251_0,ABANDONED,SOBOL,,,3705,1,8,1491,938
1252,,,,,,,,,,,,,,,1252_0,ABANDONED,SOBOL,,,2793,4,156,1051,731
1253,,,,,,,,,,,,,,,1253_0,ABANDONED,SOBOL,,,1692,2,372,916,1136
1254,,,,,,,,,,,,,,,1254_0,ABANDONED,SOBOL,,,1017,3,69,1845,1852
1255,,,,,,,,,,,,,,,1255_0,ABANDONED,SOBOL,,,4617,0,412,247,261
1256,,,,,,,,,,,,,,,1256_0,ABANDONED,SOBOL,,,4952,4,96,866,1676
1257,,,,,,,,,,,,,,,1257_0,ABANDONED,SOBOL,,,725,1,377,1231,210
1258,,,,,,,,,,,,,,,1258_0,ABANDONED,SOBOL,,,1397,2,184,38,804
1259,,,,,,,,,,,,,,,1259_0,ABANDONED,SOBOL,,,3124,0,337,1936,1335
1260,,,,,,,,,,,,,,,1260_0,ABANDONED,SOBOL,,,3373,3,439,1620,1003
1261,,,,,,,,,,,,,,,1261_0,ABANDONED,SOBOL,,,2283,1,35,471,598
1262,,,,,,,,,,,,,,,1262_0,ABANDONED,SOBOL,,,436,4,275,1291,377
1263,,,,,,,,,,,,,,,1263_0,ABANDONED,SOBOL,,,4027,2,246,676,1969
1264,,,,,,,,,,,,,,,1264_0,ABANDONED,SOBOL,,,3819,4,392,1810,984
1265,,,,,,,,,,,,,,,1265_0,ABANDONED,SOBOL,,,530,1,113,165,1390
1266,,,,,,,,,,,,,,,1266_0,ABANDONED,SOBOL,,,2374,3,321,1110,1606
1267,1753885857.000000000000000000000000000000,1753886576.000000000000000000000000000000,719.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3163 feature_id 0 p 168 big_windowSize 991 small_windowSize 15,0.000000000000000000000000000000,,i7169,5703585.000000000000000000000000000000,707.000000000000000000000000000000,552.375000000000000000000000000000,544.648972602739718240627553313971,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.000000000000000000000000000000,1267_0,COMPLETED,SOBOL,707.000000000000000000000000000000,0.000000000000000000000000000000,3163,0,168,991,15
1268,,,,,,,,,,,,,,,1268_0,ABANDONED,SOBOL,,,2866,2,51,548,338
1269,,,,,,,,,,,,,,,1269_0,ABANDONED,SOBOL,,,1462,0,454,1416,1805
1270,,,,,,,,,,,,,,,1270_0,ABANDONED,SOBOL,,,788,4,229,347,1214
1271,,,,,,,,,,,,,,,1271_0,ABANDONED,SOBOL,,,4691,1,260,1742,684
1272,,,,,,,,,,,,,,,1272_0,ABANDONED,SOBOL,,,4399,3,202,1365,1256
1273,,,,,,,,,,,,,,,1273_0,ABANDONED,SOBOL,,,1120,0,295,734,852
1274,1753885873.000000000000000000000000000000,1753885886.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1793 feature_id 4 p 24 big_windowSize 1538 small_windowSize 131,1.000000000000000000000000000000,,i7171,5703589.000000000000000000000000000000,,,,,,,1274_0,FAILED,SOBOL,,,1793,4,24,1538,131
1275,,,,,,,,,,,,,,,1275_0,ABANDONED,SOBOL,,,2572,2,489,436,1723
1276,,,,,,,,,,,,,,,1276_0,ABANDONED,SOBOL,,,3457,4,357,119,1921
1277,1753885878.000000000000000000000000000000,1753885891.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2044 feature_id 1 p 141 big_windowSize 1971 small_windowSize 456,1.000000000000000000000000000000,,i7169,5703593.000000000000000000000000000000,,,,,,,1277_0,FAILED,SOBOL,,,2044,1,141,1971,456
1278,,,,,,,,,,,,,,,1278_0,ABANDONED,SOBOL,,,197,3,427,793,551
1279,,,,,,,,,,,,,,,1279_0,ABANDONED,SOBOL,,,4110,0,85,1173,1081
1280,,,,,,,,,,,,,,,1280_0,ABANDONED,SOBOL,,,4119,3,219,249,1861
1281,,,,,,,,,,,,,,,1281_0,ABANDONED,SOBOL,,,210,0,309,1848,270
1282,,,,,,,,,,,,,,,1282_0,ABANDONED,SOBOL,,,2034,4,7,919,737
1283,,,,,,,,,,,,,,,1283_0,ABANDONED,SOBOL,,,3444,1,475,1054,1141
1284,,,,,,,,,,,,,,,1284_0,ABANDONED,SOBOL,,,2561,4,373,1488,1442
1285,,,,,,,,,,,,,,,1285_0,ABANDONED,SOBOL,,,1787,2,155,604,912
1286,,,,,,,,,,,,,,,1286_0,ABANDONED,SOBOL,,,1132,3,411,1658,71
1287,,,,,,,,,,,,,,,1287_0,ABANDONED,SOBOL,,,4405,0,70,310,1537
1288,,,,,,,,,,,,,,,1288_0,ABANDONED,SOBOL,,,4700,4,376,679,403
1289,,,,,,,,,,,,,,,1289_0,ABANDONED,SOBOL,,,800,1,97,1294,1994
1290,,,,,,,,,,,,,,,1290_0,ABANDONED,SOBOL,,,1454,2,338,475,1025
1291,,,,,,,,,,,,,,,1291_0,ABANDONED,SOBOL,,,2853,0,183,1624,619
1292,,,,,,,,,,,,,,,1292_0,ABANDONED,SOBOL,,,3151,3,34,1932,795
1293,,,,,,,,,,,,,,,1293_0,ABANDONED,SOBOL,,,2369,0,440,34,1325
1294,,,,,,,,,,,,,,,1294_0,ABANDONED,SOBOL,,,541,4,246,1228,1671
1295,1753886697.000000000000000000000000000000,1753886896.000000000000000000000000000000,199.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3824 feature_id 1 p 274 big_windowSize 863 small_windowSize 204,0.000000000000000000000000000000,,i7186,5703845.000000000000000000000000000000,190.000000000000000000000000000000,551.625000000000000000000000000000,551.625000000000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,1295_0,COMPLETED,SOBOL,190.000000000000000000000000000000,0.000000000000000000000000000000,3824,1,274,863,204
1296,,,,,,,,,,,,,,,1296_0,ABANDONED,SOBOL,,,4036,4,114,1747,1188
1297,,,,,,,,,,,,,,,1297_0,ABANDONED,SOBOL,,,449,2,392,352,658
1298,1753886700.000000000000000000000000000000,1753886712.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2274 feature_id 3 p 167 big_windowSize 1422 small_windowSize 317,1.000000000000000000000000000000,,i7183,5703847.000000000000000000000000000000,,,,,,,1298_0,FAILED,SOBOL,,,2274,3,167,1422,317
1299,,,,,,,,,,,,,,,1299_0,ABANDONED,SOBOL,,,3361,1,322,554,1783
1300,,,,,,,,,,,,,,,1300_0,ABANDONED,SOBOL,,,3113,2,455,985,1616
1301,1753886710.000000000000000000000000000000,1753887189.000000000000000000000000000000,479.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1392 feature_id 0 p 50 big_windowSize 1104 small_windowSize 24,0.000000000000000000000000000000,,i7183,5703849.000000000000000000000000000000,464.000000000000000000000000000000,550.816406250000000000000000000000,544.938855229591808893019333481789,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.000000000000000000000000000000,1301_0,COMPLETED,SOBOL,464.000000000000000000000000000000,0.000000000000000000000000000000,1392,0,50,1104,24
1302,,,,,,,,,,,,,,,1302_0,ABANDONED,SOBOL,,,736,4,259,160,990
1303,,,,,,,,,,,,,,,1303_0,ABANDONED,SOBOL,,,4957,1,230,1805,1395
1304,,,,,,,,,,,,,,,1304_0,ABANDONED,SOBOL,,,4627,3,294,1177,542
1305,,,,,,,,,,,,,,,1305_0,ABANDONED,SOBOL,,,1030,0,203,797,1071
1306,,,,,,,,,,,,,,,1306_0,ABANDONED,SOBOL,,,1683,4,490,1976,1916
1307,,,,,,,,,,,,,,,1307_0,ABANDONED,SOBOL,,,2779,2,23,124,449
1308,,,,,,,,,,,,,,,1308_0,ABANDONED,SOBOL,,,3693,3,140,431,158
1309,,,,,,,,,,,,,,,1309_0,ABANDONED,SOBOL,,,1983,1,358,1534,1748
1310,,,,,,,,,,,,,,,1310_0,ABANDONED,SOBOL,,,155,2,86,730,1279
1311,,,,,,,,,,,,,,,1311_0,ABANDONED,SOBOL,,,4366,0,426,1360,873
1312,,,,,,,,,,,,,,,1312_0,ABANDONED,SOBOL,,,4228,3,329,1774,1531
1313,,,,,,,,,,,,,,,1313_0,ABANDONED,SOBOL,,,1,1,176,130,125
1314,,,,,,,,,,,,,,,1314_0,ABANDONED,SOBOL,,,1926,3,385,1074,904
1315,,,,,,,,,,,,,,,1315_0,ABANDONED,SOBOL,,,3652,0,104,955,1497
1316,,,,,,,,,,,,,,,1316_0,ABANDONED,SOBOL,,,2689,3,237,521,1166
1317,,,,,,,,,,,,,,,1317_0,ABANDONED,SOBOL,,,1598,0,267,1390,697
1318,,,,,,,,,,,,,,,1318_0,ABANDONED,SOBOL,,,1004,4,43,320,293
1319,,,,,,,,,,,,,,,1319_0,ABANDONED,SOBOL,,,4595,2,447,1715,1823
1320,1753887320.000000000000000000000000000000,1753887457.000000000000000000000000000000,137.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4886 feature_id 2 p 15 big_windowSize 1330 small_windowSize 242,0.000000000000000000000000000000,,i7170,5704007.000000000000000000000000000000,120.000000000000000000000000000000,551.171875000000000000000000000000,551.171875000000000000000000000000,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.000000000000000000000000000000,1320_0,COMPLETED,SOBOL,120.000000000000000000000000000000,0.000000000000000000000000000000,4886,2,15,1330,242
