trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
61,,,,,,,,,,,,,,,61_0,RUNNING,SOBOL,,,3551,1369,3680,0.572582906140014502582857858215,0.6
62,,,,,,,,,,,,,,,62_0,RUNNING,SOBOL,,,4518,2587,1211,0.128825052184984079062246564717,0.0000000001
63,,,,,,,,,,,,,,,63_0,RUNNING,SOBOL,,,1312,803,4820,0.954797126682475183478970848228,0.2
64,,,,,,,,,,,,,,,64_0,RUNNING,SOBOL,,,1256,3564,1083,0.019941398840397597802542861700,0.001
65,,,,,,,,,,,,,,,65_0,RUNNING,SOBOL,,,4457,528,4930,0.814729010812938247987347040180,0.3
66,,,,,,,,,,,,,,,66_0,RUNNING,SOBOL,,,3568,4246,2457,0.386653540156781660996898608573,0.00000001
67,,,,,,,,,,,,,,,67_0,RUNNING,SOBOL,,,368,2268,3574,0.712653860580176101713334446686,0.6
68,,,,,,,,,,,,,,,68_0,RUNNING,SOBOL,,,1189,4432,4226,0.563129479803144983307561233232,0.00001
69,,,,,,,,,,,,,,,69_0,RUNNING,SOBOL,,,2983,1555,380,0.267330446626991014014151915035,0.5
70,,,,,,,,,,,,,,,70_0,RUNNING,SOBOL,,,3950,2773,2870,0.960115123685449378676537435240,0.00000000001
71,,,,,,,,,,,,,,,71_0,RUNNING,SOBOL,,,2156,635,1754,0.135103382058441634505641104624,0.0000000001
72,,,,,,,,,,,,,,,72_0,RUNNING,SOBOL,,,2329,3914,2578,0.357076215161010623866388868919,0.4
73,,,,,,,,,,,,,,,73_0,RUNNING,SOBOL,,,4128,1976,1422,0.559301620842888924656222116027,0.7
74,,,,,,,,,,,,,,,74_0,RUNNING,SOBOL,,,2536,3268,3932,0.240290435703471305650680278632,0.000000000001
75,,,,,,,,,,,,,,,75_0,COMPLETED,SOBOL,2634.000000000000000000000000000000,3.020000000000000017763568394003,737,201,47,0.909353914184495848438416487625,0.01
76,,,,,,,,,,,,,,,76_0,RUNNING,SOBOL,,,228,3063,2125,0.810851659970358018547642586782,0.1
77,,,,,,,,,,,,,,,77_0,RUNNING,SOBOL,,,3434,972,3281,0.109614833084866400425561039356,0.00000000001
78,,,,,,,,,,,,,,,78_0,RUNNING,SOBOL,,,4947,4764,750,0.661964985368773350948856659670,0.8
79,,,,,,,,,,,,,,,79_0,RUNNING,SOBOL,,,1742,1849,4636,0.491890085684135558441454350032,0.2
80,,,,,,,,,,,,,,,80_0,RUNNING,SOBOL,,,1591,4880,1330,0.990839543512091025512233954942,0.000000000001
81,,,,,,,,,,,,,,,81_0,RUNNING,SOBOL,,,4787,1653,2798,0.162916588390246031003982807306,0.8
82,,,,,,,,,,,,,,,82_0,RUNNING,SOBOL,,,3274,2945,286,0.608655396575108142975807368202,0.01
83,,,,,,,,,,,,,,,83_0,RUNNING,SOBOL,,,78,1167,3860,0.311894837101921451605335278146,0.000001
84,,,,,,,,,,,,,,,84_0,RUNNING,SOBOL,,,897,3385,3345,0.410370222488418201489679404403,0.001
85,,,,,,,,,,,,,,,85_0,RUNNING,SOBOL,,,2687,5,1877,0.739312212949618685620123414992,0.5
86,,,,,,,,,,,,,,,86_0,RUNNING,SOBOL,,,4279,3796,4406,0.060287677085027101264724791463,0.0000000001
87,,,,,,,,,,,,,,,87_0,RUNNING,SOBOL,,,2489,2171,834,0.856067271897569259664351193351,0.2
88,,,,,,,,,,,,,,,88_0,RUNNING,SOBOL,,,1993,2656,4700,0.634090185586363097591799942165,0.0001
89,,,,,,,,,,,,,,,89_0,RUNNING,SOBOL,,,3798,831,1166,0.461105492621660228991231633699,0.0000001
90,,,,,,,,,,,,,,,90_0,FAILED,SOBOL,,,3242,3223,1163,0.247327002257108685689956928400,0.01
91,,,,,,,,,,,,,,,91_0,FAILED,SOBOL,,,1212,1550,2847,0.960778025660663836937658288662,0.6
92,,,,,,,,,,,,,,,92_0,FAILED,SOBOL,,,1301,3871,1713,0.464048691621050224398459249642,0.7
93,,,,,,,,,,,,,,,93_0,FAILED,SOBOL,,,4247,890,4953,0.748930821975693161718368173752,0.000000001
94,,,,,,,,,,,,,,,94_0,FAILED,SOBOL,,,4828,4475,3166,0.584522480709478209348617383512,0.000001
95,,,,,,,,,,,,,,,95_0,COMPLETED,SOBOL,2869.000000000000000000000000000000,0.080000000000000001665334536938,2127,288,160,0.362396295083686703630831971168,0.8
96,,,,,,,,,,,,,,,96_0,FAILED,SOBOL,,,319,2652,4029,0.859734752546995828481612988980,0.00000000001
97,,,,,,,,,,,,,,,97_0,FAILED,SOBOL,,,2729,2118,1954,0.084258747022598987075348020426,0.01
98,,,,,,,,,,,,,,,98_0,FAILED,SOBOL,,,2945,4339,4312,0.293941957004368314976261444826,0.1
99,,,,,,,,,,,,,,,99_0,FAILED,SOBOL,,,258,1046,2316,0.508665150441229396705011822633,0.00000001
100,,,,,,,,,,,,,,,100_0,FAILED,SOBOL,,,2220,3691,3449,0.011906806098297237350713828619,0.00001
101,,,,,,,,,,,,,,,101_0,FAILED,SOBOL,,,4578,1707,522,0.795573807375505537287097013177,0.2
102,,,,,,,,,,,,,,,102_0,FAILED,SOBOL,,,3830,3122,1351,0.880665466109290751006710706861,0.0001
103,,,,,,,,,,,,,,,103_0,FAILED,SOBOL,,,1874,2274,4670,0.159754409560933702261209532480,0.6
104,,,,,,,,,,,,,,,104_0,FAILED,SOBOL,,,694,4944,801,0.657121877327561332293726081843,0.0000001
105,,,,,,,,,,,,,,,105_0,FAILED,SOBOL,,,3604,444,2563,0.380373696193099020135264254350,0.7
106,,,,,,,,,,,,,,,106_0,FAILED,SOBOL,,,3569,4833,2388,0.835580987965688137819597613998,0.5
107,,,,,,,,,,,,,,,107_0,FAILED,SOBOL,,,885,562,4072,0.121988989656791085858245082818,0.000000001
108,,,,,,,,,,,,,,,108_0,FAILED,SOBOL,,,1599,2925,438,0.624692579824477456362785687816,0.001
109,,,,,,,,,,,,,,,109_0,FAILED,SOBOL,,,3949,2463,3679,0.339700163472443805723344212311,0.2
110,,,,,,,,,,,,,,,110_0,FAILED,SOBOL,,,4462,3565,4450,0.486679748024791469784844366586,0.7
111,,,,,,,,,,,,,,,111_0,FAILED,SOBOL,,,2492,1820,1444,0.708703023847192525863647460938,0.0000001
112,,,,,,,,,,,,,,,112_0,FAILED,SOBOL,,,59,4147,2813,0.209532400099560617290350705844,0.0001
113,,,,,,,,,,,,,,,113_0,FAILED,SOBOL,,,2988,1250,738,0.984875277219340206080744337669,0.4
114,,,,,,,,,,,,,,,114_0,FAILED,SOBOL,,,2608,2768,3077,0.633028553666546978107021459437,0.1
115,,,,,,,,,,,,,,,115_0,FAILED,SOBOL,,,596,1995,1080,0.418164379747584469271259877132,0.2
116,,,,,,,,,,,,,,,116_0,FAILED,SOBOL,,,1933,4676,4714,0.920896950475871611807576755382,0.8
117,,,,,,,,,,,,,,,117_0,FAILED,SOBOL,,,4865,94,1786,0.137119663201272501407146364727,0.00000000001
118,,,,,,,,,,,,,,,118_0,COMPLETED,SOBOL,10107.000000000000000000000000000000,2.430000000000000159872115546023,4207,3992,96,0.034599247753620145096054017131,0.3
119,,,,,,,,,,,,,,,119_0,FAILED,SOBOL,,,1497,781,3415,0.755407394498586626241376507096,0.000000001
120,,,,,,,,,,,,,,,120_0,FAILED,SOBOL,,,942,3409,2047,0.256207790190354001147454710008,0.0000001
121,,,,,,,,,,,,,,,121_0,FAILED,SOBOL,,,3356,1351,3809,0.532822842920198991301106161700,0.1
122,,,,,,,,,,,,,,,122_0,FAILED,SOBOL,,,3392,3823,3540,0.971211877932772082999690610450,0.001
123,,,,,,,,,,,,,,,123_0,FAILED,SOBOL,,,1062,784,606,0.194985909780487409737048665193,0.00000001
124,,,,,,,,,,,,,,,124_0,FAILED,SOBOL,,,1461,3153,4240,0.691871779743582049349015505868,0.000000001
125,,,,,,,,,,,,,,,125_0,FAILED,SOBOL,,,4086,1462,2250,0.469452479634433983424202097012,0.6
126,,,,,,,,,,,,,,,126_0,FAILED,SOBOL,,,4991,2547,873,0.322115023266524080902684090688,0.1
127,,,,,,,,,,,,,,,127_0,FAILED,SOBOL,,,1964,2070,2629,0.606285202186554683656538600189,0.0000000001
128,,,,,,,,,,,,,,,128_0,FAILED,SOBOL,,,471,4386,1261,0.109033861143514515523733621194,0.3
129,,,,,,,,,,,,,,,129_0,FAILED,SOBOL,,,2577,218,4585,0.822290688766166621981312800926,0.00001
130,,,,,,,,,,,,,,,130_0,FAILED,SOBOL,,,3097,3622,1602,0.550012412415817331101663967274,0.0001
131,,,,,,,,,,,,,,,131_0,FAILED,SOBOL,,,106,1617,4849,0.273062426941469316155064461782,0.0000000001
132,,,,,,,,,,,,,,,132_0,FAILED,SOBOL,,,2383,4292,1215,0.769915501840412574985350602219,0.7
133,,,,,,,,,,,,,,,133_0,FAILED,SOBOL,,,4415,940,2893,0.048284879721701146060297560325,0.0000001
134,,,,,,,,,,,,,,,134_0,FAILED,SOBOL,,,3991,4855,3977,0.150447423353791243094690344151,0.2
135,,,,,,,,,,,,,,,135_0,FAILED,SOBOL,,,1714,375,1908,0.933828924283385264359935717948,0.3
136,,,,,,,,,,,,,,,136_0,FAILED,SOBOL,,,843,3015,3276,0.436610378304496393742084592304,0.000001
137,,,,,,,,,,,,,,,137_0,FAILED,SOBOL,,,3455,2227,264,0.650591223249211925150348179159,0.6
138,,,,,,,,,,,,,,,138_0,FAILED,SOBOL,,,3730,2816,4785,0.070748143512755629069843621437,0.8
139,,,,,,,,,,,,,,,139_0,FAILED,SOBOL,,,725,2413,1851,0.846863825667649505746226168412,0.5
140,,,,,,,,,,,,,,,140_0,FAILED,SOBOL,,,1749,4745,2985,0.344254966055974387373339595797,0.4
141,,,,,,,,,,,,,,,141_0,FAILED,SOBOL,,,3799,496,995,0.566533285683020970679990568897,0.00001
142,,,,,,,,,,,,,,,142_0,FAILED,SOBOL,,,4614,4098,2138,0.731558379380032430816527266870,0.001
143,,,,,,,,,,,,,,,143_0,FAILED,SOBOL,,,2340,1141,3894,0.447255072055384506057862381567,0.0000001
144,,,,,,,,,,,,,,,144_0,COMPLETED,SOBOL,3136.000000000000000000000000000000,0.579999999999999960031971113494,222,3499,25,0.946574617590755229556975791638,0.01
145,,,,,,,,,,,,,,,145_0,FAILED,SOBOL,,,2825,1733,3350,0.233214880164712673460414293913,0.000000000001
146,,,,,,,,,,,,,,,146_0,FAILED,SOBOL,,,2771,4590,387,0.398385094158351438231591146177,0.00000001
147,,,,,,,,,,,,,,,147_0,FAILED,SOBOL,,,433,26,3633,0.675224793635308739858658100275,0.0001
148,,,,,,,,,,,,,,,148_0,FAILED,SOBOL,,,2085,2660,2499,0.172648758830502624395109023681,0.9
149,,,,,,,,,,,,,,,149_0,FAILED,SOBOL,,,4714,1944,4177,0.894138400467112681724302092334,0.00001
150,,,,,,,,,,,,,,,150_0,FAILED,SOBOL,,,4356,3342,2702,0.809663494164124086793776768900,0.7
151,,,,,,,,,,,,,,,151_0,FAILED,SOBOL,,,1348,1265,634,0.026148864829912781687637490791,0.00000000001
152,,,,,,,,,,,,,,,152_0,FAILED,SOBOL,,,1102,3941,4502,0.525435585558414408602345702093,0.000001
153,,,,,,,,,,,,,,,153_0,FAILED,SOBOL,,,3195,673,1490,0.311351830810308483066251028504,0.0001
154,,,,,,,,,,,,,,,154_0,FAILED,SOBOL,,,3156,4440,4631,0.680204270178452086170750590099,0.0000001
155,,,,,,,,,,,,,,,155_0,FAILED,SOBOL,,,1142,174,1390,0.403090818727388999764826849059,0.0000000001
156,,,,,,,,,,,,,,,156_0,FAILED,SOBOL,,,1387,2532,2524,0.904722217381000559655035431206,0.00000001
157,,,,,,,,,,,,,,,157_0,FAILED,SOBOL,,,4318,2075,841,0.183445414632558811973694901098,0.0001
158,,,,,,,,,,,,,,,158_0,FAILED,SOBOL,,,4752,3177,2277,0.019402789823710919064891911034,0.7
159,,,,,,,,,,,,,,,159_0,FAILED,SOBOL,,,2045,1427,4350,0.802704104386270045345952439675,0.00001
160,,,,,,,,,,,,,,,160_0,FAILED,SOBOL,,,394,3760,482,0.302412786187604087917435435884,0.4
161,,,,,,,,,,,,,,,161_0,FAILED,SOBOL,,,2810,857,3489,0.516770768793299750676339954225,0.5
162,,,,,,,,,,,,,,,162_0,FAILED,SOBOL,,,2865,3000,199,0.851630087820813064247715828969,0.6
163,,,,,,,,,,,,,,,163_0,FAILED,SOBOL,,,184,2232,3128,0.075788871465250845504968424393,0.7
164,,,,,,,,,,,,,,,164_0,FAILED,SOBOL,,,2301,4908,1994,0.577391230072826111552330985432,0.4
165,,,,,,,,,,,,,,,165_0,FAILED,SOBOL,,,4653,331,3989,0.354899357732385400954200349588,0.8
166,,,,,,,,,,,,,,,166_0,FAILED,SOBOL,,,3760,4229,2885,0.440356732923537497192967293813,0.000000000001
167,,,,,,,,,,,,,,,167_0,FAILED,SOBOL,,,1788,1013,1124,0.724873117078095652310310015309,0.5
168,,,,,,,,,,,,,,,168_0,FAILED,SOBOL,,,764,3646,4993,0.224610838925465933213487801368,0.2
169,,,,,,,,,,,,,,,169_0,FAILED,SOBOL,,,3690,1583,1673,0.937696586435660672798064751987,0.000001
170,,,,,,,,,,,,,,,170_0,FAILED,SOBOL,,,3494,3455,3377,0.277828940048813810559380499399,0.000001
171,,,,,,,,,,,,,,,171_0,COMPLETED,SOBOL,10080.000000000000000000000000000000,0.429999999999999993338661852249,804,1787,135,0.555052915439009697529115783254,0.00001
172,,,,,,,,,,,,,,,172_0,FAILED,SOBOL,,,1674,4103,3769,0.059142573157325385724281119337,0.0001
173,,,,,,,,,,,,,,,173_0,FAILED,SOBOL,,,4030,1126,2086,0.780560118446126605107338036760,0.001
174,,,,,,,,,,,,,,,174_0,FAILED,SOBOL,,,4376,4711,1042,0.926930334197357264081063021877,0.8
175,,,,,,,,,,,,,,,175_0,FAILED,SOBOL,,,2422,520,3115,0.143762385981157425618448542082,0.3
176,,,,,,,,,,,,,,,176_0,FAILED,SOBOL,,,146,2889,1746,0.641987432964146176317399294931,0.000000000001
177,,,,,,,,,,,,,,,177_0,FAILED,SOBOL,,,3059,2350,4754,0.427732122220098986975500565677,0.00000000001
178,,,,,,,,,,,,,,,178_0,FAILED,SOBOL,,,2538,3946,1483,0.199965607535094014313159505036,0.4
179,,,,,,,,,,,,,,,179_0,FAILED,SOBOL,,,510,658,4412,0.975917347829788894841840374283,0.1
180,,,,,,,,,,,,,,,180_0,FAILED,SOBOL,,,2003,3298,778,0.480036075336858603090917085865,0.8
181,,,,,,,,,,,,,,,181_0,FAILED,SOBOL,,,4951,1318,2773,0.702668690217658875596384859818,0.01
182,,,,,,,,,,,,,,,182_0,FAILED,SOBOL,,,4126,2733,4111,0.599538905968889590525350286043,0.2
183,,,,,,,,,,,,,,,183_0,FAILED,SOBOL,,,1422,1881,2350,0.315155888160690678123643237996,0.001
184,,,,,,,,,,,,,,,184_0,FAILED,SOBOL,,,1023,4556,3718,0.813351865354925429585364327068,0.3
185,,,,,,,,,,,,,,,185_0,COMPLETED,SOBOL,10537.000000000000000000000000000000,0.380000000000000004440892098501,3431,51,399,0.100368789706379177295580973350,0.7
186,,,,,,,,,,,,,,,186_0,FAILED,SOBOL,,,3317,2579,1946,0.413397861063480365206856959048,0.0000001
187,,,,,,,,,,,,,,,187_0,FAILED,SOBOL,,,981,2182,3938,0.627988045066595113041785225505,0.8
188,,,,,,,,,,,,,,,188_0,FAILED,SOBOL,,,1537,4509,304,0.126261975342407822830992358831,0.0000000001
189,,,,,,,,,,,,,,,189_0,FAILED,SOBOL,,,4168,264,3237,0.910252339446917191345676201308,0.2
190,,,,,,,,,,,,,,,190_0,FAILED,SOBOL,,,4904,3866,4887,0.762305990161374236180336083635,0.3
191,,,,,,,,,,,,,,,191_0,FAILED,SOBOL,,,1893,904,1564,0.041284290703013537537913180131,0.1
192,,,,,,,,,,,,,,,192_0,FAILED,SOBOL,,,557,3267,2933,0.541426627628505241496270627977,0.6
193,,,,,,,,,,,,,,,193_0,FAILED,SOBOL,,,2647,1496,1175,0.265086040697991853765103087426,0.01
194,,,,,,,,,,,,,,,194_0,FAILED,SOBOL,,,3028,4978,2591,0.117009293761104346542900600525,0.00001
195,,,,,,,,,,,,,,,195_0,FAILED,SOBOL,,,21,420,912,0.830875519927591121849275168643,0.9
196,,,,,,,,,,,,,,,196_0,FAILED,SOBOL,,,2453,3049,4546,0.329116565911099334673650673722,0.00000001
197,,,,,,,,,,,,,,,197_0,FAILED,SOBOL,,,4501,2337,1300,0.613895667491480723221286552871,0.000000000001
198,,,,,,,,,,,,,,,198_0,FAILED,SOBOL,,,3909,3735,568,0.715449318205937712100705994089,0.00000000001
199,,,,,,,,,,,,,,,199_0,FAILED,SOBOL,,,1638,1653,3579,0.493638881271705021180906669542,0.01
200,,,,,,,,,,,,,,,200_0,FAILED,SOBOL,,,924,4334,2210,0.993814102489501194348520130006,0.000000001
201,,,,,,,,,,,,,,,201_0,FAILED,SOBOL,,,3530,1061,4280,0.218197473395615820779269711238,0.3
202,,,,,,,,,,,,,,,202_0,FAILED,SOBOL,,,3643,4211,672,0.503685679474845549030703750759,0.000000001
203,,,,,,,,,,,,,,,203_0,FAILED,SOBOL,,,654,1177,2664,0.289236238012090307591961391154,0.000000000001
204,,,,,,,,,,,,,,,204_0,FAILED,SOBOL,,,1835,3541,1529,0.784989984884858160718579256354,0.3
205,,,,,,,,,,,,,,,205_0,FAILED,SOBOL,,,3869,1854,4462,0.001110144719481468301297555357,0.00000001
206,,,,,,,,,,,,,,,206_0,FAILED,SOBOL,,,4539,2939,3672,0.166500478990375982979443847398,0.9
207,,,,,,,,,,,,,,,207_0,FAILED,SOBOL,,,2259,2458,348,0.887624850310385182794448155619,0.000001
208,,,,,,,,,,,,,,,208_0,FAILED,SOBOL,,,297,4779,4217,0.389312746392562969433015496179,0.0001
209,,,,,,,,,,,,,,,209_0,FAILED,SOBOL,,,2907,606,2460,0.665786699669435599879818710178,0.7
210,,,,,,,,,,,,,,,210_0,RUNNING,SOBOL,,,2690,3385,3855,0.956011761648580482564341309626,0.9
211,,,,,,,,,,,,,,,211_0,RUNNING,SOBOL,,,358,1385,2176,0.242286278022453199776364840545,0.1
212,,,,,,,,,,,,,,,212_0,RUNNING,SOBOL,,,2166,4055,3310,0.738072879444807816717855075694,0.00000000001
213,,,,,,,,,,,,,,,213_0,COMPLETED,SOBOL,2904.000000000000000000000000000000,0.309999999999999997779553950750,4788,707,65,0.453404301803559062200577045587,0.0001
214,,,,,,,,,,,,,,,214_0,RUNNING,SOBOL,,,4286,4622,1813,0.369294636074453619389856839916,0.00001
215,,,,,,,,,,,,,,,215_0,RUNNING,SOBOL,,,1262,138,4824,0.591207744870334894748964416067,0.4
216,,,,,,,,,,,,,,,216_0,RUNNING,SOBOL,,,1173,2783,955,0.092862786402925848183720347606,0.8
217,,,,,,,,,,,,,,,217_0,RUNNING,SOBOL,,,3282,1990,3025,0.868612781843170478346394247637,0.6
218,,,,,,,,,,,,,,,218_0,RUNNING,SOBOL,,,3253,4275,1730,0.015043304879218340891489091860,0.8
219,,,,,,,,,,,,,,,219_0,RUNNING,SOBOL,,,1201,967,4741,0.790549499262124255594130772806,0.5
220,,,,,,,,,,,,,,,220_0,RUNNING,SOBOL,,,1287,3595,1028,0.291229946291074182074254395047,0.7
221,,,,,,,,,,,,,,,221_0,RUNNING,SOBOL,,,4260,1634,3098,0.513386796658858668429559202195,0.00000000001
222,,,,,,,,,,,,,,,222_0,RUNNING,SOBOL,,,4773,3032,3772,0.660259552804753235832890823076,0.00001
223,,,,,,,,,,,,,,,223_0,RUNNING,SOBOL,,,2182,2200,2093,0.375347233591601270319415561971,0.00000001
