trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
705,,,,,,,,,,,,,,,705_0,COMPLETED,SOBOL,8658.000000000000000000000000000000,1.589999999999999857891452847980,985,316,63,704,0.442345507629215706213443581873
706,,,,,,,,,,,,,,,706_0,RUNNING,SOBOL,,,4686,3987,35,158,0.815167276265099660648161261634
707,,,,,,,,,,,,,,,707_0,RUNNING,SOBOL,,,4858,1289,72,428,0.321206536600366243661142107158
708,,,,,,,,,,,,,,,708_0,RUNNING,SOBOL,,,726,3083,31,944,0.951470081180334048553959291894
709,,,,,,,,,,,,,,,709_0,RUNNING,SOBOL,,,1264,1206,77,199,0.647809178659692452839635734563
710,,,,,,,,,,,,,,,710_0,RUNNING,SOBOL,,,3071,4406,24,683,0.016714996188879012450900773956
711,,,,,,,,,,,,,,,711_0,COMPLETED,SOBOL,2101.000000000000000000000000000000,1.100000000000000088817841970013,3666,138,44,599,0.193981654351577159633990277143
712,,,,,,,,,,,,,,,712_0,RUNNING,SOBOL,,,1996,4282,60,20,0.564040419314056684640945604770
713,,,,,,,,,,,,,,,713_0,RUNNING,SOBOL,,,73,2409,11,775,0.774013190453872068630403191491
714,,,,,,,,,,,,,,,714_0,RUNNING,SOBOL,,,4341,3271,89,354,0.405043940279632808110221731113
715,,,,,,,,,,,,,,,715_0,RUNNING,SOBOL,,,4114,2241,26,747,0.725984239950776100158691406250
716,,,,,,,,,,,,,,,716_0,RUNNING,SOBOL,,,295,3409,73,137,0.094958567971363663784423181369
717,,,,,,,,,,,,,,,717_0,COMPLETED,SOBOL,9014.000000000000000000000000000000,2.620000000000000106581410364015,2081,293,21,877,0.306036100760102292017705849503
718,,,,,,,,,,,,,,,718_0,RUNNING,SOBOL,,,3575,4117,81,487,0.935941764229908601535612433509
719,,,,,,,,,,,,,,,719_0,RUNNING,SOBOL,,,2845,1021,61,296,0.852142548341304095771420179517
720,,,,,,,,,,,,,,,720_0,RUNNING,SOBOL,,,1487,4541,39,843,0.483333215465769183705191380795
721,,,,,,,,,,,,,,,721_0,RUNNING,SOBOL,,,811,1407,93,82,0.178826428193598979676792737337
722,,,,,,,,,,,,,,,722_0,RUNNING,SOBOL,,,4767,2896,9,535,0.548496892681345382669633181649
723,,,,,,,,,,,,,,,723_0,RUNNING,SOBOL,,,4440,506,98,803,0.057702741203829649441203741844
724,,,,,,,,,,,,,,,724_0,RUNNING,SOBOL,,,1227,3866,2,318,0.684784532528370570858555765881
725,,,,,,,,,,,,,,,725_0,RUNNING,SOBOL,,,1784,1985,57,571,0.972725793419405793116538916365
726,,,,,,,,,,,,,,,726_0,RUNNING,SOBOL,,,2634,3626,47,56,0.346734037380665549576974626689
727,,,,,,,,,,,,,,,727_0,RUNNING,SOBOL,,,3131,1858,14,226,0.426539758043363692596727787532
728,,,,,,,,,,,,,,,728_0,RUNNING,SOBOL,,,2457,2561,86,649,0.799292971573769994719782516768
729,,,,,,,,,,,,,,,729_0,RUNNING,SOBOL,,,476,691,34,402,0.604788579301908657548381142988
730,,,,,,,,,,,,,,,730_0,RUNNING,SOBOL,,,3865,4988,69,979,0.231204207383096216332774019975
731,,,,,,,,,,,,,,,731_0,RUNNING,SOBOL,,,3838,2440,15,500,0.504225050648674399944582091848
732,,,,,,,,,,,,,,,732_0,RUNNING,SOBOL,,,507,3142,87,891,0.129537614274770035427408743089
733,,,,,,,,,,,,,,,733_0,ABANDONED,SOBOL,,,2431,13,32,128,0.464370760640129442986534513693
734,,,,,,,,,,,,,,,734_0,RUNNING,SOBOL,,,3163,4309,66,737,0.839919347215443812260105005407
735,,,,,,,,,,,,,,,735_0,RUNNING,SOBOL,,,2646,1136,99,545,0.884833290839567743191196314001
736,,,,,,,,,,,,,,,736_0,RUNNING,SOBOL,,,1777,4496,2,92,0.263584156140685088587360951351
737,,,,,,,,,,,,,,,737_0,RUNNING,SOBOL,,,1239,1375,54,829,0.084814144873991609285823756181
738,,,,,,,,,,,,,,,738_0,RUNNING,SOBOL,,,4433,3016,45,282,0.704943245038390120527083126944
739,,,,,,,,,,,,,,,739_0,COMPLETED,SOBOL,2291.000000000000000000000000000000,2.390000000000000124344978758018,4798,460,63,54,0.213118300192058074404855005923
740,,,,,,,,,,,,,,,740_0,RUNNING,SOBOL,,,784,3980,41,570,0.591688711570575787135339851375
741,,,,,,,,,,,,,,,741_0,RUNNING,SOBOL,,,1519,2106,92,325,0.755836764089763191165616262879
742,,,,,,,,,,,,,,,742_0,RUNNING,SOBOL,,,2818,3594,8,809,0.376435190604999636576621924178
743,,,,,,,,,,,,,,,743_0,RUNNING,SOBOL,,,3568,1592,28,974,0.335454067062586569480941989241
744,,,,,,,,,,,,,,,744_0,RUNNING,SOBOL,,,2093,2759,75,395,0.952820226756855848115890239569
745,,,,,,,,,,,,,,,745_0,RUNNING,SOBOL,,,288,884,21,650,0.632601425003260331436649721581
746,,,,,,,,,,,,,,,746_0,RUNNING,SOBOL,,,4126,4708,80,229,0.016325311748310922244087350919
747,,,,,,,,,,,,,,,747_0,RUNNING,SOBOL,,,4367,719,42,872,0.865446760626509825620189531037
748,,,,,,,,,,,,,,,748_0,RUNNING,SOBOL,,,41,4863,57,262,0.485626441277563547505025098872
749,,,,,,,,,,,,,,,749_0,RUNNING,SOBOL,,,2023,1730,12,502,0.166512880774214860890580780506
750,,,,,,,,,,,,,,,750_0,RUNNING,SOBOL,,,3634,2592,90,112,0.545212764061987376074114308722
751,,,,,,,,,,,,,,,751_0,RUNNING,SOBOL,,,3059,1919,70,171,0.742165770186111295458886161214
752,,,,,,,,,,,,,,,752_0,RUNNING,SOBOL,,,1271,3712,29,718,0.125562213774770503604827354138
753,,,,,,,,,,,,,,,753_0,RUNNING,SOBOL,,,714,595,78,457,0.288863909376785132909759568065
754,,,,,,,,,,,,,,,754_0,RUNNING,SOBOL,,,4865,3795,25,910,0.906329017516225521333694814530
755,,,,,,,,,,,,,,,755_0,FAILED,SOBOL,,,4654,1557,83,678,0.417183356169611219144144342863
756,,,,,,,,,,,,,,,756_0,FAILED,SOBOL,,,1011,2883,18,193,0.793059311544522693715464356501
757,,,,,,,,,,,,,,,757_0,FAILED,SOBOL,,,1687,1015,66,946,0.613184534911066281281932788261
758,,,,,,,,,,,,,,,758_0,FAILED,SOBOL,,,2732,4685,38,431,0.238398075735196474100874297619
759,,,,,,,,,,,,,,,759_0,COMPLETED,SOBOL,1705.000000000000000000000000000000,3.330000000000000071054273576010,3385,182,5,351,0.037581014692783354380622995450
760,,,,,,,,,,,,,,,760_0,FAILED,SOBOL,,,2203,4169,95,774,0.658128935078158949778526221053
761,,,,,,,,,,,,,,,761_0,FAILED,SOBOL,,,417,2287,50,27,0.993807962477207151863467515795
762,,,,,,,,,,,,,,,762_0,FAILED,SOBOL,,,3924,3304,54,604,0.372429430225864055437057231757
763,,,,,,,,,,,,,,,763_0,COMPLETED,SOBOL,2705.000000000000000000000000000000,1.700000000000000177635683940025,4029,88,93,927,0.697273015459999423448778088641
764,,,,,,,,,,,,,,,764_0,FAILED,SOBOL,,,387,4225,9,442,0.076892884898930785597670478637
765,,,,,,,,,,,,,,,765_0,FAILED,SOBOL,,,2312,2349,60,697,0.271260217150673277330952259945
766,,,,,,,,,,,,,,,766_0,FAILED,SOBOL,,,3356,3204,38,182,0.892745626140385883928729526815
767,,,,,,,,,,,,,,,767_0,FAILED,SOBOL,,,2760,1299,21,100,0.816655724549666062195285576308
768,,,,,,,,,,,,,,,768_0,FAILED,SOBOL,,,1579,3101,80,523,0.440855631694197669379065018802
769,,,,,,,,,,,,,,,769_0,FAILED,SOBOL,,,1042,1226,26,278,0.152807782197371122556717182306
770,,,,,,,,,,,,,,,770_0,FAILED,SOBOL,,,4548,4434,73,855,0.527731016978621458868303761847
771,,,,,,,,,,,,,,,771_0,FAILED,SOBOL,,,4993,2171,35,623,0.023997087948024273945657469653
772,,,,,,,,,,,,,,,772_0,FAILED,SOBOL,,,667,3499,69,13,0.640524707483127730966998569784
773,,,,,,,,,,,,,,,773_0,COMPLETED,SOBOL,12851.000000000000000000000000000000,4.660000000000000142108547152020,1398,379,14,751,0.945138098232448098379165912775
774,,,,,,,,,,,,,,,774_0,FAILED,SOBOL,,,3009,4051,86,360,0.327536140130832764683077584777
775,,,,,,,,,,,,,,,775_0,FAILED,SOBOL,,,3684,819,56,422,0.399701073717325938705613452839
776,,,,,,,,,,,,,,,776_0,FAILED,SOBOL,,,1897,4803,47,969,0.779353677598759508882153568265
777,,,,,,,,,,,,,,,777_0,FAILED,SOBOL,,,89,1673,99,206,0.568413189958780984412101133785
778,,,,,,,,,,,,,,,778_0,FAILED,SOBOL,,,4239,2688,2,659,0.189606504289433347443249999742
779,,,,,,,,,,,,,,,779_0,FAILED,SOBOL,,,4174,1804,64,305,0.929604539128020435079235994635
780,,,,,,,,,,,,,,,780_0,FAILED,SOBOL,,,160,2509,36,821,0.312375705279409887626940189875
781,,,,,,,,,,,,,,,781_0,COMPLETED,SOBOL,5700.000000000000000000000000000000,2.680000000000000159872115546023,2143,627,84,74,0.102296330662444229231411441106
782,,,,,,,,,,,,,,,782_0,FAILED,SOBOL,,,3442,4926,18,558,0.718648856677114977742348855827
783,,,,,,,,,,,,,,,783_0,FAILED,SOBOL,,,2943,521,48,725,0.552894892586395125810838635516
784,,,,,,,,,,,,,,,784_0,FAILED,SOBOL,,,1469,3879,51,146,0.174430807705968610177293953711
785,,,,,,,,,,,,,,,785_0,FAILED,SOBOL,,,913,2011,6,899,0.477954665077850227028477547719
786,,,,,,,,,,,,,,,786_0,FAILED,SOBOL,,,4750,3649,97,478,0.857523478146642426089840682835
787,,,,,,,,,,,,,,,787_0,FAILED,SOBOL,,,4463,1078,11,249,0.349159262303262940552173176911
788,,,,,,,,,,,,,,,788_0,FAILED,SOBOL,,,1133,4591,89,640,0.970301996147260092939745845797
789,,,,,,,,,,,,,,,789_0,FAILED,SOBOL,,,1805,1474,44,379,0.681392557743936810865648112667
790,,,,,,,,,,,,,,,790_0,FAILED,SOBOL,,,2537,2955,59,988,0.061096143638715148804774202063
791,,,,,,,,,,,,,,,791_0,FAILED,SOBOL,,,3272,2223,77,794,0.230722014725208285357282989025
792,,,,,,,,,,,,,,,792_0,FAILED,SOBOL,,,2403,3398,23,341,0.605272199610248251566702037962
793,,,,,,,,,,,,,,,793_0,COMPLETED,SOBOL,5315.000000000000000000000000000000,0.890000000000000013322676295502,614,265,72,580,0.800729541122913390793769394804
794,,,,,,,,,,,,,,,794_0,FAILED,SOBOL,,,3807,4096,32,33,0.425104616144672042832297620407
795,,,,,,,,,,,,,,,795_0,FAILED,SOBOL,,,3781,1177,74,630,0.067778667751699689381084112938
796,,,,,,,,,,,,,,,796_0,FAILED,SOBOL,,,548,4385,28,239,0.690245309447869659358332228294
797,,,,,,,,,,,,,,,797_0,FAILED,SOBOL,,,2375,1251,79,994,0.901174377743154786379875531566
798,,,,,,,,,,,,,,,798_0,FAILED,SOBOL,,,3205,3052,19,384,0.277877042388543493700581166195
799,,,,,,,,,,,,,,,799_0,FAILED,SOBOL,,,2550,2398,40,335,0.447411424875259422506701412203
800,,,,,,,,,,,,,,,800_0,RUNNING,SOBOL,,,1857,3253,62,788,0.825267096439376457439607293054
801,,,,,,,,,,,,,,,801_0,COMPLETED,SOBOL,268.000000000000000000000000000000,2.120000000000000106581410364015,1145,137,7,43,0.520642278909683176024714157393
802,,,,,,,,,,,,,,,802_0,RUNNING,SOBOL,,,4514,4274,92,590,0.143876185337081546888882144231
803,,,,,,,,,,,,,,,803_0,RUNNING,SOBOL,,,4695,1703,3,826,0.649562664302065995158841360535
804,,,,,,,,,,,,,,,804_0,RUNNING,SOBOL,,,896,2718,100,311,0.030979466058313847448557609709
805,,,,,,,,,,,,,,,805_0,RUNNING,SOBOL,,,1412,848,45,548,0.319031128199771030207188005079
806,,,,,,,,,,,,,,,806_0,RUNNING,SOBOL,,,2925,4832,54,63,0.938475945092737684483097382326
807,,,,,,,,,,,,,,,807_0,COMPLETED,SOBOL,2894.000000000000000000000000000000,1.560000000000000053290705182008,3503,349,87,157,0.772874144745990587779260749812
808,,,,,,,,,,,,,,,808_0,RUNNING,SOBOL,,,2166,4022,15,734,0.391135029729455685476580129034
809,,,,,,,,,,,,,,,809_0,RUNNING,SOBOL,,,221,2141,67,472,0.196771502686664462311583179144
810,,,,,,,,,,,,,,,810_0,RUNNING,SOBOL,,,4195,3470,33,894,0.577390114720910840873102642945
811,,,,,,,,,,,,,,,811_0,COMPLETED,SOBOL,11180.000000000000000000000000000000,61.340000000000003410605131648481,4266,1962,95,8,0.303276775889098626493023402872
812,,,,,,,,,,,,,,,812_0,RUNNING,SOBOL,,,155,3600,4,617,0.922561664329841768505957588786
813,,,,,,,,,,,,,,,813_0,COMPLETED,SOBOL,12336.000000000000000000000000000000,2.160000000000000142108547152020,1923,472,52,370,0.727092896036803715276164439274
814,,,,,,,,,,,,,,,814_0,RUNNING,SOBOL,,,3749,3830,49,761,0.108897987114265556995995609668
815,,,,,,,,,,,,,,,815_0,RUNNING,SOBOL,,,2997,676,16,959,0.180971432100981460822097801611
816,,,,,,,,,,,,,,,816_0,RUNNING,SOBOL,,,1347,4975,82,412,0.561521552233025467160132393474
817,,,,,,,,,,,,,,,817_0,RUNNING,SOBOL,,,654,1853,37,665,0.850419571291655351785720995395
818,,,,,,,,,,,,,,,818_0,RUNNING,SOBOL,,,4941,2558,65,212,0.469038355974480514198887703969
819,,,,,,,,,,,,,,,819_0,COMPLETED,SOBOL,5012.000000000000000000000000000000,1.959999999999999964472863211995,4605,294,30,453,0.979355121752247259614421182050
820,,,,,,,,,,,,,,,820_0,RUNNING,SOBOL,,,1060,4126,71,936,0.356126352656632672033509834364
821,,,,,,,,,,,,,,,821_0,RUNNING,SOBOL,,,1634,2252,25,176,0.052606300493702295995035456144
822,,,,,,,,,,,,,,,822_0,RUNNING,SOBOL,,,2776,3427,78,692,0.674715116847306450864607541007
823,,,,,,,,,,,,,,,823_0,RUNNING,SOBOL,,,3296,1445,58,528,0.598777379000559495381139640813
824,,,,,,,,,,,,,,,824_0,RUNNING,SOBOL,,,2290,2926,42,107,0.222171139523386962366657826351
825,,,,,,,,,,,,,,,825_0,RUNNING,SOBOL,,,326,1049,91,846,0.432254326784983267106809989855
826,,,,,,,,,,,,,,,826_0,RUNNING,SOBOL,,,4007,4562,13,267,0.809721634671092038715300986951
827,,,,,,,,,,,,,,,827_0,RUNNING,SOBOL,,,3979,1346,46,204,0.136200124327093358145290835637
828,,,,,,,,,,,,,,,828_0,RUNNING,SOBOL,,,434,2987,56,687,0.512729943608865146309483407094
829,,,,,,,,,,,,,,,829_0,FAILED,SOBOL,,,2260,1106,1,425,0.832937326017767154517912331357
830,,,,,,,,,,,,,,,830_0,FAILED,SOBOL,,,3402,4466,98,941,0.455332684850320246194854689747
831,,,,,,,,,,,,,,,831_0,COMPLETED,SOBOL,797.000000000000000000000000000000,4.299999999999999822364316059975,2671,42,68,779,0.254606874465942378815697111349
832,,,,,,,,,,,,,,,832_0,FAILED,SOBOL,,,1664,4339,33,357,0.877668411413207616433851399051
833,,,,,,,,,,,,,,,833_0,FAILED,SOBOL,,,951,2469,85,595,0.713508932113647409423151657393
834,,,,,,,,,,,,,,,834_0,FAILED,SOBOL,,,4633,3172,13,16,0.091293796697631476866341415644
835,,,,,,,,,,,,,,,835_0,FAILED,SOBOL,,,4891,933,81,257,0.585072243245318479587524507224
836,,,,,,,,,,,,,,,836_0,FAILED,SOBOL,,,779,4756,22,866,0.204689429618418211598296352349
837,,,,,,,,,,,,,,,837_0,FAILED,SOBOL,,,1299,1641,73,121,0.383463253529742365000032577882
838,,,,,,,,,,,,,,,838_0,FAILED,SOBOL,,,3125,2808,26,512,0.764950862266123299271214364126
839,,,,,,,,,,,,,,,839_0,FAILED,SOBOL,,,3622,2057,9,708,0.961751466704532487206336099916
840,,,,,,,,,,,,,,,840_0,FAILED,SOBOL,,,1971,3545,94,161,0.342542924102395784924368626889
841,,,,,,,,,,,,,,,841_0,FAILED,SOBOL,,,29,411,39,916,0.007713582945987582616120814549
842,,,,,,,,,,,,,,,842_0,FAILED,SOBOL,,,4317,3931,61,462,0.626045750793069566420001592633
843,,,,,,,,,,,,,,,843_0,FAILED,SOBOL,,,4070,566,23,575,0.492304239086806760816728001373
844,,,,,,,,,,,,,,,844_0,FAILED,SOBOL,,,270,3766,76,60,0.873936484800651669502258300781
845,,,,,,,,,,,,,,,845_0,RUNNING,SOBOL,,,2037,1889,30,799,0.538246030621230553414591213368
846,,,,,,,,,,,,,,,846_0,RUNNING,SOBOL,,,3551,3683,71,314,0.157459636198356761616068411058
847,,,,,,,,,,,,,,,847_0,RUNNING,SOBOL,,,2878,1759,88,406,0.116569763313978905228118776449
848,,,,,,,,,,,,,,,848_0,RUNNING,SOBOL,,,1540,2621,10,983,0.735016178516671114806513287476
849,,,,,,,,,,,,,,,849_0,RUNNING,SOBOL,,,846,748,59,223,0.914879535805434018769233261992
850,,,,,,,,,,,,,,,850_0,RUNNING,SOBOL,,,4821,4892,43,645,0.295358848957344877206310229667
851,,,,,,,,,,,,,,,851_0,RUNNING,SOBOL,,,4405,2336,52,881,0.786458012005314177628179095336
852,,,,,,,,,,,,,,,852_0,RUNNING,SOBOL,,,1173,3353,49,490,0.408739197839051493499340494964
853,,,,,,,,,,,,,,,853_0,COMPLETED,SOBOL,5500.000000000000000000000000000000,0.800000000000000044408920985006,1750,231,97,743,0.245441307445988049495966265567
854,,,,,,,,,,,,,,,854_0,RUNNING,SOBOL,,,2581,4218,6,133,0.622283345330506554304861310811
855,,,,,,,,,,,,,,,855_0,RUNNING,SOBOL,,,3175,966,36,86,0.667044887268915753786302502704
856,,,,,,,,,,,,,,,856_0,RUNNING,SOBOL,,,2481,4636,64,539,0.044685040518641472306882178600
857,,,,,,,,,,,,,,,857_0,RUNNING,SOBOL,,,520,1508,19,292,0.363802413666620860777101142958
858,,,,,,,,,,,,,,,858_0,RUNNING,SOBOL,,,3889,2834,85,839,0.987267457053065289329651932348
859,,,,,,,,,,,,,,,859_0,COMPLETED,SOBOL,12127.000000000000000000000000000000,47.070000000000000284217094304040,3902,1516,56,19,0.703858141466975228972557943052
860,,,,,,,,,,,,,,,860_0,RUNNING,SOBOL,,,513,2846,46,598,0.085411765301600092725742285893
861,,,,,,,,,,,,,,,861_0,FAILED,SOBOL,,,2493,974,98,359,0.264204618975520111323618266397
862,,,,,,,,,,,,,,,862_0,FAILED,SOBOL,,,3167,4648,1,780,0.883725344860926242951393305702
863,,,,,,,,,,,,,,,863_0,COMPLETED,SOBOL,6158.000000000000000000000000000000,1.209999999999999964472863211995,2593,224,34,940,0.842717571843415447219172165205
864,,,,,,,,,,,,,,,864_0,FAILED,SOBOL,,,1743,4206,68,424,0.461085290810093306745898189547
865,,,,,,,,,,,,,,,865_0,FAILED,SOBOL,,,1185,2328,14,684,0.126244530308991659284245656636
866,,,,,,,,,,,,,,,866_0,FAILED,SOBOL,,,4398,3342,86,200,0.507030889412388163783873551438
867,,,,,,,,,,,,,,,867_0,FAILED,SOBOL,,,4814,761,22,464,0.013527087120339273407232383306
868,,,,,,,,,,,,,,,868_0,FAILED,SOBOL,,,858,4899,82,917,0.635886894833296523188437276985
869,,,,,,,,,,,,,,,869_0,FAILED,SOBOL,,,1533,1772,27,164,0.956113310722634168747902094765
870,,,,,,,,,,,,,,,870_0,FAILED,SOBOL,,,2890,2628,73,711,0.332648228298872694619348067135
871,,,,,,,,,,,,,,,871_0,FAILED,SOBOL,,,3544,1877,94,509,0.377520294176414583642298339328
872,,,,,,,,,,,,,,,872_0,FAILED,SOBOL,,,2050,3677,9,118,0.755239143662154721603485540982
873,,,,,,,,,,,,,,,873_0,FAILED,SOBOL,,,263,553,61,865,0.591068248735740819910233767587
874,,,,,,,,,,,,,,,874_0,FAILED,SOBOL,,,4082,3760,40,256,0.214226246170699602400233629851
875,,,,,,,,,,,,,,,875_0,RUNNING,SOBOL,,,4304,425,76,642,0.908883530315011789468826464145
876,,,,,,,,,,,,,,,876_0,RUNNING,SOBOL,,,37,3937,23,219,0.285822032405063486404372952165
877,,,,,,,,,,,,,,,877_0,RUNNING,SOBOL,,,1959,2071,71,982,0.122512722667306658830277399375
878,,,,,,,,,,,,,,,878_0,RUNNING,SOBOL,,,3629,3551,30,405,0.744727897120639692474242110620
879,,,,,,,,,,,,,,,879_0,RUNNING,SOBOL,,,3113,1626,10,315,0.543884186603128871873025218520
880,,,,,,,,,,,,,,,880_0,RUNNING,SOBOL,,,1306,2803,88,800,0.167354332001879824165513355183
881,,,,,,,,,,,,,,,881_0,COMPLETED,SOBOL,9885.000000000000000000000000000000,25.750000000000000000000000000000,767,919,43,63,0.486490734912455091709659882326
882,,,,,,,,,,,,,,,882_0,RUNNING,SOBOL,,,4898,4751,59,578,0.864095340760424712733822616428
883,,,,,,,,,,,,,,,883_0,RUNNING,SOBOL,,,4640,2478,49,838,0.373758007684722559638146321959
884,,,,,,,,,,,,,,,884_0,RUNNING,SOBOL,,,939,3182,52,291,0.992966511249542271855261788005
885,,,,,,,,,,,,,,,885_0,COMPLETED,SOBOL,730.000000000000000000000000000000,3.040000000000000035527136788005,1672,51,6,536,0.657264641443267461085042668856
886,,,,,,,,,,,,,,,886_0,RUNNING,SOBOL,,,2659,4349,97,83,0.038932434558868411755838678801
887,,,,,,,,,,,,,,,887_0,RUNNING,SOBOL,,,3410,1097,64,137,0.235843562936410316988045110520
888,,,,,,,,,,,,,,,888_0,RUNNING,SOBOL,,,2247,4456,36,747,0.616226411882787927787319404160
889,,,,,,,,,,,,,,,889_0,RUNNING,SOBOL,,,441,1336,85,492,0.796108802651986469101075272192
890,,,,,,,,,,,,,,,890_0,RUNNING,SOBOL,,,3967,2976,19,882,0.414621229235082877639939624714
891,,,,,,,,,,,,,,,891_0,RUNNING,SOBOL,,,4014,1037,28,587,0.530300698563456518463965494448
892,,,,,,,,,,,,,,,892_0,RUNNING,SOBOL,,,314,4555,75,40,0.149750617468729613213085372081
893,,,,,,,,,,,,,,,893_0,FAILED,SOBOL,,,2298,1432,20,787,0.437821309372782685453984186097
894,,,,,,,,,,,,,,,894_0,FAILED,SOBOL,,,3284,2919,79,334,0.819202563727274513105669484503
895,,,,,,,,,,,,,,,895_0,FAILED,SOBOL,,,2784,2265,62,386,0.891401760924607544644970857917
896,,,,,,,,,,,,,,,896_0,FAILED,SOBOL,,,1622,3434,40,996,0.272116837164387115333141764495
897,,,,,,,,,,,,,,,897_0,COMPLETED,SOBOL,3223.000000000000000000000000000000,1.689999999999999946709294817992,1067,307,92,243,0.077741890776902439208484452138
898,,,,,,,,,,,,,,,898_0,FAILED,SOBOL,,,4592,4132,7,633,0.695936764379963324067546182050
899,,,,,,,,,,,,,,,899_0,FAILED,SOBOL,,,4929,1845,100,893,0.190950369505211714482584284269
900,,,,,,,,,,,,,,,900_0,FAILED,SOBOL,,,661,2546,4,470,0.567556569945067201921062860492
901,,,,,,,,,,,,,,,901_0,FAILED,SOBOL,,,1334,668,55,731,0.778504671720787855271339594765
902,,,,,,,,,,,,,,,902_0,FAILED,SOBOL,,,3004,4963,45,154,0.401037324797362093597996590688
903,,,,,,,,,,,,,,,903_0,COMPLETED,SOBOL,2607.000000000000000000000000000000,7.900000000000000355271367880050,3737,480,16,66,0.324966458545997760598567083434
904,,,,,,,,,,,,,,,904_0,FAILED,SOBOL,,,1931,3842,87,551,0.948195262961089579967222107371
905,,,,,,,,,,,,,,,905_0,FAILED,SOBOL,,,143,1970,33,312,0.643559029804542714892079402489
906,,,,,,,,,,,,,,,906_0,FAILED,SOBOL,,,4274,3612,68,827,0.021450248770415784871357089969
907,,,,,,,,,,,,,,,907_0,FAILED,SOBOL,,,4188,2132,4,215,0.856423205789178632052482953441
908,,,,,,,,,,,,,,,908_0,FAILED,SOBOL,,,233,3460,95,668,0.478567573262378587184429079571
909,,,,,,,,,,,,,,,909_0,COMPLETED,SOBOL,5834.000000000000000000000000000000,2.060000000000000053290705182008,2159,340,49,413,0.175036101754754785941869954513
910,,,,,,,,,,,,,,,910_0,FAILED,SOBOL,,,3516,4011,52,960,0.551802234364673460653705205914
911,,,,,,,,,,,,,,,911_0,FAILED,SOBOL,,,2918,857,82,760,0.721462369062006447784085594321
912,,,,,,,,,,,,,,,912_0,FAILED,SOBOL,,,1424,4842,16,369,0.098995692046359176630154763643
913,,,,,,,,,,,,,,,913_0,FAILED,SOBOL,,,889,1712,65,614,0.309097909070551402077597913376
914,,,,,,,,,,,,,,,914_0,COMPLETED,SOBOL,12014.000000000000000000000000000000,11.349999999999999644728632119950,4707,2728,37,5,0.932395209105685407457997371239
915,,,,,,,,,,,,,,,915_0,COMPLETED,SOBOL,1208.000000000000000000000000000000,1.100000000000000088817841970013,4526,123,71,268,0.422291103759780517279409650655
916,,,,,,,,,,,,,,,916_0,FAILED,SOBOL,,,1137,4268,30,847,0.804030179738998374006087033194
917,,,,,,,,,,,,,,,917_0,FAILED,SOBOL,,,1869,2384,78,110,0.608549995819106737116044314462
918,,,,,,,,,,,,,,,918_0,FAILED,SOBOL,,,2543,3247,25,531,0.227931344747543340734097228051
919,,,,,,,,,,,,,,,919_0,FAILED,SOBOL,,,3217,1265,42,689,0.062196415996178984475495354900
920,,,,,,,,,,,,,,,920_0,FAILED,SOBOL,,,2368,3057,58,173,0.680779649559408395198545349558
921,,,,,,,,,,,,,,,921_0,FAILED,SOBOL,,,561,1191,13,935,0.969696702098473917175169844995
922,,,,,,,,,,,,,,,922_0,FAILED,SOBOL,,,3773,4390,91,451,0.350251920524984605709306606514
923,,,,,,,,,,,,,,,923_0,COMPLETED,SOBOL,7113.000000000000000000000000000000,4.200000000000000177635683940025,3795,259,9,852,0.143270950773730865179800275655
924,,,,,,,,,,,,,,,924_0,FAILED,SOBOL,,,621,4084,93,275,0.521734996616840307481766103592
925,,,,,,,,,,,,,,,925_0,RUNNING,SOBOL,,,2390,2217,38,522,0.826367428282275828799186001561
926,,,,,,,,,,,,,,,926_0,RUNNING,SOBOL,,,3279,3385,60,99,0.446798576176166528650668396949
927,,,,,,,,,,,,,,,927_0,RUNNING,SOBOL,,,2525,1481,80,183,0.281154898082837445549841959291
928,,,,,,,,,,,,,,,928_0,RUNNING,SOBOL,,,1812,2968,21,698,0.898383767250925280301032671559
929,,,,,,,,,,,,,,,929_0,RUNNING,SOBOL,,,1121,1085,73,445,0.687431856548413655616514006397
930,,,,,,,,,,,,,,,930_0,RUNNING,SOBOL,,,4470,4604,26,930,0.071079365853220222160047114812
931,,,,,,,,,,,,,,,931_0,RUNNING,SOBOL,,,4758,1999,69,658,0.574112259026616778001539387333
932,,,,,,,,,,,,,,,932_0,RUNNING,SOBOL,,,901,3642,35,205,0.199562113178893912879274807892
933,,,,,,,,,,,,,,,933_0,RUNNING,SOBOL,,,1476,510,86,966,0.393948482628911744729549582189
934,,,,,,,,,,,,,,,934_0,RUNNING,SOBOL,,,2931,3871,14,419,0.769573446644470138267024594825
935,,,,,,,,,,,,,,,935_0,RUNNING,SOBOL,,,3449,639,47,364,0.939081179656088393947754866531
936,,,,,,,,,,,,,,,936_0,RUNNING,SOBOL,,,2131,4934,56,754,0.317938410492613898750136058879
937,,,,,,,,,,,,,,,937_0,RUNNING,SOBOL,,,168,1815,2,15,0.029879134215414524661236228553
