trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,feature_id,batch_size,divergence,statistic,significance,subsets,detect_batch
895,,,,,,,,,,,,,,,895_0,COMPLETED,SOBOL,33.000000000000000000000000000000,5.009999999999999786837179271970,4404,1,1845,str\(\'H\'\),str\(\'stdev\'\),0.299494986539706575801034205142,80,1
896,,,,,,,,,,,,,,,896_0,FAILED,SOBOL,,,4377,4,3131,str\(\'KL\'\),str\(\'stdev\'\),0.176737661259248862721804584908,68,3
897,,,,,,,,,,,,,,,897_0,COMPLETED,SOBOL,23.000000000000000000000000000000,5.799999999999999822364316059975,1721,1,730,str\(\'H\'\),str\(\'tstat\'\),0.593472228063270490494574005425,46,2
898,,,,,,,,,,,,,,,898_0,COMPLETED,SOBOL,63.000000000000000000000000000000,5.500000000000000000000000000000,62,2,4356,str\(\'KL\'\),str\(\'tstat\'\),0.769036015253514060319162126689,4,1
899,,,,,,,,,,,,,,,899_0,COMPLETED,SOBOL,43.000000000000000000000000000000,5.330000000000000071054273576010,3656,1,1795,str\(\'H\'\),str\(\'stdev\'\),0.499707565881311877031834001173,84,1
900,,,,,,,,,,,,,,,900_0,COMPLETED,SOBOL,40.000000000000000000000000000000,5.639999999999999680255768907955,2850,3,601,str\(\'H\'\),str\(\'tstat\'\),0.905966333886608521375194413849,33,3
901,,,,,,,,,,,,,,,901_0,COMPLETED,SOBOL,23.000000000000000000000000000000,1.739999999999999991118215802999,820,1,3040,str\(\'KL\'\),str\(\'stdev\'\),0.323787074277177455705611919257,55,2
902,,,,,,,,,,,,,,,902_0,FAILED,SOBOL,,,2244,4,1876,str\(\'H\'\),str\(\'stdev\'\),0.001797796353697776738922442519,95,1
903,,,,,,,,,,,,,,,903_0,COMPLETED,SOBOL,21.000000000000000000000000000000,0.000000000000000000000000000000,3963,0,4475,str\(\'KL\'\),str\(\'tstat\'\),0.729433456454426032422588832560,19,3
904,,,,,,,,,,,,,,,904_0,COMPLETED,SOBOL,46.000000000000000000000000000000,1.389999999999999902300373832986,4157,2,2293,str\(\'KL\'\),str\(\'tstat\'\),0.967502741677686572963068556419,76,1
905,,,,,,,,,,,,,,,905_0,COMPLETED,SOBOL,52.000000000000000000000000000000,1.139999999999999902300373832986,2125,2,4697,str\(\'H\'\),str\(\'stdev\'\),0.301263653980568035795073456029,13,2
906,,,,,,,,,,,,,,,906_0,FAILED,SOBOL,,,1094,4,231,str\(\'KL\'\),str\(\'stdev\'\),0.125711048193275914952593552698,39,2
907,,,,,,,,,,,,,,,907_0,COMPLETED,SOBOL,29.000000000000000000000000000000,49.500000000000000000000000000000,2812,0,2790,str\(\'H\'\),str\(\'tstat\'\),0.644536880206316720176573653589,74,1
908,,,,,,,,,,,,,,,908_0,FAILED,SOBOL,,,3228,4,3976,str\(\'H\'\),str\(\'stdev\'\),0.199289931992068874988532911630,23,3
909,,,,,,,,,,,,,,,909_0,COMPLETED,SOBOL,39.000000000000000000000000000000,3.089999999999999857891452847980,571,0,1535,str\(\'KL\'\),str\(\'tstat\'\),0.531964194824919078818936668540,91,2
910,,,,,,,,,,,,,,,910_0,COMPLETED,SOBOL,40.000000000000000000000000000000,6.599999999999999644728632119950,1369,3,3539,str\(\'H\'\),str\(\'tstat\'\),0.853965130034834096761642285855,61,2
911,,,,,,,,,,,,,,,911_0,COMPLETED,SOBOL,22.000000000000000000000000000000,3.759999999999999786837179271970,4962,1,942,str\(\'KL\'\),str\(\'stdev\'\),0.375826376691460628531871179803,28,1
912,,,,,,,,,,,,,,,912_0,COMPLETED,SOBOL,31.000000000000000000000000000000,0.000000000000000000000000000000,4758,3,4966,str\(\'H\'\),str\(\'tstat\'\),0.269463220700621619574377518802,52,2
913,,,,,,,,,,,,,,,913_0,COMPLETED,SOBOL,21.000000000000000000000000000000,1.909999999999999920063942226989,1476,1,2406,str\(\'KL\'\),str\(\'stdev\'\),0.991985988650470940086734117358,37,3
914,,,,,,,,,,,,,,,914_0,FAILED,SOBOL,,,328,4,2511,str\(\'H\'\),str\(\'stdev\'\),0.674631758233532274893207159039,14,1
915,,,,,,,,,,,,,,,915_0,COMPLETED,SOBOL,142.000000000000000000000000000000,23.899999999999998578914528479800,3296,0,109,str\(\'KL\'\),str\(\'tstat\'\),0.087339606473222378135723431569,100,2
916,,,,,,,,,,,,,,,916_0,COMPLETED,SOBOL,39.000000000000000000000000000000,4.370000000000000106581410364015,2549,3,1266,str\(\'KL\'\),str\(\'stdev\'\),0.507488548975437825383494327980,49,2
917,,,,,,,,,,,,,,,917_0,COMPLETED,SOBOL,30.000000000000000000000000000000,4.500000000000000000000000000000,1143,0,3864,str\(\'H\'\),str\(\'tstat\'\),0.231097988702356815782223975475,65,1
918,,,,,,,,,,,,,,,918_0,COMPLETED,SOBOL,53.000000000000000000000000000000,5.009999999999999786837179271970,1901,3,1221,str\(\'KL\'\),str\(\'tstat\'\),0.414190194981172654653533982128,85,1
919,,,,,,,,,,,,,,,919_0,COMPLETED,SOBOL,46.000000000000000000000000000000,1.209999999999999964472863211995,4244,2,3661,str\(\'H\'\),str\(\'stdev\'\),0.823862650884315317334483097511,3,2
920,,,,,,,,,,,,,,,920_0,FAILED,SOBOL,,,3894,4,842,str\(\'H\'\),str\(\'stdev\'\),0.617483398620039203308351716259,91,2
921,,,,,,,,,,,,,,,921_0,COMPLETED,SOBOL,27.000000000000000000000000000000,2.060000000000000053290705182008,2488,0,3400,str\(\'KL\'\),str\(\'tstat\'\),0.144465151563286792191220797577,22,3
922,,,,,,,,,,,,,,,922_0,COMPLETED,SOBOL,37.000000000000000000000000000000,3.189999999999999946709294817992,712,3,1673,str\(\'H\'\),str\(\'tstat\'\),0.461808200577273952891488306705,30,3
923,,,,,,,,,,,,,,,923_0,COMPLETED,SOBOL,20.000000000000000000000000000000,3.669999999999999928945726423990,3056,1,4077,str\(\'KL\'\),str\(\'stdev\'\),0.799602969696745269345683482243,59,3
924,,,,,,,,,,,,,,,924_0,COMPLETED,SOBOL,53.000000000000000000000000000000,6.190000000000000390798504668055,3568,2,2928,str\(\'KL\'\),str\(\'tstat\'\),0.356067207403481023053615217577,7,2
925,,,,,,,,,,,,,,,925_0,COMPLETED,SOBOL,52.000000000000000000000000000000,12.330000000000000071054273576010,287,2,332,str\(\'H\'\),str\(\'stdev\'\),0.881962764453142922249639923393,82,3
926,,,,,,,,,,,,,,,926_0,FAILED,SOBOL,,,1672,4,4597,str\(\'KL\'\),str\(\'stdev\'\),0.698858900887891598685541794111,70,1
927,,,,,,,,,,,,,,,927_0,COMPLETED,SOBOL,28.000000000000000000000000000000,5.679999999999999715782905695960,4641,0,2155,str\(\'H\'\),str\(\'tstat\'\),0.039689538227394224878530337719,43,1
928,,,,,,,,,,,,,,,928_0,COMPLETED,SOBOL,62.000000000000000000000000000000,11.570000000000000284217094304040,4548,2,310,str\(\'H\'\),str\(\'tstat\'\),0.968888780208304489782733526226,64,2
929,,,,,,,,,,,,,,,929_0,COMPLETED,SOBOL,27.000000000000000000000000000000,1.780000000000000026645352591004,1579,1,2712,str\(\'KL\'\),str\(\'stdev\'\),0.260863200305029740988516095967,50,1
930,,,,,,,,,,,,,,,930_0,FAILED,SOBOL,,,233,4,2215,str\(\'H\'\),str\(\'stdev\'\),0.064600201066583401443566003763,1,1
931,,,,,,,,,,,,,,,931_0,COMPLETED,SOBOL,22.000000000000000000000000000000,3.540000000000000035527136788005,3514,1,4775,str\(\'KL\'\),str\(\'tstat\'\),0.666633431158959899320848307980,88,3
932,,,,,,,,,,,,,,,932_0,FAILED,SOBOL,,,2991,4,3460,str\(\'KL\'\),str\(\'stdev\'\),0.240513006037101156886492958620,36,2
933,,,,,,,,,,,,,,,933_0,COMPLETED,SOBOL,26.000000000000000000000000000000,6.959999999999999964472863211995,648,0,1021,str\(\'H\'\),str\(\'tstat\'\),0.529695455634966450020328920800,53,3
934,,,,,,,,,,,,,,,934_0,COMPLETED,SOBOL,52.000000000000000000000000000000,1.750000000000000000000000000000,2385,3,4054,str\(\'KL\'\),str\(\'tstat\'\),0.832935208708047825076903336594,97,1
935,,,,,,,,,,,,,,,935_0,COMPLETED,SOBOL,21.000000000000000000000000000000,1.590000000000000079936057773011,3791,1,1457,str\(\'H\'\),str\(\'stdev\'\),0.435810751844197485915799461509,16,2
936,,,,,,,,,,,,,,,936_0,COMPLETED,SOBOL,46.000000000000000000000000000000,3.270000000000000017763568394003,4298,3,4278,str\(\'H\'\),str\(\'stdev\'\),0.136367723612114799536243481271,79,1
937,,,,,,,,,,,,,,,937_0,COMPLETED,SOBOL,24.000000000000000000000000000000,4.709999999999999964472863211995,1954,0,1873,str\(\'KL\'\),str\(\'tstat\'\),0.594888782622292611179659616027,9,3
938,,,,,,,,,,,,,,,938_0,COMPLETED,SOBOL,52.000000000000000000000000000000,4.709999999999999964472863211995,1235,2,3209,str\(\'H\'\),str\(\'tstat\'\),0.791162963263690510729020388681,42,1
939,,,,,,,,,,,,,,,939_0,COMPLETED,SOBOL,56.000000000000000000000000000000,4.209999999999999964472863211995,2641,2,652,str\(\'KL\'\),str\(\'stdev\'\),0.438627115812152634788390059839,71,2
940,,,,,,,,,,,,,,,940_0,COMPLETED,SOBOL,39.000000000000000000000000000000,3.410000000000000142108547152020,3398,3,1954,str\(\'KL\'\),str\(\'tstat\'\),0.903728110725060096442007306905,20,2
941,,,,,,,,,,,,,,,941_0,COMPLETED,SOBOL,22.000000000000000000000000000000,1.520000000000000017763568394003,429,1,4397,str\(\'H\'\),str\(\'stdev\'\),0.365040664350613941468992607042,94,3
942,,,,,,,,,,,,,,,942_0,FAILED,SOBOL,,,1539,4,523,str\(\'KL\'\),str\(\'stdev\'\),0.061812568563967947021797755269,58,3
943,,,,,,,,,,,,,,,943_0,COMPLETED,SOBOL,27.000000000000000000000000000000,0.599999999999999977795539507497,4820,0,3118,str\(\'H\'\),str\(\'tstat\'\),0.708433932185173032003433490900,30,3
944,,,,,,,,,,,,,,,944_0,FAILED,SOBOL,,,4908,4,1595,str\(\'KL\'\),str\(\'stdev\'\),0.568463914304971673630006989697,55,3
945,,,,,,,,,,,,,,,945_0,COMPLETED,SOBOL,22.000000000000000000000000000000,0.609999999999999986677323704498,1314,0,4156,str\(\'H\'\),str\(\'tstat\'\),0.170125002790242424444144830886,34,2
946,,,,,,,,,,,,,,,946_0,COMPLETED,SOBOL,39.000000000000000000000000000000,4.500000000000000000000000000000,478,3,920,str\(\'KL\'\),str\(\'tstat\'\),0.475041711634024976795842576394,16,1
947,,,,,,,,,,,,,,,947_0,COMPLETED,SOBOL,21.000000000000000000000000000000,1.030000000000000026645352591004,3134,1,3322,str\(\'H\'\),str\(\'stdev\'\),0.763009706581011415416071486106,97,3
948,,,,,,,,,,,,,,,948_0,COMPLETED,SOBOL,31.000000000000000000000000000000,0.000000000000000000000000000000,2710,3,4675,str\(\'H\'\),str\(\'tstat\'\),0.331291016038507246666000582991,45,3
949,,,,,,,,,,,,,,,949_0,COMPLETED,SOBOL,45.000000000000000000000000000000,1.659999999999999920063942226989,991,2,2076,str\(\'KL\'\),str\(\'stdev\'\),0.930160572730004742147968954669,68,1
950,,,,,,,,,,,,,,,950_0,COMPLETED,SOBOL,41.000000000000000000000000000000,99.010000000000005115907697472721,2062,3,2850,str\(\'H\'\),str\(\'stdev\'\),0.736579595180228308137770909525,82,2
951,,,,,,,,,,,,,,,951_0,COMPLETED,SOBOL,25.000000000000000000000000000000,7.030000000000000248689957516035,4093,0,411,str\(\'KL\'\),str\(\'tstat\'\),0.025390341876074671439988961197,6,1
952,,,,,,,,,,,,,,,952_0,COMPLETED,SOBOL,37.000000000000000000000000000000,5.580000000000000071054273576010,4055,3,2589,str\(\'KL\'\),str\(\'tstat\'\),0.295092555899173047961880911316,89,3
953,,,,,,,,,,,,,,,953_0,COMPLETED,SOBOL,21.000000000000000000000000000000,9.779999999999999360511537815910,2336,1,31,str\(\'H\'\),str\(\'stdev\'\),0.942935988306999206542968750000,25,2
954,,,,,,,,,,,,,,,954_0,FAILED,SOBOL,,,872,4,4888,str\(\'KL\'\),str\(\'stdev\'\),0.638008098060265149698011555301,27,2
955,,,,,,,,,,,,,,,955_0,COMPLETED,SOBOL,38.000000000000000000000000000000,3.439999999999999946709294817992,2904,0,2484,str\(\'H\'\),str\(\'tstat\'\),0.100542720472440130774494093657,62,1
956,,,,,,,,,,,,,,,956_0,FAILED,SOBOL,,,3719,4,1143,str\(\'H\'\),str\(\'stdev\'\),0.555655841223895552438705180975,11,1
957,,,,,,,,,,,,,,,957_0,COMPLETED,SOBOL,22.000000000000000000000000000000,2.149999999999999911182158029987,126,1,3739,str\(\'KL\'\),str\(\'tstat\'\),0.206291281308978807773613084464,78,2
958,,,,,,,,,,,,,,,958_0,COMPLETED,SOBOL,46.000000000000000000000000000000,5.400000000000000355271367880050,1823,2,1344,str\(\'H\'\),str\(\'tstat\'\),0.399860601572319840357749853865,74,3
959,,,,,,,,,,,,,,,959_0,COMPLETED,SOBOL,44.000000000000000000000000000000,1.300000000000000044408920985006,4480,2,3786,str\(\'KL\'\),str\(\'stdev\'\),0.861552948119118755521128605324,40,1
960,,,,,,,,,,,,,,,960_0,COMPLETED,SOBOL,38.000000000000000000000000000000,2.479999999999999982236431605997,4510,3,1485,str\(\'H\'\),str\(\'stdev\'\),0.656719566173851521106996642629,72,1
961,,,,,,,,,,,,,,,961_0,COMPLETED,SOBOL,17.000000000000000000000000000000,0.000000000000000000000000000000,1854,1,3929,str\(\'KL\'\),str\(\'tstat\'\),0.074543987225741153990199450163,42,3
962,,,,,,,,,,,,,,,962_0,FAILED,SOBOL,,,115,4,991,str\(\'H\'\),str\(\'tstat\'\),0.251071220977231834847742675265,9,2
963,,,,,,,,,,,,,,,963_0,COMPLETED,SOBOL,27.000000000000000000000000000000,0.880000000000000004440892098501,3709,0,3588,str\(\'KL\'\),str\(\'stdev\'\),0.978710799681022813878428223688,80,3
964,,,,,,,,,,,,,,,964_0,FAILED,SOBOL,,,2952,4,4746,str\(\'KL\'\),str\(\'tstat\'\),0.426018698159605246900127895060,31,1
965,,,,,,,,,,,,,,,965_0,COMPLETED,SOBOL,23.000000000000000000000000000000,5.349999999999999644728632119950,921,1,2343,str\(\'H\'\),str\(\'stdev\'\),0.842757183566689493936507915350,57,3
966,,,,,,,,,,,,,,,966_0,COMPLETED,SOBOL,52.000000000000000000000000000000,3.669999999999999928945726423990,2269,2,2740,str\(\'KL\'\),str\(\'stdev\'\),0.519781635263934727042567374156,93,2
967,,,,,,,,,,,,,,,967_0,COMPLETED,SOBOL,23.000000000000000000000000000000,11.189999999999999502620084967930,3988,1,183,str\(\'H\'\),str\(\'tstat\'\),0.250456866553053270063600166395,21,3
968,,,,,,,,,,,,,,,968_0,FAILED,SOBOL,,,4107,4,2992,str\(\'H\'\),str\(\'tstat\'\),0.448540504913777116069439898638,87,2
969,,,,,,,,,,,,,,,969_0,COMPLETED,SOBOL,49.000000000000000000000000000000,31.609999999999999431565811391920,2075,0,551,str\(\'KL\'\),str\(\'stdev\'\),0.781218701221048861249585115729,1,1
970,,,,,,,,,,,,,,,970_0,COMPLETED,SOBOL,34.000000000000000000000000000000,0.000000000000000000000000000000,958,3,4524,str\(\'H\'\),str\(\'stdev\'\),0.604680286066606620387631210178,50,2
971,,,,,,,,,,,,,,,971_0,COMPLETED,SOBOL,21.000000000000000000000000000000,1.320000000000000062172489379009,2677,1,1925,str\(\'KL\'\),str\(\'tstat\'\),0.126545228255912661774473804144,63,3
972,,,,,,,,,,,,,,,972_0,COMPLETED,SOBOL,43.000000000000000000000000000000,4.129999999999999893418589635985,3200,2,779,str\(\'KL\'\),str\(\'stdev\'\),0.718225509986281429597454462055,15,3
973,,,,,,,,,,,,,,,973_0,COMPLETED,SOBOL,57.000000000000000000000000000000,99.010000000000005115907697472721,543,2,3180,str\(\'H\'\),str\(\'tstat\'\),0.051990117821842429801648677312,99,2
974,,,,,,,,,,,,,,,974_0,COMPLETED,SOBOL,41.000000000000000000000000000000,2.689999999999999946709294817992,1270,3,1747,str\(\'KL\'\),str\(\'tstat\'\),0.374954008838161823025103558393,53,1
975,,,,,,,,,,,,,,,975_0,COMPLETED,SOBOL,22.000000000000000000000000000000,3.959999999999999964472863211995,4863,0,4306,str\(\'H\'\),str\(\'stdev\'\),0.893783774325624058576522656949,35,3
976,,,,,,,,,,,,,,,976_0,COMPLETED,SOBOL,52.000000000000000000000000000000,13.279999999999999360511537815910,4795,3,361,str\(\'KL\'\),str\(\'tstat\'\),0.757207519510760929115633643960,63,2
977,,,,,,,,,,,,,,,977_0,COMPLETED,SOBOL,28.000000000000000000000000000000,0.579999999999999960031971113494,1514,0,2958,str\(\'H\'\),str\(\'stdev\'\),0.480813025763258350409046215646,26,1
978,,,,,,,,,,,,,,,978_0,COMPLETED,SOBOL,41.000000000000000000000000000000,3.540000000000000035527136788005,436,3,2125,str\(\'KL\'\),str\(\'stdev\'\),0.164444582406431449861372584564,24,3
979,,,,,,,,,,,,,,,979_0,COMPLETED,SOBOL,57.000000000000000000000000000000,1.830000000000000071054273576010,3405,2,4568,str\(\'H\'\),str\(\'tstat\'\),0.574113342776894519658981153043,89,1
980,,,,,,,,,,,,,,,980_0,COMPLETED,SOBOL,38.000000000000000000000000000000,5.500000000000000000000000000000,2589,3,3370,str\(\'H\'\),str\(\'stdev\'\),0.019709995849058033201561812575,40,1
981,,,,,,,,,,,,,,,981_0,COMPLETED,SOBOL,32.000000000000000000000000000000,4.540000000000000035527136788005,1183,1,813,str\(\'KL\'\),str\(\'tstat\'\),0.742229068266227809402835191577,73,2
982,,,,,,,,,,,,,,,982_0,FAILED,SOBOL,,,2027,4,4106,str\(\'H\'\),str\(\'tstat\'\),0.924358341045677711633743456332,77,3
983,,,,,,,,,,,,,,,983_0,COMPLETED,SOBOL,26.000000000000000000000000000000,1.820000000000000062172489379009,4370,0,1703,str\(\'KL\'\),str\(\'stdev\'\),0.337062255810946231893154845238,11,2
984,,,,,,,,,,,,,,,984_0,COMPLETED,SOBOL,51.000000000000000000000000000000,1.360000000000000097699626167014,3783,2,3894,str\(\'KL\'\),str\(\'stdev\'\),0.106344431659206747897705724881,96,2
985,,,,,,,,,,,,,,,985_0,COMPLETED,SOBOL,40.000000000000000000000000000000,3.959999999999999964472863211995,2377,2,1295,str\(\'H\'\),str\(\'tstat\'\),0.632236308047547934663157320756,17,1
986,,,,,,,,,,,,,,,986_0,FAILED,SOBOL,,,676,4,3632,str\(\'KL\'\),str\(\'tstat\'\),0.948615932807326367459666016657,35,3
987,,,,,,,,,,,,,,,987_0,COMPLETED,SOBOL,20.000000000000000000000000000000,0.890000000000000013322676295502,3020,1,1191,str\(\'H\'\),str\(\'stdev\'\),0.289442651543766249488953690161,54,2
988,,,,,,,,,,,,,,,988_0,FAILED,SOBOL,,,3445,4,2377,str\(\'H\'\),str\(\'tstat\'\),0.867232818262651528051776494976,6,3
989,,,,,,,,,,,,,,,989_0,COMPLETED,SOBOL,34.000000000000000000000000000000,24.750000000000000000000000000000,164,0,4936,str\(\'KL\'\),str\(\'stdev\'\),0.394210652602836497671034976520,83,1
990,,,,,,,,,,,,,,,990_0,COMPLETED,SOBOL,99.000000000000000000000000000000,51.320000000000000284217094304040,1630,3,139,str\(\'H\'\),str\(\'stdev\'\),0.212093037109822024621763603136,69,1
991,,,,,,,,,,,,,,,991_0,COMPLETED,SOBOL,22.000000000000000000000000000000,3.879999999999999893418589635985,4599,1,2540,str\(\'KL\'\),str\(\'tstat\'\),0.549884125567972614767597860919,45,2
992,,,,,,,,,,,,,,,992_0,FAILED,SOBOL,,,4652,4,4446,str\(\'KL\'\),str\(\'tstat\'\),0.489794161908328529175804533224,75,2
993,,,,,,,,,,,,,,,993_0,COMPLETED,SOBOL,25.000000000000000000000000000000,0.589999999999999968913755310496,1683,0,2003,str\(\'H\'\),str\(\'stdev\'\),0.778980292167514520862425797532,38,2
994,,,,,,,,,,,,,,,994_0,COMPLETED,SOBOL,43.000000000000000000000000000000,0.849999999999999977795539507497,256,3,3070,str\(\'KL\'\),str\(\'stdev\'\),0.583680709747597559200471550866,12,3
995,,,,,,,,,,,,,,,995_0,COMPLETED,SOBOL,43.000000000000000000000000000000,14.880000000000000781597009336110,3537,1,473,str\(\'H\'\),str\(\'tstat\'\),0.186560171486809839302978275555,77,1
996,,,,,,,,,,,,,,,996_0,COMPLETED,SOBOL,42.000000000000000000000000000000,5.349999999999999644728632119950,3122,2,1825,str\(\'H\'\),str\(\'stdev\'\),0.719641893524676556914698721812,28,3
997,,,,,,,,,,,,,,,997_0,COMPLETED,SOBOL,39.000000000000000000000000000000,1.570000000000000062172489379009,779,2,4228,str\(\'KL\'\),str\(\'tstat\'\),0.011620232224464416975751035466,60,2
998,,,,,,,,,,,,,,,998_0,FAILED,SOBOL,,,2440,4,701,str\(\'H\'\),str\(\'tstat\'\),0.313873744660988440724480597055,90,3
999,,,,,,,,,,,,,,,999_0,COMPLETED,SOBOL,26.000000000000000000000000000000,3.500000000000000000000000000000,3846,1,3258,str\(\'KL\'\),str\(\'stdev\'\),0.915910655414685637154548203398,23,1
1000,,,,,,,,,,,,,,,1000_0,COMPLETED,SOBOL,37.000000000000000000000000000000,3.609999999999999875655021241982,4277,3,1069,str\(\'KL\'\),str\(\'stdev\'\),0.654450760062783909454253716831,84,3
1001,,,,,,,,,,,,,,,1001_0,COMPLETED,SOBOL,26.000000000000000000000000000000,3.299999999999999822364316059975,1933,1,3509,str\(\'H\'\),str\(\'tstat\'\),0.115767247162759309708768284963,5,1
1002,,,,,,,,,,,,,,,1002_0,FAILED,SOBOL,,,1129,4,1407,str\(\'KL\'\),str\(\'tstat\'\),0.311055648179724808510826505881,47,1
1003,,,,,,,,,,,,,,,1003_0,COMPLETED,SOBOL,24.000000000000000000000000000000,0.540000000000000035527136788005,2535,0,4007,str\(\'H\'\),str\(\'stdev\'\),0.957680707333609437803545461065,67,2
1004,,,,,,,,,,,,,,,1004_0,FAILED,SOBOL,,,3341,4,2662,str\(\'H\'\),str\(\'tstat\'\),0.385618415504694000972563117102,18,2
1005,,,,,,,,,,,,,,,1005_0,COMPLETED,SOBOL,51.000000000000000000000000000000,10.269999999999999573674358543940,372,0,261,str\(\'KL\'\),str\(\'stdev\'\),0.844143170047551349988168567506,95,1
1006,,,,,,,,,,,,,,,1006_0,COMPLETED,SOBOL,51.000000000000000000000000000000,3.959999999999999964472863211995,1411,2,4824,str\(\'H\'\),str\(\'stdev\'\),0.541878000324591990732869817293,56,1
1007,,,,,,,,,,,,,,,1007_0,COMPLETED,SOBOL,54.000000000000000000000000000000,7.620000000000000106581410364015,4692,2,2264,str\(\'KL\'\),str\(\'tstat\'\),0.189346086347475656141980948632,33,2
1008,,,,,,,,,,,,,,,1008_0,COMPLETED,SOBOL,44.000000000000000000000000000000,0.770000000000000017763568394003,4956,2,3710,str\(\'H\'\),str\(\'stdev\'\),0.081537910157814627587491429495,60,1
1009,,,,,,,,,,,,,,,1009_0,COMPLETED,SOBOL,44.000000000000000000000000000000,3.209999999999999964472863211995,1362,2,1113,str\(\'KL\'\),str\(\'tstat\'\),0.680403533374890678864232995693,29,3
1010,,,,,,,,,,,,,,,1010_0,COMPLETED,SOBOL,39.000000000000000000000000000000,1.300000000000000044408920985006,597,3,3816,str\(\'H\'\),str\(\'tstat\'\),0.986306059021502701256167711108,22,2
1011,,,,,,,,,,,,,,,1011_0,COMPLETED,SOBOL,44.000000000000000000000000000000,4.500000000000000000000000000000,3253,0,1373,str\(\'KL\'\),str\(\'stdev\'\),0.275113110184669495961173879550,92,1
1012,,,,,,,,,,,,,,,1012_0,FAILED,SOBOL,,,2740,4,61,str\(\'KL\'\),str\(\'tstat\'\),0.818182765869423733740006809967,44,1
1013,,,,,,,,,,,,,,,1013_0,COMPLETED,SOBOL,26.000000000000000000000000000000,3.000000000000000000000000000000,1021,0,2618,str\(\'H\'\),str\(\'stdev\'\),0.419840158822014919426379719880,69,3
1014,,,,,,,,,,,,,,,1014_0,COMPLETED,SOBOL,43.000000000000000000000000000000,2.180000000000000159872115546023,2178,3,2455,str\(\'KL\'\),str\(\'stdev\'\),0.225296218030154704603518212025,81,2
1015,,,,,,,,,,,,,,,1015_0,COMPLETED,SOBOL,18.000000000000000000000000000000,0.000000000000000000000000000000,4209,1,4858,str\(\'H\'\),str\(\'tstat\'\),0.513260279502719685140732508444,8,3
1016,,,,,,,,,,,,,,,1016_0,FAILED,SOBOL,,,3934,4,2047,str\(\'H\'\),str\(\'tstat\'\),0.805405141895636944582292926498,99,2
1017,,,,,,,,,,,,,,,1017_0,COMPLETED,SOBOL,25.000000000000000000000000000000,0.000000000000000000000000000000,2215,0,4646,str\(\'KL\'\),str\(\'stdev\'\),0.456036901319399501364415527860,14,3
1018,,,,,,,,,,,,,,,1018_0,COMPLETED,SOBOL,39.000000000000000000000000000000,1.639999999999999902300373832986,827,2,439,str\(\'H\'\),str\(\'stdev\'\),0.150145557075738900199013414749,37,1
1019,,,,,,,,,,,,,,,1019_0,COMPLETED,SOBOL,44.000000000000000000000000000000,1.090000000000000079936057773011,2859,2,2880,str\(\'KL\'\),str\(\'tstat\'\),0.611833985019475168343205950805,51,3
1020,,,,,,,,,,,,,,,1020_0,COMPLETED,SOBOL,54.000000000000000000000000000000,2.520000000000000017763568394003,3606,3,4184,str\(\'KL\'\),str\(\'stdev\'\),0.045369899125769733161384067444,2,2
1021,,,,,,,,,,,,,,,1021_0,COMPLETED,SOBOL,29.000000000000000000000000000000,2.770000000000000017763568394003,12,1,1625,str\(\'H\'\),str\(\'tstat\'\),0.693209412930533286356649114168,86,2
1022,,,,,,,,,,,,,,,1022_0,FAILED,SOBOL,,,1790,4,3292,str\(\'KL\'\),str\(\'tstat\'\),0.887765011008828874849996282137,66,2
1023,,,,,,,,,,,,,,,1023_0,COMPLETED,SOBOL,32.000000000000000000000000000000,5.519999999999999573674358543940,4447,0,891,str\(\'H\'\),str\(\'stdev\'\),0.350295952759683115740330094923,48,3
1024,,,,,,,,,,,,,,,1024_0,FAILED,SOBOL,,,4445,4,4478,str\(\'H\'\),str\(\'stdev\'\),0.592873688399791709535691097699,22,3
1025,,,,,,,,,,,,,,,1025_0,COMPLETED,SOBOL,25.000000000000000000000000000000,1.939999999999999946709294817992,1789,0,1883,str\(\'KL\'\),str\(\'tstat\'\),0.177357643563300360067813699061,91,3
1026,,,,,,,,,,,,,,,1026_0,COMPLETED,SOBOL,59.000000000000000000000000000000,1.389999999999999902300373832986,13,2,3047,str\(\'H\'\),str\(\'tstat\'\),0.499088029718026515713091839643,59,3
1027,,,,,,,,,,,,,,,1027_0,COMPLETED,SOBOL,46.000000000000000000000000000000,6.910000000000000142108547152020,3607,2,604,str\(\'KL\'\),str\(\'stdev\'\),0.769635001057758949549736371409,30,2
1028,,,,,,,,,,,,,,,1028_0,COMPLETED,SOBOL,42.000000000000000000000000000000,4.769999999999999573674358543940,2860,3,1792,str\(\'KL\'\),str\(\'tstat\'\),0.324148198273032928096171190191,82,1
1029,,,,,,,,,,,,,,,1029_0,COMPLETED,SOBOL,27.000000000000000000000000000000,0.660000000000000031086244689504,829,1,4349,str\(\'H\'\),str\(\'stdev\'\),0.905596255473792521861753357371,7,3
1030,,,,,,,,,,,,,,,1030_0,FAILED,SOBOL,,,2214,4,723,str\(\'KL\'\),str\(\'stdev\'\),0.729804040493443606507639742631,43,3
